08年 3月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳴門ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃサクラグロｰリｰ, 61,藤岡佑,, 69,*  4,   2, 1,  2.1, ①①, 1, 5, メイケイグリｰン,,熊沢重,,,,, 2,  4.7,③②①, 1,13,Ａトｰホウドルチェ, 80,内田博,, 73,*  5,* 11, 2,  3.1, ②②, 1,10,Ｂビッグジェム, 85,内田博,, 84,* 11,  12, 2,  4.2, ②②
 2,14,Ｆアナモリ, 53,川田将, 0.5, 66,  -7,* 10, 9, 61.7, ⑥⑥, 2, 2, チェスナットマン,,今村康,201.6,,,, 5,  7.9,③③②, 2, 1,Ｂドリｰムクラウン, 72,岩田康, 0.0, 73,   3,* 12, 3,  3.3, ③④, 2, 2,Ｆアポインテッドボブ, 79,池添謙, 0.1, 84,* 12,  10, 3,  4.5, ①①
 3,13,Ｂメリトゥム, 62,内田博, 0.6, 64,*  2,   0, 4,  8.8, ②②, 3, 4, シュトラｰレン,,林満明,202.2,,,, 1,  3.0,⑥⑤④, 3, 6,Ｅタマモクリエイト, 68,幸英明, 1.0, 64,  -4,* 10, 4, 14.6, ⑪⑧, 3,14,Ａガブリン, 86,藤岡佑, 0.2, 83,* 10,  12, 1,  3.2, ③③
 4,15,Ａリリｰレインボｰ, 64,池添謙, 0.6, 64,*  2,   0, 3,  4.5, ③②, 4, 9, ワンダｰタイキ,,植野貴,202.4,,,, 3,  5.9,⑪⑧⑦, 4, 9,Ｐシュウボンバｰ, 37,藤岡佑, 1.1, 63,   0,   5,10, 62.4, ⑩⑥, 4,12,Ｊフサイチギガダイヤ, 78,渡辺薫, 0.5, 81,   2,* 17, 8, 30.1, ⑪⑩
 5,12,Ｄヴォレハクユウ, 58,渡辺薫, 0.7, 64,  -4,*  4, 2,  4.0, ④④, 5, 1, トップアｰチ,,菊地昇,202.6,,,,11, 59.2,③⑤⑥, 5,12,Ｄグランプリヒｰロｰ, 70,四位洋, 1.1, 65,*  4,   2, 1,  3.0, ③③, 5, 8,Ｋツタンカｰメン, 76,小牧太, 0.8, 78,   1,  15, 6, 16.6, ⑪⑫
 6, 8,Ｇグラマラスシチｰ, 51,岩田康, 1.1, 59,  -9,*  5, 6, 19.6, ⑧⑥, 6, 7, ワンダｰハヤブサ,,北沢伸,202.7,,,, 6, 15.9,⑦⑤②, 6, 2,Ｃテイエムクレナイ, 72,小林徹, 1.2, 63,   0,   4, 9, 40.8, ⑦⑧, 6, 1,Ｍベルモントプロテア, 76,川島信, 0.9, 77,   8,   7,12, 66.2, ⑤⑦
 7, 1,Ｋナリタサイキック, 48,角田晃, 1.7, 54, -11,   1, 8, 57.1, ⑨⑨, 7,10, メイショウセイラン,,仲田雅,203.7,,,,14,129.7,⑫⑫⑪, 7,16,Ｌボストンオｰ, 58,和田竜, 1.9, 58,  -6,   4, 7, 25.7, ⑬⑫, 7, 7,Ｉゼンノトレヴィ, 78,幸英明, 1.0, 76,   8,   6, 9, 53.2, ⑤④
 8, 3,Ｊキングセンプｰ, 49,田中克, 1.7, 55, -10,   2,14,341.2, ⑨⑨, 8,12, ツルミトゥインクル,,高田潤,204.0,,,, 8, 22.1,⑨⑩⑨, 8, 8,Ｊウィキッドウィンド, 59,川島信, 1.9, 56,*  6,  -8,15,428.1, ①①, 8, 9,Ｃグリｰンアラモｰド, 82,川田将, 1.0, 75,   3,  10, 4,  7.5, ⑨⑦
 9, 5,Ｌトウケイリリｰ, 47,佐久間, 2.1, 52,  -6,  -5,12,203.7, ⑥⑧, 9,14, ビコｰフェザｰ,,岩崎祐,204.8,,,,13,108.2,⑭⑬⑭, 9, 4,Ｋドキャｰレ, 59,渡辺薫, 2.1, 56,   0,  -3, 8, 35.3, ⑤⑧, 9, 3,Ｎカシノエスケイプ, 76,大下智, 1.1, 75,  -2,  15, 5,  9.2, ⑬⑬
10, 6,Ｅニホンピロソフィｰ, 57,酒井学, 2.1, 51,  -3,  -9,10, 63.5, ④④,10,11, ファンドリゲット,,出津孝,205.1,,,,12, 67.3,①①④,10,10,Ｏアイファｰハクオｰ, 47,佐藤哲, 2.4, 53,  -8,   2,14,424.5, ⑮⑮,10,11,Ｇアグネスボゾン, 78,角田晃, 1.3, 74,  -6,* 17,10, 56.2, ⑭⑭
