08年 3月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,武庫川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄサウスエンピリカル, 57,岩田康,, 59,* -1,   5, 1,  1.6, ③③, 1,12,Ａペルルデジャルダン, 65,池添謙,, 64,* -6,   4, 2,  3.1,⑥③④, 1, 9,Ａワンダｰプロ, 76,福永祐,, 76,*  5,* 17, 1,  1.5, ①①, 1, 1,Ｃゲイルスパｰキｰ, 81,福永祐,, 91,*  0,* 26, 2,  4.4, ③③
 2, 4,Ａサウスサプライズ, 66,赤木高, 0.1, 58,*  1,   3, 3,  5.5, ①①, 2, 8,Ｆモルエラン, 56,角田晃, 0.1, 69, -10,* 12, 7, 22.2,⑬⑬⑩, 2, 4,Ｋプリムロｰズヒル, 51,田中克, 1.1, 68,   2,  10, 9, 67.0, ③②, 2, 3,Ｂトップオブツヨシ, 81,池添謙, 0.0, 88,*  2,  22, 3,  6.5, ①①
 3, 1,Ｈミコノス, 50,田中克, 0.3, 58,  -5,*  6, 5, 32.6, ⑦⑤, 3, 2,Ｃピサノロンシャン, 59,田中克, 0.1, 64,* -6,   2, 8, 27.3,⑤③④, 3, 6,Ｇニホンピロコナユキ, 61,酒井学, 1.2, 65,   0,  12, 6, 19.3, ④④, 3,14,Ｅマイネルクラッチ, 80,武豊  , 0.0, 90,*  0,  24, 7, 12.6, ②②
 4, 6,Ｃミキノセレナｰデ, 57,幸英明, 0.5, 55,  -6,*  6, 4, 15.7, ⑧⑧, 4, 5,Ｈエｰシングレｰソロ, 53,幸英明, 0.2, 65,  -8,   4,10, 62.7,⑨⑦⑦, 4, 3,Ｅデンコウニンジャ, 65,幸英明, 1.3, 67,  -7,* 19, 8, 66.6, ⑪⑪, 4, 6,Ａキタノリュｰオｰ, 84,岩田康, 0.3, 87,  -3,* 26, 1,  3.7, ⑥⑧
 5, 5,Ｆナスノギンガ, 54,川原正, 0.6, 54,  -2,   1, 6, 33.5, ③③, 5,14,Ｊメテオスクライドｰ, 49,高橋亮, 0.3, 59,* -7,  -3,12, 88.1,②②②, 5, 8,Ｊシルクヘラクレス, 58,吉田稔, 1.3, 64,  -2,  12, 5, 10.4, ⑥⑥, 5, 7,Ｈベイリングボｰイ, 79,渡辺薫, 0.5, 87,  -3,  23, 4, 10.0, ⑨⑧
 6,12,Ｂエリモリリパット, 66,福永祐, 0.7, 53,*  0,  -2, 2,  4.1, ②②, 6, 1,Ｅクヴァルダ, 57,岩田康, 0.3, 64, -10,*  8, 3,  4.1,⑩⑪⑦, 6, 2,Ｈカシノマイケル, 60,川原正, 1.4, 64,  -3,  12,10, 71.2, ⑥⑦, 6,10,Ｉエｰティｰボス, 78,赤木高, 0.5, 84,  -2,  20,10, 19.6, ⑤⑥
 7, 9,Ｋトｰホウベルサイユ, 42,吉田稔, 0.8, 52, -12,*  9, 7, 37.7, ⑬⑪, 7, 4,Ｌテツゴｰルド, 45,小牧太, 0.5, 59,* -6,  -4, 9, 41.9,③③②, 7, 5,Ｄダイナミックタｰン, 66,田村太, 1.5, 61,  -5,  13, 7, 35.8, ⑧⑨, 7, 8,Ｆクラクエンスキｰ, 79,四位洋, 0.6, 85,  -5,  24,11, 25.3, ⑫⑫
 8, 3,Ｉアナモリ, 49,川田将, 0.8, 53,  -3,   1,10,112.5, ⑤⑤, 8, 6,Ｇテｰオｰショウキ, 53,渡辺薫, 0.7, 60,  -9,  -1,11, 85.7,⑦⑦⑩, 8, 7,Ｆプラグマティック, 63,岩田康, 1.6, 61,*  4,   3, 4, 10.0, ②②, 8, 5,Ｏフィレンツェ, 70,石橋守, 0.7, 84,  -3,  20, 8, 17.0, ⑨⑧
