08年 8月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 8月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■10R  芝3250m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新潟ｼﾞｬﾝﾌﾟS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃエイシンタイガｰ, 50,内田博,, 58,  -8,*  1, 1,  2.0, ④②, 1,13,Ｆヤマニンファンシｰ, 59,松岡正,, 69,* -5,   4, 5, 12.0, ②②, 1, 7,Ｃマッキｰエルメス, 73,内田博,, 74,   6,*  4, 5, 12.7, ⑩⑦, 1,10, ユウタｰビスケット,,蓑島靖,,,,, 8, 26.3,②②②
 2, 9,Ｅマイネルプライゼン, 46,柴山雄, 0.1, 59, -15,*  8, 4, 11.4, ⑫⑩, 2,18,Ｃダイワデュｰク, 66,後藤浩, 0.0, 71,  -7,*  9, 1,  3.8, ⑧⑥, 2,14,Ａロスペトリュス, 77,中舘英, 0.1, 73,*  7,  -2, 1,  3.0, ③②, 2, 1, ブラックレディ,,石神深,214.1,,,,10, 30.2,⑥⑤④
 3, 1,Ｆジェイケイヘイロｰ, 45,江田照, 0.3, 53,* -6,  -7, 7, 25.7, ①①, 3,17,Ｄロｰテレジｰナ, 64,福永祐, 0.1, 72,  -8,* 11, 4,  6.6, ⑧⑪, 3,18,Ｂルシフェリン, 73,蛯名正, 0.2, 72,   6,   0, 2,  3.1, ⑧⑦, 3, 7, テイエムヤマトオｰ,,出津孝,214.3,,,, 2,  4.8,①①①
 4,11,Ｈフェイマステイル, 43,柴田善, 0.3, 55, -11,   0, 6, 13.1, ⑥⑥, 4, 5,Ａスペシャルシｰズン, 67,木幡初, 0.2, 66,* -6,   3, 2,  4.3, ⑧⑨, 4, 4,Ｅステイウィズユｰ, 72,福永祐, 0.2, 73,   2,*  9, 3,  6.8, ⑯⑮, 4, 9, ミヤビペルセウス,,穂苅寿,214.6,,,, 4,  7.3,⑥⑧⑥
 5,13,Ａストロングロビン, 52,福永祐, 0.9, 48, -12,  -5, 2,  4.2, ⑨⑧, 5,10,Ｂタツクｰル, 67,柴田善, 0.2, 66,* -5,   1, 3,  4.4, ②②, 5,12,Ｉスエズ, 68,松岡正, 0.2, 72,   4,*  4, 4,  7.6, ⑩⑩, 5,14, タイキレｰザｰ,,横山義,214.8,,,, 1,  2.8,②②②
 6, 4,Ｉミヤビクロスオｰ, 34,吉田豊, 1.2, 44, -11, -12, 9, 79.2, ⑥⑧, 6, 6,Ｇカンタカ, 57,千葉直, 0.3, 66,  -9,   6,11, 46.9, ⑫⑪, 6,13,Ｄシルクバッカス, 72,黛弘人, 0.3, 72,   3,*  6, 6, 15.3, ⑮⑮, 6,13, ジャイアンツエｰル,,高田潤,215.0,,,, 3,  6.5,⑥④④
 7,10,Ｇコスモジブリル, 44,蛯名正, 1.4, 43, -10, -14, 8, 30.2, ⑥⑥, 7,16,Ｊシルクバｰディｰ, 47,小林淳, 0.4, 67, -12,*  9,14,110.2, ⑬⑬, 7, 8,Ｏユメノツヅキヲ, 58,村田一, 0.8, 67,   6,  -7,13,137.5, ⑧⑩, 7, 4, マルブツトップ,,菊地昇,215.0,,,,11, 40.7,⑪⑨⑨
 8, 6,Ｄラｰクフライト, 49,松岡正, 1.5, 41, -14, -12, 3,  5.7, ⑩⑩, 8,12,Ｈシンボリマｰシャル, 57,田中勝, 0.4, 66,  -9,   4, 6, 14.6, ⑧⑨, 8,16,Ｒアサクサキンメダル, 18,武士沢, 0.8, 66,   5,  -4, 8, 39.0, ⑫⑫, 8, 3, コスモラバンジン,,宗像徹,215.3,,,, 7, 22.3,⑥⑤⑥
 9, 2,Ｋノアブレイク, 20,宮崎北, 1.8, 37,* -7, -24,11,187.2, ②②, 9, 4,Ｅタキシｰドジャズ, 62,江田照, 0.6, 63, -12,   6, 7, 18.2, ⑮⑬, 9,17,Ｆサンアイブライト, 70,江田照, 0.9, 62,*  7, -12,10, 58.7, ④④, 9, 5, シュフルｰル,,金子光,215.6,,,, 5,  8.0,④⑨⑨
10, 3,Ｂフレアリングロｰズ, 50,高山太, 1.8, 37,* -7, -23, 5, 12.9, ②④,10, 8,Ｉシンボリビスケｰン, 49,吉田豊, 0.8, 57,* -7,  -7, 9, 31.3, ④⑥,10,11,Ｋシルクプログレス, 65,吉田豊, 1.0, 63,   6, -12, 7, 18.1, ⑥⑤,10, 8, ジンデンバリュｰ,,柴田大,215.6,,,,14,160.1,⑥⑪⑪
11, 5,Ｌロンドゥジャンブ, 19,西田雄, 2.1, 34,  -8, -26,12,239.8, ④④,11, 1,Ｋプティフｰル, 47,黛弘人, 0.9, 56,* -7,  -8,10, 43.7, ④④,11, 3,Ｍシュウザンゴｰルド, 59,伊藤工, 1.0, 63,   6, -10,15,182.8, ④⑤,11,12, メイショウタロｰ,,白浜雄,215.8,,,, 6, 19.3,④⑤⑧
