08年12月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝3110m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 8,14,Ｂライラックノユメ, 60,田中克, 0.8, 59,   0,  -5, 3,  5.9, ⑦⑦, 8,11,Ｉタマモコロナ, 45,浜中俊, 1.8, 51,   2, -13, 5, 31.7, ④⑥, 8, 4,Ｉシゲルダンプウ, 68,小林慎, 1.8, 67,   4,   2, 9, 76.8,⑤⑦⑦, 8, 3,Ｆボｰドスウィｰパｰ, 88,秋山真, 0.9, 81,  16,   0, 5, 17.3, ④④
 9, 3,Ｇエｰシンクラウニン, 54,川島信, 1.1, 54, -11,*  3, 7, 18.9, ⑫⑪, 9,16,Ｋサマニレディｰ, 44,荻野要, 2.0, 48,   1, -13, 9, 49.6, ⑥⑤, 9,10,Ｅニッシンテｰスト, 78,大下智, 2.6, 64,   5,  -6, 8, 72.9,⑦⑥⑥, 9, 7,Ｃベルモントプロテア, 90,石橋脩, 0.9, 78,  13,   3,11, 68.2, ⑦⑧
10, 6,Ｋアクセスラヴ, 46,小林徹, 1.4, 55, -11,*  2,13,235.9, ⑪⑫,10,15,Ｊシュンリキ, 45,田中健, 2.1, 47,  -1, -12, 7, 44.4, ⑩⑧,10, 7,Ｈビッグボス, 70,田村太, 2.7, 61,   2,  -3, 7, 52.3,⑨⑧⑧,10,11,Ｊセレスクラブ, 86,下原理, 1.0, 77,   9,   8, 9, 46.7, ⑫⑬
11, 4,Ｎプライベｰト, 36,黒岩悠, 1.6, 50,  -4,  -9,14,239.3, ⑩⑨,11,14,Ｄトムズビｰム, 60,岩崎祐, 2.1, 47,  -1, -11, 4, 11.9, ⑨⑫,,,,,,,,,,,,,11, 4,Ｌワｰキングボｰイ, 81,田村太, 1.1, 76,   7,  10,15,299.5, ⑮⑮
12,11,Ｐナンゴクミラクル, 31,大下智, 2.2, 47, -17,  -2,16,387.5, ⑮⑮,12,10,Ｇエｰシンファスタｰ, 49,幸英明, 2.2, 47,*  4, -19, 8, 47.0, ②②,,,,,,,,,,,,,12, 1,Ｂユビキタス, 90,藤岡佑, 1.2, 78,* 18,  -7, 1,  1.6, ②②
13,10,Ｊゼットオｰジ, 47,秋山真, 2.3, 45, -15,  -3,10, 40.2, ⑭⑬,13, 9,Ｅカネトシポインタｰ, 60,秋山真, 2.3, 46,   0, -14, 6, 35.3, ⑧⑨,,,,,,,,,,,,,13,15,Ｋビッグジェム, 81,赤木高, 1.3, 77,* 19,  -8,13,166.9, ①①
14, 8,Ｏオモイノママニ, 31,幸英明, 2.3, 44,   2, -20,12,108.3, ④⑥,14, 5,Ｈスイｰトデビル, 48,武士沢, 2.5, 44,  -2, -14,11, 87.5, ⑬⑭,,,,,,,,,,,,,14,16,Ｐアロマキャンドル, 67,石橋守, 1.4, 75,  10,   2,10, 66.9, ⑪⑩
15,12,Ｍディｰプブレｰン, 41,船曳文, 2.8, 41, -16,  -8,15,277.6, ⑯⑭,15, 2,Ｍビコｰトリニティｰ, 41,佐久間, 2.8, 42,   1, -18,16,336.8, ⑦⑩,,,,,,,,,,,,,15, 2,Ｍウォｰタｰオｰレ, 80,鮫島良, 1.8, 72,  13,  -5,16,315.8, ⑧⑦
16, 9,Ｌレッドアイ, 44,武幸四, 6.3,  9, -18, -36, 6,  8.5, ⑬⑯,16, 7,Ｏウィステリアスカイ, 38,石橋守, 3.4, 38,  -5, -16,15,258.2, ⑯⑯,,,,,,,,,,,,,16, 6,Ｎシアトルバロｰズ, 80,角田晃, 3.0, 64,  15, -18,12,113.1, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,900円 複勝:16=900円 07=610円 13=230円 枠連:6,830円",,,,,,,,,,,,単勝:340円 複勝:13=120円 08=110円 03=130円 枠連:290円,,,,,,,,,,,,単勝:280円 複勝:08=110円 02=110円 09=130円 枠連:360円,,,,,,,,,,,,"単勝:1,520円 複勝:05=360円 14=460円 13=360円 枠連:2,610円",,,,,,,,,,,
"馬連:39,740円 ワイド:07-16=8,340円 13-16=2,890円 07-13=2,270円",,,,,,,,,,,,馬連:330円 ワイド:08-13=160円 03-13=240円 03-08=180円,,,,,,,,,,,,馬連:350円 ワイド:02-08=160円 08-09=190円 02-09=200円,,,,,,,,,,,,"馬連:5,900円 ワイド:05-14=1,670円 05-13=1,950円 13-14=1,480円",,,,,,,,,,,
"馬単:72,860円 3連複:65,800円 3連単:670,300円",,,,,,,,,,,,"馬単:780円 3連複:380円 3連単:2,030円",,,,,,,,,,,,"馬単:680円 3連複:360円 3連単:1,400円",,,,,,,,,,,,"馬単:15,200円 3連複:14,570円 3連単:117,710円",,,,,,,,,,,
■ 3R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,2008ﾌｧｲﾅﾙS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｄコウヨウドリｰム, 61,下原理,, 69,*  1,* 13,10, 47.7,②②②, 1, 2, ガウディ,---,福永祐,, 65,   4,* -9, 3,  5.6,⑦⑥⑦, 1, 1,Ａマストビｰトゥルｰ, 81,浜中俊,, 83,   8,*  5, 1,  4.0, ⑦⑧, 1, 9,Ｇフィｰルドベアｰ, 86,秋山真,, 89,  12,*  8, 5,  8.6, ⑦⑦
 2,15,Ｂシゲルゴユウサン, 64,浜中俊, 0.2, 67,*  1,*  9, 2,  3.4,①①①, 2, 1, ジョウノワンダｰ,---,秋山真, 0.1, 64,   5, -12, 4,  9.0,⑧⑦⑥, 2, 4,Ｈサザンギャラクシｰ, 74,藤岡佑, 0.0, 79,   8,*  5, 5,  9.0, ⑧⑨, 2, 6,Ｉホッカイカンティ, 86,石橋脩, 0.0, 89,  12,*  8, 2,  5.0, ⑥⑥
 3, 9,Ａケイアイゲンブ, 65,福永祐, 0.7, 64,*  1,   7, 1,  2.7,③③③, 3, 7, キャニオンブラウン,---,下原理, 0.2, 62,   5, -15, 6, 25.7,③③⑤, 3,12,Ｍマイサイドキック, 66,田村太, 0.2, 77,   5,*  5,15,210.6, ⑭⑬, 3,11,Ｏホッコｰパドゥシャ, 80,浜中俊, 0.1, 90,   8,* 12, 7, 16.3, ⑬⑭
 4,10,Ｇシルバｰフィｰルド, 59,幸英明, 1.3, 60,  -2,   7, 5, 13.8,⑬⑫⑪, 4, 6, アプレザンレｰヴ,---,藤岡佑, 0.4, 60,*  6, -20, 1,  1.7,④④③, 4, 2,Ｋメイショウゲンジ, 70,田中克, 0.5, 74,   9,  -7,10, 37.5, ③④, 4,15,Ｄフライングアップル, 87,北村宏, 0.2, 84,   9,*  8, 6, 16.1, ⑩⑩
 5, 7,Ｍカタンジャレ, 44,小牧太, 1.4, 62,  -5,* 12,11, 67.7,⑮⑮⑭, 5, 4, アラタマポケット,---,石橋守, 0.4, 61,   5, -18, 9, 85.7,⑤⑤④, 5, 3,Ｅキクカラヴリイ, 77,幸英明, 0.6, 75,   5,   1, 8, 21.5, ⑩⑪, 5,18,Ｈバトルバニヤン, 86,幸英明, 0.3, 86,* 13,   1, 3,  5.0, ⑤④
 6, 4,Ｆウォｰクラウン, 59,石橋脩, 1.5, 58,  -1,   4, 6, 14.4,⑪⑨⑦, 6, 9, エイシンスペシャル,---,角田晃, 1.1, 55,   4, -23, 5, 19.5,⑥⑧⑧, 6, 5,Ｄヴィクトリアアイ, 78,秋山真, 0.6, 74,   4,*  4, 9, 27.7, ⑪⑭, 6, 5,Ｃキャプテンベガ, 88,福永祐, 0.3, 86,  10,   7, 1,  4.8, ⑪⑧
 7, 1,Ｅメイショウアッチラ, 60,藤岡佑, 1.6, 59,  -2,   4, 8, 24.5,⑨⑪⑥, 7, 3, マイネルビバｰチェ,---,浜中俊, 3.1, 44,*  6, -59, 7, 26.7,①①①, 7, 9,Ｎフサイチダイチャン, 64,鮫島良, 0.8, 72,   5,  -2, 4,  5.8, ⑫⑩, 7, 7,Ｂナスノストロｰク, 90,赤木高, 0.4, 83,   9,   6,10, 38.7, ⑫⑫
 8, 8,Ｉサルヴェイション, 56,秋山真, 1.9, 56,   0,  -1, 7, 20.1,⑦⑧④, 8, 5, タイガｰスラム,---,幸英明, 4.4, 15,*  6, -77, 2,  4.8,②②②, 8, 6,Ｇフィｰルドルｰキｰ, 75,小林徹, 0.8, 71,   8,  -7, 6, 10.2, ⑨⑦, 8,13,Ｊコレデイイノダ, 83,角田晃, 0.5, 83,  11,   2, 9, 36.6, ⑨⑨
 9,13,Ｊガッチリガッチリ, 53,北村宏, 2.6, 52,  -2,  -4, 9, 40.2,⑫⑬⑩,,,,,,,,,,,,, 9, 7,Ｂミゼリコルデ, 80,福永祐, 0.9, 70,   5,  -4, 2,  4.6, ⑬⑫, 9, 3,Ｅニホンピロリビエラ, 87,川島信, 0.5, 83,   9,   5,12, 52.5, ⑧⑪
10,16,Ｃニシノラブキング, 62,武幸四, 2.8, 50,  -1,  -7, 3,  6.5,⑩⑩⑨,,,,,,,,,,,,,10,10,Ｃルｰルプロスパｰ, 79,角田晃, 1.0, 68,   9, -12, 3,  5.1, ⑤⑤,10,14,Ｆイクスキュｰズ, 87,佐藤哲, 0.7, 79,* 16, -11,11, 40.7, ③②
11,12,Ｌメイショウアスナロ, 46,石橋守, 3.3, 47,*  1, -16,13,229.9,⑥④⑤,,,,,,,,,,,,,11,11,Ｊエタｰナルサｰガ, 71,小牧太, 1.0, 69,   4,  -2,13,109.1, ⑮⑮,11, 8,Ｎレオマイスタｰ, 80,鮫島良, 0.7, 82,   5,*  9, 8, 24.8, ⑯⑱
12,14,Ｈブロｰヒッタｰ, 58,赤木高, 3.5, 44,   0, -15, 4,  8.5,⑧⑤⑧,,,,,,,,,,,,,12,15,Ｉムｰンレスナイト, 73,北村宏, 1.2, 63,* 12, -19,11, 38.7, ④③,12,16,Ａノットアロｰン, 90,藤岡佑, 0.7, 80,   9,   2, 4,  6.8, ⑮⑬
13, 5,Ｐトウカイスマップ, 24,田村太, 4.9, 39,  -9, -10,15,350.6,⑯⑯⑯,,,,,,,,,,,,,13,14,Ｆケンブリッジマイア, 77,佐藤哲, 1.5, 62,* 12, -25, 7, 20.2, ②②,13, 1,Ｋダンスフォｰウィン, 83,武士沢, 0.8, 80,  12,  -4,14, 74.4, ④⑤
14, 2,Ｋシルクマニュｰバｰ, 49,鮫島良, 5.3, 36,  -1, -28,12,169.2,⑤⑦⑬,,,,,,,,,,,,,14, 8,Ｏスズカトップ, 62,赤木高, 1.6, 60,* 12, -27,12, 76.0, ①①,14,10,Ｍトウショウヴォイス, 80,下原理, 0.9, 78,   6,   4,16, 82.7, ⑰⑮
15, 3,Ｏナムラアマランス, 24,船曳文, 5.4, 36,   0, -31,14,345.1,④⑥⑫,,,,,,,,,,,,,15,13,Ｌサクラダモン, 66,船曳文, 1.6, 61,   9, -21,14,172.5, ⑥⑥,15,12,Ｌミュｰジックホｰク, 81,田中健, 1.0, 76,   6,   2,17,237.4, ⑭⑯
16,11,Ｎタグロッキｰ, 36,田中克, 6.3, 30,  -5, -29,16,374.8,⑭⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｐロイヤルキャンサｰ, 76,田中克, 1.3, 75,   6,  -2,18,244.2, ⑱⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 4,Ｑオｰスミダイドウ, 75,武幸四, 1.4, 72,* 13, -17,15, 81.8, ②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｒトップオブツヨシ, 74,小牧太, 2.3, 61,* 17, -35,13, 59.0, ①①
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:4),,,,,,,,,,,
"単勝:4,770円 複勝:06=820円 15=130円 09=130円 枠連:6,160円",,,,,,,,,,,,"単勝:560円 複勝:02=320円 01=360円 07=1,080円 枠連:2,360円",,,,,,,,,,,,"単勝:400円 複勝:01=180円 04=280円 12=4,950円 枠連:1,760円",,,,,,,,,,,,"単勝:860円 複勝:09=300円 06=230円 11=380円 枠連:1,280円",,,,,,,,,,,
