08年 8月 3日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 8月 3日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2000m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,小倉記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｈエｰシンワンダｰズ, 43,田中健,, 56,* -3,*  0, 5, 14.5,①①①, 1, 1, メイショウドンタク,---,赤木高,, 66,* -8,* 12, 4, 11.7,④①①, 1, 6,Ｐミッキｰスタｰ, 49,藤岡佑,, 67,   0,*  1, 7, 21.3,⑪⑦④, 1, 3,Ｃドリｰムジャｰニｰ, 87,池添謙,, 93,   9,* 25, 2,  4.2,⑫⑫③
 2, 5,Ｄコウエイフラッシュ, 49,岩田康, 0.3, 51,  -8,*  0, 3,  5.2,③④④, 2,15, アントニオバロｰズ,---,角田晃, 0.2, 65,* -8,*  9, 1,  1.4,①②②, 2, 3,Ｅアグネスフリｰダム, 61,吉田隼, 0.1, 63,*  3,  -8, 3,  6.7,②②②, 2,10,Ａダイシングロウ, 89,川田将, 0.5, 84,  10,  13, 1,  3.0,⑩⑤①
 3,12,Ａエイシンタイガｰ, 52,佐藤哲, 0.5, 48,  -8,* -3, 2,  4.2,⑤④⑤, 3, 5, ウインヴェリタス,---,鮫島良, 1.9, 48, -14,  -2, 2,  8.5,⑥⑥⑦, 3,14,Ｈハマノオラトリオ, 61,浜中俊, 0.4, 67,  -3,*  3, 9, 30.7,⑮⑰⑭, 3, 9,Ｈケンブリッジレｰザ, 81,安藤光, 0.7, 85,   5,* 20,11, 50.3,⑮⑮⑪
 4,14,Ｊマルセイユシチｰ, 42,小牧太, 0.5, 49,* -5,  -5, 8, 30.4,③③②, 4, 6, ジェットサイバｰ,---,小牧太, 2.0, 44, -11, -11, 3, 10.0,⑥④④, 4, 1,Ａマチカネカミカゼ, 69,野元昭, 0.4, 61,   1,  -9, 1,  2.5,⑤③③, 4, 7,Ｄヴィｰタロｰザ, 86,小牧太, 1.0, 80,* 11,   5, 8, 19.0,③③⑤
 5, 6,Ｉシゲルカサギヤマ, 43,太宰啓, 0.6, 48,  -9,* -3, 4, 14.4,⑥⑥⑤, 5, 4, パｰプルタイヨｰ,---,小坂忠, 2.1, 45, -15,  -4,15,150.8,⑤⑧⑥, 5, 5,Ｃサクラサプライズ, 63,角田晃, 0.6, 62,   0,  -7, 6, 14.9,⑰⑦⑦, 5,14,Ｂミヤビランベリ, 88,岩田康, 1.0, 78,* 12,   2, 4,  8.7,①①②
 6, 2,Ｆマイネチャペル, 44,吉田隼, 0.8, 45, -10,  -4,10, 37.7,⑧⑨⑦, 6,11, キャンベルイモン,---,幸英明, 2.1, 47, -15,  -2, 7, 45.3,⑩⑨⑧, 6,12,Ｂロｰドフラッシュ, 64,小牧太, 0.7, 59,   0,  -9, 2,  5.6,⑤⑦⑦, 6, 2,Ｅニルヴァｰナ, 86,藤岡佑, 1.1, 80,  10,   7, 6, 14.7,⑪⑨⑨
 7, 8,Ｇパｰフェクトバイオ, 44,角田晃, 1.0, 43,* -3, -13, 9, 36.1,①②②, 7, 7, タガノヴァンドｰム,---,橋本美, 2.2, 42, -11, -12, 8, 46.9,⑧⑤⑤,16, 9,Ｊシゲルアンビシャス, 60,中村将, 0.8, 59,  -1,  -6,15, 80.5,⑧⑫⑫, 7, 8,Ｇダブルティンパニｰ, 84,鮫島克, 1.1, 78,* 11,   2,12, 67.6,②②③
 8,16,Ｍアマノシｰザｰ, 35,浜中俊, 1.1, 42, -13,  -6,12,108.5,⑬⑬⑬, 8,10, ジョウノマドンナ,---,岩田康, 2.2, 49, -22,* 11, 6, 26.6,⑭⑭⑭, 7, 8,Ｉユウジュッテ, 60,藤岡康, 0.8, 58,  -2,  -7, 4,  9.5,⑧⑫⑫, 8, 1,Ｉワンモアチャッタｰ, 80,鮫島良, 1.2, 80,   7,  10,10, 44.3,⑭⑬⑪
