08年 7月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 4R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-17,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5, トウカイフィット,---,蛯名正,, 48,*-13,  -6, 1,  3.2, ①①, 1,11, ダイワプリベｰル,---,後藤浩,, 61,* -8,*  3, 1,  2.4, ①①, 1,13,Ｄデビルズコｰナｰ, 69,蛯名正,, 81,*  4,*  8, 3,  6.7,   , 1, 6,Ｆアブソリュｰト, 71,田中勝,, 83,  -2,* 15, 1,  2.6, ⑨⑨
 2,12, ラインディオｰネ,---,小野次, 0.2, 48, -16,  -4, 9, 25.6, ③④, 2, 8, キングマジック,---,内田博, 0.6, 54,*-10,  -1, 4,  6.8, ③③, 2,18,Ｂコスモイライザ, 72,内田博, 0.1, 80,   0,* 10, 1,  3.2,   , 2,16,Ｅアサヒバロン, 71,千葉直, 0.2, 77,*  0,*  7, 9, 23.7, ④③
 3, 8, シゲルカサギヤマ,---,福永祐, 0.2, 45,*-16,  -6, 6, 14.7, ②②, 3,13, ヨイチラブソング,---,江田照, 1.1, 49, -14,  -3,12, 81.7, ⑦⑥, 3, 5,Ｇワシントンパｰク, 65,江田照, 0.4, 74,*  7,   2,12, 50.5,   , 3,15,Ｇケイアイハイタイド, 70,内田博, 0.5, 72,*  2,   0, 3,  6.8, ②②
 4,11, ピエナリリｰ,---,江田照, 0.3, 44, -17,  -6, 4,  9.6, ③③, 4,14, カネサイチバン,---,蛯名正, 1.1, 48, -13,  -5, 5, 16.2, ④④, 4,12,Ｍレイクエルフ, 58,田中博, 0.5, 74,  -1,   6, 8, 23.5,   , 4, 5,Ａカツヨカムトゥルｰ, 76,武士沢, 0.6, 75,  -3,*  8, 7, 13.2, ⑨⑨
 5, 1, コスモジブリル,---,松岡正, 0.5, 43, -22,* -3, 7, 17.3, ⑩⑧, 5, 9, ジャックハント,---,中舘英, 1.2, 50, -17,  -1, 6, 18.1, ⑩⑩, 5, 9,Ｆブルｰラヴ, 66,田中勝, 0.7, 70,  -8,*  7, 4,  8.4,   , 5, 4,Ｃジョウノガｰベラ, 72,吉田豊, 0.6, 72,*  1,   2, 5, 10.7, ②③
16,17, シルクバクシン,---,武士沢, 0.5, 44, -28,*  2,10, 36.8, ⑮⑮, 6, 3, メジロワｰロック,---,吉田豊, 1.4, 49, -25,*  6, 3,  6.8, ⑯⑭, 6, 8,Ｈスピｰディセイコｰ, 62,柴田善, 0.8, 68,   2,  -1, 2,  4.6,   , 6, 7,Ｊマイネルオｰクベイ, 62,石橋脩, 0.6, 71,*  2,  -3,14,138.0, ①①
 6, 6, オッキオディガット,---,後藤浩, 0.7, 39, -20,  -9, 2,  3.6, ⑦⑧, 7, 2, マイネルプライゼン,---,柴山雄, 1.4, 45, -14,  -6, 2,  4.5, ⑦⑥, 7,14,Ｅコスモジャイロ, 68,中舘英, 0.9, 66,   0,  -1, 7, 14.9,   , 7,13,Ｈシｰディドアラバイ, 69,松岡正, 0.7, 71,   0,   2, 8, 16.6, ⑥⑤
 7,15, サニｰジム,---,柴田善, 0.9, 37, -18, -12, 3,  7.5, ③④, 8,18, スイｰトデビル,---,小野次, 1.6, 43,* -9, -17, 7, 18.2, ②②, 8, 4,Ｃメイショウヨリトモ, 71,松岡正, 1.0, 64,   0,  -3, 5,  9.1,   , 8, 2,Ｂリバイバルシチｰ, 74,吉田隼, 0.7, 70,  -1,   2, 4,  7.3, ⑥⑥
 8, 9, ハッシャバイ,---,中舘英, 1.0, 36, -18, -14,12, 41.3, ③④, 9, 7, ゴｰルドウェｰヴ,---,吉田隼, 1.7, 44, -21,  -1,11, 73.6, ⑬⑪, 9,17,Ｎエイシンイップｰ, 56,後藤浩, 1.1, 62,  -4,  -1, 9, 28.0,   , 9,12,Ｋダイワライトニング, 61,後藤浩, 1.1, 67,  -4,   2, 2,  6.6, ⑬⑬
 9, 3, マイネアリス,---,柴山雄, 1.2, 33, -26,  -8,14, 78.5, ⑬⑫,10, 1, トラストブルｰ,---,田中勝, 1.9, 43, -25,   0, 8, 21.8, ⑯⑱,10, 7,Ｋカルストントップオ, 61,吉田隼, 1.2, 61,   0,  -5,11, 43.8,   ,10,14,Ｏミラクルロンド, 54,村田一, 1.2, 70,  -6,   5,12,106.5, ⑮⑯
10, 2, ニシノトップモｰド,---,内田博, 1.7, 25, -25, -17, 8, 21.1, ⑫⑫,11,17, トゥｰフォｰタイム,---,柴田善, 2.0, 40, -19,  -8, 9, 34.4, ⑪⑪,11, 3,Ｐカルパントラス, 48,村田一, 1.5, 57,   3, -11, 6, 13.6,   ,11,11,Ｄユウタｰヴェｰル, 71,蛯名正, 1.3, 63,  -2,  -6, 6, 12.7, ⑥⑥
11, 7, ガイアディｰヴァ,---,坂井英, 1.8, 25, -19, -23, 5, 12.1, ⑦⑧,12, 6, クリノメダリスト,---,武士沢, 2.1, 40, -25,  -2,14,138.0, ⑯⑭,12,11,Ｉプリモタイム, 62,吉田豊, 1.5, 58, -14,   0,16,113.1,   ,12,18,Ｌテンジンノジョオｰ, 61,坂井英, 1.5, 62,  -5,  -3,15,180.2, ⑭⑭
12,14, マイネルサｰブル,---,吉田隼, 1.8, 24, -28, -15,13, 48.8, ⑮⑮,13,12, トップパｰトナｰ,---,千葉直, 2.3, 35, -13, -19,17,262.4, ⑤④,13,15,Ｌケイコティアラ, 58,石橋脩, 1.5, 57,  -8,  -4,10, 31.5,   ,13, 1,Ｉニシノオトコギ, 62,江田照, 1.5, 61,  -3,  -6,11, 58.6, ⑫⑪
13,10, サルバドｰルラヴ,---,吉田豊, 1.9, 23, -27, -18,11, 37.4, ⑬⑫,14, 5, ガｰネットダスク,---,勝浦正, 2.4, 36, -22,  -9,15,182.9, ⑭⑭,14,10,Ｒロｰドサクセス, 41,坂井英, 1.5, 57, -12,  -1,14, 81.7,   ,14, 9,Ｐサムライ, 54,田中博, 1.7, 63,  -8,   0,10, 51.2, ⑱⑰
14,13, クロミツジョウ,---,田中博, 2.4, 19, -37, -14,17,230.3, ⑰⑰,15, 4, プラチナタイム,---,吉永護, 2.4, 36, -22,  -9,16,209.7, ⑭⑭,15,16,Ｊマイグッドフェロｰ, 61,柴山雄, 2.1, 47,  -9, -10,15,104.7,   ,15, 3,Ｍコアレスレｰサｰ, 58,柴山雄, 2.0, 56,  -7,  -7,17,284.0, ⑮⑭
