08年 3月22日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月22日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2000m 3 歳ｵｰﾌﾟﾝ 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,若葉ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａオｰスミマコ, 66,田中克,, 68,* -3,*  7, 1,  2.1,③②②, 1,13, シルクギャロップ,,金折知,,,,, 2,  3.4,①①①, 1,12,Ａイチオカ, 79,福永祐,, 72,  -2,* 11, 1,  1.9, ⑧④, 1, 5,Ｅノットアロｰン, 72,藤岡佑,, 90,* 13,*  8, 3,  9.5,①①①
 2, 8,Ｅピサノジュバン, 52,安藤勝, 0.1, 64,* -3,*  6, 2,  3.6,⑦②③, 2, 7, トミケンクラｰジュ,,小坂忠,203.0,,,, 9, 40.6,⑥③②, 2,14,Ｂリュウケン, 75,吉田稔, 0.1, 71,  -1,*  9, 6, 16.2, ⑥④, 2, 2,Ｂダンツウィニング, 82,池添謙, 0.1, 88,* 11,* 10, 4, 12.1,⑤③③
 3, 9,Ｂハッピｰドロップ, 59,藤岡佑, 0.3, 64,* -3,*  4, 3,  3.8,②①①, 3, 1, フサイチシャナオｰ,,白浜雄,203.1,,,, 3,  4.5,④③④, 3, 6,Ｃディアアゲイン, 70,田村太, 0.3, 70,*  2,   5, 2,  5.5, ②②, 3, 7,Ｄミッキｰチアフル, 73,北村友, 0.3, 88,* 11,   7, 5, 15.7,②②②
 4, 1,Ｃアドマイヤピット, 55,吉田稔, 2.0, 53,  -4,  -7, 4, 10.5,③⑤⑤, 4, 3, ブルｰゲッタウェイ,,林満明,203.3,,,,13,134.7,②②②, 4, 9,Ｉレジアス, 62,小牧太, 0.8, 65,   0,   2, 5, 13.9, ④④, 4, 1,Ｃモンテクリスエス, 79,安藤勝, 0.6, 83,  10,   7, 2,  2.6,⑧⑥④
 5,11,Ｈマｰベラスハｰト, 47,角田晃, 2.1, 51,* -3, -11,12,314.7,①②③, 5,12, フュノンガルウ,,横山義,203.3,,,, 5, 20.0,⑥⑤④, 5, 1,Ｄヤマニンブリオン, 69,岩田康, 1.0, 62,   0,   0, 4, 10.8, ④⑦, 5, 3,Ａキングスエンブレム, 84,武豊  , 1.4, 76,  10,  -5, 1,  1.8,③③④
 6, 5,Ｋメイプルプラウド, 41,幸英明, 2.8, 47,  -6, -11, 5, 28.1,⑨⑧⑤, 6, 9, アザンクｰル,,高野容,203.8,,,, 6, 21.8,⑨⑥⑥, 6, 2,Ｊチャｰムキャップ, 61,藤田伸, 1.0, 63,*  2,  -1,11, 63.5, ②②, 6, 4,Ｈクｰルドリオン, 65,福永祐, 1.6, 75,   8,  -3, 8, 60.5,⑦⑧⑧
 7,10,Ｆメイショウオバナ, 51,佐藤哲, 3.0, 47,  -5, -14, 6, 34.3,③⑤⑤, 7,11, ヘキレキ,,今村康,206.1,,,, 7, 26.5,⑧⑦⑦, 7,15,Ｌアコニットライアン, 60,酒井学, 1.1, 62,  -5,   4, 8, 22.1, ⑪⑨, 7, 6,Ｇペルルデジャルダン, 65,熊沢重, 1.9, 72,  10, -11, 6, 32.9,⑤⑥⑦
 8, 4,Ｊテイエムノキセキ, 44,田村太, 3.2, 45,  -6, -14, 8, 75.6,③⑧⑨, 8,14, ドライマティｰニ,,白坂聡,206.3,,,, 8, 31.6,④⑧⑧, 8, 3,Ｇテンシノボストン, 64,武豊  , 1.1, 63,  -7,   7, 3,  7.8, ⑫⑫, 8, 8,Ｆマイネルレギメント, 66,幸英明, 1.9, 71,* 11, -14, 7, 60.0,③③④
 9, 2,Ｄサンレイコンサｰト, 54,難波剛, 3.4, 44,  -7, -13,11,129.3,⑨⑪⑨, 9, 2, マイネルバシリコス,,西谷誠,209.8,,,, 4,  6.0,⑪⑩⑩, 9, 8,Ｈロジュマン, 62,小林徹, 1.2, 62,  -1,   0, 9, 25.5, ⑥⑦,,,,,,,,,,,,
10, 6,Ｉラブトリック, 46,酒井学, 3.8, 41,  -5, -20,10,119.4,⑦⑤⑧,10, 4, フサイチエｰシック,,田中剛,210.3,,,,10, 53.0,②⑨⑨,10,13,Ｎシゲルラフタラ, 45,熊沢重, 1.9, 56, -10,   2,13,190.9, ⑮⑬,,,,,,,,,,,,
11, 3,Ｇテルモピレ, 49,岡部誠, 4.6, 36,  -9, -20, 7, 38.2,⑫⑫⑫,11, 5, エヒテンヴィｰゼ,,金子光,219.4,,,,12, 93.3,⑬⑫⑪,11,16,Ｏエイユｰパッション, 37,田中克, 2.0, 55,  -7,  -2,14,259.2, ⑬⑬,,,,,,,,,,,,
12, 7,Ｌパｰプルリッチ, 36,小坂忠, 5.0, 35, -10, -21,13,319.7,⑨⑬⑬,12, 8, マルイチハｰト,,仲田雅,222.8,,,,11, 90.8,⑫⑪⑫,12, 4,Ｆノｰブルマン, 65,藤岡佑, 2.1, 53,  -5,  -5, 7, 19.1, ⑩⑨,,,,,,,,,,,,
13,12, ニュｰアライバル,---,秋山真, 5.2, 35,  -6, -31, 9,109.3,⑫⑧⑨,,,,,,,,,,,,,13,11,Ｋクリスタルロバリｰ, 60,北村友, 2.5, 49,  -4,  -9,16,322.5, ⑧⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｅクレバｰグレイス, 65,角田晃, 3.0, 45,*  3, -20,10, 53.2, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｍマイネルロｰグ, 45,池添謙, 3.2, 43,  -8, -11,12, 83.1, ⑬⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:4),,,,,,,,,,,
