08年12月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-14,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ2500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 3,Ｆドクタｰクリス, 47,柴田善, 1.4, 41,  -8, -12, 3,  5.0, ③④, 9,16,Ｂタイセイダンサｰ, 61,柴田善, 1.2, 52,* -6, -11, 4,  7.6,⑤④④, 9, 2,Ｃキングブライト, 75,嘉藤貴, 2.1, 65,   1,   1, 7, 36.5,⑧⑦⑨, 9, 2,Ｃレッドスポｰツカｰ, 81,勝浦正, 1.8, 69,* 14,  -4, 6, 16.7, ①①
10,16,Ｌペンステモン, 33,横山義, 2.1, 36, -15, -11, 7, 39.2, ⑭⑮,10, 4,Ｍホビｰスタイル, 41,北村宏, 1.2, 51, -10,  -4,11,147.2,⑪⑫⑩,10, 6,Ｌシルクペガサス, 61,柴田善, 2.4, 63,*  3,  -5,10,110.9,②②②,10, 4,Ｈグラインダｰ, 74,小林久, 1.8, 68,  -6,  14,11,121.0, ⑪⑪
11, 1,Ｐマリナデルレイ,-48,勝浦正, 2.4, 33, -15, -14,12,140.7, ⑬⑫,11, 9,Ｆノアブレイク, 54,五十嵐, 1.2, 53, -11,   1,12,160.9,⑬⑭⑬,11,12,Ｊレディリバティｰ, 63,田中勝, 9.6, 35,  -1, -54, 9, 53.6,③⑪⑫,11,11,Ｇエイワムサシ, 75,木幡初, 2.1, 65,  -2,   7, 9, 75.1, ⑩⑩
12, 9,Ｎジェｰンオｰスチン, 29,菊沢隆, 2.8, 30, -12, -19,16,257.9, ⑩⑨,12,12,Ｉクリノサンデｰママ, 50,吉田隼, 1.7, 46,* -5, -17,13,184.1,④③③,12, 1,Ｍカシノベガスタｰ, 49,江田照,10.2, 33,  -1, -58,12,303.3,④⑫⑪,12, 3,Ｂリバｰタウン, 83,横山典, 3.3, 55,* 14, -18, 3,  6.9, ②②
13, 8,Ｍメジロイｰティｰ, 32,吉田豊, 2.8, 29, -13, -20, 9, 43.6, ⑪⑬,13, 7,Ｊケｰジｰカチボシ, 50,吉田豊, 2.4, 39, -10, -20, 9, 34.3,⑫⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,
14, 4,Ｉヴィｰナスゴスペル, 36,津村明, 2.8, 29, -17, -15,11,137.5, ⑮⑭,14,11,Ｎステイアウェイ, 20,菊沢隆, 2.4, 41, -10, -15,16,435.4,⑮⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
15,13,Ｏサルバドｰルラヴ, 25,五十嵐, 3.4, 23, -10, -27,10,122.4, ⑧⑩,15, 8,Ｏクリストリビュｰト, 13,小野次, 2.5, 40, -14, -13,15,290.3,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
16,14,Ｊナイトムｰン, 34,伊藤工, 3.9, 18, -22, -21,13,157.2, ⑯⑯,16,14,Ｐトウショウライド,  3,勝浦正, 2.5, 38,  -7, -28,14,211.5,⑦⑧⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-7),,,,,,,,,,,
"単勝:1,800円 複勝:10=400円 07=270円 11=120円 枠連:5,120円",,,,,,,,,,,,単勝:250円 複勝:13=110円 15=140円 05=150円 枠連:270円,,,,,,,,,,,,"単勝:150円 複勝:13=110円 04=260円 03=130円 枠連:1,350円",,,,,,,,,,,,単勝:170円 複勝:08=110円 10=130円 12=260円 枠連:380円,,,,,,,,,,,
"馬連:6,030円 ワイド:07-10=1,610円 10-11=600円 07-11=420円",,,,,,,,,,,,馬連:470円 ワイド:13-15=190円 05-13=240円 05-15=410円,,,,,,,,,,,,"馬連:1,220円 ワイド:04-13=410円 03-13=150円 03-04=690円",,,,,,,,,,,,馬連:450円 ワイド:08-10=200円 08-12=450円 10-12=620円,,,,,,,,,,,
"馬単:14,130円 3連複:3,620円 3連単:39,750円",,,,,,,,,,,,"馬単:760円 3連複:800円 3連単:2,830円",,,,,,,,,,,,"馬単:1,560円 3連複:1,120円 3連単:4,910円",,,,,,,,,,,,"馬単:650円 3連複:1,500円 3連単:4,230円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,北総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａディアテクノバトル, 65,内田博,, 59,* -4,   4, 1,  1.3,①①①, 1,12, アイアムネオ,---,吉田豊,, 58, -18,*  8, 1,  1.8,⑦⑦⑥, 1, 7,Ｇコウジンアルス, 73,江田照,, 77,   7,   9, 6, 10.7, ⑥⑤, 1, 1,Ａフラムドパシオン, 93,内田博,, 90,   9,* 25, 1,  1.8,③③③
 2, 6,Ｅユニヴァｰスガイ, 53,五十嵐, 0.1, 61,  -6,*  7, 2,  7.4,⑤⑥⑤, 2, 4, パワｰストラグル,---,勝浦正, 0.5, 51, -18,   0, 6, 27.7,⑥⑤⑤, 2, 4,Ｃモンプティクｰル, 78,横山典, 0.0, 76,  -1,* 16, 2,  4.6, ⑨⑧, 2,15,Ｂフサイチピｰジェイ, 91,三浦皇, 0.4, 86,* 11,  19, 2,  4.3,①①①
 3,10,Ｄコスモジュゲム, 54,津村明, 0.2, 58,* -5,   4, 3, 10.8,②②②, 3, 9, ワｰルドコンパス,---,三浦皇, 0.5, 50,*-17,  -2, 2,  4.4,③④④, 3, 3,Ｂロｰランバｰク, 79,内田博, 0.1, 76,   5,  10, 1,  3.0, ⑦⑥, 3, 4,Ｊイｰスタｰ, 84,横山典, 0.8, 85,   9,  20, 4, 13.5,⑦⑦⑦
 4,16,Ｆセイカプレスト, 52,三浦皇, 0.3, 60,  -8,* 11, 5, 21.2,⑪⑪⑥, 4, 2, ワンダｰベルグ,---,吉田隼, 0.7, 47,*-16,  -4, 4, 11.0,⑤③③, 4, 5,Ｌカフェリバティｰ, 70,吉田隼, 0.4, 73,   1,  10,12,124.9, ⑧⑨, 4,16,Ｄアグネスネクタル, 87,津村明, 1.2, 83,   6,  21, 9, 58.7,⑯⑭⑩
 5,12,Ｂダンディジョｰ, 59,勝浦正, 0.9, 56,  -6,   0, 4, 12.0,⑦⑤③, 5, 1, トｰセンライアン,---,五十嵐, 0.9, 46, -19,  -2, 5, 12.5,⑨⑧⑦, 5,12,Ｄミキノモナコ, 75,小野次, 0.6, 72,* 11,   0, 7, 21.2, ③③, 5,12,Ｈカリオンツリｰ, 85,五十嵐, 1.2, 82,   9,  16, 5, 18.1,⑥⑥⑥
 6, 3,Ｌミヤビタカラオｰ, 38,吉田隼, 2.0, 47,  -6, -10, 7, 34.6,③③④, 6, 5, アイティティアラ,---,木幡初, 1.0, 42,*-15, -12,10,124.0,①①①, 6,11,Ｐテイエムゼネラル, 63,高野和, 0.7, 70,  -7,* 15,16,508.6, ⑭⑬, 6,13,Ｅアルバレスト, 86,柴山雄, 1.2, 86,   6,* 23, 7, 43.9,⑮⑯⑮
 7, 5,Ｈスイｰトメロン, 44,小野次, 2.1, 48,  -7,  -6, 9,166.6,⑯⑦⑧, 7, 6, サクラサクラサクラ,---,江田照, 1.1, 43, -19,  -5, 9, 93.0,⑧⑨⑨, 7, 9,Ｊガッサンルｰブル, 71,柴山雄, 0.7, 71,  -7,* 15, 5,  7.9, ⑬⑫, 7,10,Ｃレオエンペラｰ, 88,江田照, 1.3, 82,   9,  14, 3,  6.4,⑤⑤⑤
 8, 9,Ｃコスモツイマイ, 54,柴山雄, 2.2, 49, -10,  -3, 6, 32.8,⑬⑭⑫, 8, 3, リボｰン,---,柴山雄, 1.4, 41, -25,  -1,12,171.5,⑫⑫⑫, 8,14,Ｅイチライタッチ, 74,吉永護, 0.8, 69,  -3,  10,11, 95.7, ⑩⑪, 8, 9,Ｎブルｰレパｰド, 81,吉田豊, 1.6, 81,   8,  14,13,105.2,⑨⑨⑨
 9, 7,Ｇオメガジャスパ, 47,北村宏, 2.9, 45, -12,  -2,11,238.9,⑭⑯⑯, 9, 8, ホワイトヒロイン,---,北村宏, 1.5, 34,*-15, -19, 7, 36.3,②②②, 9,15,Ｉアイファｰラブラブ, 71,北村宏, 0.8, 69,  -7,* 15, 8, 21.5, ⑮⑭, 9, 6,Ｍタイキシルバｰ, 82,横山義, 1.6, 80,   7,  16,16,160.6,⑫⑪⑬
10, 4,Ｉタニオブデピュティ, 41,伊藤工, 2.9, 43, -10,  -8,15,396.9,⑩⑬⑪,10, 7, チュｰベロｰズ,---,内田博, 1.7, 36, -20, -11, 3,  5.7,⑩⑩⑩,10,10,Ｈブルｰチェイサｰ, 72,田中勝, 1.0, 68,  -4,  10,15,263.4, ⑪⑩,10, 5,Ｏスマｰトサイクロン, 80,勝浦正, 1.7, 79,* 10,  10,12, 97.9,④④②
11,15,Ｍモアナパキピカ, 34,江田照, 3.3, 40,  -8, -16, 8,147.5,⑨⑨⑨,11,11, メジロサブリナ,---,横山典, 2.4, 26, -17, -27, 8, 39.2,④⑥⑧,11, 2,Ｋフレンチムスメ, 71,吉田豊, 1.1, 67,  -7,  11,13,173.7, ⑫⑮,11, 2,Ｋヒカルベガ, 83,吉田隼, 1.8, 79,   5,  16,11, 83.4,⑬⑮⑭
12, 2,Ｋフジノチヨヒメ, 39,菊沢隆, 3.8, 38, -11, -13,12,251.6,⑮⑮⑬,12,10, ピラｰオブファイア,---,田中勝, 3.2, 19, -20, -33,11,125.2,⑪⑪⑪,12,16,Ａリュウメイ, 79,柴田善, 1.3, 66,* 10,  -5, 4,  6.8, ④④,12,14,Ｉゴｰルデンルｰヴェ, 85,柴田善, 1.9, 77,* 10,   7, 6, 20.9,②②④
13, 8,Ｊケイオｰキング, 40,吉田豊, 4.1, 35,  -7, -23,14,324.7,⑧⑧⑩,,,,,,,,,,,,,13, 8,Ｎシルクヴァルキリｰ, 68,三浦皇, 1.3, 64,* 10,  -5, 3,  6.1, ②②,13, 8,Ｆフルブラッサム, 86,小野次, 2.0, 77,   6,  13,14,105.4,⑭⑫⑫
14,11,Ｎアルダレス, 33,田中勝, 6.8, 21,  -5, -49,10,169.2,④④⑦,,,,,,,,,,,,,14, 6,Ｍハナパック, 70,鷹野宏, 1.5, 63,* 11,  -8, 9, 37.2, ①①,14, 3,Ｐトウキュウトップ, 73,木幡初, 2.4, 73,   8,   7,15,112.8,⑧⑧⑧
15,14,Ｐトｰセンモンドット, 11,池田鉄, 6.8, 19,  -8, -44,16,645.5,⑫⑫⑮,,,,,,,,,,,,,15, 1,Ｆカサデアンジェラ, 73,菊沢隆, 1.5, 63,   6,  -4,10, 41.0, ⑤⑦,15,11,Ｇエタｰナルスマイル, 85,伊藤直, 2.5, 73,   7,   7,10, 65.5,⑩⑩⑪
16,13,Ｏワカギミ, 30,木幡初, 7.4, 17,  -8, -51,13,267.5,⑥⑩⑭,,,,,,,,,,,,,16,13,Ｏフジマサゴｰルド, 64,五十嵐, 2.4, 55, -10,   2,14,200.2, ⑯⑯,16, 7,Ｌケイアイスイジン, 82,田中勝, 4.5, 61,   6,  -7, 8, 52.2,⑪⑬⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-7),,,,,,,,,,,
単勝:130円 複勝:01=110円 06=160円 10=150円 枠連:390円,,,,,,,,,,,,"単勝:180円 複勝:12=110円 04=450円 09=150円 枠連:1,870円",,,,,,,,,,,,"単勝:1,070円 複勝:07=320円 04=150円 03=130円 枠連:380円",,,,,,,,,,,,単勝:180円 複勝:01=110円 15=140円 04=260円 枠連:410円,,,,,,,,,,,
馬連:460円 ワイド:01-06=220円 01-10=180円 06-10=470円,,,,,,,,,,,,"馬連:2,170円 ワイド:04-12=670円 09-12=190円 04-09=950円",,,,,,,,,,,,"馬連:2,910円 ワイド:04-07=940円 03-07=680円 03-04=230円",,,,,,,,,,,,馬連:420円 ワイド:01-15=190円 01-04=480円 04-15=760円,,,,,,,,,,,
"馬単:560円 3連複:870円 3連単:2,070円",,,,,,,,,,,,"馬単:2,740円 3連複:2,530円 3連単:11,150円",,,,,,,,,,,,"馬単:6,190円 3連複:2,060円 3連単:20,300円",,,,,,,,,,,,"馬単:680円 3連複:1,650円 3連単:4,580円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 6R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  芝1600m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,黒松賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａコスモクラッベ, 67,津村明,, 63,* -1,   0, 1,  3.5, ②②, 1, 4, ポルカマズルカ,---,柴山雄,, 63,* -8,   8, 3,  3.9,②②②, 1,16,Ａエイシンタイガｰ, 77,内田博,, 73,*  2,  12, 1,  1.5, ③③, 1, 6,Ｂブｰケフレグランス, 80,三浦皇,, 78,* -5,* 13, 1,  1.6,③③③
 2, 2,Ｃディパｰチャｰズ, 60,横山典, 0.2, 60,  -4,   2, 5,  8.5, ⑤⑤, 2, 7, クラブトゥギャザｰ,---,三浦皇, 0.0, 60,* -8,   8, 4,  5.1,③③③, 2, 2,Ｂアイアンデュｰク, 74,北村宏, 0.3, 69, -13,* 22, 2,  6.8, ⑫⑩, 2, 1,Ｃノｰスリヴァｰ, 79,木幡初, 0.3, 76, -10,* 15,10, 35.5,⑥⑦⑦
 3,12,Ｅケｰジｰカンザクラ, 58,柴田善, 0.2, 61, -11,*  8, 4,  8.1, ⑩⑨, 3, 8, ハリマノワタリドリ,---,吉田隼, 0.0, 62,  -8,* 10, 1,  3.4,⑥⑥⑥, 3, 8,Ｊミスクリアモン, 55,吉田隼, 0.3, 69,*  2,   8, 7, 41.5, ②②, 3, 4,Ａスイｰトカルタゴ, 81,北村宏, 0.3, 73,  -7,  12, 6, 21.7,④④④
 4, 3,Ｄコクトｰ, 59,内田博, 0.2, 60,*  1,  -4, 6, 10.8, ①①, 4, 6, スギノブレイド,---,横山典, 0.1, 60,  -8,*  9, 2,  3.4,⑤⑤⑤, 4,11,Ｇタマニュｰホｰプ, 59,津村明, 0.4, 69,  -1,   9, 8, 55.8, ④④, 4, 9,Ｇイチゴイチエ, 73,内田博, 0.5, 71,* -5,   7, 2,  8.4,②②②
 5, 1,Ｆギンザジャスマック, 56,吉田隼, 0.3, 58,  -5,   0, 2,  4.0, ④④, 5, 3, メジロミッション,---,伊藤工, 0.9, 56, -10,   6, 8, 54.2,⑦⑧⑧, 5,14,Ｈアｰバンテｰスト, 59,吉田豊, 0.6, 66,*  6,   0,10, 98.9, ①①, 5,12,Ｆヘヴンリｰクルｰズ, 76,田中勝, 0.6, 72,  -6,   8, 4, 10.5,⑤⑥⑥
 6,11,Ｉウインリｰズン, 51,田中勝, 0.5, 57, -14,*  7, 7, 14.4, ⑫⑪, 6,10, エｰシンマイトップ,---,吉田豊, 1.6, 51,  -9,  -2, 6, 16.9,⑧⑦⑨, 6, 3,Ｉカイテキプリン, 58,勝浦正, 0.7, 66,  -6,  11, 3,  8.6, ⑧⑧, 6, 5,Ｅエイシンルンナ, 78,横山典, 0.6, 70,  -7,   8, 7, 30.6,⑦⑤⑤
 7, 9,Ｇフレアリングロｰズ, 56,高山太, 0.5, 56, -11,*  4, 9, 32.0, ⑨⑧, 7, 9, ショウナンアンサｰ,---,柴田善, 1.9, 48,* -7,  -8, 7, 24.0,④④④, 7,10,Ｋプレジャｰラン, 54,田中勝, 0.8, 63,  -2,   5, 4, 10.1, ⑥⑥, 6, 3,Ｊクイックセイコｰ, 72,柴田善, 0.6, 73, -11,* 14,12,108.5,⑩⑩⑩
 8, 8,Ｌレインボｰティアラ, 40,江田照, 0.5, 56,  -7,   0,10, 65.0, ⑦⑦, 8, 2, シノギダンサｰ,---,柄崎将, 2.0, 48, -10,  -4,10, 92.9,⑨⑨⑦, 8, 4,Ｄドゥミポワント, 66,三浦皇, 0.9, 62,  -5,   7, 6, 20.8, ⑦⑦, 8, 7,Ｈコウヨウマリｰン, 73,江田照, 0.7, 67,* -5,   4, 8, 30.8,①①①
 9,10,Ｈハツノボリ, 55,三浦皇, 0.6, 56,  -6,  -2, 3,  5.2, ⑥⑥, 9, 5, トミケンインパクト,---,勝浦正, 3.3, 41, -12, -10, 9, 72.8,⑩⑩⑩, 9,15,Ｅフロｰラルパタｰン, 62,柴山雄, 0.9, 62, -11,  14,11,111.7, ⑩⑪, 9,13,Ｄプジュリ, 78,吉田隼, 0.7, 69,  -9,   9, 5, 11.9,⑧⑨⑨
10, 4,Ｂタツボストン, 61,北村宏, 0.7, 53,  -3,  -6, 8, 17.6, ③③,10, 1, ティアップメキラ,---,五十嵐, 3.4, 37,* -7, -20, 5, 15.8,①①①,10,13,Ｆクリノスレンダｰ, 60,木幡初, 1.0, 61,  -1,   1, 9, 59.5, ⑤⑤,10,11,Ｍサトノウインク, 59,津村明, 0.9, 67,  -9,   7,13,195.8,⑨⑧⑧
11, 5,Ｋゴｰルドミント, 43,勝浦正, 1.3, 47, -19,   2,13,229.5, ⑭⑬,,,,,,,,,,,,,11, 6,Ｌスノｰライダｰ, 53,横山典, 1.1, 59, -16,* 16, 5, 11.9, ⑬⑫,11, 8,Ｋキタノオｰロラ, 71,吉田豊, 1.0, 67, -11,   8, 3,  9.4,⑫⑪⑪
12,14,Ｊレゴンダンス, 46,小野次, 1.5, 44,  -9, -11,11,108.0, ⑧⑩,,,,,,,,,,,,,12, 7, ハミングバｰド,---,五十嵐, 1.3, 57, -10,   7,12,165.2, ⑨⑨,12,10,Ｉダッシュアキチャン, 73,伊藤工, 1.1, 66, -11,   8, 9, 32.3,⑬⑫⑫
13,15,Ｎアルマダ, 35,菊沢隆, 1.7, 41, -12, -10,15,502.5, ⑪⑫,,,,,,,,,,,,,13, 9, ナイスプロテクタｰ,---,小野次, 2.0, 49, -18,   7,13,174.6, ⑮⑮,13, 2,Ｌライフブリｰズ, 69,勝浦正, 1.2, 67, -13,  10,11, 86.4,⑪⑬⑬
14, 6,Ｏレンゲ, 13,伊藤工, 2.1, 36, -30,   2,14,342.8, ⑯⑯,,,,,,,,,,,,,14, 5,Ｍサントヴィクトリｰ, 32,江田照, 2.2, 44, -17,   1,15,323.1, ⑭⑭,,,,,,,,,,,,
15,13,Ｐミラクルビンテｰジ,  9,嘉藤貴, 2.2, 37, -17, -10,16,647.1, ⑬⑭,,,,,,,,,,,,,15, 1, ジョウキゲン,---,村田一, 2.3, 45, -12,  -3,14,254.7, ⑪⑬,,,,,,,,,,,,
16,16,Ｍトキノサミット, 39,柴山雄, 2.3, 32, -19, -11,12,147.8, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
