08年 3月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■10R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岡崎特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａミステリアスバイオ, 66,中舘英,, 56,* -3,*  3, 1,  1.6, ②①, 1, 3,Ｃグロｰリｰシｰズ, 58,福永祐,, 71,  -6,* 13, 2,  3.4,③④④, 1,12,Ｂテイクマイアイズ, 69,吉田隼,, 66,* -7,   8, 3,  5.3, ②②, 1,13,Ｋウインシンシア, 64,中舘英,, 72,   0,* 11, 6, 13.9,⑮⑮⑮
 2, 8,Ｄグルｰビｰアイズ, 57,北村友, 0.7, 48,  -7,   0, 3,  7.1, ③④, 2, 9,Ａシャンパンファイト, 68,武豊  , 0.4, 62,* -3,   1, 1,  2.5,②②②, 2, 4,Ｉジェイケイクリｰク, 61,加藤士, 0.0, 66, -10,*  9, 8, 26.7, ③②, 2,11,Ｍプラジェラｰト, 63,宮崎北, 0.0, 71,   3,*  5,14, 81.2,⑬⑩⑩
 3, 5,Ｅホｰマンフィｰルド, 56,蛯名正, 0.9, 48,  -9,   0, 4, 16.7, ⑤⑤, 3, 6,Ｊドリｰムトレジャｰ, 46,吉田豊, 0.4, 66,  -6,   7, 8, 74.4,⑤④④, 3, 5,Ａイエスオアノｰ, 73,浜中俊, 0.1, 65,* -4,   5, 1,  2.6, ①①, 3, 3,Ｅプリンセスイブ, 71,西田雄, 0.1, 70,   3,   3, 9, 38.9,⑪⑩⑩
 4, 4,Ｃアンプレシオネ, 58,岩田康, 1.0, 45, -17,*  3, 2,  4.0, ⑨⑨, 4,12,Ｅマルイチシンゲキ, 56,北村友, 0.4, 65,* -3,   3, 5, 27.4,③③②, 4, 3,Ｈビｰチフェスタ, 63,赤木高, 0.3, 62, -14,* 10, 6, 18.9, ⑨⑧, 4, 6,Ａプリンセスドルチェ, 73,吉田豊, 0.1, 70,   6,  -3, 1,  3.1,⑤④③
 5,14,Ｉテイエムセレス, 50,田中健, 1.1, 47,  -9,  -2, 8, 79.9, ⑤⑤, 5,15,Ｂメイショウジギｰ, 62,浜中俊, 0.5, 66,  -7,   9, 3,  4.1,⑨⑥⑥, 5, 2,Ｅナムラコロナ, 66,武豊  , 0.4, 62, -15,* 10, 2,  4.3, ⑨⑤, 5,15,Ｂギｰニョ, 73,岩田康, 0.2, 66,*  7,  -7, 2,  3.2,③②②
 6, 9,Ｂビッグロｰズ, 58,浜中俊, 1.2, 43, -17,   3, 9, 80.2, ⑩⑩, 6,11,Ｆサムズアップ, 56,岩田康, 0.7, 63,  -8,* 10, 4,  5.5,⑦⑧⑦, 6, 7,Ｄミラキュラス, 66,田中健, 0.8, 59, -12,   3, 5,  9.5, ⑥⑤, 6, 2,Ｌニシノフェリｰチェ, 64,田中勝, 0.2, 70,   5,  -1,11, 57.7,⑧⑧⑥
 7, 3,Ｇセレスマジック, 54,福永祐, 1.3, 43,  -6,  -7, 5, 18.0, ③③, 7, 7,Ｇキタサンイチ, 54,田中勝, 1.5, 60, -15,* 11, 6, 44.9,⑯⑭⑭, 7, 9,Ｋアソビゴコロ, 56,北村友, 0.9, 56, -13,   3,10, 39.5, ⑦⑧, 7, 7,Ｆプリティダンス, 69,蛯名正, 0.2, 68,   6,  -3, 7, 14.9,⑦④③
 8, 6,Ｏクｰルサンドラ, 25,小林徹, 1.4, 41, -21,   2,12,123.1, ⑪⑪, 8, 2,Ｈコスモアイリス, 54,石橋脩, 1.5, 59, -12,   7,10,117.8,⑭⑬⑨, 8,11,Ｇアリダｰチャｰム, 64,福永祐, 1.0, 57,  -9,   1, 9, 32.4, ③④, 8, 5,Ｃナイスヴァレｰ, 71,田中健, 0.3, 66,*  8, -11, 3,  6.9,①①①
