08年 5月31日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月31日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白百合ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄチャｰムマロン, 57,岩田康,, 57,* -4,  -1, 1,  3.9,③①②, 1,15,Ｆエアタイタン, 65,藤岡佑,, 65,*  0,* 12, 1,  2.3,④②②, 1, 8,Ｂマイネレプリｰク, 76,安藤勝,, 71,*  9,*  2, 1,  3.9,①①①, 1, 1,Ｂヤマニンキングリｰ, 78,福永祐,, 81,   0,* 12, 2,  4.9,④③③
 2,16,Ｆグランドツインクル, 54,中村将, 0.2, 55,* -4,  -3, 9, 34.4,②②①, 2, 5,Ａニシノハドウホウ, 70,小牧太, 0.0, 64,  -2,* 13, 2,  4.0,⑥⑤③, 2, 3,Ｈフライングメリッサ, 67,鮫島良, 0.4, 71,   5,*  5, 8, 15.8,⑧⑧⑧, 2, 3,Ｈナリタダイコク, 68,佐藤哲, 0.1, 79,  -1,* 11, 8, 26.1,⑥③③
 3, 9,Ｃシゲルキボウ, 57,角田晃, 0.3, 55,* -4,  -3, 3,  5.3,⑫③③, 3, 1,Ｇメイショウロッシ, 63,武豊  , 0.4, 63,*  0,   8, 3,  6.8,①①①, 3,13,Ｅティアラプリンセス, 72,佐藤哲, 0.5, 67,   8,  -1, 4,  6.3,⑦④④, 3, 9,Ｅルｰルプロスパｰ, 74,角田晃, 0.3, 74,*  2,   1, 6, 19.3,①①①
 4, 3,Ｂクリノソｰニャ, 58,船曳文, 0.3, 57,  -8,*  5, 2,  3.9,⑧⑩⑨, 4,10,Ｄアップセット, 67,飯田祐, 0.6, 61,  -2,   9, 5, 13.1,⑧⑥③, 4, 5,Ｃツルマルオジョウ, 75,藤岡佑, 0.6, 66,   8,  -2, 5,  6.9,④④⑤, 4, 2,Ｄシングライクバｰド, 75,横山典, 0.3, 78,  -2,* 11, 3,  6.1,⑩⑤⑥
 5,13,Ａブラックカシミｰル, 59,武幸四, 0.3, 56,  -6,   0, 4,  5.5,⑩④④, 5, 6,Ｃグロッケンライン, 67,赤木高, 0.7, 59,* -1,   7, 4,  7.1,②④⑥, 5, 2,Ｆギｰニョ, 70,武豊  , 0.7, 65,   8,  -4, 2,  4.2,⑥④⑤, 5, 4,Ａノットアロｰン, 84,藤岡佑, 0.4, 73,*  1,   2, 1,  2.2,②②②
 6, 6,Ｉアンクルウォｰタｰ, 49,佐藤哲, 0.3, 57,  -5,   0, 8, 26.2,③④④, 6, 2,Ｉサイキョウケンザン, 58,浜中俊, 1.1, 57,  -2,   6,10, 69.4,④⑥⑦, 6,10,Ｇリッカメルド, 68,角田晃, 0.8, 66,* 10,  -8, 7, 14.9,④③②, 6, 8,Ｃメイショウベルｰガ, 76,武豊  , 0.7, 73,  -4,   8, 4,  6.3,⑧⑩⑩
 7, 1,Ｅクｰルサンドラ, 55,小林徹, 0.7, 54,  -7,   0, 6, 22.9,⑥⑨⑦, 7,11,Ｂピエナミッチｰ, 68,上村洋, 1.3, 61,  -5,* 10, 6, 16.5,⑯⑬⑫, 7, 4,Ｊニシノマニッシュ, 67,浜中俊, 1.0, 63,   4,   0,11, 95.1,⑪⑪⑩, 7, 5,Ｆアイティトップ, 71,小牧太, 0.9, 70,  -3,   4, 7, 25.7,⑧⑤⑥
 8,15,Ｍウォｰタｰリメイン, 31,佐久間, 1.2, 51,  -5,  -6,15,113.4,⑧⑥⑥, 8, 8,Ｐグランカナリア, 40,鮫島良, 1.4, 57,  -5,   7,11,111.5,⑩⑨⑨, 8, 9,Ａグラマトフィラム, 78,四位洋, 1.0, 63,   7,  -5, 6, 12.1,⑨⑧⑧, 8, 7,Ｇオリエンタルロック, 69,武幸四, 1.1, 68,  -2,  -1,10, 61.6,⑤⑤⑤
 9, 8, ナハトムジｰク,---,大下智, 1.3, 50, -10,   0,10, 35.5,⑫⑫⑪, 9, 4,Ｅマヤノイカズチ, 67,中舘英, 1.5, 54,  -3,   3, 7, 17.3,⑧⑧⑧, 9, 7,Ｍプリムラシチｰ, 65,幸英明, 1.0, 65,   3,*  4,10, 58.4,⑬⑬⑫, 9, 6,Ｉファビラスボｰイ, 67,中舘英, 1.3, 65,  -4,  -2, 5,  9.8,⑥⑤⑧
10,12,Ｋフジヤマオペラ, 43,荻野琢, 1.5, 50,  -8,  -5,16,122.8,⑥⑩⑩,10, 3,Ｈトｰワミラクル, 61,渡辺薫, 1.9, 56,  -6,   7,12,126.8,⑬⑬⑩,10,11,Ｋチャｰムピクチャｰ, 66,田村太, 1.2, 61,   5,  -4, 9, 54.8,⑨⑩⑩,10,10,Ｊヒルノラディアン, 54,四位洋, 1.9, 57,  -2, -12, 9, 39.7,③⑤⑧
11,11,Ｇピンクノヒョウ, 51,田村太, 2.5, 41, -12,  -8,12, 90.7,⑯⑮⑬,11,13,Ｎサンオｰルイン, 49,野元昭, 2.6, 46,*  0, -10,13,154.0,②②③,11, 6,Ｌイナズマイｰジス, 66,金折知, 1.6, 56,   8, -16,12, 95.9,③④⑦,,,,,,,,,,,,
12, 5, クリアプリンセス,---,田中克, 3.0, 40, -11, -13,14,106.3,⑮⑬⑪,12,12,Ｌドンルｰチェ, 51,船曳文, 2.8, 46,  -6,  -4,15,239.9,⑪⑪⑫,12,12,Ｄスｰパｰレインボｰ, 74,岩田康, 1.7, 54,*  9, -22, 3,  5.7,②②②,,,,,,,,,,,,
13, 2,Ｊメイショウモナム, 49,渡辺薫, 3.1, 39, -12, -12,13, 98.0,⑫⑯⑮,13, 7,Ｊアンティバック, 56,高橋亮, 2.8, 46,  -7,  -1,16,282.1,⑮⑯⑫,13, 1,Ｉユメキコウ, 67,長谷川, 2.7, 48,   4, -23,13, 96.6,⑪⑪⑫,,,,,,,,,,,,
14, 4, マックスロザリｰ,---,川田将, 3.2, 35,  -6, -24, 5,  8.2,⑤⑥⑧,14, 9,Ｍメイショウロデム, 50,田中健, 2.9, 47,  -6,  -4,14,197.0,⑫⑪⑩,,,,,,,,,,,,,,,,,,,,,,,,
15, 7,Ｈホｰマンフィｰルド, 50,飯田祐, 3.6, 35, -10, -19, 7, 24.5,⑩⑬⑬,15,14,Ｏファンドリタｰフ, 44,幸英明, 5.0, 31,  -6, -21, 8, 53.6,⑬⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,
16,14,Ｌキャナレット, 42,幸英明, 6.3, 18,  -6, -50,11, 46.6,①⑥⑮,16,16,Ｋスタンニング, 54,熊沢重, 6.6, 23,  -5, -38, 9, 58.3,⑥⑨⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-1),,,,,,,,,,,
"単勝:390円 複勝:10=190円 16=620円 09=180円 枠連:2,730円",,,,,,,,,,,,単勝:230円 複勝:15=110円 05=120円 01=150円 枠連:260円,,,,,,,,,,,,"単勝:390円 複勝:08=150円 03=360円 13=220円 枠連:2,640円",,,,,,,,,,,,"単勝:490円 複勝:01=190円 03=520円 09=510円 枠連:4,000円",,,,,,,,,,,
"馬連:6,820円 ワイド:10-16=1,720円 09-10=410円 09-16=1,640円",,,,,,,,,,,,馬連:410円 ワイド:05-15=180円 01-15=270円 01-05=350円,,,,,,,,,,,,"馬連:3,280円 ワイド:03-08=920円 08-13=480円 03-13=1,130円",,,,,,,,,,,,"馬連:4,330円 ワイド:01-03=1,310円 01-09=1,160円 03-09=2,230円",,,,,,,,,,,
