08年 7月27日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月27日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  ダ1000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,
単勝:350円 複勝:05=150円 11=120円 15=590円 枠連:290円,,,,,,,,,,,,"単勝:2,090円 複勝:01=480円 05=710円 09=230円 枠連:16,100円",,,,,,,,,,,,"単勝:1,380円 複勝:17=450円 16=980円 05=150円 枠連:7,530円",,,,,,,,,,,,"単勝:860円 複勝:14=360円 12=880円 17=330円 枠連:4,400円",,,,,,,,,,,
"馬連:470円 ワイド:05-11=230円 05-15=1,770円 11-15=1,410円",,,,,,,,,,,,"馬連:11,910円 ワイド:01-05=2,710円 01-09=1,350円 05-09=2,370円",,,,,,,,,,,,"馬連:19,590円 ワイド:16-17=6,400円 05-17=810円 05-16=1,760円",,,,,,,,,,,,"馬連:19,350円 ワイド:12-14=4,840円 14-17=1,380円 12-17=6,280円",,,,,,,,,,,
"馬単:1,010円 3連複:4,810円 3連単:18,290円",,,,,,,,,,,,"馬単:30,320円 3連複:26,000円 3連単:179,510円",,,,,,,,,,,,"馬単:40,080円 3連複:17,720円 3連単:182,830円",,,,,,,,,,,,"馬単:33,330円 3連複:64,780円 3連単:414,420円",,,,,,,,,,,
■ 2R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,有明特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂサクラドルチェ, 60,武豊  ,, 61,*-17,  13, 1,  1.5,④③②, 1, 2, エリモプリンセス,---,佐藤哲,, 56,* -1,  -9, 3,  8.3, ②②, 1,14,Ｂキクノサリｰレ, 74,浜中俊,, 73,*  3,* 12, 1,  2.4,④③②, 1,13,Ｃボストンオｰ, 75,安藤光,, 74,   2,  11, 4,  8.8, ④④
 2,11,Ｆアンリミテッドラヴ, 56,小牧太, 0.1, 57,*-15,   8, 8, 42.5,①①①, 2,10, ジョｰシンドバッド,---,浜中俊, 0.6, 49, -11,  -9, 5, 13.0, ③③, 2, 5,Ｅメイショウフウライ, 70,飯田祐, 0.2, 73,   1,* 13, 4,  6.9,④⑦⑤, 2,15,Ｆロックオブサリサ, 69,川田将, 0.1, 73,  -1,  12, 5, 11.2, ⑨⑤
 3, 7,Ｎパｰルグレイピアス, 38,幸英明, 0.3, 60, -19,  13, 2,  6.1,⑬⑧⑦, 3, 9, アグネスジェｰド,---,武豊  , 0.8, 46, -15,* -5, 1,  2.1, ⑤⑤, 3,13,Ｄエイシンイッパツ, 70,田村太, 0.3, 71,*  4,   8, 6, 13.0,①①①, 3, 2,Ｉセレブラｰル, 68,佐藤哲, 0.3, 70,   2,   7, 7, 19.3, ④⑤
 4, 5,Ｄヤマカツアザミ, 59,赤木高, 0.5, 55, -18,   8, 5, 17.6,④⑤④, 4, 1, マルカゼウス,---,幸英明, 0.8, 46,*  2, -23, 2,  3.1, ①①, 4, 1,Ａコンヴィヴィオ, 75,武豊  , 0.7, 69,   0,* 10, 2,  4.2,⑧⑧⑥, 4,16,Ｍエｰスデヨバン, 61,太宰啓, 0.4, 70,  -1,   9,12, 67.4, ⑨⑤
 5,12,Ｈアドマイヤシック, 54,上村洋, 0.6, 54, -18,   6, 7, 37.5,⑥⑤④, 5, 4, ランドレビン,---,中村将, 0.9, 44, -13, -10, 6, 25.8, ④④, 5,10,Ｃサマｰファインデイ, 71,藤岡康, 0.9, 68,*  3,   4, 5,  9.4,③③②, 5, 8,Ｂセトノアンテウス, 75,吉田隼, 0.4, 69,   2,   6, 2,  3.4, ④⑤
 6,15,Ｊスナｰクグレｰス, 50,川島信, 0.6, 56, -21,  13,11,114.9,⑩⑪⑦, 6, 7, シゲルダイセン,---,熊沢重, 1.4, 37, -23,* -7,10,137.9, ⑦⑥, 6, 7,Ｇフサイチピｰジェイ, 68,川田将, 1.5, 65,  -1,   6, 3,  6.9,⑬⑩⑬, 6, 7,Ｅゴｰルドネオ, 69,幸英明, 0.4, 72, -13,* 20,11, 45.3, ⑰⑯
 7, 8,Ａゼッコウチョウ, 61,藤岡康, 0.6, 64, -26,* 26, 4, 12.6,⑯⑯⑯, 7, 8, ファインラヴ,---,藤岡康, 2.2, 26, -23, -18, 9, 57.8, ⑦⑦, 7,11,Ｋレｰザｰウイング, 65,安藤光, 1.5, 66,   1,   5, 9,102.5,⑥⑨⑨, 7,14,Ｌメイショウカｰタｰ, 65,難波剛, 0.5, 68,  -5,  11,18,172.6, ⑭⑫
 8,10,Ｋスズカスタイル, 49,田中健, 0.7, 53, -18,   6,14,206.6,⑦⑤⑦, 8, 6, ユｰセイヤマトオｰ,---,安藤光, 2.6, 21, -28, -18, 7, 28.8, ⑨⑩, 8, 4,Ｈテイエムジカッド, 67,橋本美, 1.7, 65,  -4,  10,12,160.2,⑯⑮⑮, 8,10,Ｏエムテイコウテン, 58,熊沢重, 0.5, 68,*  3,   3,13, 69.1, ③②
 9, 4,Ｃアンコｰルラッシュ, 60,川田将, 0.7, 54, -19,  10,10, 97.9,⑦⑧⑩, 9, 5, テイエムプレストン,---,小牧太, 2.6, 21, -31, -15, 4,  8.4, ⑩⑨, 9, 9,Ｐクリｰルスパｰク, 51,田中健, 1.9, 63,  -2,   3,15,198.1,⑪⑫⑩, 9,12,Ａノｰブルマン, 78,藤岡康, 0.6, 66,   0,   4, 3,  8.3, ⑧⑩
10, 3,Ｐルナクィｰン, 32,吉田隼, 0.7, 54, -20,   9,13,174.1,⑦⑧⑩,10, 3, カシノヘラクレス,---,小坂忠, 3.7,  8, -20, -40, 8, 43.1, ⑥⑧,10, 8,Ｍピサノガブリエル, 61,渡辺薫, 2.0, 59,*  3,  -6, 8, 44.1,②②④,10,18,Ｋマルサンテクニカル, 68,南井大, 0.6, 67,  -8,  12,10, 34.3, ⑮⑮
11, 6,Ｇシゲルアスピレ, 54,太宰啓, 0.9, 55, -23,  12, 9, 64.7,⑬⑬⑫,,,,,,,,,,,,,11, 2,Ｆアグネスゼッセイ, 69,吉田隼, 2.0, 61,  -2,   3, 7, 16.5,⑫⑫⑪,11, 6,Ｒスプリングプラハ, 25,鮫島良, 0.7, 66,  -4,   7,16,146.6, ⑫⑫
12, 1,Ｍヤマニンルフレ, 46,石橋守, 1.0, 53, -21,   8, 6, 24.2,⑩⑪⑫,,,,,,,,,,,,,12,12,Ｌエｰシンエｰケｰ, 64,野元昭, 2.1, 59,   2,  -5,14,195.2,⑥⑤⑥,12,11,Ｄレジアス, 72,小牧太, 0.7, 66, -11,* 14, 8, 20.4, ⑯⑰
13,16,Ｏツルマルクリス, 36,中村将, 1.0, 46,*-16,  -4,16,297.7,②②②,,,,,,,,,,,,,13, 6,Ｉファンドリコンドル, 67,幸英明, 2.2, 61,  -2,   3,11,152.2,⑮⑭⑬,13, 4,Ｇモンルｰジュ, 69,赤木高, 0.7, 66,   2,   2, 6, 18.5, ④⑤
14,14,Ｉヒミノプリンセス, 53,小坂忠, 1.0, 52, -21,   9,12,132.2,⑩⑬⑮,,,,,,,,,,,,,14,16,Ｎヤマカツジェット, 59,小牧太, 2.4, 58,  -1,  -2,10,108.2,⑧⑩⑪,14, 9,Ｎラジョリｰ, 60,橋本美, 0.9, 63,  -4,   5,17,165.5, ⑫⑭
15, 2,Ｅレインボｰマグナム, 58,佐藤哲, 1.3, 48, -21,   5, 3,  9.8,⑮⑬⑫,,,,,,,,,,,,,15,15,Ｊスナｰクムサシ, 67,大下智, 3.4, 50,   2, -16,16,280.5,⑧⑤⑧,15, 1,Ｊマッキｰバクシン, 68,野元昭, 1.0, 62,  -1,   1, 9, 25.0, ⑨⑩
16, 9,Ｌトｰホウインラヴ, 48,渡辺薫, 1.5, 43,*-16,  -7,15,232.7,②③④,,,,,,,,,,,,,16, 3,Ｏパインゴｰディ, 55,畑端省, 4.2, 47,  -5,  -9,13,193.0,⑬⑯⑯,16, 5,Ｑドルバコスタｰ, 48,上村洋, 1.1, 60,*  4,  -6,15, 98.6, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 3,Ｈパカパカグランプリ, 69,武豊  , 1.2, 59,*  6,  -8, 1,  3.1, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｐシクンシ, 58,渡辺薫, 2.0, 49, -13,  -1,14, 95.6, ⑰⑱
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
単勝:150円 複勝:13=110円 11=520円 07=160円 枠連:940円,,,,,,,,,,,,単勝:830円 複勝:02=200円 10=260円 09=120円 枠連:620円,,,,,,,,,,,,単勝:240円 複勝:14=130円 05=180円 13=270円 枠連:770円,,,,,,,,,,,,"単勝:880円 複勝:13=310円 15=370円 02=530円 枠連:4,220円",,,,,,,,,,,
"馬連:2,830円 ワイド:11-13=870円 07-13=210円 07-11=1,920円",,,,,,,,,,,,"馬連:4,090円 ワイド:02-10=1,060円 02-09=360円 09-10=490円",,,,,,,,,,,,馬連:950円 ワイド:05-14=390円 13-14=460円 05-13=990円,,,,,,,,,,,,"馬連:4,110円 ワイド:13-15=1,320円 02-13=2,230円 02-15=2,880円",,,,,,,,,,,
"馬単:3,520円 3連複:4,810円 3連単:21,980円",,,,,,,,,,,,"馬単:8,540円 3連複:2,430円 3連単:25,190円",,,,,,,,,,,,"馬単:1,470円 3連複:2,530円 3連単:8,940円",,,,,,,,,,,,"馬単:7,940円 3連複:27,150円 3連単:160,020円",,,,,,,,,,,
■ 3R  芝2900m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 6R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,天草特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6, ロングアキレス,,植野貴,,,,, 3,  9.0,③③③, 1,15,Ｂナミダガキラリ, 69,武豊  ,, 67,  -5,*  8, 2,  3.0,⑤⑤④, 1, 6,Ｅセフティｰロｰレル, 78,河北通,, 79,   6,* 16, 6, 14.0,⑨⑧⑧, 1,10,Ｇヴィヴィッドカラｰ, 66,川田将,, 75, -12,  23, 5, 13.4,④④④
 2, 8, エリモマキシム,,西谷誠,189.0,,,, 1,  1.4,②①①, 2, 9,Ａフサイチフェイマス, 69,川田将, 0.2, 62,* -2,   1, 1,  2.7,③③③, 2,12,Ｃトップオブザロック, 80,生野賢, 0.2, 75,   7,  10, 2,  3.6,⑤⑤④, 2, 4,Ａキクカラヴリイ, 77,武豊  , 0.2, 77, -15,* 26, 1,  2.3,⑩⑧⑧
 3, 3, タニノボルガ,,熊沢重,189.4,,,, 5, 15.6,①②②, 3,13,Ｄワンダｰアｰムフル, 64,石橋守, 0.4, 65,  -8,*  9, 5, 12.3,⑩⑨⑥, 3, 7,Ａウィッシングデュｰ, 85,鮫島良, 0.3, 74,* 10,   6, 1,  3.1,②①①, 3, 8,Ｆエメラルドミスト, 67,川島信, 0.2, 77, -16,* 29, 4,  7.3,⑫⑪⑧
 4,11, イナズマイｰジス,,金折知,190.7,,,, 7, 29.2,③③③, 4, 4,Ｃマルイチシンゲキ, 66,幸英明, 0.5, 60,* -1,  -7, 3,  6.0,①①①, 4, 1,Ｂエイシンハンコック, 80,川田将, 0.5, 73,*  9,   5, 3,  3.7,③②②, 4, 5,Ｃマルティンスタｰク, 74,吉田隼, 0.2, 70,* -9,  15, 2,  4.7,①①①
 5,10, メイショウハナミチ,,岩崎祐,191.5,,,, 6, 24.3,⑥⑥⑤, 5, 1,Ｅエｰシンブイムｰド, 55,田中健, 0.6, 58,  -4,  -4, 4,  8.5,③④④, 5, 3,Ｌマルタカタキオン, 70,熊沢重, 0.5, 75,   6,  10, 7, 22.1,⑧⑦⑤, 5, 6,Ｅプリティｰキャット, 70,田中健, 0.3, 70,*-11,  15, 6, 16.3,②②②
 6, 2, ホウライナポレオン,,南井大,192.5,,,,11, 69.9,③⑤⑤, 6, 8,Ｌミスティックラヴ, 47,渡辺薫, 0.8, 60,  -9,*  5,10,107.4,⑩⑩⑩, 6, 5,Ｇテイエムヘネシｰ, 77,芹沢純, 0.8, 74,   2,* 17,11,119.0,⑬⑫⑫, 6,11,Ｋスマｰトレディｰ, 63,佐藤哲, 0.5, 70, -13,  19, 9, 50.2,⑦⑦⑦
 7, 1, アフリカンビｰト,,高田潤,193.6,,,, 4, 12.0,⑨⑧⑦, 7,11,Ｇマイネルザパｰム, 55,吉田隼, 0.8, 55,* -2,  -9, 6, 15.4,②②②, 7, 9,Ｄクリアヴィジョン, 80,渡辺薫, 0.8, 73,   3,  13, 9, 45.3,⑪⑩⑩, 7, 9,Ｂトヨサンハッピｰ, 74,藤岡康, 0.7, 62,*-11,   9, 3,  5.4,②②②
 8, 5, スズカジョリｰズ,,北沢伸,196.0,,,, 2,  8.4,⑧⑦⑧, 8, 3,Ｈシｰシャトｰ, 51,佐藤哲, 0.9, 58,  -8,   1, 7, 30.2,⑦⑦⑥, 8,13,Ｊスペｰスフライト, 73,佐藤哲, 1.0, 70,   7,   5, 5, 13.0,④⑥⑤, 8,13,Ｉラブレタｰ, 64,浜中俊, 0.7, 69, -12,  13, 8, 35.3,⑤④⑤
 9, 4, ショウナンタクミ,,今村康,198.7,,,,10, 68.9,⑩⑩⑨, 9,10,Ｋリバｰミラクル, 47,鮫島良, 1.2, 54,  -7,  -5, 9, 50.3,⑦⑦⑥, 9,10,Ｉワンダｰタイキ, 75,田村太, 1.1, 72,   0,* 16,13,175.8,⑫⑬⑫, 9, 1,Ｍレイトアットナイト, 45,幸英明, 0.8, 71, -16,  20,11, 85.6,⑩⑪⑪
10,12, マニフィｰク,,白浜雄,199.0,,,, 9, 52.8,⑪⑪⑪,10,14,Ｉロｰレルスプレｰモ, 49,藤岡康, 1.2, 53, -10,  -1,13,148.6,⑨⑩⑩,10,11,Ｍメイショウチョイス, 70,太宰啓, 1.2, 67,   5,   5,12,135.0,⑦⑧⑨,10,12,Ｌバトルマドカ, 49,太宰啓, 0.9, 67, -15,  15,10, 74.2,⑧⑧⑧
11, 9, ピサノベガス,,仲田雅,200.2,,,, 8, 29.2,⑥⑨⑩,11, 2,Ｆバンブｰバファナ, 55,安藤光, 1.6, 48,  -7, -12,11,129.6,⑤⑥⑥,11, 2,Ｈブライアンズエッセ, 77,武豊  , 1.3, 66,*  9,  -2, 4, 10.2,⑤②③,11, 3,Ｄワキノハクオウ, 71,小牧太, 0.9, 70, -17,  21, 7, 19.5,⑫⑪⑪
12, 7, フォレストロバリｰ,,小坂忠,200.9,,,,12, 75.9,⑫⑫⑫,12,12, クリノランデブｰ,---,太宰啓, 2.8, 38, -11, -20,15,173.0,⑬⑫⑫,12, 8,Ｆマルブツブラボｰ, 78,浜中俊, 1.4, 69,   4,   9, 8, 26.5,⑨⑩⑪,12, 7,Ｈマｰブルラトゥｰル, 64,安藤光, 1.0, 63, -12,   9,13,182.9,⑤④⑤
,,,,,,,,,,,,13, 6,Ｊブギウギ, 49,浜中俊, 2.8, 42, -16,  -8, 8, 38.4,⑮⑮⑮,13, 4,Ｋオｰロブライト, 73,赤木高, 1.6, 63,*  9,  -4,10, 83.3,①②⑤,13, 2,Ｊキッスホｰラｰ, 64,飯田祐, 2.5, 45, -15,  -6,12,122.6,⑧⑧⑪
,,,,,,,,,,,,14, 5,Ｎシｰオｰバｰ, 37,飯田祐, 3.0, 35, -12, -21,12,139.5,⑫⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 7,Ｍフジヤマラミレス, 47,船曳文, 3.3, 33, -14, -21,14,169.3,⑭⑭⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
