08年11月 2日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月 2日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1600m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,錦秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｇヒシソロモン, 41,柴田善,, 55,* -3, -12, 2,  3.9, ③②, 1, 2, ナカヤマフェスタ,---,内田博,, 63, -13,   6, 3,  5.6, ⑤⑤, 1,10,Ｏサマｰアクトレス, 62,松岡正,, 73,*  0,   2,12, 60.1, ②②, 1, 1,Ａエスポワｰルシチｰ, 91,松岡正,, 93,* 14,* 17, 1,  2.6, ①①
 2, 9,Ｊギンザジャスマック, 40,岩田康, 0.1, 52,  -6, -10, 9, 62.6, ③④, 2, 4, ヴィｰヴァミラコロ,---,蛯名正, 0.0, 65, -16,* 11,10, 50.8, ⑧⑧, 2,13,Ｂフレジェｰル, 76,藤岡佑, 0.0, 75,  -7,  12, 1,  2.8, ⑦⑩, 2, 9,Ｃエプソムアｰロン, 87,柴田善, 0.8, 86,* 13,  11, 3,  6.0, ②②
 3, 4,Ｃアイティアビｰ, 45,武豊  , 0.3, 52, -12,* -4, 1,  3.0, ⑬⑪,12,16, アイアムピカイチ,---,横山典, 0.1, 60, -14,   6, 2,  4.2, ⑤⑦, 3,12,Ｇニシノガｰランド, 69,岩田康, 0.1, 75,  -7,  12, 2,  5.5, ⑨⑫, 3,16,Ｄレオエンペラｰ, 86,内田博, 0.9, 85,* 13,  11, 2,  3.9, ③②
 4, 2,Ｆワンツｰリタｰン, 41,後藤浩, 0.3, 51, -13,* -4, 4,  7.0, ⑭⑪, 3,15, カｰネリアンシチｰ,---,吉田豊, 0.2, 63, -18,* 12,16,235.8, ⑫⑪, 4, 7,Ｎクルンプホルツ, 62,安藤勝, 0.1, 75,  -7,  12, 8, 20.2, ⑭⑫, 4, 3,Ｅサンワｰドラン, 84,藤岡佑, 1.2, 83,  11,  11,13,102.5, ④④
 5,16,Ｉエフティレガシｰ, 40,蛯名正, 0.5, 49,  -7, -13, 3,  5.6, ⑤⑤, 4,14, ファイアｰフロｰト,---,藤田伸, 0.4, 58, -17,   6, 7, 30.0, ⑨⑨, 5,11,Ｈショウナンアルス, 69,吉田豊, 0.1, 75,  -5,   9,15, 65.0, ⑨⑧, 5, 6,Ｆサンマルセイコｰ, 84,伊藤工, 1.3, 83,   8,* 14,16,157.0, ⑪⑨
 6, 3,Ｂカモンベイビｰ, 46,柴山雄, 0.6, 48,  -9, -11, 6, 14.7, ⑨⑧, 5, 7, エンブリオ,---,岩田康, 0.7, 57, -20,   8, 5, 16.6, ⑫⑬, 6, 9,Ｄセンシュアルドレス, 72,横山典, 0.2, 72,  -4,   6, 7, 19.7, ⑧⑧, 6, 5,Ｇビッグポパイ, 84,岩田康, 1.3, 83,   7,* 15, 8, 28.8, ⑪⑫
 7, 5,Ｄチュラヌウジ, 44,北村宏, 0.8, 45,  -7, -16, 7, 15.1, ⑥⑤, 6, 1, ウマザイル,---,四位洋, 0.9, 47,* -9, -14, 1,  2.0, ①①, 7,15,Ｊリｰベストラウム, 68,内田博, 0.2, 77, -11,* 18,10, 24.0, ⑮⑰, 7, 7,Ｌスタｰボイジャｰ, 82,蛯名正, 1.6, 82,  10,  10, 9, 30.1, ⑦⑥
 8, 6,Ｌヒルノコスタリカ, 35,池添謙, 0.9, 43,  -7, -18,13,111.5, ⑥⑤, 7, 8, デイロングスプリｰ,---,ルメｰ, 0.9, 50,* -8, -14, 4, 14.7, ②②, 8, 1,Ｉフロｰラルカｰヴ, 68,ルメｰ, 0.3, 74,  -4,   4,11, 32.4, ⑨⑥, 8,10,Ｍヤマニンリュバン, 81,ルメｰ, 1.8, 78,   9,   8, 4,  8.7, ⑦⑥
