08年 1月 6日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 1月 6日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ2500m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初茜賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｅネヴァリバティ, 59,田中博,, 57,*  1,  -8, 1,  1.9,②②②, 1,15,Ｎティンバｰセブン, 67,大庭和,, 72,*  5,   5,13,112.2,①②②, 1,11,Ａスパｰブスピリット, 76,北村宏,, 77,   1,* 13, 1,  1.9,⑪⑧⑥, 1, 7,Ａユｰスフルデイズ, 82,蛯名正,, 84,  11,* 11, 3,  6.8,⑬⑦④
 2, 8,Ｈジョイフルハｰバｰ, 56,大野拓, 0.2, 53,  -3,  -7, 3,  7.1,④③③, 2,10,Ａダンシングクリス, 80,的場勇, 0.3, 72,   3,*  9,12, 50.6,⑪⑨⑦, 2,10,Ｅモンテチェリｰ, 70,柴田善, 0.6, 72,*  5,   4, 9, 35.2,③③②, 2, 3,Ｃマルブツクロス, 80,小林久, 0.0, 83,* 13,   5, 5, 13.0,④③③
 3,11,Ａアメイジングレイス, 72,草野太, 0.3, 53,  -5,  -6, 4, 11.1,④⑥⑥, 3, 9,Ｃマイネルメロス, 79,後藤浩, 0.6, 70,   4,   4, 7, 16.9,⑦⑤⑤, 3, 5,Ｇライフプラン, 68,武士沢, 0.6, 72,  -3,* 11,13,133.3,⑫⑫⑪, 3, 9,Ｂダイワルビア, 80,武士沢, 0.1, 83,* 15,   2, 1,  2.6,②①①
 4,12,Ｃナスザン, 60,的場勇, 0.4, 53,*  2, -13, 5, 13.2,①①①, 4, 7,Ｂマイネルアｰバニタ, 79,吉田隼, 0.7, 70,   3,   6, 1,  2.9,⑦⑨⑦, 4, 7,Ｋトｰセンマンボ, 63,小野次, 0.7, 69,  -1,   8, 6, 17.4,⑩⑩⑨, 4,12,Ｎストｰムタイガｰ, 73,小野次, 0.5, 78,* 14,   2,11, 56.5,③③②
 5, 6,Ｏフジマサルビｰ, 31,池崎祐, 0.6, 50, -11,* -2,14,276.7,④⑦⑦, 5,14,Ｊワインアドバイザｰ, 70,津村明, 0.8, 68,*  5,  -1, 8, 22.5,②①①, 5, 8,Ｆベルモントエアロ, 68,田辺裕, 0.7, 69,   3,   5,11, 46.8,⑦⑤⑤, 5,11,Ｆサンマルセイコｰ, 77,的場勇, 0.7, 81,   9,*  9, 9, 23.9,⑭⑫⑩
 6,15,Ｄイングヴェイ, 60,南田雅, 0.7, 51,  -1, -11, 7, 26.2,④③③, 6, 3,Ｋアドマイヤワｰルド, 69,田中勝, 0.9, 69,   2,*  6, 6, 14.2,⑪⑫⑪, 6, 4,Ｎシンボリマｰズ, 57,丹内祐, 0.9, 69,*  7,   0,12, 91.7,①①①, 6,13,Ｐダイレクトパス, 71,江田照, 1.0, 76,  12,   1,14,125.3,⑧⑤④
 7,14,Ｆマイネルラウディｰ, 59,丸田恭, 0.7, 50,  -2, -12, 8, 38.9,③③③, 7, 2,Ｇエプソムプライマリ, 73,石橋脩, 0.9, 67,   4,   2, 9, 25.2,⑨⑧⑩, 7, 2,Ｈメイキンマジック, 67,池崎祐, 0.9, 69,  -1,   6,10, 35.5,⑫⑩⑥, 7,10,Ｉアドマイヤマントル, 75,村田一, 1.1, 78,  10,   3, 2,  4.6,⑪⑦④
 8, 9,Ｉライムライトシチｰ, 53,千葉直, 0.9, 47, -14,* -2,11, 51.2,⑫⑪⑫, 8, 1,Ｅヒシポラリス, 75,菊沢隆, 1.1, 66,*  5,  -2, 4, 10.3,⑥③③, 8, 1,Ｌケイアイカルディナ, 61,草野太, 0.9, 69,   4,   2,15,179.5,⑦③②, 8, 8,Ｄシベリアンライオン, 79,吉田隼, 1.1, 77,  10,   4, 4,  7.8,⑩⑩⑦
