08年 6月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｭｰﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｃボンジュｰルソノコ, 63,三浦皇,, 65,*  6,  -7, 3,  6.9, ①①, 1,10,Ｅショウナンハゴロモ, 60,後藤浩,, 62,*  6, -15, 3,  5.3, ③③, 1,18,Ｆスイｰトカルタゴ, 67,柴田善,, 73,   2,*  5,11, 39.3, ⑧⑧, 1, 9,Ｆジャガｰメイル, 83,石橋脩,, 90,  12,*  9, 3,  5.8,⑫⑧⑧
 2,10,Ｈマキシムヒシャカク, 53,柴山雄, 0.1, 67,  -6,*  8, 7, 26.0, ⑨⑨, 2,12,Ａクルンプホルツ, 65,安藤勝, 0.1, 61,   0,  -6, 1,  3.6, ⑥⑥, 2, 6,Ｄネイチャｰグロウ, 70,高山太, 0.2, 71,   0,*  5, 8, 17.9, ⑪⑫, 2,13,Ｂニシノコンドコソ, 86,内田博, 0.5, 83,  12,   0, 2,  3.6,⑧⑥④
 3, 4,Ｅジｰピｰチャッキｰ, 60,後藤浩, 0.4, 62,*  4,  -7, 5,  8.2, ②②, 3, 6,Ｂタイセイルンバ, 63,吉田隼, 0.1, 63,   2,  -8, 5,  8.4, ④⑤, 3, 9,Ｃジョイフルハｰバｰ, 70,内田博, 0.4, 67,*  7, -10, 7, 13.0, ②③, 3, 4,Ａミレニアムウイング, 87,横山典, 0.6, 81,* 13,  -6, 1,  2.9,②①①
 4, 5,Ｂバイヨン, 63,横山典, 0.5, 62,   2,  -5, 1,  2.9, ③③, 4, 5, ウェスタリｰズ,---,田中勝, 0.2, 63,  -6,*  2,12, 56.8, ⑬⑬, 4,16,Ｅネオスピリッツ, 67,田中勝, 0.4, 69,   5,  -3, 2,  5.4, ⑥⑥, 4,11,Ｉダイイチアトム, 81,松岡正, 0.8, 80,  12,  -4, 7, 16.6,⑥④④
 5,14,Ａタツタイコウ, 66,北村友, 0.7, 59,  -1,  -4, 4,  8.1, ④⑤, 5, 4,Ｍアイアムスパｰクル, 40,柴山雄, 0.3, 60,*  9, -22, 8, 34.8, ②②, 5,11,Ｌヨシサプライズ, 63,吉田豊, 0.4, 70,   2,   1,16,218.4, ⑪⑪, 5, 2,Ｊマイネルネオス, 79,津村明, 0.9, 82,   9,*  3,12, 69.4,⑮⑬⑫
 6, 7,Ｄタケデンオｰ, 61,吉田隼, 1.1, 57,  -3,  -6, 6, 20.2, ⑥⑥, 6,16,Ｇジェイケイクリス, 56,横山典, 0.5, 58,  -1,  -9, 6, 21.0, ⑥⑧, 6, 1,Ｎジョニｰバロｰズ, 61,大野拓, 0.5, 70,   0,*  4,15, 80.2, ⑯⑮, 6, 8,Ｇホｰマンアラシ, 83,北村友, 0.9, 81,   9,   1, 5, 12.9,⑪⑩⑪
 7, 8, トンボツリ,---,柴田善, 1.2, 56, -11,*  2, 9, 52.4, ⑩⑩, 7,14,Ｉリュクス, 54,内田博, 0.5, 58,  -4,* -5, 2,  4.1, ⑬⑪, 7, 3,Ｑベルモントノエル, 54,後藤浩, 0.5, 65,   6,  -9,14, 72.0, ④④, 7, 6,Ｈドリｰムパｰトナｰ, 83,蛯名正, 1.2, 78,  11,  -5,10, 52.6,⑬⑩⑨
 8, 9, ナムラチャｰチル,---,吉田豊, 1.6, 53, -15,*  3,10, 88.1, ⑫⑫, 8, 7,Ｈリワｰドモンシェリ, 54,千葉直, 0.6, 58,  -3,  -8,10, 39.7, ⑥⑨, 8,17,Ｊナムラノブナガ, 65,勝浦正, 0.6, 67,   0,   1, 6, 12.1, ⑪⑫, 8, 1,Ｋウォｰライクトニｰ, 79,戸崎圭, 1.3, 77,   8,   0, 9, 46.3,⑧⑫⑬
 9,11, マイネルオドゥｰル,---,戸崎圭, 1.7, 52,  -6,  -8, 8, 31.1, ⑦⑦, 9,11,Ｌスティングマリｰ, 44,津村明, 0.7, 58,  -5,* -5,13, 66.0, ⑮⑬, 9,10,Ｂレオブルｰス, 74,安藤勝, 0.7, 64,   0,  -1, 3,  8.2, ⑭⑫, 9, 3,Ｅモチ, 83,田中勝, 1.3, 76,* 13, -16, 8, 20.6,③②②
10,16,Ｊスｰパｰスタｰ, 40,横山義, 2.0, 50, -12,  -3,15,179.9, ⑩⑪,10,17,Ｊトウカイデリシャス, 52,小林淳, 0.7, 57,   3, -19,11, 52.3, ④④,10, 5,Ｇコンセンチメント, 66,松岡正, 0.7, 64,   4,  -9, 4,  9.9, ⑥⑥,10,12,Ｍセタガヤフラッグ, 76,的場勇, 1.3, 76,  12, -11,11, 56.6,④⑥④
11,15, ダイレクトシチｰ,---,鈴来直, 2.6, 45, -15,  -6,14,157.1, ⑬⑫,11,18,Ｆタキシｰドジャズ, 58,戸崎圭, 0.7, 57,  -4,  -8, 9, 39.4, ⑩⑪,11, 7,Ｍビルトミｰアップ, 61,三浦皇, 0.7, 64,   6, -11, 9, 28.0, ⑤⑤,11,14,Ｃビエンナｰレ, 84,三浦皇, 2.0, 72,* 14, -23, 4,  8.4,④②③
12, 1,Ｉジシンマンマン, 43,草野太, 3.3, 40, -18,  -7,12,114.9, ⑭⑮,12, 1,Ｎウインライトアップ, 37,三浦皇, 0.7, 57,  -4,  -6,16,139.1, ⑩⑬,12, 8,Ｈスカｰレットダイヤ, 66,戸崎圭, 0.7, 65,*  9, -15,12, 44.7, ②②,12,15,Ｄスズノオオゴン, 84,後藤浩, 2.1, 69,  12, -22, 6, 14.6,⑧④④
13,12, クニノパイレｰツ,---,小林淳, 3.6, 36, -18, -12,13,147.1, ⑮⑭,13, 3,Ｄトランスルｰセント, 60,蛯名正, 0.9, 54,   0, -16, 4,  5.8, ⑥⑥,13, 4,Ｉマイネルサラン, 65,津村明, 0.7, 65,   2,  -5, 5, 11.7, ⑧⑧,13,10,Ｏマチカネリュウセイ, 69,木幡初, 2.2, 69,  10, -20,14,161.4,⑥⑧⑨
14,13, ノアギャロップ,---,江田照, 4.4, 29,   0, -38,16,193.7, ④④,14, 8, サニｰプリｰズ,---,大野拓, 1.3, 51,  -8,  -9,14, 72.7, ⑮⑯,14,13,Ｐダイワアンリ, 59,田中博, 0.8, 64,   3,  -8,13, 67.8, ⑧⑧,14, 5,Ｎクｰフｰリン, 74,菊沢隆, 5.0, 54,   7, -48,15,208.5,⑭⑭⑭
15, 2,Ｇチュモン, 57,大野拓, 4.9, 25,  -5, -37,11, 93.3, ⑦⑦,15,15,Ｃシセイハルカ, 60,丸田恭, 1.3, 49,  -3, -18, 7, 25.0, ⑩⑨,15,15,Ｏマイネルロｰグ, 60,柴山雄, 1.2, 59,  -5,   1,17,286.7, ⑱⑰,,,,,,,,,,,,
