08年 5月11日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月11日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1600m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｱｼｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｆクリスビスティｰ, 56,勝浦正,, 66,*  1,   5, 2,  5.1, ②②, 1,12,Ａベストプロジェクト, 66,田中勝,, 72,  -2,*  7, 2,  3.2, ⑭⑩, 1, 1,Ｃニシノテンカ, 72,内田博,, 77,   6,*  9, 1,  1.8, ⑤④, 1, 4,Ｅアドマイヤスバル, 90,村田一,, 90,*  6,  20, 1,  3.4, ⑤③
 2, 6,Ｂシャフツレディ, 60,福永祐, 0.7, 60,*  2,  -2, 5,  7.7, ①①, 2,14,Ｂファイブスタｰ, 65,福永祐, 0.3, 68,   4,  -6, 3,  4.0, ⑤③, 2, 8,Ａバルバロ, 73,横山典, 0.0, 77,*  7,   6, 7, 19.2, ②②, 2, 9,Ｄゼンノパルテノン, 90,武豊  , 0.0, 88,*  6,  18, 2,  4.1, ②②
 3, 1,Ｈアクトオンザタｰフ, 55,岩田康, 0.9, 61,  -3,   5, 4,  5.8, ⑩⑨, 3, 7,Ｃユノパラボリカ, 62,横山典, 0.3, 67,   1,* -2, 1,  2.8, ⑧⑦, 3, 6,Ｂツバサドリｰム, 73,福永祐, 0.6, 74,   5,   6, 2,  6.9, ⑩⑦, 3,13,Ｉアイスドｰル, 86,松岡正, 0.4, 86,   1,* 24,12, 51.6, ⑭⑮
 4, 7,Ｋパラディフルｰル, 53,池添謙, 0.9, 61,  -6,* 10,13,162.7, ⑭⑬, 4,13,Ｆシルクペガサス, 48,柴田善, 0.6, 66,   1,  -5, 8, 44.2, ⑧⑦, 4,15,Ｆテンジンニチオｰ, 68,勝浦正, 0.9, 72,   5,   3,10, 31.1, ⑧⑦, 4,14,Ｎビクトリｰテツニｰ, 84,横山典, 0.4, 84,   5,  19, 8, 28.9, ⑪⑥
 5, 3,Ｇエレガントフラッグ, 56,田中勝, 1.2, 59,  -4,   4, 6,  8.6, ⑩⑩, 5, 1,Ｉヤマテウォルデン, 44,村田一, 1.6, 53,   4, -24, 9, 51.7, ⑧③, 5, 4,Ｈマイボｰイ, 68,岩田康, 1.0, 71,  -1,* 11, 3, 11.1, ⑯⑯, 5, 8,Ａフェラｰリピサ, 92,岩田康, 0.6, 84,   3,  20, 3,  5.2, ⑬⑬
 6, 9,Ｅショウナンマライア, 56,吉田豊, 1.2, 60,   1,  -2, 9, 25.5, ⑤③, 6,15,Ｏディアプリザｰヴ, 41,勝浦正, 1.8, 54,  -8,  -6,15,182.4, ⑯⑯, 6,14,Ｋチャリティショウ, 64,柴田善, 1.0, 70,   3,   5, 9, 22.4, ⑫⑪, 6, 1,Ｌナムラアトランテス, 85,幸英明, 0.6, 83,   4,  18,10, 31.1, ⑧⑧
 7, 2,Ｌニｰマルギャロップ, 46,後藤浩, 1.3, 56,   0,  -3,10, 36.2, ⑤③, 7, 4,Ｊリバｰブレイブ, 44,郷原洋, 1.8, 50,   0, -20,14,165.8, ⑫⑩, 7,12,Ｇサクラオｰルイン, 68,田中勝, 1.2, 70,   3,   4,11, 51.1, ⑬⑪, 7,16,Ｈタガノエクリプス, 86,蛯名正, 0.6, 84,   4,  18, 6, 14.8, ⑭⑧
 8,10,Ｄモアスマイル, 58,内田博, 1.4, 57,  -4,   3, 7, 11.1, ⑬⑩,17, 3,Ｄナイキウェルネス, 56,伊藤工, 2.0, 48,  -2, -21, 5, 16.4, ⑪⑩, 8,10,Ｉヒシマイスタｰ, 68,蛯名正, 1.3, 67,*  8,  -5, 5, 14.2, ①①, 8,15,Ｏニシノナｰスコｰル, 83,吉田豊, 0.6, 87,   1,* 22,11, 31.7, ⑭⑮
