08年 5月17日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月17日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
 9, 4,Ｅワンダｰギャルｰ, 55,鷹野宏, 2.3, 49,  -5,  -8, 9, 32.4,⑫⑪⑪, 9,11,Ｃエプソムスティｰヴ, 55,黛弘人, 3.6, 36,*  1, -54, 8, 38.8,②②①, 9, 1,Ｃエリモハルカ, 70,渡辺薫, 1.6, 60,  -3,   0, 2,  4.0, ⑦⑦, 9, 4,Ｍシナノザクラ, 53,田辺裕, 0.8, 52, -11,  -4, 3,  8.7, ⑬⑭
10,12,Ｈエビアンビュｰティ, 53,西田雄, 2.3, 48,  -3, -11,12,168.9,⑦⑧⑧,10, 5,Ｋシｰオｰバｰ, 37,太宰啓, 4.0, 35,  -2, -53,11,141.7,③⑦⑩,10,11,Ｌフサイチリニモ, 55,鷹野宏, 1.7, 59,  -7,   3,11, 28.7, ⑪⑪,10, 5,Ｋサマｰシルフィｰド, 57,中村将, 0.9, 52,*  1, -17,11, 40.9, ①①
11, 8,Ｋラブリｰアゲン, 46,石橋脩, 3.0, 42,  -7, -10,11,161.7,⑮⑮⑭,11,10,Ｈブｰメラン, 42,的場勇, 4.5, 14,*  1, -67, 6, 14.0,①①③,11, 4,Ｅシャルトリュｰズ, 67,草野太, 1.7, 59,   0,  -4, 8, 19.8, ④④,11, 9,Ｇリザルト, 59,古川吉, 1.0, 51,  -8,  -9,12, 53.3, ⑪⑨
12,15,Ｎダヒルサヨ, 39,嘉藤貴, 3.1, 42,  -2, -20,15,287.2,②⑦⑧,,,,,,,,,,,,,12, 2,Ｊレオシュガｰ, 62,的場勇, 1.7, 60, -11,   7,13, 80.8, ⑭⑭,12,12,Ｂサンマルハッピｰ, 70,安藤光, 1.1, 49,* -1, -18, 2,  3.1, ②②
13, 9,Ｉコムハニｰ, 52,村田一, 3.2, 44,*  0, -24, 6, 20.8,①②④,,,,,,,,,,,,,13,14,Ｈシアトルレイナ, 66,丸田恭, 1.8, 58, -10,   5, 7, 18.3, ⑬⑬,13,11,Ｎプラネットビｰナス, 52,大野拓, 1.1, 49,  -7, -12,10, 30.8, ⑨⑨
14, 2,Ｇエステル, 53,丸田恭, 3.2, 42,  -5, -17,10, 99.4,⑪⑪⑪,,,,,,,,,,,,,14,10,Ｏテンザンオトヒメ, 50,古川吉, 2.1, 57,  -2,  -5,10, 26.7, ⑦⑦,14, 2,Ｊオタカラボックス, 57,熊沢重, 1.3, 46,  -8, -13,14, 68.6, ⑪⑨
15,13,Ｊフジスイｰト, 46,小島太, 5.3, 30,  -4, -33,14,280.8,⑦⑪⑭,,,,,,,,,,,,,15, 5,Ｍワンダｰグロｰリｰ, 52,野元昭, 2.6, 51,  -7,  -5,15,198.0, ⑪⑪,15,13,Ｌボｰデンゼｰ, 55,丸田恭, 1.4, 45, -11, -11,16, 91.4, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｈマツノヴェイロン, 59,桑野等, 1.6, 43, -12, -13,15, 75.0, ⑮⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-1),,,,,,,,,,,
"単勝:190円 複勝:03=110円 14=350円 07=120円 枠連:1,450円",,,,,,,,,,,,単勝:330円 複勝:07=150円 08=230円 06=110円 枠連:800円,,,,,,,,,,,,"単勝:1,000円 複勝:09=260円 13=270円 06=170円 枠連:1,980円",,,,,,,,,,,,"単勝:290円 複勝:16=150円 06=690円 14=420円 枠連:1,610円",,,,,,,,,,,
"馬連:1,690円 ワイド:03-14=590円 03-07=140円 07-14=670円",,,,,,,,,,,,"馬連:2,650円 ワイド:07-08=690円 06-07=220円 06-08=430円",,,,,,,,,,,,"馬連:3,680円 ワイド:09-13=1,370円 06-09=620円 06-13=790円",,,,,,,,,,,,"馬連:2,500円 ワイド:06-16=1,370円 14-16=990円 06-14=3,220円",,,,,,,,,,,
"馬単:2,180円 3連複:1,060円",,,,,,,,,,,,"馬単:4,670円 3連複:1,550円",,,,,,,,,,,,"馬単:8,250円 3連複:4,670円",,,,,,,,,,,,"馬単:3,610円 3連複:8,960円 3連単:37,980円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  ダ1800m 4歳上1000万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中ﾉ岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂトキノプリンセス, 59,三浦皇,, 64,* -3,   7, 1,  3.5, ④④, 1, 8,Ｃスピｰディセイコｰ, 51,中舘英,, 62,*  4,   2, 1,  3.4,   , 1, 6,Ｂボランタス, 75,熊沢重,, 78,   5,* 13, 4, 10.5,⑨④④, 1, 1,Ａゲンパチタキオン, 82,三浦皇,, 79,   4,* 18, 1,  2.4,⑭⑭⑭
 2, 3,Ｍクインリｰスマイル, 20,小島太, 0.2, 64,  -7,* 12,10, 57.1, ⑩⑨, 2,11,Ｌトｰセンプルミエ, 34,高山太, 0.2, 58,  -1,*  4, 9, 36.3,   , 2, 3,Ｄグッドチョイス, 71,北村友, 0.6, 70,*  7,   5, 5, 12.4,①①①, 2, 2,Ｎメイクアダッシュ, 67,西田雄, 0.0, 79,   6,* 13, 8, 17.2,⑬⑩⑦
 3,10, アドマイヤジョイ,---,的場勇, 0.3, 62,  -9,* 14, 4,  6.9, ⑫⑬, 3,16,Ｂラインディｰヴァ, 52,佐藤聖, 0.2, 59,*  9,  -3, 3,  5.4,   , 3, 5,Ｋサイレンスラダメス, 68,丸田恭, 0.7, 71,*  7,   4, 7, 19.6,⑩②②, 3,14,Ｈニッシンテｰスト, 77,木幡初, 0.2, 75,   9,   6, 3,  7.4,⑧⑤④
 4,13,Ｊツルマルサイト, 39,中舘英, 0.8, 55,  -4,  -4, 8, 26.1, ④⑥, 4, 2,Ｈメジロドｰピｰ, 43,黛弘人, 0.2, 58,   3,   1, 7, 22.2,   , 4, 7,Ｃマイニングゴｰルド, 72,三浦皇, 0.7, 72,*  6,   6, 2,  4.9,④④④, 4,13,Ｃテンザンコノハナ, 80,中舘英, 0.3, 73,* 11,   0, 2,  5.2,①①①
 5, 7,Ｅリワｰドモンシェリ, 54,二本柳, 0.8, 56,  -7,   4, 7, 12.5, ⑮⑬, 5, 4,Ｅブルｰアｰス, 48,村田一, 0.3, 57,   0,   1, 4,  7.6,   , 5,12,Ａメインセイラｰ, 76,中舘英, 0.9, 68,*  7,   2, 1,  2.6,②②②, 5, 8,Ｂアドマイヤレグルス, 80,北村友, 0.5, 74,   5,* 12, 4,  8.8,⑨⑬⑬
 6, 9, フェルガｰナ,---,津村明, 0.9, 56,  -7,   1,11, 98.7, ⑪⑪, 6, 1,Ｇシンメトリｰアｰト, 44,中村将, 0.5, 52,  -8,*  4,12, 43.5,   , 6, 8,Ｊタケデンタンゴ, 68,高橋智, 1.0, 70,   6,   6,12, 52.9,⑥⑥⑥, 6, 5,Ｇマｰベラスアロｰ, 77,田辺裕, 0.7, 70,   6,   6,10, 28.9,⑫⑩⑪
 7,14,Ｄプログレッシブ, 54,田中博, 1.0, 52,* -3,  -9, 2,  4.2, ④④, 7,13,Ｊマルシゲテイオｰ, 38,北村友, 0.6, 54,*  8,  -9, 5,  9.9,   , 7,10,Ｌシャイニンワｰルド, 68,青木芳, 1.0, 71,   3,* 11, 3,  5.0,⑩⑫⑫, 7, 9,Ｋハギノプレシャス, 74,熊沢重, 1.0, 72,* 11,  -4, 9, 28.0,②②②
 8,15,Ａディアプリマ, 61,北村友, 1.0, 52,* -3, -10, 6,  9.4, ③③, 8, 5,Ｍオンニノアｰル, 32,草野太, 0.6, 50, -13,*  6,13, 61.6,   , 8,15,Ｆニュｰスブレイク, 69,池田鉄, 1.1, 70,   6,   5,10, 41.8,⑥⑥⑥, 8, 3,Ｅペイデイ, 78,赤木高, 1.0, 69,   7,   2, 5, 13.8,⑨⑦⑦
 9,11,Ｇユｰピロンユｰ, 50,田面木, 1.2, 49,* -1, -15, 3,  5.5, ①①, 9,15,Ｆスズモナリザ, 46,梶晃啓, 0.9, 46,  -9,  -1,10, 38.0,   , 9,14,Ｅセントラルカフェ, 70,小島太, 1.2, 69,   4,   5, 6, 18.0,⑥⑨⑨, 9,10,Ｍツルマイクィｰン, 71,丸田恭, 1.1, 71,   6,   4,14, 89.3,⑨⑩⑪
10, 8,Ｉヤマニンアイレ, 43,高山太, 1.7, 47,  -7,  -9,13,152.1, ⑫⑫,10, 3,Ａロスアンゼルス, 54,宮崎北, 1.0, 46,  -3,  -6, 2,  4.2,   ,10, 4,Ｉトウショウアラジン, 69,田中健, 1.2, 70,   4,   5, 8, 20.5,⑬⑥⑥,10, 7,Ｌビｰボｰン, 72,岩部純, 1.1, 70,   7,   1,15,149.7,⑦⑦⑦
11, 4,Ｈコスモムルシェラゴ, 47,赤木高, 1.9, 42,  -4, -19, 9, 48.5, ⑦⑦,11, 7,Ｉイガノガイア, 40,松田大, 1.2, 43,  -1, -10, 6, 11.0,   ,11, 9,Ｇワンダｰルストラｰ, 69,赤木高, 1.4, 68,   2,* 10,11, 52.8,⑮⑭⑭,11, 6,Ｆエタｰナルサｰガ, 77,中村将, 1.4, 71,   2,  10, 7, 16.3,⑭⑮⑮
12, 5,Ｋエプソムグレｰス, 34,宮崎北, 2.0, 41,  -6, -19,12,142.1, ⑦⑦,12,12,Ｄエクサイズタックス, 50,丸田恭, 1.4, 37, -13,  -5,11, 39.6,   ,12,13,Ｈニシノフジヤマ, 69,村田一, 1.9, 67,   2,   5, 9, 30.2,⑭⑬⑫,12,12,Ｏウイビリｰブ, 67,田中博, 1.6, 66,   9,  -6,13, 65.8,⑥⑤④
13,12,Ｆブリｰズ, 53,黛弘人, 2.2, 40,  -6, -20,15,215.7, ⑨⑨,13, 6, テンジンコチフカバ,---,西田雄, 1.5, 37,  -9,  -9, 8, 30.6,   ,13,11,Ｍキタサンナポレオン, 66,宮崎北, 1.9, 61,   4,   0,14, 89.0,⑫⑨⑨,13,15,Ｊウエスタンリジ, 74,松田大, 1.8, 68,* 10, -12,12, 53.9,②②②
14, 2,Ｌヤマタケメリｰ, 26,佐藤聖, 2.7, 35, -10, -20,14,211.6, ⑫⑬,14, 9, スイｰトケルアン,---,安藤光, 1.8, 32, -19,  -6,15,139.5,   ,14, 1,Ｎメイショウソルテ, 57,渡辺薫, 2.7, 60,   5,  -7,13, 66.3,②⑨⑪,14, 4,Ｄマイディアサン, 78,的場勇, 2.0, 65,   8,  -7, 6, 14.5,⑤⑦⑦
15, 1,Ｃヴィクトリアブルｰ, 56,鈴来直, 3.3, 29,* -2, -45, 5,  8.7, ②②,15,14,Ｋオｰトデオルネ, 36,田中博, 2.9, 13, -44,  -5,16,174.2,   ,15, 2,Ｏシキノイロドリ, 56,中村将, 5.4, 42,   2, -23,15,104.1,④⑭⑮,15,11,Ｉサンシｰズン, 74,野元昭, 2.1, 63,  10, -12,11, 43.3,④④④
,,,,,,,,,,,,16,10,Ｎスイｰトシエｰナ, 30,池崎祐, 4.4,-17, -70,  -7,14, 77.0,   ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-4),,,,,,,,,,,
"単勝:350円 複勝:06=180円 03=1,100円 10=290円 枠連:9,050円",,,,,,,,,,,,"単勝:340円 複勝:08=140円 11=690円 16=240円 枠連:2,210円",,,,,,,,,,,,"単勝:1,050円 複勝:06=450円 03=330円 05=460円 枠連:2,010円",,,,,,,,,,,,単勝:240円 複勝:01=120円 02=380円 14=200円 枠連:860円,,,,,,,,,,,
"馬連:14,360円 ワイド:03-06=3,600円 06-10=740円 03-10=11,910円",,,,,,,,,,,,"馬連:4,760円 ワイド:08-11=2,080円 08-16=450円 11-16=3,000円",,,,,,,,,,,,"馬連:5,900円 ワイド:03-06=1,740円 05-06=2,960円 03-05=2,000円",,,,,,,,,,,,"馬連:2,110円 ワイド:01-02=780円 01-14=410円 02-14=1,840円",,,,,,,,,,,
"馬単:16,940円 3連複:32,000円",,,,,,,,,,,,"馬単:6,860円 3連複:9,610円",,,,,,,,,,,,"馬単:13,080円 3連複:26,370円",,,,,,,,,,,,"馬単:3,100円 3連複:4,750円 3連単:19,370円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■12R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,石打特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｅコスモポルチｰニ, 54,中舘英,, 59,  -2,* -1, 1,  2.7, ⑦⑦, 1,10,Ｅエイデンダンス, 50,田中博,, 59,*  0,  -3, 8, 32.3,②②②, 1,14,Ｈダイワバイロン, 64,木幡初,, 77,  -8,* 17, 6, 10.8, ⑦⑦, 1, 7,Ｄライフブリｰズ, 70,木幡初,, 78,  -1,* 15, 7, 14.4, ⑩⑪
 2, 5,Ａボンジュｰルソノコ, 66,三浦皇, 0.3, 58,   1,  -7, 2,  3.3, ④④, 2, 1,Ｂドリｰムブレイド, 51,大野拓, 0.0, 60,  -3,*  1, 5, 19.3,⑤⑤⑥, 2, 4,Ｃコスモフリｰダム, 70,大野拓, 0.1, 78, -11,* 21, 3,  6.5, ⑬⑬, 2,13,Ｃゲバルトステイヤｰ, 70,三浦皇, 0.2, 74,  -1,* 11, 2,  5.8, ⑩⑪
 3,15,Ｂタケデンオｰ, 58,津村明, 0.4, 58,*  3,  -9, 3,  6.4, ②②, 3, 2,Ｄオリエンス, 50,芹沢純, 0.2, 57,  -3,  -2, 6, 22.3,⑧⑤③, 3, 2,Ａアサクサゼットキ, 75,三浦皇, 0.1, 75,  -9,  15, 1,  2.5, ⑪⑦, 3,16,Ｋダノンオｰガスタ, 62,北村友, 0.4, 72,*  5,  -2, 4,  6.2, ②④
 4, 1,Ｈスナｰクストｰム, 49,田中健, 0.5, 56,   0,  -8, 4, 11.7, ④④, 4, 5,Ｈレッドルンバ, 44,三浦皇, 0.2, 57,  -3,  -1, 7, 22.9,②⑤⑧, 4, 8,Ｄマッキｰエルメス, 70,古川吉, 0.3, 72,  -8,  13, 2,  5.6, ④③, 4,14,Ｎコンバットシャトル, 60,田辺裕, 0.5, 69,*  6,  -5,11, 44.5, ②②
 5, 3,Ｄサンワｰドハｰレｰ, 55,安藤光, 0.8, 51,  -8,* -2, 6, 14.1, ⑬⑪, 5, 6,Ａオウケンブルｰスリ, 70,北村友, 0.3, 58,  -5,*  1, 1,  1.5,⑩⑨⑨, 5,12,Ｂバンブｰトヨタ, 70,中村将, 0.3, 75, -11,* 18, 4,  8.5, ⑪⑬, 5,12,Ｅイケトップガン, 68,大野拓, 0.6, 71,  -2,*  9, 3,  5.9, ⑬⑬
 6, 7,Ｇマルサンチｰフ, 50,芹沢純, 1.1, 47, -11,* -2, 7, 18.9, ⑮⑮, 6, 8,Ｊコスモクルトゥｰラ, 40,津村明, 0.5, 55,  -2,  -7, 3,  8.5,⑤③③, 6, 3,Ｆホッカイルオｰ, 67,石橋脩, 0.5, 71, -10,  13,10, 46.6, ⑬⑩, 6, 8,Ａニキティス, 73,的場勇, 0.8, 65,*  6,  -9, 5,  6.3, ②②
 7,10,Ｋクリスリリｰ, 47,古川吉, 1.2, 50,  -2, -11, 9, 30.5, ⑦⑧, 7,11,Ｃシナモンラフィア, 51,柴田大, 0.9, 49,  -2, -13, 9, 49.8,②③⑥, 7, 7,Ｇメイショウパｰス, 67,渡辺薫, 0.5, 69,  -8,   8, 7, 12.5, ③③, 7, 3,Ｇクリｰルバレット, 67,梶晃啓, 0.8, 66,   3,  -5,12, 58.3, ⑥⑥
 8, 9,Ｊカストルキング, 48,野元昭, 1.4, 46,  -5, -10,12,107.7, ⑨⑨, 8, 7,Ｆカｰネルインチｰフ, 49,鷹野宏, 0.9, 51,  -2, -11,10, 52.4,⑦⑤③, 8, 9,Ｏダイワジェラｰト, 34,的場勇, 0.6, 67,* -7,   5, 9, 34.1, ②②, 8,10,Ｆベルフリｰ, 68,石橋脩, 0.8, 67,  -3,   5, 6,  6.4, ⑬⑬
 9, 4,Ｍプリンセスマロン, 38,大野拓, 1.4, 45,  -8,  -7,13,182.9, ⑬⑪, 9, 9,Ｇケイアイテイオｰ, 44,中舘英, 0.9, 50,*  0, -17, 2,  5.6,①①①, 9,11,Ｊスズカエンジェル, 63,黛弘人, 0.8, 67, -11,   9, 8, 21.7, ⑦⑩, 9, 2,Ｌダイワオｰジｰ, 61,赤木高, 1.0, 63,*  6, -11,10, 39.1, ⑤④
10, 6, スッピンギャル,---,熊沢重, 1.8, 46,   0, -19,10, 41.7, ④④,10, 4,Ｋフェアｰブレｰヴ, 36,菊沢隆, 0.9, 51,  -4,  -7,11, 76.6,⑩⑨⑪,10, 6,Ｋミスフェイスフル, 60,宮崎北, 0.9, 61,* -6,  -2,15,182.4, ①①,10, 6,Ｍメイショウカｰタｰ, 61,熊沢重, 1.2, 62,   0,  -5,14, 92.5, ⑩⑨
11,11,Ｃスタｰダムシチｰ, 57,北村友, 1.9, 40,  -7, -13, 8, 27.7, ⑪⑪,11, 3,Ｉアルティマモｰド, 42,熊沢重, 1.2, 46,  -5, -12, 4, 15.8,⑧⑨⑨,10,15,Ｅタニノウィンザｰ, 69,赤木高, 0.9, 65, -10,   7, 5, 10.8, ⑨⑩,11,11,Ｉウイニングアｰク, 65,菊沢隆, 1.2, 62,   0,  -5,16,203.3, ⑧⑨
12,13,Ｌラインメサイア, 43,松田大, 2.0, 43,  -4, -16,15,357.0, ⑨⑨,,,,,,,,,,,,,12,10,Ｍルミノゴｰルド, 46,草野太, 1.0, 64, -10,   5,14,169.6, ⑨⑦,12, 1,Ｂメイショウジダｰン, 72,芹沢純, 1.4, 58,*  7, -21, 1,  5.2, ①①
13,12,Ｉエンリッチメント, 49,西田雄, 2.1, 39,  -7, -14,14,285.9, ⑪⑪,,,,,,,,,,,,,13, 5,Ｉホットカフェ, 64,小島太, 1.1, 61,  -9,   1,13, 89.9, ④⑤,13,15,Ｈマチカネエベッサン, 66,津村明, 1.4, 60,   2, -11, 8, 18.1, ⑦⑦
14, 2, ツキノイノリ,---,池崎祐, 2.8, 36,*  3, -30,11, 42.7, ②③,,,,,,,,,,,,,14,13,Ｎルｰドボｰイ, 40,鈴来直, 1.3, 58,  -9,  -2,11, 72.3, ④⑤,14, 4,Ｊノボスイｰツ, 63,田中博, 1.6, 60,  -5,   0,13, 81.3, ⑯⑯
15,14,Ｆピｰカブｰ, 50,大江原, 3.3, 33,*  5, -36, 5, 12.0, ①①,,,,,,,,,,,,,15, 1,Ｌシルクバリアント, 50,丸田恭, 2.5, 46, -13, -11,12, 79.5, ⑮⑬,15, 9,Ｏゴｰルドクリッパｰ, 59,中舘英, 1.6, 57,   1, -14, 9, 39.1, ⑧⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｐダイシンチャンス, 53,安藤光, 2.4, 48,  -3, -18,15,136.0, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
