08年 6月21日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月21日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 4R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W新横浜開設記念,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａドリｰムシャドウ, 64,松岡正,, 58,   0,* 10, 1,  2.7, ⑥⑥, 1, 9,Ｂスイｰトブレナム, 54,二本柳,, 58,*  2,*-11, 4,  7.2,①①①, 1,14,Ｈトｰセンスウィング, 55,中舘英,, 65,*  8, -14, 4,  6.0,③③②, 1,11,Ｄアップルサイダｰ, 77,柴山雄,, 73,  14, -12, 4,  5.9,⑩⑦⑥
 2, 2, フサイチコウキ,---,中谷雄, 0.2, 57,*  6,   3, 8, 29.5, ②②, 2,13,Ｆミナミタイヘイヨｰ, 48,村田一, 0.4, 61,   0,* -8,12, 59.0,⑩⑦④, 2, 6,Ｂマコトボムケッチ, 62,松岡正, 0.0, 63,*  8, -15, 5,  8.3,①①①, 2,10,Ｇアミュレット, 71,小野次, 0.2, 74,   9,* -5,10, 45.3,⑬⑫⑪
 3, 7,Ｂホットスウェル, 61,石橋脩, 0.7, 50,  -1,*  5, 4,  9.1, ⑧⑦, 3, 2,Ｋウエスタンボイス, 46,石橋脩, 0.5, 59,  -2,* -8, 6, 15.9,⑨⑦⑨, 3, 4,Ｍサクレクｰル, 39,田中博, 0.4, 62,   3,* -9,14,135.0,⑫⑩⑦, 3, 2,Ｃドリｰムサンデｰ, 85,松岡正, 0.2, 69,* 21, -29, 1,  2.8,②②①
 4, 3,Ｅハッカイサンライズ, 54,江田照, 1.0, 50,   4,  -1, 3,  6.4, ④③, 4,12,Ｍアルファメガハｰト, 45,柴田善, 0.8, 54,   1, -17,10, 25.3,⑦④②, 4, 5,Ｋドクタｰアマランス, 46,柴田善, 0.5, 62,   0,* -5, 9, 42.0,⑬⑬⑨, 4, 6,Ｌアクティブアクト, 68,柴田善, 0.3, 71,  14, -16, 8, 27.0,⑩⑦⑥
 5, 5,Ｃマダトモウドッチ, 60,勝浦正, 1.4, 46,  -7,   4, 5, 10.3, ⑭⑪, 5, 1,Ｇミヤギフェアリｰ, 48,柴山雄, 0.9, 54,   0, -15,15,108.9,⑦⑦⑤, 5, 9,Ｅヤマショウゴｰルド, 57,宮崎北, 0.7, 58,   7, -21, 7, 18.0,⑧⑤④, 5,12,Ｏサウザンブライト, 63,小林淳, 0.4, 72,   5,* -1,12,116.5,⑮⑮⑬
 6,10,Ｌコウヨウサルｰト, 10,柴田善, 1.5, 44,  -3,   0, 2,  3.8, ⑩⑪, 6,11,Ｏケｰプタウンシチｰ, 39,吉田隼, 1.0, 52,  -2, -14, 7, 19.4,⑭⑫⑯, 6, 2,Ｃドリｰムブレイド, 61,吉田隼, 0.9, 55,   7, -23, 3,  5.3,⑥⑤⑤, 6, 9,Ｉテントゥワン, 70,二本柳, 0.5, 68,   5,*  0,11, 91.8,⑯⑮⑮
 7,11,Ｈスマｰトプログレス, 47,中舘英, 1.6, 43,   3,  -7,10, 43.7, ④④, 7,14,Ａメジロミスバニｰ, 57,中舘英, 1.2, 50,*  2, -25, 1,  2.4,④②②, 7, 7,Ｄエｰシンダカｰポ, 60,柴山雄, 1.2, 51,*  8, -32, 6, 15.8,②②②, 7, 7,Ｆアンテリオｰル, 71,鷹野宏, 0.6, 68,   7,  -7,15,214.8,⑭⑭⑭
 8, 1,Ｆシンモン, 49,池崎祐, 1.7, 43,  -6,   0,14,145.3, ⑫⑨, 8, 6,Ｊカフェアメリカン, 46,松岡正, 1.4, 48,  -2, -19, 5, 13.7,⑪⑫⑫, 8,15,Ａドリｰムドリｰマｰ, 65,蛯名正, 1.3, 51,   7, -29, 1,  3.4,⑥⑤⑦, 8,13,Ｈミスティックリバｰ, 70,内田博, 0.6, 66,  14, -22, 5, 10.7,⑥⑥③
 9, 8,Ｇフジマサエｰス, 48,石神深, 1.7, 43,  -7,   1,12,110.3, ⑭⑭, 9, 4,Ｄヤマニンルフレ, 52,内田博, 1.4, 49,  -3, -16, 3,  7.2,⑯⑯⑫, 9,11,Ｉセレクトキング, 50,武士沢, 1.4, 51,   3, -22,12, 81.7,⑬⑩⑩, 9, 3,Ａドリｰミｰペガサス, 90,蛯名正, 0.7, 65,  12, -21, 3,  4.9,⑥⑨⑨
10,12,Ｄドリｰムサクセス, 57,武士沢, 1.9, 42,*  9, -14, 7, 17.7, ①①,10, 3,Ｃスガノブレｰヴ, 52,宮崎北, 1.7, 46,  -2, -24,11, 33.2,⑭⑫⑦,10, 3,Ｆスプリｰムシチｰ, 56,内田博, 1.5, 49,   7, -32, 2,  4.1,③⑤⑤,10, 8,Ｎマチカネオオバン, 66,吉田豊, 1.0, 63,  10, -19,14,198.3,⑫⑪⑨
11, 4,Ｉコロネット, 47,鷹野宏, 2.0, 41,  -3,  -4, 9, 40.3, ⑩⑨,11, 8,Ｅメジロダッチェス, 52,吉田豊, 1.7, 46,  -2, -25, 2,  6.1,④⑦⑨,11,10,Ｌガイアスピリット, 44,勝浦正, 1.8, 48,   4, -32,10, 48.5,⑨⑨⑩,11,15,Ｂトｰセンゴライアス, 86,中舘英, 1.1, 61,* 19, -41, 2,  4.6,②②③
12, 9,Ｊベルグラスカル, 37,小林淳, 2.2, 39,  -5,  -5,15,225.2, ⑫⑬,12,15,Ｈアラクネベガ, 48,後藤浩, 2.2, 41,   0, -34, 9, 24.4,④⑥⑦,12,16,Ｎダヒルサヨ, 37,村田一, 2.0, 48,  -4, -17,15,209.4,⑯⑯⑭,12, 1,Ｊトｰセンレｰサｰ, 69,石橋脩, 1.4, 60,* 23, -49, 6, 20.6,①①②
13,13, ベルモントペガサス,---,安藤光, 2.2, 39,  -1,  -7,13,111.9, ⑧⑦,13, 5,Ｐエバｰサンサン, 35,江田照, 2.2, 39,  -2, -31,14, 92.3,⑪⑫⑫,13, 1,Ｇロングドライブ, 55,千葉直, 2.2, 43,   1, -31,11, 68.8,⑨⑫⑬,13, 5,Ｍソレックス, 66,勝浦正, 2.1, 54,  15, -46,13,163.2,④④⑧
