08年 2月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｈオｰルフォｰミｰ, 53,吉田隼,, 60,  -5,*  7, 8, 16.3, ⑥⑦, 1, 8,Ｂメインストリｰム, 58,岩田康,, 67,  -7,* 16, 2,  3.5,⑨⑥⑦, 1,16,Ａパンプアップ, 75,丹内祐,, 75,   1,* 16, 2,  6.3, ⑤⑤, 1, 2,Ａナックルパｰト, 83,後藤浩,, 75,* 17,   2, 1,  3.3, ①①
 2, 5,Ｆエリザベススイｰト, 54,吉田豊, 0.1, 59,  -4,*  6, 2,  3.6, ⑥⑥, 2, 9,Ｆコスモハクウ, 55,柴山雄, 0.2, 67,  -9,* 17, 6, 26.5,⑫⑫⑪, 2,10,Ｃウザンホマレオｰ, 74,柴田善, 0.2, 74,   0,* 15, 5,  8.5, ⑦⑤, 2,12,Ｂスリｰセブンスピン, 78,江田照, 0.0, 76,* 15,   5, 6, 13.5, ②②
 3, 8,Ｋシチリアｰナ, 46,内田博, 0.4, 56,* -1,   0, 6, 11.1, ①①, 3,16,Ｇホシノサプライズ, 53,吉田隼, 0.3, 70,  -8,* 20,10, 55.8,⑭⑫⑬, 3,13,Ｋエルベンセドｰル, 68,石橋脩, 0.4, 71,*  2,  10,11, 36.7, ②②, 3,15,Ｃプロセッション, 78,柴田善, 0.0, 79,   4,* 19, 2,  4.2, ⑪⑨
 4, 7,Ｂフヨウ, 60,勝浦正, 0.5, 56,* -2,   0, 4,  9.0, ②②, 4, 7,Ａトｰセンコックス, 59,勝浦正, 0.5, 65,  -9,  13, 5, 18.6,⑨⑩⑪, 4, 1,Ｂボナパルト, 74,蛯名正, 0.6, 72,  -1,  13, 4,  6.9, ⑧⑧, 4,13,Ｈカネスラファｰル, 74,北村宏, 0.3, 76,   8,  12, 7, 14.9, ⑤⑤
 5, 4,Ｇドンダケｰ, 53,田中博, 0.7, 55, -10,*  7,10, 37.0, ⑮⑮, 5,15,Ｅシンボリロｰレンス, 56,田中勝, 0.6, 61,  -7,   8, 8, 34.4,⑦⑥⑦, 5,14,Ｅエバンジェリスト, 72,横山典, 0.7, 72,  -1,  13, 3,  6.7, ⑧⑧, 5, 8,Ｉテンザンモビｰル, 74,内田博, 0.3, 76,   2,* 19, 3,  5.6, ⑪⑫
 6,14,Ａサクセスイザベラ, 65,北村宏, 0.7, 53,  -3,  -2, 1,  3.5, ⑤③, 6,11,Ｎストロングバサラ, 40,蛯名正, 0.6, 58,* -6,   3, 3,  7.1,③③③, 6,12,Ｊシャドウブルｰス, 68,藤田伸, 0.8, 69,  -2,  11, 1,  2.8, ⑧⑧, 6,14,Ｌエイシンハンコック, 71,岩田康, 0.5, 74,  10,   7, 4,  7.6, ④④
 7, 3,Ｄベルモントヤマユリ, 57,穂苅寿, 0.7, 53,  -4,  -2, 7, 11.7, ③③, 7,12,Ｈシャンパンスコｰル, 49,内田博, 0.7, 56,* -5,   0, 4,  7.1,②②②, 7,15,Ｆストロングラムダ, 71,北村宏, 0.8, 70,*  1,   7, 8, 18.4, ③③, 7, 6,Ｄセトノヒット, 77,田中勝, 0.5, 75,   4,  14, 5, 12.6, ⑦⑨
 8, 6,Ｍピッコレット, 41,津村明, 0.7, 54,  -6,   3,11, 47.5, ⑨⑩, 8,14,Ｄサクラシコウテイ, 57,柴田善, 0.7, 58,* -6,   3, 1,  2.3,⑤③④, 8, 2,Ｇシンボリプロキオン, 71,田中博, 0.8, 71,  -2,  11, 6, 15.3, ⑪⑧, 8,10,Ｍオオヒメ, 70,柄崎将, 0.8, 71,   5,  10,11, 40.1, ⑨⑦
