08年 1月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 1月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝2930m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｄトップオブボストン, 65,池添謙,, 74,*  7,*  3, 6, 29.6,②①①, 1, 9, オｰスミダンスイン,,北沢伸,,,,, 5, 15.0,④④③, 1, 2,Ａベンケイ, 80,岩田康,, 85,  10,* 12, 1,  1.6,⑥⑥⑤, 1,10,Ｃマルカフェニックス, 83,福永祐,, 83,   0,  13, 1,  2.6,⑦⑤④
 2,13,Ａアンジェロバンダム, 76,武豊  , 0.1, 73,*  6,*  3, 1,  1.4,①②②, 2,12, ウォｰタｰトリトン,,佐久間,195.8,,,, 3,  5.1,⑥⑥⑤, 2, 8,Ｃアｰスコマンダｰ, 71,小牧太, 0.0, 86,* 14,   7, 2,  7.5,③③③, 2, 6,Ｅシルクドラグｰン, 81,武英智, 0.2, 82,  -4,* 14, 6, 15.8,⑨⑩⑩
 3, 4,Ｂナンヨｰサンセット, 69,岩田康, 0.7, 67,   1,*  2, 2,  6.1,⑥⑤⑤, 3,13, ナイトフライヤｰ,,小坂忠,195.9,,,, 1,  2.4,①①①, 3, 9,Ｈサミｰデザｰト, 69,鮫島良, 0.7, 79,   4,* 14,15,100.6,⑫⑫⑪, 3, 5,Ｆピクシｰダスト, 80,太宰啓, 0.2, 81,*  4,   6,12, 46.2,②③④
 4,14,Ｆメイショウシシリｰ, 61,武幸四, 1.5, 61,*  5,  -8,10, 59.3,④③③, 4, 4, ウォｰライクトニｰ,,山本康,195.9,,,, 4, 10.5,⑥⑤④, 4, 5,Ｄスカイハイシチｰ, 70,田中克, 0.9, 79,   5,* 11, 8, 29.2,⑫⑪⑧, 4, 8,Ａサンクスアロット, 89,武豊  , 0.3, 81,  -8,* 17, 2,  4.2,⑬⑫⑮
 5,12,Ｊチキリブラウン, 57,黒岩悠, 1.8, 59,   3,  -8,15,148.4,⑦⑤⑤, 5, 5, ハストラング,,西谷誠,196.6,,,, 7, 19.7,①①②, 5,14,Ｐサクラプレジャｰ, 40,福永祐, 1.0, 79,* 16,  -5, 3,  7.6,①①①, 5,11,Ｍキルシュワッサｰ, 72,上村洋, 0.3, 78,*  6,   2, 8, 23.1,①①①
 6, 7,Ｃオメガクエスト, 68,浜中俊, 1.9, 56,  -6,  -2, 5, 25.4,⑩⑫⑪, 6,10, ドライマティｰニ,,菊地昇,197.5,,,, 9, 24.4,⑨⑨⑧, 6, 3,Ｇタキオンシチｰ, 69,川田将, 1.5, 74,* 14,  -5, 5, 20.2,③③③, 6, 1,Ｈテイエムポイント, 80,秋山真, 0.3, 78,   1,   7, 9, 24.6,⑤⑤④
 7,15,Ｌフジヤマワカムシャ, 56,藤田伸, 2.1, 54,  -1,  -8, 8, 51.9,⑦⑦⑦, 7,14, シロキタベガ,,金折知,197.7,,,,10, 27.1,①③⑥, 7, 6,Ｅネバｰチェンジ, 70,池添謙, 1.5, 71,   1,* 11,14, 63.0,⑮⑮⑭, 7,13,Ｌウエスタンビｰナス, 73,四位洋, 0.4, 77,*  4,   4,10, 26.1,③③②
 8, 6,Ｍグランプリイｰグル, 56,四位洋, 2.1, 54,  -9,  -1, 9, 54.6,⑯⑬⑬, 8, 3, ヤマカツマドンナ,,高田潤,198.8,,,,12, 82.0,⑤⑦⑦, 8, 4,Ｂホッコｰランチャｰ, 73,渡辺薫, 1.6, 71,   5,   5,10, 48.3,⑨⑩⑪, 8, 3,Ｇジョウノオｰロラ, 80,藤岡康, 0.5, 79, -10,* 17,14, 97.0,⑭⑮⑮
