08年 9月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 9月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2400m 3 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,神戸新聞杯 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｇラインオブナイト, 50,武豊  ,, 62,  -2,*  5, 2,  3.6, ④③, 1, 3, ケイアイウミノカミ,---,内田博,, 57,  -4,*  0, 8, 28.8, ⑦⑦, 1, 5,Ｎケルビック, 61,田中克,, 71,  -5,* 13,14, 73.1, ⑫⑪, 1, 1,Ａディｰプスカイ, 88,四位洋,, 88,  20,   3, 1,  2.0,⑦⑤⑤
 2,13,Ｂクリノオンビｰト, 64,小牧太, 0.2, 61,*  0,   2, 4, 16.3, ②②, 2, 1, アデュラリア,---,藤岡佑, 0.0, 59,*  6, -14, 4,  8.2, ①①, 2,14,Ｂブラックルｰラｰ, 72,浜中俊, 0.1, 69,  -1,   7, 1,  1.9, ⑥⑦, 2,10,Ｂブラックシェル, 86,武豊  , 0.0, 88,  18,*  8, 3,  5.8,⑩⑨⑩
 3,16,Ｊリバｰサルブロｰ, 42,四位洋, 0.3, 60,  -7,*  7, 8, 47.1, ⑧⑧, 3, 6, エｰシンビｰセルズ,---,角田晃, 0.0, 59,*  6, -13, 1,  2.0, ②②, 3,12,Ｃナムラフュｰチャｰ, 70,幸英明, 0.2, 67,   1,   3, 2,  4.2, ④④, 3,12,Ｅオウケンブルｰスリ, 82,内田博, 0.1, 87,  16,* 11, 2,  4.2,⑯⑯⑬
 4,14,Ｄハイロｰラｰ, 59,幸英明, 0.3, 60,  -4,*  4, 5, 20.7, ⑥⑤, 4, 8, ケイアイゲンブ,---,岩田康, 0.1, 55,  -7,*  2,10, 43.7, ⑩⑩, 4,11,Ｄレッドゾｰン, 70,和田竜, 0.3, 69,  -8,* 15, 7, 26.7, ⑯⑮, 4,16,Ｆベンチャｰナイン, 81,武士沢, 0.4, 85,  16,*  7,10, 81.5,⑱⑯⑬
 5,15,Ｃウインザモチ, 59,赤木高, 0.5, 58,  -5,   3, 6, 25.7, ⑥⑤, 5, 7, ケンブリッジエル,---,小牧太, 0.5, 54,   3, -14, 3,  6.6, ③③, 5, 2,Ｋトウショウクエスト, 64,田村太, 0.3, 67,   1,   2, 4, 12.8, ④④, 5, 2,Ｋロｰドアリエス, 77,鮫島良, 0.4, 85,* 22,  -7,15,133.8,②③④
 6, 2,Ａピュアシルヴァｰ, 67,和田竜, 0.8, 56,  -3,  -1, 1,  1.8, ⑤⑤, 6, 5, トｰホウオｰディン,---,浜中俊, 1.0, 47,  -7,  -6, 9, 37.0, ⑨⑨, 6,10,Ｆチュウワキング, 69,鮫島良, 0.5, 67,  -3,   7, 5, 15.4, ⑨⑨, 6, 9,Ｃナムラクレセント, 85,和田竜, 0.5, 85,  18,   3, 7, 31.1,⑬⑬⑩
 7, 1,Ｌアスカノユタカ, 40,田中健, 1.8, 48,  -6,  -7,10, 97.4, ⑧⑧, 7, 2, メイショウシンドウ,---,幸英明, 1.4, 45,   1, -20, 5, 10.0, ⑤④, 7,15,Ｉテイエムバクシン, 66,田中健, 0.6, 65,*  4,  -3,13, 69.7, ②②, 7, 3,Ｈミッキｰチアフル, 78,幸英明, 0.7, 82,* 23, -16, 6, 25.9,①①①
 8,10,Ｉハｰドイチオｰ, 44,浜中俊, 1.8, 47, -14,   1,12,105.5, ⑬⑬, 8, 9, タガノパルファン,---,柴山雄, 1.6, 44,  -7, -11, 2,  5.5, ⑩⑩, 8, 3,Ｇシャドウデイル, 68,内田博, 0.6, 65,  -4,   6, 6, 19.0, ⑨⑪, 8, 7,Ｊヤマニンキングリｰ, 78,柴山雄, 0.7, 82,  19,  -4, 5, 21.0,⑦⑨⑦
 9,11,Ｅエリモイズトゥルｰ, 54,藤岡康, 1.9, 47,*  2, -15, 3,  6.2, ①①, 9,11, マイネスタｰライト,---,藤岡康, 1.8, 43,  -1, -21,11, 58.7, ⑥⑥, 9, 9,Ｏスプリングプラハ, 59,岩田康, 0.9, 63,  -6,   7,15, 81.7, ⑭⑬, 9,11,Ｄスマイルジャック, 84,小牧太, 0.8, 81,* 22, -16, 4,  8.1,②②②
10,12,Ｏワンパクタイショウ, 26,川島信, 2.1, 45, -11,  -4,15,328.7, ⑪⑪,10, 4, エリモトップサンド,---,和田竜, 1.9, 41,  -8, -12, 6, 23.2, ⑫⑩,10, 1,Ｐシャススプリｰン, 53,福永祐, 1.0, 63,  -4,   4,12, 66.4, ⑫⑬,10,18,Ｉモンテクリスエス, 78,川田将, 0.8, 80,  19,  -6,11, 86.1,⑦⑧⑦
11, 8,Ｈプティロｰズ, 46,熊沢重, 2.1, 44, -20,   3, 9, 73.6, ⑭⑭,11,10, サニｰベル,---,赤木高, 2.0, 42,   1, -24, 7, 25.1, ④④,11, 6,Ｈハングインゼア, 68,太宰啓, 1.0, 63,  -3,   3, 9, 33.9, ⑨⑨,11,13,Ｌアインラクス, 76,福永祐, 1.0, 80,  16,  -1, 8, 33.0,⑯⑯⑬
12, 3,Ｐシゲルフタタビサン, 26,中村将, 2.3, 44, -10,  -5,13,290.6, ⑪⑪,12,12, マジカルワンコイン,---,高橋亮, 3.2, 32,  -5, -27,12, 92.7, ⑦⑧,12, 7,Ｅコスモイｰゴリ, 70,藤岡康, 1.5, 59,  -2,  -4, 3, 11.9, ⑧⑦,12, 5,Ｇフロｰテｰション, 81,藤岡佑, 1.2, 77,  16,  -4,14,128.6,⑬⑬⑬
13, 4,Ｆクインビスティｰ, 51,内田博, 2.5, 42,* -1, -18, 7, 36.3, ②③,,,,,,,,,,,,,13,13,Ｍテイエムカイザｰ, 63,高井彰, 1.6, 56,*  4, -12,16,153.0, ①①,13, 8,Ｐハンタｰキリシマ, 71,野元昭, 1.2, 80,  17,  -4,16,246.7,⑬⑬⑬
14, 7,Ｍエｰシンビｰブラボ, 29,藤岡佑, 2.5, 40,  -9, -11,11,101.9, ⑧⑩,,,,,,,,,,,,,14, 4,Ｌテンエイヤシャヒメ, 64,熊沢重, 1.6, 57,   1,  -8,11, 41.9, ⑥④,14,17,Ｍエイシンブイダンス, 75,浜中俊, 1.8, 75,  18, -17,13,124.7,⑩⑫⑩
15, 6,Ｎアリソンイモン, 28,太宰啓, 5.1, 18, -25, -18,16,386.5, ⑮⑮,,,,,,,,,,,,,15,16,Ｊヒシインペリアル, 65,柴山雄, 1.8, 56,*  3, -12,10, 40.0, ③③,15, 4,Ｑヤマニンリュバン, 70,酒井学, 1.8, 72,  19, -22,18,305.8,⑤⑤⑥
16, 5,Ｋバンブｰバルサ, 41,田村太, 5.1, 18, -28, -15,14,321.9, ⑯⑮,,,,,,,,,,,,,16, 8,Ａツルマルキセキ, 73,上村洋, 2.1, 55,  -7,  -2, 8, 29.9, ⑭⑮,16, 6,Ｏスエズ, 72,池添謙, 1.9, 72,  19, -20, 9, 74.7,⑩⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｎメイショウクオリア, 74,角田晃, 2.3, 69,* 22, -36,12,107.4,⑤③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,Ｒヒルノラディアン, 51,上村洋,15.7,-73,  10, ---,17,302.4,④⑤⑱
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,
"単勝:360円 複勝:09=180円 13=400円 16=980円 枠連:1,180円",,,,,,,,,,,,"単勝:2,880円 複勝:03=730円 01=200円 06=120円 枠連:8,510円",,,,,,,,,,,,"単勝:7,310円 複勝:05=1,430円 14=120円 12=160円 枠連:2,670円",,,,,,,,,,,,単勝:200円 複勝:01=110円 10=140円 12=140円 枠連:470円,,,,,,,,,,,
"馬連:2,610円 ワイド:09-13=700円 09-16=1,490円 13-16=4,960円",,,,,,,,,,,,"馬連:8,300円 ワイド:01-03=2,210円 03-06=1,330円 01-06=420円",,,,,,,,,,,,"馬連:13,540円 ワイド:05-14=3,380円 05-12=6,570円 12-14=210円",,,,,,,,,,,,馬連:550円 ワイド:01-10=230円 01-12=240円 10-12=390円,,,,,,,,,,,
"馬単:3,580円 3連複:22,920円 3連単:71,800円",,,,,,,,,,,,"馬単:24,040円 3連複:7,320円 3連単:77,770円",,,,,,,,,,,,"馬単:42,110円 3連複:15,300円 3連単:200,040円",,,,,,,,,,,,"馬単:800円 3連複:860円 3連単:3,240円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,摩耶ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｄワンズガｰホッド, 53,鮫島良,, 59,  -3,   0, 4,  8.8, ③④, 1, 1,Ｈテイエムマイサクラ, 64,岩田康,, 79,  -5,* 21, 1,  2.8, ⑮⑮, 1, 7,Ｄスペルバインド, 72,福永祐,, 78,  -7,* 18, 1,  2.5,⑥⑦⑦, 1, 2,Ｂワｰルドハンタｰ, 87,四位洋,, 81,* 11,   9, 1,  2.6, ②②
 2,11,Ｂアスタｰロｰズ, 65,角田晃, 0.0, 59,*  0,  -3, 2,  4.0, ②②, 2,16,Ｑマｰシフルフェイト, 14,角田晃, 0.1, 80,  -6,* 22,15,150.2, ⑰⑯, 2, 1,Ｂヴァリアントレディ, 74,和田竜, 0.0, 75,* -4,  11, 6, 12.4,①①①, 2,15,Ｆオネストジョン, 82,小牧太, 0.1, 80,   8,  12, 3,  5.2, ④⑤
 3, 2,Ｆテイエムカルメン, 51,小牧太, 0.1, 58,*  1,  -6, 3,  4.4, ①①, 3, 8,Ｆメイショウデイジｰ, 66,高橋亮, 0.3, 76,  -4,* 15,11, 28.6, ⑪⑫, 3, 4,Ｊニシノレイチェル, 64,浜中俊, 0.0, 83,  -9,* 24, 5, 11.7,⑫⑬⑫, 3,12,Ｃシルクアルボｰレ, 84,岩田康, 0.4, 80,   2,* 18, 8, 26.0, ⑩⑨
 4, 1,Ｅハイフィｰルド, 51,安藤光, 0.4, 54, -10,*  3, 5, 16.2, ⑩⑩, 4, 5,Ｄホッコｰマスコット, 67,赤木高, 0.4, 73,   0,   5,12, 48.1, ⑥⑤, 4,11,Ａプリティｰキャット, 76,田村太, 0.1, 79,  -8,* 20, 9, 29.5,⑫⑪⑨, 4,10,Ａクィｰンオブキネマ, 90,内田博, 0.4, 78,* 12,   5, 4,  7.1, ②①
 5, 8,Ｇシゲルイコマヤマ, 50,川島信, 0.6, 50, -13,*  2, 8, 46.3, ⑬⑬, 5, 7,Ｂスナｰクマイハｰト, 68,川田将, 0.4, 70,*  3,  -1, 2,  5.6, ②②, 5, 6,Ｋサクラドルチェ, 64,武豊  , 0.1, 74,* -5,  12, 3,  7.7,③③③, 5,16,Ｄマイプリティワン, 82,武豊  , 0.5, 77,   5,  13, 2,  4.2, ⑧⑧
 6,13,Ｋコウユｰルｰジュ, 42,赤木高, 0.6, 51,* -1,  -9,13,137.7, ③③, 6, 2,Ａマンボパｰトナｰ, 70,小牧太, 0.5, 73,  -1,   6, 3,  6.1, ⑪⑦, 6,12,Ｃシャドウストリｰム, 72,岩田康, 0.2, 71,* -5,  10, 8, 18.5,②②②, 6,14,Ｎボｰナスフィｰバｰ, 75,鮫島良, 0.8, 76,   1,  16,10, 69.4, ⑫⑪
 7,12,Ｌチキリムｰディｰ, 37,幸英明, 0.7, 51,  -7,  -5,10, 67.6, ⑥⑥, 7,12,Ｅアマノスパイダｰ, 66,浜中俊, 0.5, 74,  -1,   6, 4,  8.8, ⑧⑦, 7, 5,Ｅリッカメルド, 71,川田将, 0.6, 71,  -8,  13,10, 46.3,⑥⑨⑨, 7, 5,Ｊヘイロｰフジ, 77,飯田祐, 0.8, 74,   7,   7, 7, 22.9, ⑥⑤
 8,10,Ｊアグネスジェｰド, 44,和田竜, 0.8, 50,  -9,  -4, 6, 17.7, ⑩⑩, 8, 9,Ｇマイネルブロンクス, 66,嘉藤貴, 0.8, 68,*  2,  -4, 7, 17.1, ③④, 8, 3,Ｇプティマカロン, 68,田嶋翔, 0.7, 70,  -8,  11, 7, 15.6,⑨⑨⑨, 8,11,Ｍメガトレンド, 75,柴山雄, 0.8, 77,  -3,* 20,11, 95.4, ⑮⑬
 9, 3,Ａマイネレｰヌ, 67,武豊  , 1.0, 46,  -7,  -9, 1,  2.4, ⑥⑥, 9, 3,Ｉダンスシェイカｰ, 64,内田博, 0.9, 65,*  3,  -8, 6, 13.4, ③②, 9, 2,Ｈミフユ, 67,太宰啓, 0.7, 72,  -9,  14,11,121.8,⑨⑪⑫, 9, 4,Ｌコンプレッソ, 76,和田竜, 0.9, 76,  -3,* 19,13,126.6, ⑮⑯
10, 4,Ｍコウエイマイラブ, 34,中村将, 1.1, 45,  -9,  -8,12,130.6, ⑩⑩,10,15,Ｋメイショウオバナ, 60,武豊  , 1.0, 66,   0,  -4, 5, 12.5, ⑥⑤,10,10,Ｍトロピカルロマンス, 55,田中健, 0.9, 65,  -7,   4,12,152.2,④④④,10, 7,Ｏメイショウディオ, 74,難波剛, 1.0, 74,   0,  14,16,275.5, ⑫⑪
11, 6,Ｏウルトラプレジャｰ, 23,内田博, 1.2, 44, -23,*  5, 9, 52.9, ⑮⑮,11, 6,Ｊオｰトホｰク, 62,渡辺薫, 1.0, 69,  -4,   5, 8, 20.8, ⑪⑫,11, 9,Ｆエメラルドミスト, 70,内田博, 0.9, 64,* -5,   1, 2,  3.9,⑨④④,11, 6,Ｇセレスケイ, 81,石橋守, 1.2, 72,  -2,  15, 6, 18.9, ⑭⑮
12,15,Ｎテイエムマｰメイド, 25,田村太, 1.3, 41, -20,   0,15,330.3, ⑭⑭,12,18,Ｃハマノオラトリオ, 67,幸英明, 1.0, 68,  -2,   2,10, 26.3, ⑪⑩,12,13,Ｉサフランキセキ, 66,熊沢重, 1.0, 65,  -6,   4,13,207.0,⑧⑦⑦,12,13,Ｈブラックシャドウ, 81,嘉藤貴, 1.5, 69,   7,   1,12,126.5, ⑥⑦
