08年10月26日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年10月26日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1150m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
 9,10,Ｈガリレオシチｰ, 44,大庭和, 3.3, 41,  -6, -13, 8, 38.0,⑧⑩⑩, 9,15,Ｍエアルｰア, 65,北村友, 1.2, 58,  -4,   0,13, 51.6, ④③, 9, 4,Ｍアトス, 58,木幡初, 1.2, 63,  -9,   5,14,131.6, ⑮⑮, 9,11,Ｏミウラリチャｰド, 62,柄崎将, 0.6, 71,  -2,  13,15,215.0,⑫⑪⑫
10,11,Ｎカワキタトップ, 32,黛弘人, 3.4, 40,  -8, -11,10, 65.1,⑫⑫⑩,10,16,Ｎセレナダンス, 60,加藤士, 1.3, 57, -19,* 11,14, 74.3, ⑯⑮,10, 9,Ｈマイグッドフェロｰ, 65,丸田恭, 1.2, 62,  -8,   3,13,102.9, ⑫⑬,10,12,Ｌサウザンブライト, 68,二本柳, 0.7, 70,  -5,* 16,12, 67.5,⑭⑭⑬
11, 7,Ｍスマｰトダズル, 33,田中博, 3.5, 37,* -1, -23,13, 97.1,②②③,11,11,Ｋベルモントリボン, 67,丹内祐, 1.6, 54,  -9,   0,10, 26.6, ⑪⑪,11, 8,Ｎチチブヨマツリ, 58,大庭和, 1.3, 59,  -7,   1,11, 40.7, ⑩⑩,11,14,Ｈアミュレット, 71,高橋智, 0.9, 68,  -3,  10, 7, 19.8,⑭⑬⑬
12, 2,Ｂハイドランジア, 51,太宰啓, 3.9, 35,  -6, -16, 2,  4.3,⑧⑪⑫,12, 2,Ｃオンアンドオン, 71,安藤光, 1.8, 52, -12,   1,11, 27.0, ⑭⑬,12,15,Ｆエｰスデヨバン, 67,太宰啓, 1.3, 62,  -8,   2, 7, 15.4, ⑫⑩,12,10,Ｉファンドリウェｰブ, 71,北村友, 1.1, 62,*  3,  -4, 8, 31.8,③③③
13, 8,Ｌレッドソルジャｰ, 34,石橋脩, 4.4, 32,  -4, -24, 7, 30.0,⑩⑧⑨,13, 4,Ｐカリキュレイタｰ, 52,田面木, 2.1, 50, -14,   0,16,176.1, ⑮⑮,13,10,Ｉクロスホｰリｰ, 64,郷原洋, 1.3, 61,  -7,   1,12, 68.0, ⑩⑩,13, 7,Ｎヤマニンパルファン, 64,丸田恭, 1.1, 62,   0,   2,14,178.8,⑥⑦⑧
14, 5,Ｊドリｰムプライマル, 41,北村友, 4.7, 28, -10, -17, 9, 62.9,⑭⑭⑭,14, 9,Ｅエンジェルフェザｰ, 70,熊沢重, 2.2, 50,* -4, -10, 5, 11.5, ②③,14, 5,Ｄセントエドワｰド, 67,中舘英, 1.4, 60,  -3,  -5, 8, 24.6, ⑥⑤,14, 5,Ｋビッグトワイニング, 68,千葉直, 1.4, 62,  -5,   6,16,223.1,⑩⑭⑮
15, 9,Ｆジャンジャン, 44,田面木, 6.1, 21, -11, -28,15,220.2,⑮⑮⑮,15, 1,Ｊシルキｰキュｰト, 69,西田雄, 3.2, 39,  -8, -16, 8, 23.7, ⑦⑦,15,11,Ｌショウナンタイトル, 60,勝浦正, 1.8, 55,  -4,  -8,10, 39.1, ⑧⑦,15,15,Ｐショウナンサリｰレ, 61,熊沢重, 1.6, 62,  -7,   9,11, 47.6,⑯⑯⑯
,,,,,,,,,,,,16,13,Ｏベタｰデイズ, 57,畑端省, 3.3, 39,  -7, -17,15, 79.9, ⑥⑬,16,16,Ｏコスモグラマラス, 55,黛弘人, 2.3, 47,  -1, -18,15,178.2, ④⑦,16, 8,Ｆアタゴビッグマン, 73,黛弘人, 1.6, 56,   0,  -5,13, 83.0,⑧⑦⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-4),,,,,,,,,,,
"単勝:1,720円 複勝:13=470円 06=1,420円 14=280円 枠連:14,770円",,,,,,,,,,,,単勝:610円 複勝:10=210円 05=210円 06=500円 枠連:760円,,,,,,,,,,,,単勝:390円 複勝:07=140円 01=190円 06=150円 枠連:880円,,,,,,,,,,,,"単勝:890円 複勝:09=290円 01=850円 04=150円 枠連:6,270円",,,,,,,,,,,
"馬連:43,100円 ワイド:06-13=8,840円 13-14=1,260円 06-14=3,450円",,,,,,,,,,,,"馬連:1,620円 ワイド:05-10=640円 06-10=1,490円 05-06=1,400円",,,,,,,,,,,,"馬連:1,050円 ワイド:01-07=420円 06-07=370円 01-06=600円",,,,,,,,,,,,"馬連:21,560円 ワイド:01-09=4,520円 04-09=610円 01-04=2,210円",,,,,,,,,,,
"馬単:87,850円 3連複:63,280円 3連単:603,230円",,,,,,,,,,,,"馬単:3,350円 3連複:8,310円 3連単:37,170円",,,,,,,,,,,,"馬単:2,190円 3連複:1,710円 3連単:8,730円",,,,,,,,,,,,"馬単:38,380円 3連複:19,180円 3連単:159,410円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島民友ｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂコスモパイレット, 58,三浦皇,, 61,* -3,*  1, 1,  1.6, ②①, 1, 4,Ｄフサイチカムｰン, 75,中舘英,, 76,*  4,* 14, 1,  1.9,①①①, 1,10,Ａクリノアドベンチャ, 79,丸田恭,, 78,   8,*  9, 1,  3.5,⑥⑧⑥, 1, 7,Ｊアイルラヴァゲイン, 81,津村明,, 85,   5,  12, 3,  9.1, ③③
 2,10,Ｈケンブリッジエル, 51,中舘英, 0.0, 62,* -3,*  1, 3,  7.7, ①②, 2,11,Ａブラッシュアップ, 75,長谷川, 0.8, 74,*  4,   7, 3,  6.1,②②②, 2, 8,Ｉレッズフィｰルド, 66,三浦皇, 0.1, 77,*  9,   2, 5,  9.0,②②①, 2,12,Ｅサｰプラスシンガｰ, 83,木幡初, 0.1, 83,* 11,   6, 2,  5.1, ①①
 3, 7,Ａスガノバクシンオｰ, 60,石橋脩, 0.5, 55,  -7,  -2, 2,  5.8, ④③, 3, 2,Ｂラガｰチトセオｰ, 75,荻野琢, 1.0, 73,   3,   7, 5, 14.3,④③③, 3, 1,Ｏスズカジェット, 58,藤岡康, 0.2, 76,*  9,   3,10, 36.1,③③③, 3,13,Ｇウエスタンビｰナス, 83,郷原洋, 0.1, 84,* 11,   6, 4,  9.5, ②②
 4, 4,Ｉカシノブシドｰ, 48,西田雄, 0.7, 52,  -7,  -4, 8, 33.3, ④④, 4, 5,Ｅリフレックス, 73,津村明, 1.1, 70,   2,   9, 2,  5.7,⑨⑦⑧, 4,15,Ｆフランドルシチｰ, 71,黛弘人, 0.3, 74,   7,   3, 3,  7.2,⑪③③, 4, 2,Ｏウインレックス, 75,江田照, 0.3, 81,  -5,* 19,14, 53.7, ⑬⑨
 5, 2,Ｆイｰサンバブル, 52,田辺裕, 0.8, 50,  -9,  -3, 6, 21.7, ⑦⑤, 5,15,Ｉゲンスイ, 67,松田大, 1.2, 69,*  4,   4, 9, 45.6,④③④, 5, 4,Ｅスモｰキｰクォｰツ, 72,大庭和, 0.4, 73,   5,* 10, 6, 11.9,⑫⑫⑫, 5, 1,Ｋエムエスワｰルド, 80,太宰啓, 0.4, 81,  -6,* 19,13, 52.4, ⑯⑮
 6, 1,Ｅボスオブザリンド, 52,津村明, 0.8, 51, -13,*  1, 7, 24.4, ⑧⑦, 6,12,Ｃコアレスレｰサｰ, 75,千葉直, 1.5, 68,  -1,* 11, 6, 19.0,⑬⑬⑫, 6, 5,Ｂイケドラゴン, 74,大野拓, 0.4, 73,   6,   4, 4,  9.0,⑧⑨⑩, 6,11,Ｄスピニングノアｰル, 83,三浦皇, 0.4, 81,  -5,* 18, 5, 13.0, ⑬⑫
 7, 9,Ｋカシノノｰマｰシｰ, 41,二本柳, 1.3, 44, -17,  -1,14,442.4, ⑪⑪, 7,10,Ｈキタサンダイオウ, 67,黛弘人, 1.7, 68,   1,   5,13,127.4,⑫⑩⑪, 7, 6,Ｌエイデンダンス, 64,津村明, 0.5, 75,   2,* 13,11, 56.7,⑯⑯⑭, 7, 3,Ｐワイルドシャウト, 74,北村友, 0.5, 78,   0,  11,10, 24.3, ⑦④
 8, 5,Ｍオｰスミビジョン, 40,古川吉, 1.4, 44, -19,  -2, 9, 69.0, ⑫⑪, 8,14,Ｊテスタロッサ, 66,木幡初, 1.8, 64,   3,   0,10, 52.6,⑦③⑤, 8, 9,Ｃタニオブゴｰルド, 73,千葉直, 0.7, 69,* 10,  -8, 2,  4.2,①①②, 8, 6,Ｈアポロドルチェ, 83,勝浦正, 0.5, 79,  -1,  12, 1,  2.7, ⑦⑦
 9, 6,Ｃカシノレオン, 54,荻野琢, 1.4, 43, -12,  -8, 5, 16.5, ⑧⑨, 9, 7,Ｏミウラジェット, 48,大庭和, 2.1, 67,  -1,   7,11, 90.5,⑬⑬⑫, 9, 2,Ｄスタルカ, 72,岩部純, 1.0, 67,   6,  -4, 9, 22.2,⑧⑨⑥, 9,10,Ｍサイキョウワｰルド, 79,長谷川, 0.5, 79,   3,   9,11, 30.4, ⑥⑦
10,11,Ｌバトルジュディス, 40,丸田恭, 1.6, 40, -20,  -3,13,280.4, ⑭⑬,10, 3,Ｇキタサンナポレオン, 67,大野拓, 2.2, 63,   2,  -1,12, 91.4,⑨⑦⑤,10,12,Ｋヤマニンアロンディ, 65,勝浦正, 1.2, 68,   5,  -1,12, 60.4,⑬⑫⑫,10, 5,Ｆルルパンブルｰ, 83,田中博, 0.7, 76,  -4,  12, 8, 17.3, ⑪⑫
11, 3,Ｎジョテイ, 37,田面木, 1.6, 41, -12, -11,12,137.6, ⑧⑨,11, 8,Ｆレオメビウス, 73,江田照, 2.4, 60,   3,  -5, 4,  8.1,③③⑤,11,13,Ｎマイスタｰキング, 59,木幡初, 2.2, 56,   5, -18,14,109.6,⑬⑪⑩,11,14,Ｂコパノフウジン, 85,藤岡康, 0.7, 76,  -4,  13,12, 44.9, ⑪⑫
12,13,Ｇステップアンドゴｰ, 51,大庭和, 2.2, 31, -19, -12,10, 80.1, ⑫⑬,12, 6,Ｌマスタｰカフェ, 59,小島太, 2.6, 60,   1,  -3, 8, 45.2,⑦⑩⑩,12, 3,Ｍスペシャルアリｰナ, 61,北村友, 2.3, 56,   8, -25,13, 85.0,③③⑤,12, 8,Ｉクｰルシャロｰン, 83,熊沢重, 0.7, 75,  -5,  14, 7, 15.1, ⑬⑯
13,14,Ｊスズノプロスタｰ, 46,郷原洋, 2.9, 24,  -7, -33,11, 94.7, ④⑦,13, 1,Ｎシルクアイオロス, 48,田辺裕, 2.7, 58,  -3,   5,14,131.3,⑮⑮⑭,13,14,Ｊイブキレボルシオン, 65,宮崎北, 2.4, 54,   3, -17,15,129.7,⑬⑮⑭,13,15,Ｃトｰルハンマｰ, 84,丹内祐, 0.8, 74,  -3,  10,16, 86.1, ⑩⑨
14,12,Ｄエリモイズトゥルｰ, 54,藤岡康, 3.2, 20,* -3, -41, 4, 12.2, ②⑤,14, 9,Ｋクリｰルバレット, 64,梶晃啓, 2.9, 58,   3,  -7, 7, 23.6,④⑦⑧,14, 7,Ｇトミケンプライム, 71,安藤光, 2.4, 56,* 10, -27, 7, 13.4,⑧③⑥,14,16,Ｌアポロノサトリ, 79,西田雄, 0.9, 73,   4,   2, 9, 23.2, ④④
,,,,,,,,,,,,15,13,Ｍカルストンオｰラ, 54,熊沢重, 4.2, 50,   1, -16,15,338.0,⑪⑩⑭,15,11,Ｈスプリングバレル, 68,中舘英, 3.5, 46,*  9, -43, 8, 13.7,③③⑥,15, 9,Ａタニノマティｰニ, 85,中舘英, 0.9, 74,   4,   2, 6, 13.0, ④④
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｐノｰリグレット, 49,田辺裕, 4.7, 36,   5, -50,16,202.1,⑥⑫⑯,16, 4,Ｎブルｰショットガン, 76,中村将, 1.1, 71,  -1,   5,15, 85.5, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-4),,,,,,,,,,,
単勝:160円 複勝:08=110円 10=180円 07=150円 枠連:430円,,,,,,,,,,,,単勝:190円 複勝:04=120円 11=200円 02=220円 枠連:420円,,,,,,,,,,,,"単勝:350円 複勝:10=150円 08=300円 01=1,030円 枠連:480円",,,,,,,,,,,,"単勝:910円 複勝:07=310円 12=250円 13=370円 枠連:1,080円",,,,,,,,,,,
馬連:540円 ワイド:08-10=290円 07-08=190円 07-10=650円,,,,,,,,,,,,"馬連:660円 ワイド:04-11=290円 02-04=420円 02-11=1,110円",,,,,,,,,,,,"馬連:1,810円 ワイド:08-10=760円 01-10=2,930円 01-08=3,990円",,,,,,,,,,,,"馬連:2,960円 ワイド:07-12=1,120円 07-13=2,080円 12-13=1,080円",,,,,,,,,,,
"馬単:820円 3連複:910円 3連単:2,970円",,,,,,,,,,,,"馬単:960円 3連複:2,550円 3連単:7,170円",,,,,,,,,,,,"馬単:3,130円 3連複:24,460円 3連単:109,720円",,,,,,,,,,,,"馬単:5,520円 3連複:10,380円 3連単:52,050円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  芝1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔵王特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａチャｰムナデシコ, 78,中舘英,, 70,*  1,  14, 1,  2.3,②②②, 1, 7,Ａエアキリヤン, 76,三浦皇,, 77,   4,  15, 1,  2.3,⑤④③, 1,14,Ａダノンジュピタｰ, 79,三浦皇,, 70,   6,* 11, 1,  2.1,④⑤③, 1, 7,Ｅハギノジョイフル, 75,三浦皇,, 81,* -2,  17, 2,  5.0,②②②
 2, 1,Ｄロマンシエｰル, 73,黛弘人, 0.3, 71,   0,  13, 4,  7.1,④⑤④, 2, 3,Ｋスマｰトスナイパｰ, 63,安藤光, 0.2, 71,*  6,   5,12, 49.9,①①①, 2, 4,Ｂニシノウェｰブ, 77,田辺裕, 0.1, 68,*  7,   9, 2,  3.3,④③②, 2, 9,Ｄアサティスボｰイ, 75,江田照, 0.1, 83,  -3,  21, 3,  6.2,⑥⑤④
 3, 5,Ｋフレンチノワｰル, 57,田辺裕, 0.5, 65,  -2,* 15, 8, 24.9,⑧⑧⑦, 3,11,Ｂファイトザパワｰ, 76,上野翔, 0.3, 72,   2,  12, 3,  9.4,⑥④③, 3, 3,Ｃピサノシェンロン, 75,丸田恭, 0.6, 66,   3,* 10, 3,  6.3,⑫⑨⑦, 3,12,Ｃゲストアスリｰト, 75,津村明, 0.2, 82,  -3,  21, 5,  8.1,⑨⑦⑦
 4,11,Ｅオｰミチェリッシュ, 71,藤岡康, 0.5, 71,  -2,* 15, 5, 15.0,⑧⑧⑧, 4,12,Ｇコスモポッケ, 68,勝浦正, 0.5, 72,   1,  12, 2,  3.5,⑧⑧⑥, 4, 7,Ｄマイニングゴｰルド, 72,石橋脩, 0.8, 65,*  8,   1, 5, 12.4,②①①, 4, 4,Ｂダンツホウテイ, 77,太宰啓, 0.3, 75,*  0,   8, 1,  3.0,①①①
 5,13,Ｉマキハタセンシブル, 65,高山太, 0.9, 69,  -3,* 16,10, 80.7,⑮⑭⑨, 5,14,Ｄエｰブダンシング, 69,田中博, 0.5, 69,*  5,   4, 5, 15.1,②②③, 5,13,Ｋエミネムシチｰ, 65,大野拓, 0.8, 67,   4,   7, 9, 57.7,⑦⑥⑥, 5,14,Ｉエナｰジバイオ, 69,丸田恭, 0.4, 80,  -5,  21, 6, 12.8,⑨⑧⑧
 6,10,Ｃドナプレミア, 73,丸田恭, 0.9, 64,  -2,  11, 6, 18.9,⑩⑧⑪, 6, 9,Ｈジョニｰバロｰズ, 65,石橋脩, 0.7, 70,   1,  10, 6, 19.4,⑧⑧⑥, 6, 2,Ｉピサノフジ, 66,古川吉, 0.9, 68,   3,   8, 6, 32.4,⑨⑨⑨, 6, 2,Ｊエタｰナルクラウン, 69,木幡初, 0.5, 82,  -5,* 22, 9, 35.5,⑫⑫⑬
 7, 9,Ｂペチカ, 73,三浦皇, 1.1, 62,*  1,   5, 2,  4.3,①①①, 7, 1,Ｍセルゲイエフ, 56,千葉直, 0.8, 70,  -5,* 19,14,199.5,⑬⑬⑭, 7, 6,Ｆハイパｰラッシュ, 68,荻野琢, 1.0, 66,*  7,   1, 4, 12.0,③③③, 7,10,Ｈドリｰムシｰカｰ, 71,二本柳, 0.5, 82,  -6,* 25, 8, 29.0,⑭⑮⑫
 8, 6,Ｇエルブランコ, 70,千葉直, 1.2, 63,  -3,  11, 7, 24.5,⑪⑪⑪, 8, 2,Ｌプロテクトアゲン, 62,大野拓, 0.8, 67,  -1,  11,11, 47.0,⑩⑩⑩, 8, 5,Ｊオンワｰドファイン, 66,中村将, 1.3, 63,   0,* 10,15,269.8,⑫⑬⑫, 8,11,Ｋベストオｰカン, 67,大野拓, 0.7, 73,  -3,  11,11, 51.6,⑤⑤④
 9,15,Ｆポｰトムテキ, 71,古川吉, 1.2, 65,   0,   5, 3,  5.6,⑤⑤④, 9, 8,Ｃマイネフルｰレ, 70,津村明, 0.8, 70,  -5,* 19, 4, 10.2,⑭⑬⑫, 9, 9,Ｈグレｰトキャプテン, 67,勝浦正, 1.4, 63,   2,   5,12,164.5,⑪⑫⑪, 9, 1,Ｆトップモンジュｰ, 72,田中博, 0.9, 78,  -4,  16,10, 41.7,⑨⑪⑩
10, 8,Ｏゴｰルデンシｰズ, 49,丹内祐, 1.3, 61,*  0,   4,15,189.2,⑤④④,10, 6,Ｆスリｰアトラス, 69,丸田恭, 0.8, 65,   1,   6,10, 37.7,⑦⑦⑥,10, 8,Ｏトウショウヒルズ, 54,黛弘人, 1.8, 60,   4,  -2,14,257.8,⑦⑥⑦,10, 6,Ｌロサンジン, 66,青木芳, 1.2, 67,* -2,   3,12, 80.8,④④④
11, 7,Ｈヨンハキッス, 69,宮崎北, 1.6, 59,  -3,   8, 9, 41.9,⑭⑫⑬,11,13,Ｊロｰレルエルヴェル, 65,田辺裕, 0.9, 67,  -2,  12, 8, 21.1,⑫⑫⑫,11, 1,Ｅカンファｰライズ, 70,太宰啓, 2.0, 58,   0,   5,10, 75.7,⑭⑬⑭,11,15,Ｍヨシウォｰリア, 62,石橋脩, 1.4, 72,  -4,  10,15,169.2,⑫⑫⑪
12, 3,Ｊルクラｰジュ, 64,西田雄, 2.0, 57,  -3,   4,13,158.7,⑪⑫⑬,11, 5,Ｅエイダイセルリア, 69,宮崎北, 0.9, 64,*  5,  -2, 7, 20.7,②②②,12,12,Ｎカシマレジェンド, 56,高山太, 2.9, 52,  -1,  -2,13,210.7,⑭⑮⑮,12, 5,Ａピエナグッドラック, 80,中舘英, 1.4, 64,*  0,  -4, 4,  6.3,②②②
13,12,Ｎギムレットシチｰ, 51,梶晃啓, 2.2, 55,*  1,  -5,12,131.6,②②②,13,10,Ｉアグネスヨジゲン, 65,熊沢重, 1.1, 65,  -1,   6, 9, 33.7,⑩⑩⑩,13,15,Ｇマイネルパルティア, 68,津村明, 3.3, 47,   4, -15, 8, 41.8,⑥⑥⑨,13,16,Ｎタイキトゥルｰス, 59,古川吉, 1.9, 63,  -5,   0, 7, 21.3,⑮⑧⑨
