08年 2月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,,,,,,,,,,,,,■ 7R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
11, 1,Ｇキｰボックス, 57,柴原央, 2.2, 47,  -3, -14, 4,  8.3, ⑥⑦,,,,,,,,,,,,,11, 5, ロコミラクル,---,田中学, 2.7, 56,  -2,  -7,13,104.4, ⑥⑥,11, 3,Ｊモリノミヤコ, 72,石橋守, 2.6, 70,  13, -28,11, 73.0,⑦⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,12, 2,Ｊユキノサッシュ, 59,秋山真, 3.2, 55,  -3,  -8, 9, 36.7, ⑩⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｃエｰシンコンファｰ, 71,四位洋, 3.3, 50,  -1, -14, 4,  6.7, ④⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,13, モエレヒストリｰ,---,田中克, 6.1, 31,  -4, -35,14,119.3, ⑧⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:重(指数:8),,,,,,,,,,,
"単勝:4,420円 複勝:02=1,080円 09=260円 03=180円 枠連:5,690円",,,,,,,,,,,,,,,,,,,,,,,,単勝:600円 複勝:06=190円 03=150円 08=320円 枠連:900円,,,,,,,,,,,,単勝:460円 複勝:06=180円 10=190円 11=650円 枠連:960円,,,,,,,,,,,
"馬連:15,170円 ワイド:02-09=3,670円 02-03=2,410円 03-09=640円",,,,,,,,,,,,,,,,,,,,,,,,"馬連:910円 ワイド:03-06=420円 06-08=1,250円 03-08=760円",,,,,,,,,,,,"馬連:1,220円 ワイド:06-10=510円 06-11=3,030円 10-11=2,390円",,,,,,,,,,,
"馬単:38,540円 3連複:17,730円",,,,,,,,,,,,,,,,,,,,,,,,"馬単:2,410円 3連複:3,490円",,,,,,,,,,,,"馬単:2,170円 3連複:14,750円 3連単:57,190円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 5R  ダ1900m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 8R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■11R  芝1600m 4歳上ｵｰﾌﾟﾝ(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京都牝馬ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａイマカツタイガｰ, 66,藤田伸,, 61,* -7,*  8, 1,  1.7,②②②, 1,10,Ｄスリｰオリオン, 63,秋山真,,,,, 5, 10.0,④⑤③, 1, 6,Ｂアドマイヤダンク, 76,福永祐,, 79,   7,*  8, 2,  3.6,⑤④④, 1, 3,Ａアドマイヤキッス, 96,安藤勝,, 96,   6,* 21, 2,  3.4, ④④
 2, 3,Ｅスマｰトファントム, 56,秋山真, 0.4, 61,* -7,   5, 6, 16.9,⑥②②, 2, 1,Ｃモンテクリスエス, 64,安藤勝, 0.4,,,, 1,  1.6,①①①, 2, 2,Ｃアロド, 75,吉田稔, 0.3, 78,   4,* 13, 4,  7.3,⑥⑩⑨, 2, 5,Ｈザレマ, 86,和田竜, 0.1, 93,* 10,  12, 9, 19.9, ②②
 3, 1,Ｄカレンミラバッシ, 57,福永祐, 0.5, 59,  -8,   5, 5, 14.7,③④④, 3, 3,Ｈシｰシャトｰ, 55,佐藤哲, 0.9,,,,10, 77.0,⑧⑧⑦, 3, 5,Ｈマルカシリウス, 72,田村太, 0.5, 74,* 10,  -1,10, 44.4,①①①, 3, 6,Ｌキストゥヘヴン, 83,幸英明, 0.3, 96,   4,* 21, 6, 17.6, ⑧⑦
 4, 8,Ｃマッシヴエンペラｰ, 62,和田竜, 0.7, 59,  -8,   4, 7, 17.0,③④④, 4, 4,Ｅブラボｰデイジｰ, 62,船曳文, 2.2,,,, 3,  7.1,⑦⑦③, 4, 7,Ｊウォｰゲｰム, 72,川田将, 0.8, 73,   6,   4, 7, 18.5,⑧⑦⑧, 4,14,Ｂブルｰメンブラット, 91,ルメｰ, 0.6, 90,   2,  18, 1,  2.6, ⑧⑦
 5, 2,Ｈメイショウグラｰド, 50,幸英明, 0.8, 57,  -9,   5, 3,  7.6,⑥⑧⑦, 5, 8,Ｇマｰムｰドイモン, 56,幸英明, 2.9,,,, 7, 39.7,④⑤③, 5,13,Ｇクオン, 73,小牧太, 0.8, 72,*  9,  -1, 6, 15.2,⑥②②, 5, 4,Ｋロｰブデコルテ, 85,福永祐, 0.7, 90,   1,* 20,11, 24.1, ⑪⑪
 6, 6,Ｉメイショウエビス, 49,武幸四, 1.1, 54,* -6,  -3, 4, 10.7,①①①, 6, 6,Ｆマサヤマト, 58,武幸四, 2.9,,,, 6, 18.3,④②②, 6,10,Ｆマイティｰバッカス, 73,藤岡佑, 1.0, 72,   6,   3, 8, 28.7,⑧⑦⑤, 6, 8,Ｊショウナンアクト, 85,小牧太, 0.8, 86,   6,  10,12, 45.5, ④⑥
 7, 4,Ｇマｰベラスブレイド, 52,ルメｰ, 1.2, 55,  -8,   0, 2,  5.4,⑤④④, 7, 9,Ｊベイビｰワンカフェ, 48,藤田伸, 3.6,,,, 8, 58.4,⑧⑩⑩, 7, 1,Ｉマｰベラスチｰフ, 72,角田晃, 1.0, 73,   5,   5,12, 88.7,⑪⑨⑨, 7,13,Ｃコスモマｰベラス, 90,四位洋, 0.9, 84,   5,  10, 8, 18.7, ⑥④
 8, 5,Ｂハｰドギムレット, 64,藤岡佑, 1.9, 50,  -9,  -3, 8, 37.4,⑥⑧⑧, 8, 7,Ｉファンドリテンカ, 54,吉田稔, 3.6,,,, 9, 67.2,⑩⑧⑨, 8, 3,Ａオｰシャンクルｰズ, 78,四位洋, 1.2, 72,   4,   6, 1,  3.2,⑩⑩⑪, 8,10,Ｄランペイア, 87,藤岡佑, 1.0, 81,   7,   3, 7, 18.6, ③③
 9, 9,Ｆカネダイシシャモ, 53,角田晃, 2.8, 43,  -9, -12, 9, 58.9,⑨④⑧, 9, 2,Ａマイネルロｰゼン, 71,藤岡佑, 4.9,,,, 4,  8.4,②②⑦, 9,11,Ｄティズインパルス, 75,和田竜, 1.6, 69,*  9,  -9, 5, 10.8,②②②, 9,11,Ｉパｰフェクトジョイ, 85,佐藤哲, 1.3, 82,   1,  11,10, 23.0, ⑪⑪
,,,,,,,,,,,,10, 5,Ｂナリタダイコク, 66,小牧太, 5.5,,,, 2,  6.8,③②③,10, 4,Ｌエｰケｰリｰプ, 69,藤田伸, 1.7, 68,   2,   6, 9, 42.0,⑫⑫⑫,10, 7,Ｅアンブロワｰズ, 87,秋山真, 1.4, 79,   0,  10, 4, 12.2, ⑬⑪
,,,,,,,,,,,,,,,,,,,,,,,,11, 8,Ｋストロングウィル, 71,安藤勝, 1.8, 65,   7,  -7, 3,  5.0,③⑤⑤,11, 9,Ｆカタマチボタン, 86,藤田伸, 1.4, 78,   2,   7, 3,  9.8, ⑧⑦
,,,,,,,,,,,,,,,,,,,,,,,,12,12,Ｅウエスタンホｰク, 75,秋山真, 2.5, 67,   9, -11,11, 76.0,③⑤⑤,12,12,Ｎバレンソｰル, 77,吉田稔, 1.5, 77,   3,   4,13,165.5, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｍシルバｰガル, 62,高田潤, 2.9, 61,   2,  -4,13,159.9,⑫⑫⑬,13, 2,Ｍシェルズレイ, 83,川田将, 1.5, 71,* 14, -14, 5, 15.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:??? ﾚｰｽｱｶﾞﾘ指数:??? 馬場:重,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:8),,,,,,,,,,,
"単勝:170円 複勝:07=110円 03=380円 01=320円 枠連:1,360円",,,,,,,,,,,,"単勝:1,000円 複勝:10=210円 01=110円 03=1,240円 枠連:550円",,,,,,,,,,,,"単勝:360円 複勝:06=180円 02=270円 05=1,050円 枠連:1,430円",,,,,,,,,,,,"単勝:340円 複勝:03=160円 05=490円 06=470円 枠連:1,350円",,,,,,,,,,,
"馬連:1,400円 ワイド:03-07=540円 01-07=420円 01-03=1,730円",,,,,,,,,,,,"馬連:690円 ワイド:01-10=320円 03-10=3,830円 01-03=2,240円",,,,,,,,,,,,"馬連:1,620円 ワイド:02-06=830円 05-06=4,250円 02-05=4,490円",,,,,,,,,,,,"馬連:3,060円 ワイド:03-05=1,070円 03-06=940円 05-06=3,650円",,,,,,,,,,,
"馬単:1,930円 3連複:4,230円",,,,,,,,,,,,"馬単:1,990円 3連複:10,040円",,,,,,,,,,,,"馬単:2,650円 3連複:30,560円",,,,,,,,,,,,"馬単:4,570円 3連複:13,550円 3連単:68,280円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  ダ1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾊﾞｲｵﾚｯﾄS,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄスリｰリンクス, 55,岩崎祐,, 60,  -6,*  3, 5, 16.6, ⑦⑤, 1, 1, セントラルコｰスト,---,藤岡佑,, 57,   0,  -8, 1,  1.9, ④③, 1, 7,Ａシルクビッグタイム, 86,ルメｰ,, 84,  -2,* 23, 1,  1.4, ⑤⑤, 1, 4,Ｂメイショウカルド, 85,藤岡佑,, 81,*  6,* 11, 3,  5.4, ④④
 2,11,Ｇパシティア, 44,佐藤哲, 0.1, 60,  -4,  -2, 4,  8.1, ④④, 2, 2, マチカネシュウソウ,---,福永祐, 0.3, 54,  -2,  -8, 6, 20.8, ⑦⑥, 2, 6,Ｂナンヨｰヒルトップ, 85,藤田伸, 0.3, 80,   0,  18, 2,  4.0, ③③, 2,11,Ｇアルヴィス, 77,川田将, 0.2, 79,   1,* 17, 8, 19.3, ⑬⑫
 3, 9,Ａハッピｰドロップ, 66,藤岡佑, 0.3, 58,  -5,  -1, 1,  2.6, ⑥⑤, 3, 5, グロッケンライン,---,和田竜, 0.4, 54,  -2,  -9, 5, 11.0, ⑥③, 3, 3,Ｇラインプレアｰ, 72,幸英明, 0.6, 77,  -2,  17, 5, 21.4, ⑤⑤, 3,14,Ｋコンゴウダイオｰ, 73,角田晃, 0.4, 77,*  6,   7, 7, 17.7, ②①
 4, 6,Ｈアドマイヤピット, 41,吉田稔, 0.3, 57,* -2,  -5, 6, 21.2, ①①, 4,15, トｰセンステｰジ,---,幸英明, 0.6, 52,*  2, -15,10, 82.8, ②②, 4, 4,Ｅミッキｰフォルテ, 76,田中学, 0.8, 76,  -4,  17, 6, 22.1, ⑦⑦, 4, 9,Ｅイチライタッチ, 78,大下智, 1.0, 73,  -1,* 11,13,103.6, ⑮⑮
 5,10,Ｅシゲルキボウ, 51,角田晃, 0.4, 57,* -3,  -5,11, 75.2, ②②, 5,13, マジックディｰヴァ,---,ルメｰ, 0.8, 51,*  2, -18, 3,  6.3, ①①, 5, 1,Ｆセレスハント, 75,和田竜, 1.0, 75,   0,  12, 3,  8.7, ③③, 5, 1,Ｌユｰセイハヤトオｰ, 73,田村太, 1.0, 73,   2,   8,16,212.0, ⑪⑩
 6, 7,Ｃモニカ, 56,田村太, 0.6, 55,  -6,  -3, 8, 36.2, ⑦⑧, 6, 9, ハｰリカ,---,藤田伸, 0.9, 48,  -4, -11, 2,  4.8, ⑦⑥, 6, 2,Ｈダイワシｰクレット, 72,川田将, 1.1, 73,*  2,   8, 7, 27.6, ①①, 6,13,Ａスティリスタ, 86,和田竜, 1.1, 73,   3,   4, 1,  2.5, ⑦⑥
 7, 3, トウカイメリッサ,---,酒井学, 0.7, 54,  -5,  -6, 7, 34.4, ④⑤, 7, 7, タガノダイナマイト,---,生野賢, 1.1, 46, -13,* -1,15,135.3, ⑫⑪, 7, 5,Ｄリバｰタウン, 79,福永祐, 1.1, 74,*  1,  10, 4, 20.6, ②②, 7,10,Ｊビッグポパイ, 73,吉田稔, 1.1, 72,   5,   3, 5, 13.5, ④②
 8, 5,Ｋリアルタイム, 36,幸英明, 0.7, 55, -10,*  1, 9, 37.5, ⑪⑨, 8,12, アドマイヤマイン,---,川田将, 1.4, 45,*  1, -21, 4, 10.0, ③③,,,,,,,,,,,,, 8, 8,Ｉアラビアンナイト, 75,佐久間, 1.3, 71,  -1,   9,14,133.5, ⑮⑫
 9,12,Ｉユキノマｰチャン, 37,ルメｰ, 1.0, 53, -10,   0, 3,  5.7, ⑪⑫, 9, 8, ラガｰサｰジュ,---,田中克, 1.4, 46,  -5, -15, 8, 50.6, ⑩⑥,,,,,,,,,,,,, 9,16,Ｃゴｰビハインド, 80,福永祐, 1.4, 71,   6,   1, 4, 11.2, ④⑧
10, 4,Ｆホｰマンフィｰルド, 45,船曳文, 1.1, 52,  -9,  -3,12,124.0, ⑨⑪,10,10, ミッキｰスタｰ,---,岩崎祐, 1.9, 40, -13,  -8, 9, 53.7, ⑫⑪,,,,,,,,,,,,,10,12,Ｄブライトロジック, 80,安藤勝, 1.5, 69,   2,   4, 2,  4.6, ⑩⑩
11, 8,Ｂルｰナキャスケｰド, 59,和田竜, 1.6, 48,* -3, -15, 2,  2.9, ②②,11, 6, メイショウアレグロ,---,船曳文, 2.8, 34, -26,*  0,11, 89.0, ⑮⑭,,,,,,,,,,,,,11, 3,Ｈテイエムオｰディン, 75,生野賢, 1.5, 69,   4,   1,11, 65.0, ⑦⑧
12, 1,Ｊメイショウキｰル, 37,田中克, 1.7, 48,  -8,  -9,10, 59.7, ⑨⑩,12, 4, ペンタグランマ,---,角田晃, 2.9, 33, -22,  -5,14,126.4, ⑭⑭,,,,,,,,,,,,,12, 5,Ｆワｰルドドン, 78,ルメｰ, 1.9, 66,   1,   1, 6, 16.0, ⑪⑫
,,,,,,,,,,,,13, 3, ロｰランセルバ,---,田中学, 3.2, 32,  -3, -32,12,110.1, ⑦⑩,,,,,,,,,,,,,13, 7,Ｐヴィクトリｰラン, 50,石橋守, 2.0, 66,   0,   2, 9, 34.1, ⑬⑮
,,,,,,,,,,,,14,14, アルアンナ,---,秋山真, 3.3, 32,  -1, -35, 7, 41.3, ④⑥,,,,,,,,,,,,,14, 6,Ｎフォワｰドダンサｰ, 72,秋山真, 2.0, 65,*  8,  -9,10, 39.0, ①②
,,,,,,,,,,,,15,11, デスバレｰ,---,小林徹, 4.3, 23,  -8, -34,13,113.5, ⑪⑪,,,,,,,,,,,,,15, 2,Ｍゴｰルドイモン, 72,柴原央, 2.1, 64,   4,  -5,12, 72.3, ⑦⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｏセレスブルック, 66,佐藤哲, 4.5, 46,*  7, -29,15,142.3, ②④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-1),,,,,,,,,,,
"単勝:1,660円 複勝:02=280円 11=250円 09=150円 枠連:2,350円",,,,,,,,,,,,"単勝:190円 複勝:01=120円 02=370円 05=250円 枠連:1,610円",,,,,,,,,,,,単勝:140円 複勝:07=110円 06=140円 枠連:0円,,,,,,,,,,,,"単勝:540円 複勝:04=220円 11=580円 14=520円 枠連:1,170円",,,,,,,,,,,
"馬連:4,910円 ワイド:02-11=1,400円 02-09=740円 09-11=570円",,,,,,,,,,,,"馬連:1,540円 ワイド:01-02=630円 01-05=430円 02-05=1,850円",,,,,,,,,,,,馬連:200円 ワイド:06-07=130円 03-07=340円 03-06=620円,,,,,,,,,,,,"馬連:5,660円 ワイド:04-11=1,610円 04-14=1,630円 11-14=3,300円",,,,,,,,,,,
"馬単:12,460円 3連複:4,990円",,,,,,,,,,,,"馬単:2,000円 3連複:4,250円",,,,,,,,,,,,"馬単:290円 3連複:940円 3連単:2,030円",,,,,,,,,,,,"馬単:10,180円 3連複:24,600円 3連単:144,350円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
