08年 3月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1800m 3 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱｸｱﾏﾘﾝS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａヤマタケプリンセス, 68,柴田善,, 63,*  1,*  2, 1,  1.6, ②②, 1, 2, イツクシマヒリュウ,---,木幡初,, 52,  -7,* -3,11,106.8,⑫④④, 1,12,Ａダイワディライト, 74,柴田善,, 81,*  0,* 16, 1,  3.8, ③③, 1, 2,Ｌグレイトフルタイム, 75,内田博,, 86,  12,*  6, 7, 15.3,⑧⑦⑥
 2,16,Ｆオンザサニｰサイド, 53,後藤浩, 0.5, 58,  -1,  -1, 2,  6.2, ⑤④, 2, 5, ホッカイドゥムカ,---,村田一, 0.2, 53,  -8,* -2, 6, 10.8,③⑨⑤, 2,13,Ｊドリｰムタイガｰ, 64,鷹野宏, 1.3, 70,  -4,   9, 8, 18.2, ⑧⑤, 2, 3,Ｄトｰセンクラウン, 82,吉田隼, 0.0, 87,  12,*  8, 1,  4.1,⑭⑦⑥
 3,12,Ｋクリムゾンクエスト, 43,村田一, 0.5, 60,*  1,  -2, 4, 13.9, ②②, 3, 7, トｰセンサラトガ,---,横山典, 0.4, 49,* -6,  -8, 2,  4.6,⑨①①, 3,15,Ｆセイヴィングス, 70,横山典, 1.4, 68,*  0,   4, 5, 10.1, ③③, 3,11,Ａトップオブツヨシ, 87,四位洋, 0.1, 85,   9,* 10, 3,  6.3,⑧⑫⑥
 4, 5,Ｂスイｰトグラｰツ, 60,蛯名正, 0.8, 55,  -5,*  2, 3,  6.2, ⑩⑥, 4, 4, セトウチフレッシュ,---,柴山雄, 0.8, 48,  -8,  -5, 5,  7.9,⑩⑩⑦, 4, 6,Ｂヤエノアカハチ, 73,田中博, 1.5, 68, -14,* 17, 2,  4.8, ⑯⑩, 4, 1,Ｉアクレイム, 79,柴山雄, 0.2, 84,  10,*  7,10, 30.5,⑯⑩⑫
 5,15,Ｄミツワバラｰド, 56,三浦皇, 0.9, 55,  -1,  -4,10, 51.1, ⑤④, 5,12, プティフｰル,---,吉田豊, 1.0, 47,* -6, -12,10, 80.1,⑩②③, 5, 7,Ｈヤマニンプロロｰグ, 67,川田将, 1.6, 67,  -2,   4, 9, 22.1, ⑤⑤, 5,12,Ｅカイシュウタキオン, 81,田中勝, 0.3, 84,  12,   4, 2,  4.7,⑦⑦⑥
 6, 1,Ｅマチカネハルノコエ, 55,内田博, 1.0, 54,*  3,  -8, 5, 17.2, ①①, 6, 9, ロックオン,---,池田鉄, 2.2, 38,  -7, -20,12,122.6,③⑤⑦, 6, 3,Ｄカマｰバンド, 72,田中勝, 1.9, 64, -11,   9, 6, 12.9, ⑫⑫, 6, 5,Ｏヒシハイグレｰド, 74,小林淳, 0.4, 81,   9,   5,13, 43.1,⑬⑫⑫
 7, 7,Ｈアクトレスシチｰ, 51,松岡正, 1.4, 47, -12,*  2, 6, 22.7, ⑭⑫, 7, 8, ラストビｰコン,---,千葉直, 2.5, 37, -10, -17,13,291.6,⑦⑫⑪, 7,14,Ｅダイワウイザｰド, 71,松岡正, 1.9, 66,*  1,   0, 3,  4.8, ①①, 7, 7,Ｈゼットフラッシュ, 79,松岡正, 0.4, 81,  13,   0, 4,  6.8,③⑤③
 8, 6,Ｌキタサンカレン, 39,北村宏, 1.9, 42, -16,   0,11,121.8, ⑮⑭, 8,11, ニュウモダン,---,高橋智, 2.7, 35,  -8, -21, 9, 60.1,⑥⑩⑨, 8, 1,Ｇストロングラムダ, 69,北村宏, 1.9, 64,  -9,   8, 4,  7.7, ⑨⑨, 8,10,Ｆナイスハンド, 80,勝浦正, 0.6, 81,   9,   4,14, 56.6,⑭⑮⑮
 9,10,Ｃハッピｰチアｰズ, 57,吉田隼, 1.9, 45,  -3, -11, 7, 27.6, ⑦⑧, 9,13, セイコｰソニック,---,柴田善, 2.8, 34,* -6, -27, 8, 30.6,⑤②②, 9, 5,Ｋジパングエンジェル, 64,田面木, 2.3, 61, -14,   9,15,214.1, ⑭⑭, 9, 8,Ｊケイアｰス, 79,横山典, 0.6, 79,  13,  -3, 5,  9.1,⑥⑤⑤
10, 9,Ｉトｰセンメガミ, 50,柴山雄, 2.5, 40,*  1, -20, 9, 41.2, ②⑥,10,10, インディゴライト,---,内田博, 3.0, 31,  -7, -27, 3,  4.7,⑦⑤⑤,10,10,Ｃリングオブケリｰ, 72,村田一, 2.5, 60,  -3,  -3, 7, 16.4, ⑤⑧,10,15,Ｇトウキュウトップ, 79,丹内祐, 0.7, 78,   9,   1, 8, 19.4,⑧⑫⑫
11,13, ジェネスサンライズ,---,吉田豊, 2.5, 42,  -5, -13,12,192.2, ⑩⑧,11, 1, ロイヤルカリバｰン,---,北村宏, 3.5, 30,  -7, -31, 7, 16.2,⑬⑤⑩,11, 4,Ｌスタｰラビット, 64,千葉直, 2.5, 58, -11,   4,14,211.2, ⑫⑭,11,16,Ｍダイイチミラクル, 75,吉田豊, 0.8, 77,* 16, -10,12, 40.8,③②②
12,11,Ｍゲットザドリｰム, 32,千葉直, 3.4, 30, -10, -18,14,352.4, ⑬⑭,12, 3, キッズクリッパｰ,---,後藤浩, 5.7, 18, -10, -44, 1,  3.7,①⑫⑬,12, 2,Ｉインサイダｰ, 67,内田博, 2.5, 58,*  1,  -6,11, 26.9, ②②,12, 4,Ｂラインドライブ, 86,蛯名正, 0.9, 75,  13,  -9, 6, 13.9,③④③
13, 4,Ｎメイクサエル, 28,南田雅, 3.6, 30,  -6, -23,15,477.5, ⑩⑫,13, 6, ライヴリｰデイズ,---,田中勝, 7.4,  2,  -7, -63, 4,  5.3,②⑤⑫,13,11,Ｏタツエンペラｰ, 51,後藤浩, 3.1, 53,  -9,  -3,10, 22.2, ⑨⑫,13,13,Ｎゴｰジャスディナｰ, 74,武士沢, 1.0, 74,   8,   0,15, 89.2,⑧⑮⑮
14, 8,Ｏアスタマニャｰナ, 26,勝浦正, 3.8, 28,  -4, -27,13,301.1, ⑨⑩,,,,,,,,,,,,,14, 9,Ｍアルファチャングミ, 59,小野次, 3.1, 52, -14,   2,12, 87.8, ⑭⑯,14, 6,Ｋハネダテンシ, 75,田中博, 1.2, 73,  10,  -8, 9, 20.4,⑧⑩⑥
15, 2,Ｊエクセルピクシイ, 47,増沢由, 4.2, 24,  -3, -31, 8, 34.1, ⑦⑩,,,,,,,,,,,,,15,16,Ｎカヤドｰブラン, 53,木幡初, 3.2, 53,  -3,  -8,13,131.8, ⑤⑦,15,14,Ｃスパイン, 82,江田照, 1.5, 67,* 15, -19,11, 31.6,②②⑥
