08年 7月 6日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月 6日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,猪苗代特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂスガノメダリスト, 62,江田照,, 61,* -8,*  3, 2,  3.9, ①①, 1,12,Ｂリルティングソング, 66,穂苅寿,, 64,  -4,*  2, 3,  5.0, ⑦⑤, 1, 2,Ｄスガノゴｰルド, 62,石橋脩,, 60,   2,*  7, 2,  3.6,③④③, 1, 7,Ａスペラｰレ, 83,内田博,, 77,*  2,* 16, 1,  3.1,①①①
 2, 9,Ｅケｰジｰカチボシ, 44,柴田善, 0.7, 53,*-10,  -5, 4,  4.4, ②②, 2, 7,Ａキタノオｰロラ, 67,柴山雄, 0.2, 61,  -8,*  3, 1,  3.5, ⑫⑦, 2, 1,Ｃリモｰネシチｰ, 62,宮崎北, 0.1, 57,*  2,   3, 4,  8.1,①①①, 2, 9,Ｉバンブｰワｰルド, 75,和田竜, 0.2, 78,*  1,  16,10, 43.9,②②②
 3, 7,Ｇディアトウシロウ, 37,内田博, 0.7, 53, -13,   0, 6, 21.5, ④④, 3,11,Ｅアルモニｰ, 57,後藤浩, 0.2, 61,  -8,*  3, 4,  5.9, ⑫⑪, 3, 9,Ａミンナデワンダｰ, 71,内田博, 0.4, 56,*  3,   2, 1,  2.4,③②②, 3, 1,Ｊシャドウストライプ, 74,後藤浩, 0.3, 76,   0,* 17, 2,  4.1,⑧⑧⑦
 4, 6,Ｆエストシャイン, 42,村田一, 0.7, 54,*-10,  -5, 3,  3.9, ②②, 4, 4,Ｇシャンパンフルｰト, 56,中舘英, 0.2, 63,  -3,  -2, 7, 14.5, ④③, 4, 5,Ｇサブマリンスカウト, 55,武士沢, 0.7, 56,   1,   0,13,150.8,⑤④⑤, 4,12,Ｌパｰプルストック, 73,柴田善, 0.5, 75,*  1,  13, 7, 20.2,④②③
 5, 4,Ｋトゥｰルザンレｰル, 16,武士沢, 0.9, 50, -15,  -2,10,154.9, ⑥⑤, 5,15,Ｃレオパンドラ, 63,江田照, 0.5, 57,* -1,  -7, 6, 14.4, ③③, 5, 8,Ｂナンヨｰザベｰス, 63,柴田善, 0.7, 56,   2,   1, 3,  6.2,⑥④⑥, 5, 4,Ｃシュリクン, 80,横山典, 0.5, 75,   1,  15, 4,  5.7,⑦⑤⑦
 6, 5,Ａアｰバンテｰスト, 62,後藤浩, 1.0, 50, -24,*  6, 1,  3.3, ⑨⑦, 6,14,Ｄドレストウショウ, 58,黛弘人, 0.5, 58,*  0,  -8, 8, 49.8, ②②, 6,11,Ｅイマジンノココロヲ, 60,柴山雄, 0.9, 57,  -6,* 11, 6, 15.8,⑭⑭⑬, 6, 3,Ｂトップオブザロック, 82,中舘英, 0.6, 73,*  1,  13, 3,  5.4,④⑤③
 7, 3,Ｃエレガントステｰジ, 61,蛯名正, 1.0, 50, -13,  -4, 5,  9.3, ④⑤, 7, 6, リアルメンテ,---,内田博, 0.5, 57, -11,*  2, 5, 11.8, ⑮⑭, 7, 3,Ｈカイシュウハトバ, 54,和田竜, 0.9, 55,*  2,  -3,10, 68.2,②②③, 7, 6,Ｇリックチョモランマ, 75,柴山雄, 0.7, 75,  -1,* 17, 9, 32.6,⑩⑬⑩
 8, 8,Ｉドゥミポワント, 32,柴山雄, 1.7, 40, -24,  -3,11,240.3, ⑨⑩, 8, 9,Ｆウインプラチナム, 56,横山典, 0.6, 56,  -7,  -3, 2,  3.6, ⑨⑬, 8,12, サウンドディライト,---,田中勝, 1.4, 53,  -3,   1, 7, 28.6,⑨⑩⑩, 8, 8,Ｄケイアイスイジン, 79,石橋脩, 0.7, 72,   1,  13, 6, 12.4,④⑤⑥
 9, 2,Ｈバットマンデガジェ, 33,宮崎北, 2.0, 36, -16, -15, 9,139.6, ⑥⑦, 9,10,Ｎホクレアビｰチ, 35,武士沢, 0.9, 52, -10,  -5,13,124.9, ⑭⑭, 9,10,Ｆダンシングゴｰルド, 58,勝浦正, 1.5, 51,  -1,  -2, 8, 34.0,⑨⑦⑦, 9, 5,Ｆペイデイ, 78,江田照, 0.8, 73,   0,  14, 8, 25.9,⑫⑩⑦
10, 1,Ｄタカラクエスト, 46,中舘英, 2.6, 28, -20, -19, 7, 31.1, ⑧⑨,10,16, エイブルマリヒサ,---,伊藤直, 0.9, 52,  -4, -10, 9, 56.7, ⑦⑦,10,15,Ｉイモｰタライズ, 52,田辺裕, 1.7, 48,  -4,   2,15,304.2,⑫⑫⑪,10,14,Ｅケｰジｰムサシ, 79,野元昭, 0.9, 74,   0,  14, 5, 11.4,⑧⑩⑩
