08年 9月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 9月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,弥彦特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅデイトユアドリｰム, 53,松岡正,, 66,   0,* 13, 2,  4.5, ⑥④, 1, 4,Ｃメイショウユウシャ, 68,福永祐,, 70,*  6,*  2, 1,  2.8,①①①, 1,16,Ａホリノティアラ, 61,江田照,, 77,*  5,* 12, 1,  3.0,   , 1, 9,Ｆマイネルアラバンサ, 74,柴山雄,, 79,   9,   6, 4, 10.5, ③③
 2, 3,Ａエｰブダッチマン, 71,内田博, 0.7, 59,*  6,   1, 1,  1.5, ①①, 2, 3,Ｂモリトパラダイス, 69,吉田豊, 0.0, 71,*  5,*  4, 2,  2.9,④④④, 2, 6,Ｉマイコノエリ, 57,木幡初, 0.8, 66,*  5,   1, 3, 10.3,   , 2, 2,Ｂスｰパｰプライド, 81,内田博, 0.0, 80,   7,*  9, 1,  1.7, ④④
 3, 8,Ｊフライトマイル, 29,西田雄, 1.3, 53,*  5,  -4,12,209.4, ②②, 3, 5,Ｇオフリミッツ, 61,内田博, 0.1, 69,*  6,   1, 5, 14.0,②②②, 3,15,Ｒセントラルジョイ, 33,横山義, 1.0, 61,  -2,   2,18,383.9,   , 3,12,Ｇエイシンブイダンス, 73,松岡正, 0.4, 76,   9,   1, 3,  8.9, ④④
 4,11,Ｆクインビスティｰ, 49,勝浦正, 2.1, 47,   3,  -8, 7, 34.4, ③③, 4, 1,Ｆスズヨコンコルド, 61,千葉直, 0.4, 68,   3,*  3, 8, 23.7,⑪⑦⑤, 4, 8,Ｍコスモスｰトラ, 46,石橋脩, 1.0, 62, -11,* 10,13,112.8,   , 4, 4,Ｈシュヴァルドｰル, 73,五十嵐, 0.5, 75,   8,   1, 5, 14.4, ④④
 5, 2,Ｄエイコオミリオン, 56,田中勝, 2.1, 47,   2,  -7, 6, 34.3, ④④, 5,10,Ｄベイサイドパｰク, 65,松岡正, 1.1, 64,   2,   0, 3,  5.8,⑧⑨⑨, 5, 4,Ｇメジロドｰピｰ, 57,柴山雄, 1.1, 58, -12,*  8, 9, 21.5,   , 5, 6,Ｅコｰリンヴァリウス, 78,江田照, 0.6, 77,   1,* 17, 7, 48.8, ⑫⑫
 6, 1,Ｉキングスウィｰプ, 33,田面木, 2.2, 45,  -5,  -2,11,103.8, ⑧⑦, 6,11,Ｈタグハンタｰ, 60,勝浦正, 1.2, 63,*  6,  -8,10, 55.6,③③②, 6,14,Ｃスウェプトワｰルド, 60,吉田豊, 1.1, 60,  -2,   1, 2,  3.6,   , 6, 1,Ｃデジデｰリオ, 80,丹内祐, 0.8, 73,   7,   0, 9, 70.3, ⑦⑦
 7,13,Ｌフクノライジン, 20,中舘英, 2.7, 39, -13,   1,10, 74.0, ⑪⑪, 7,12,Ｉスガノオｰシャン, 58,小林淳, 1.7, 59,   4,  -9,12,194.3,④⑥⑤, 7,18,Ｎベストカップル, 45,内田博, 1.1, 59,  -2,   1,11, 28.9,   , 7, 5,Ｍヤマニンスプラウト, 65,中谷雄, 1.1, 69,   7,  -5,13,219.6, ⑦⑦
 8,14,Ｍリレｰションタイズ, 19,草野太, 2.9, 38,  -7,  -6,13,307.0, ⑩⑨, 8, 9,Ｌオｰミシｰサｰ, 48,和田竜, 2.0, 58,   0,  -3,13,240.8,⑭⑭⑫, 8, 9,Ｌムｰンアイル, 48,勝浦正, 1.2, 57, -20,* 12,12, 78.8,   , 8,11,Ｋトｰセンレｰサｰ, 68,勝浦正, 1.1, 70,   9, -11, 6, 20.6, ②②
 9, 4,Ｂアｰバンテｰスト, 57,後藤浩, 3.2, 36,   2, -17, 3,  7.1, ④④, 9,14,Ｅマイネルアルセｰヌ, 64,柴山雄, 2.1, 58,   4, -11, 4, 11.3,⑦⑦⑤, 9,10,Ｂヘディキウム, 60,村田一, 1.2, 60,*  5,  -5, 5, 11.3,   , 9,13,Ｊドレックセル, 70,吉田豊, 1.3, 68,   4,  -2,11, 79.2, ⑨⑨
10,12,Ｃエドノゴｰルド, 56,吉田豊, 3.2, 37,   0, -15, 8, 38.7, ⑥⑦,10,13,Ｋボｰダｰ, 54,鷹野宏, 2.3, 55,   2,  -9,11,106.2,⑨⑪⑫,10, 1,Ｅシチリアｰナ, 59,中舘英, 1.3, 58,*  5,  -6, 6, 12.4,   ,10,10,Ｌゲイリｰスティング, 67,二本柳, 1.4, 62,* 13, -24,10, 77.4, ①①
11, 9,Ｎヒロコキュｰト, -1,千葉直, 3.3, 34, -17,   0,14,315.7, ⑬⑬,11,15, ニイガッタメｰル,---,村田一, 2.5, 55,   4, -16, 7, 20.2,④④⑤,11, 5,Ｋキタサンゴｰ, 52,千葉直, 1.4, 54,  -2,  -3, 7, 17.5,   ,11, 3,Ｄナスケンウインド, 79,宮崎北, 1.9, 63,   0,   0,12,195.7, ⑨⑩
12, 7,Ｈサニｰジム, 36,柴田善, 3.5, 34, -12,  -5, 4, 22.2, ⑪⑫,12, 7,Ｊヨイチノｰス, 57,田中勝, 3.1, 51,   3, -18, 6, 16.4,⑨⑨⑩,12,11,Ｄドレストウショウ, 60,黛弘人, 1.5, 54,   2,  -7, 8, 18.2,   ,12, 7,Ｉサウザンブライト, 71,小林淳, 2.0, 63,   0,  -2, 8, 57.6, ⑬⑬
13,10,Ｏレインボｰストｰン, -5,田中剛, 3.9, 27, -19,  -4, 9, 70.6, ⑭⑬,13, 8,Ａロッチビスティｰ, 70,柄崎将, 3.3, 49,   1, -16, 9, 43.2,⑬⑫⑭,13,13,Ｏベルモントプレミア, 45,丹内祐, 1.7, 49, -14,   1,17,195.0,   ,13, 8,Ａストロングラリｰ, 83,田中勝, 3.6, 48,   2, -30, 2,  4.2, ⑪⑩
14, 5,Ｋデルマオシリス, 24,伊藤直, 4.7, 21, -18, -12,15,346.8, ⑭⑮,14, 2,Ｍサプライズエｰス, 37,西田雄, 3.5, 48,   2, -16,14,285.5,⑪⑫⑩,14, 3,Ｈコスモディスタンゲ, 57,松岡正, 1.7, 51,   0,  -9,10, 22.8,   ,,,,,,,,,,,,
15,15,Ｇステップアンドゴｰ, 38,石橋脩, 4.9, 19,  -5, -26, 5, 30.4, ⑧⑨,15, 6,Ｎモリマドンナ,-23,横山義, 6.0, 34, -12, -13,15,342.0,⑮⑮⑮,15,12,Ｆヤマニンシュエット, 58,後藤浩, 1.9, 47,  -2, -10, 4, 10.9,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,17,Ｐラビットサプライズ, 38,小野次, 1.9, 46, -20,   3,15,125.2,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 2,Ｊテンエイファルコン, 56,和田竜, 2.1, 45,  -6, -10,14,114.0,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 7,Ｑクリｰンピカタン, 36,宮崎北, 2.4, 38, -15,  -9,16,154.6,   ,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,
"単勝:450円 複勝:06=120円 03=110円 08=2,050円 枠連:220円",,,,,,,,,,,,単勝:280円 複勝:04=120円 03=120円 05=250円 枠連:360円,,,,,,,,,,,,"単勝:300円 複勝:16=140円 06=290円 15=8,990円 枠連:1,010円",,,,,,,,,,,,"単勝:1,050円 複勝:09=170円 02=110円 12=180円 枠連:240円",,,,,,,,,,,
"馬連:270円 ワイド:03-06=160円 06-08=5,720円 03-08=3,110円",,,,,,,,,,,,馬連:350円 ワイド:03-04=160円 04-05=680円 03-05=800円,,,,,,,,,,,,"馬連:1,280円 ワイド:06-16=600円 15-16=17,600円 06-15=37,860円",,,,,,,,,,,,馬連:730円 ワイド:02-09=300円 09-12=770円 02-12=290円,,,,,,,,,,,
"馬単:810円 3連複:11,570円 3連単:47,120円",,,,,,,,,,,,"馬単:700円 3連複:1,460円 3連単:5,390円",,,,,,,,,,,,"馬単:2,140円 3連複:163,380円 3連単:359,750円",,,,,,,,,,,,"馬単:2,510円 3連複:1,520円 3連単:12,380円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝2850m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1200m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSN賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａイルドロｰル, 54,福永祐,, 50,  -4,* -3, 3,  6.2, ④④, 1, 2, ヴリル,,穂苅寿,,,,, 3,  5.0,⑩⑥③, 1,15,Ａエアマックｰル, 81,福永祐,, 81,* 10,*  7, 1,  1.8,⑥②②, 1, 8,Ｄバンブｰエｰル, 90,松岡正,, 85,   9,  15, 1,  2.5, ③③
 2, 5,Ｂカツヨトワイニング, 52,大庭和, 0.2, 47,  -5,  -4, 5, 18.1, ⑤④, 2, 6, メテオバｰスト,,横山義,184.3,,,, 1,  3.3,③②②, 2, 2,Ｃアバレダイコ, 78,吉田豊, 0.8, 76,   7,*  6, 4,  8.5,⑥⑦⑧, 2,13,Ｅダイワエンパイア, 89,後藤浩, 0.0, 84,   7,* 17, 3,  6.7, ⑥④
 3,11,Ｃアイティムサシ, 49,内田博, 0.4, 44,* -3, -10, 1,  1.8, ③②, 3,13, マイネルスパｰクル,,平沢健,184.5,,,, 5, 15.1,⑨④③, 3,14,Ｅサクラリｰバポｰト, 74,内田博, 1.0, 73,   9,  -1, 6, 10.9,⑫④④, 3, 5,Ｉタイセイアトム, 84,吉田豊, 0.4, 81,   8,  12, 8, 19.6, ④④
 4,13,Ｐフランクキング,  7,松岡正, 0.6, 43,  -7,  -7,10, 91.4, ⑦⑦, 4,10, ロｰランアントレ,,宗像徹,184.6,,,, 6, 15.4,①①①, 4, 8,Ｂナイスラッキｰ, 79,勝浦正, 1.3, 73,   5,*  5, 5, 10.6,⑮⑫⑩, 4, 6,Ｂレキシントンシチｰ, 91,石橋脩, 0.5, 79,  -1,* 20,11, 45.2, ⑬⑬
 5,14,Ｄフォｰジドスチｰル, 47,柴田善, 0.6, 43, -14,*  1, 4,  6.3, ⑬⑪, 5,11, クリノダイマオｰ,,水出大,184.6,,,,10, 38.0,⑤④⑤, 5, 1,Ｇヨイチイｰスト, 72,中舘英, 2.1, 66,   7,  -4, 8, 36.6,④⑨⑩, 5, 3,Ｃシルクビッグタイム, 91,福永祐, 0.6, 79,   6,  12, 2,  5.4, ⑦⑦
 6,10,Ｉファインビｰナス, 35,田中勝, 0.7, 42, -11,  -4, 6, 30.4, ⑩⑨, 6, 5, ヒシバトル,,山本康,185.3,,,, 7, 21.7,⑦⑥⑧, 6, 9,Ｍキングスグリｰム, 61,和田竜, 2.6, 63,   8, -11, 9, 55.2,④⑤⑤, 6, 2,Ａジョイフルハｰト, 93,中舘英, 0.7, 78,* 13,   5, 7, 13.5, ①①
 7, 3,Ｈガｰネットダスク, 37,後藤浩, 1.3, 36, -17,* -3,12,109.7, ⑯⑯, 7, 7, リスティアダｰリン,,大庭和,185.3,,,, 9, 24.1,⑬⑩⑨, 7, 7,Ｄワｰルドリｰダｰ, 77,江田照, 2.7, 62,* 10, -16, 2,  7.5,②②①, 7, 7,Ｊルミナスポイント, 84,田中勝, 0.8, 78,   3,  14, 6, 13.3, ⑫⑨
 8, 7,Ｎマキノソアラ, 26,鷹野宏, 1.4, 35, -11, -12, 9, 70.9, ⑪⑪, 8, 9, トｰワベガ,,北沢伸,185.5,,,, 8, 22.9,⑤⑥⑤, 8,12,Ｈエムアイティアラ, 68,高山太, 2.9, 62,   5,  -8,12,156.3,⑬⑭⑬, 8,14,Ｋサｰプラスシンガｰ, 84,木幡初, 0.9, 75,* 11,   5, 5, 10.8, ②②
 9, 2,Ｏヒルノコスタリカ, 26,蛯名正, 1.4, 34,  -8, -16, 8, 65.1, ⑦⑦, 9, 8, ブラックファルコン,,五十嵐,185.7,,,, 2,  3.5,⑪⑩⑨, 9, 3,Ｆアイアムレギュラｰ, 74,柴田善, 3.2, 60,   7, -13, 3,  8.1,⑪⑨⑧, 9, 1,Ｇウォｰタｰオｰレ, 85,大庭和, 1.0, 76,   3,  11,13, 86.8, ⑩⑨
10, 1,Ｌスペｰスシャトル, 27,和田竜, 1.7, 31, -15, -12,13,209.7, ⑭⑭,10,12, ロランラムｰル,,柴田未,186.5,,,, 4,  6.9,④⑨⑪,10, 4,Ｊホクセツカントリｰ, 64,佐藤聖, 3.7, 54,   4, -14,15,455.6,⑭⑭⑮,10,10,Ｆゼンノコｰラル, 87,内田博, 1.2, 73,  -3,  16, 4,  9.5, ⑮⑮
11,12,Ｋタイムサイクル, 31,黛弘人, 1.7, 31, -15, -12,16,513.1, ⑭⑭,11, 4, シャコｰバニラ,,浜野谷,187.6,,,,13,100.3,②③⑤,11,10,Ｌエイワハヤブサ, 63,横山義, 3.9, 56,   5, -17,13,249.8,⑧⑫⑫,11, 4,Ｏテイエムノブシオｰ, 69,和田竜, 1.5, 71,   6,   4,14,131.6, ⑦⑦
12, 4,Ｍユウタｰセンプｰ, 26,武士沢, 2.0, 26, -11, -20,14,276.2, ⑪⑪,12, 3, マウントフォンテン,,江田勇,187.9,,,,12, 95.5,⑪⑬⑫,12, 5,Ｋヒラボクシャトル, 64,蛯名正, 4.7, 50,* 10, -33, 7, 20.2,①①②,12,11,Ｈワキノカイザｰ, 85,柴田善, 1.5, 72,   4,   7, 9, 32.5, ⑩⑨
13,15,Ｆニュｰパワｰ, 40,木幡初, 2.2, 24,  -6, -30, 7, 40.2, ⑤④,13, 1, ジョッシュ,,石神深,188.0,,,,11, 71.8,⑦⑫⑫,13, 6,Ｉセレスブレイク, 65,石橋脩, 5.5, 44,   7, -33,11,126.2,⑧⑨⑬,13, 9,Ｌワｰキングボｰイ, 80,村田一, 1.9, 68,   0,   7,15,136.5, ⑬⑬
