08年 6月28日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月28日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 1,10,Ｃビッグロｰズ, 61,古川吉,, 60,  -6,*  5, 1,  1.5, ③③, 1,10, ディｰズハイビガｰ,---,木幡初,, 58,*  0,  -9, 5,  8.0, ①①, 1,10,Ａゼネラルメデュｰム, 71,三浦皇,, 71,* 10,   2, 2,  3.4, ①①,12, 5,Ｅロリンザｰユｰザｰ, 77,秋山真, 0.0, 77,* 11,   9, 2,  5.3,②②①
 2, 6,Ｄアナザｰスタｰ, 61,木幡初, 0.2, 55,  -6,   2, 2,  5.2, ③④, 2, 1, ロイヤルダリア,---,菊沢隆, 0.1, 56, -12,   1, 7, 21.0, ⑤⑤, 2, 9,Ｄアグネスカルミア, 70,横山典, 0.4, 65,   2,   4, 1,  3.2, ④④, 1, 3,Ａアグネスマクシマム, 83,安藤勝,, 76,   4,* 18, 1,  1.6,⑩⑨⑦
 3, 4,Ｂロｰドエスクｰド, 65,三浦皇, 0.2, 57,* -3,   0, 4,  9.6, ②②, 3, 7, ディアジｰナ,---,四位洋, 0.2, 55, -11,  -1, 4,  7.7, ④③, 3, 7,Ｇトミケントラスト, 63,的場勇, 0.9, 61,   2,  -1, 3,  6.5, ④⑤, 2, 8,Ｃストｰムタイガｰ, 79,横山典, 0.5, 74,   9,  10, 4, 12.5,③③③
 4, 5,Ａチャｰムナデシコ, 68,小林徹, 0.5, 52, -14,*  4, 3,  8.8, ⑦⑥, 4,12, アｰリｰアメリカン,---,秋山真, 0.4, 53,*  0, -14, 8, 22.7, ②②, 4, 5,Ｆカシノダンク, 66,藤岡佑, 1.0, 59,  -3,   1, 5,  8.1, ⑥⑥, 3,11,Ｉスズライトアップ, 75,武幸四, 0.5, 75,   8,  11, 5, 17.0,⑤③③
 5, 1,Ｊジニアビスティｰ, 33,大江原, 1.0, 48,* -3,  -8,11,195.9, ①①, 5, 5, マイネルエルフ,---,津村明, 0.5, 52, -17,   1, 6,  8.9, ⑥⑤, 5, 8,Ｅテイエムゲンキボ, 69,菊沢隆, 1.0, 58, -10,   6, 6, 13.0, ⑨⑧, 4, 9,Ｇトワイライトワルツ, 76,四位洋, 0.8, 72,   6,  12, 9, 66.2,⑦⑦⑥
 6, 2,Ｅタッキｰファントム, 51,中村将, 1.6, 41, -12,  -7, 6, 17.0, ⑦⑥, 6,11, トｰセンモンロｰズ,---,池添謙, 0.8, 47,  -8, -12, 9, 26.1, ③③, 6, 2,Ｈオタカラボックス, 63,秋山真, 1.0, 57, -20,* 12, 7, 18.2, ⑫⑫, 5, 1,Ｈブルｰフェアプレｰ, 76,古川吉, 0.9, 73,   7,   9, 7, 29.8,⑦⑤⑤
 7, 7,Ｆカイテキファｰレン, 44,的場勇, 1.9, 37, -21,  -4, 9,122.9, ⑩⑩, 7, 4, オンフルｰル,---,安藤勝, 1.0, 44, -31,*  8, 1,  2.9, ⑩⑩, 7, 6,Ｊサチノオリｰブ, 56,津村明, 1.1, 57, -12,   7,11,135.2, ⑩⑪, 6, 2,Ｄキモンホワイト, 77,木幡初, 1.1, 68,   7,   7, 6, 23.7,③⑤⑦
 8, 8,Ｉタツビュｰティ, 37,丸田恭, 2.0, 38,  -6, -15,10,142.1, ③⑤, 8, 3, ロｰズバンク,---,藤岡佑, 1.1, 43, -32,*  8, 2,  4.6, ⑩⑩, 8, 1,Ｌゴｰルドゲスト, 43,荻野琢, 1.1, 58,  -7,   3,10, 85.7, ⑧⑨, 7, 7,Ｆエドノドリｰム, 77,菊沢隆, 1.1, 73,   3,* 16,11, 81.5,⑫⑪⑩
 9, 9, プレッソ,---,荻野琢, 2.1, 35, -23,  -5, 5, 13.4, ⑩⑩, 9, 8, クリノマックス,---,古川吉, 1.3, 41, -17,  -9,11,104.3, ⑥⑦, 9, 4,Ｉバｰニングブライト, 62,丸田恭, 1.2, 56, -12,   6, 9, 31.9, ⑩⑨, 8,10,Ｍシルキｰステラ, 67,鈴来直, 1.2, 72,   7,   9,10, 81.1,⑩⑦⑦
10, 3,Ｈメイキンタイム, 38,津村明, 2.5, 31, -17, -12, 8,117.7, ⑨⑨,10, 9, シルクバラッド,---,三浦皇, 2.0, 32, -24, -12,10, 43.8, ⑧⑧,10, 3,Ｋアウレウス, 51,大野拓, 1.3, 56,  -3,  -1,12,136.5, ⑥⑥, 9, 6,Ｊソブリンブライト, 75,丸田恭, 1.5, 69,   2,  14,12,236.2,⑫⑪⑫
11,11,Ｇツルギサンゼンコウ, 39,郷原洋, 2.8, 29,  -9, -20, 7, 80.0, ⑥⑥,11, 6, ユウリョク,---,柴原央, 2.2, 30, -25, -13,12,109.2, ⑧⑧,11,11,Ｃマコトジンライ, 70,北村友, 2.0, 50,* 10, -16, 8, 20.9, ②②,10,12,Ｋインスパイアリング, 74,小林徹, 2.6, 61,   3,   2, 8, 64.9,⑦⑩⑩
,,,,,,,,,,,,12, 2, ディナルアルプス,---,横山典, 2.5, 25, -40,  -3, 3,  6.3, ⑫⑫,12,12,Ｂフォレストジャガｰ, 70,小林徹, 2.3, 47,   5, -16, 4,  7.1, ③②,11, 4,Ｂヒシアスペン, 80,池添謙, 2.6, 57,* 11, -14, 3,  6.7,①①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｌアタゴハヤブサ, 72,小島太, 3.9, 53,   1,  -5,13,306.4,⑤⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
単勝:150円 複勝:10=110円 06=120円 04=210円 枠連:290円,,,,,,,,,,,,"単勝:800円 複勝:10=220円 01=430円 07=260円 枠連:4,800円",,,,,,,,,,,,単勝:340円 複勝:10=150円 09=160円 07=170円 枠連:710円,,,,,,,,,,,,単勝:160円 複勝:03=110円 08=260円 11=250円 枠連:750円,,,,,,,,,,,
馬連:260円 ワイド:06-10=150円 04-10=360円 04-06=450円,,,,,,,,,,,,"馬連:4,010円 ワイド:01-10=1,430円 07-10=810円 01-07=1,810円",,,,,,,,,,,,馬連:760円 ワイド:09-10=300円 07-10=480円 07-09=460円,,,,,,,,,,,,"馬連:930円 ワイド:03-08=370円 03-11=450円 08-11=1,130円",,,,,,,,,,,
馬単:420円 3連複:840円,,,,,,,,,,,,"馬単:7,060円 3連複:7,440円",,,,,,,,,,,,"馬単:1,500円 3連複:1,440円",,,,,,,,,,,,"馬単:1,130円 3連複:2,530円 3連単:7,170円",,,,,,,,,,,
■ 3R  芝2600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 6R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅテイエムモモタロｰ, 55,池添謙,, 60,   6,*-15, 6, 18.0,④④②, 1, 2,Ｉダイワスピリット, 39,武幸四,, 72,*  4,* -1, 3,  7.5,①①①, 1,11,Ｅプラテアｰド, 74,安藤勝,, 78,*  3,* 19, 1,  1.8,②②①, 1, 2,Ｅヴィヴァチッシモ, 69,青木芳,, 71,   4,*  2, 3,  8.0, ⑧⑥
 2, 8,Ｂシングルショット, 61,藤岡佑, 0.0, 59,*  7, -19, 1,  2.1,①①①, 2, 3,Ｇシｰエンプレス, 56,中村将, 1.1, 60,   0,  -9, 8, 17.7,⑩⑧⑦, 2,10,Ｆブリリアントタイム, 73,木幡初, 0.7, 72,*  2,  15, 3, 10.1,③③②, 2, 1,Ｃフリｰダムエアｰ, 71,松田大, 0.1, 75,* 13,  -8, 2,  3.6, ②②
 3, 2,Ｃスズカゲイル, 60,安藤勝, 0.0, 61,   7,*-11, 2,  4.3,⑥⑤⑤, 3, 1,Ｂアストレアピｰス, 62,横山典, 1.1, 61,   2, -10, 6, 12.4,③⑤④, 3, 3,Ｄトウショウアラジン, 74,津村明, 0.8, 73,   1,  16, 9, 20.6,⑧⑥④, 3,13,Ａアドマイヤプルｰト, 80,安藤勝, 0.2, 69,   7,  -3, 1,  2.0, ⑦⑥
 4, 5,Ａエムオｰフィｰバｰ, 63,古川吉, 1.1, 53,   7, -28, 3,  4.4,④⑤⑦, 4,10,Ｄフロイラインロｰゼ, 61,安藤勝, 1.2, 58,   2, -14, 2,  3.8,⑪④④, 4, 5,Ｊベルモントゴラッソ, 69,池添謙, 0.9, 71,*  2,  13, 5, 12.2,⑤③③, 4, 8,Ｊバロンダンス, 62,北村友, 0.2, 73,  10,  -5, 8, 36.4, ⑤⑥
 5, 1,Ｈサンサンサン, 51,丸田恭, 1.2, 51,   6, -31, 8, 61.0,⑧⑤③, 5, 5,Ｅブラボｰデイジｰ, 60,北村友, 1.3, 59,   1, -14, 5, 12.3,⑥⑤④, 5, 1,Ｉロングエンパイヤ, 69,小林徹, 1.3, 72,  -2,* 17,10, 32.8,⑪⑪⑩, 5, 4,Ｆヤマカツシリウス, 69,池添謙, 0.3, 66,   3,   0, 5, 17.6, ⑩⑨
 6, 3,Ｄマイネルゼニット, 58,津村明, 1.3, 52,*  7, -36, 5, 11.3,②②③, 6, 6,Ｆメジロミニｰ, 60,三浦皇, 1.3, 61,   1,  -9, 7, 14.0,⑨⑧⑦, 6,12,Ｃマｰベラスアロｰ, 75,北村友, 1.5, 66,   1,  11, 4, 12.0,⑥⑥⑥, 6,12,Ｄアグネスムｰン, 71,四位洋, 0.3, 65,  -4,*  6, 6, 18.6, ⑫⑪
 7, 9,Ｆキョウエイライジン, 54,大江原, 1.8, 48,   5, -34, 9, 67.5,⑥⑧⑧, 7, 4,Ｃアドマイヤジョイ, 62,的場勇, 1.5, 55,   1, -16, 4,  8.7,④⑦⑦, 7, 4,Ｌブチカマシ, 62,大野拓, 1.5, 71,  -1,  15,11,106.8,⑧⑨⑩, 7, 3,Ｈアポロアパッチ, 65,津村明, 0.6, 67,  10, -10,11,106.2, ⑤③
 8, 7,Ｇスプリングロック, 53,長谷川, 2.5, 47,*  8, -51, 7, 20.5,②②⑥, 8,12,Ａテイエムクロカミ, 68,池添謙, 1.6, 54,*  3, -22, 1,  2.5,④②②, 8, 2,Ｂユｰガットテｰスト, 75,藤岡佑, 1.7, 67,*  2,   7, 7, 17.1,③③⑥, 8,10,Ｂペチカ, 77,横山典, 0.7, 66,  12, -14, 4,  9.1, ④③
 9, 4,Ｉプライドエンブレム, 50,四位洋, 4.4, 15,   2, -62, 4, 10.8,⑨⑨⑨, 9,11,Ｊサンデｰギャロップ, 31,大野拓, 2.3, 50,  -3, -20,12,235.3,⑧⑩⑩, 9, 9,Ｇリアルヴィクトリｰ, 72,四位洋, 1.7, 67,  -1,  12, 6, 16.7,⑪⑨⑨, 9, 5,Ｉケイエスバウアｰ, 63,小林徹, 0.8, 61,   4,  -8, 9, 91.1, ⑧⑨
,,,,,,,,,,,,10, 8,Ｈプリティアリエル, 47,四位洋, 2.7, 45,*  3, -38, 9, 45.7,②②②,10, 7,Ｈキラメキパスワｰド, 71,三浦皇, 2.5, 61,   1,   3, 8, 20.5,⑧⑥⑥,10, 6,Ｇフレンチムスメ, 66,大野拓, 0.9, 60,   0,  -5,12,107.3, ⑪⑪
,,,,,,,,,,,,11, 9, タイニｰシャイナｰ,---,大江原, 3.9, 36,  -3, -41,11, 74.8,⑥⑪⑪,11, 6,Ｋユキノスバル, 65,丸田恭, 2.8, 60,  -2,   4,12,201.3,⑥⑪⑫,11, 7,Ｍファインドロップ, 54,菊沢隆, 1.6, 56,* 16, -30, 7, 22.9, ①①
,,,,,,,,,,,,,,,,,,,,,,,,12, 8,Ａアグネスマｰズ, 75,長谷川, 3.0, 59,*  3,  -6, 2,  5.7,①①④,12, 9,Ｌマチカネモンスｰン, 56,古川吉, 1.6, 55,* 14, -27,10, 95.0, ②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｋミサトマｰブル, 57,丸田恭, 2.2, 48, -16,  -7,13,235.7, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-9),,,,,,,,,,,
"単勝:1,800円 複勝:06=270円 08=110円 02=140円 枠連:2,040円",,,,,,,,,,,,"単勝:750円 複勝:02=300円 03=510円 01=340円 枠連:5,660円",,,,,,,,,,,,単勝:180円 複勝:11=130円 10=270円 03=350円 枠連:540円,,,,,,,,,,,,"単勝:800円 複勝:02=180円 01=130円 13=110円 枠連:1,740円",,,,,,,,,,,
"馬連:1,830円 ワイド:06-08=490円 02-06=810円 02-08=200円",,,,,,,,,,,,"馬連:6,910円 ワイド:02-03=2,030円 01-02=1,600円 01-03=1,800円",,,,,,,,,,,,"馬連:1,050円 ワイド:10-11=400円 03-11=860円 03-10=2,520円",,,,,,,,,,,,"馬連:1,510円 ワイド:01-02=450円 02-13=400円 01-13=180円",,,,,,,,,,,
"馬単:5,920円 3連複:2,020円",,,,,,,,,,,,"馬単:12,270円 3連複:15,470円",,,,,,,,,,,,"馬単:1,330円 3連複:5,620円 3連単:18,760円",,,,,,,,,,,,"馬単:3,750円 3連複:1,160円 3連単:11,580円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
