08年 8月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 8月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信濃川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａプロスアンドコンズ, 61,福永祐,, 63,  -4,* 10, 1,  1.4, ⑧⑨, 1,12,Ｃアイディリック, 62,内田博,, 64,*  2,*  8, 3,  6.3,②②②, 1,18,Ｅイケドラゴン, 59,小野次,, 74,*  9,* -7, 6, 13.0,①①①, 1, 4,Ｂシゲルタック, 79,田中勝,, 89,   5,* 20, 3,  5.9, ⑦⑦
 2, 4,Ｂミッキｰペトラ, 57,内田博, 0.4, 56,*  0,  -4, 2,  6.2, ①①, 2, 6,Ｇマイネルメテオｰル, 57,石橋脩, 0.1, 61,*  2,   6, 7, 20.3,①①①, 2, 3,Ｂムｰンストリｰト, 66,田中博, 0.0, 74,*  8,* -4, 2,  4.3,⑩③②, 2, 7,Ｄスｰパｰプライド, 79,内田博, 0.2, 83,*  7,  11, 2,  4.8, ③③
 3, 8,Ｄウインスカイハイ, 53,江田照, 0.4, 56,* -1,  -1, 6, 28.9, ③③, 3, 4,Ｂモリトパラダイス, 63,吉田豊, 0.4, 63,   0,*  9, 2,  3.8,⑦⑦⑦, 3,16,Ａハナノカカリチョウ, 66,内田博, 0.1, 73,*  8,* -3, 3,  5.7,⑩⑥⑤, 3,10,Ｆモエレカトリｰナ, 77,吉田豊, 0.5, 82,   5,  13, 6, 19.2, ⑧⑦
 4, 9,Ｆメジロワｰロック, 48,吉田豊, 0.5, 57,  -7,*  7, 5, 20.6, ⑪⑪, 4, 5,Ａグロリアスメモリｰ, 71,福永祐, 0.5, 61,*  1,   5, 1,  2.4,③③③, 4, 4,Ｏカｰネルインチｰフ, 51,二本柳, 1.4, 60,   6, -17,14, 60.1,⑭⑨⑦, 4, 6,Ａオリエンタルヨｰク, 83,柴田善, 0.9, 76,*  8,   0, 1,  1.9, ①①
 5,11,Ｋクリノメダリスト, 36,勝浦正, 1.1, 52,  -8,   0,11,149.5, ⑬⑬, 5, 2,Ｄトｰセンゴダｰル, 61,田中勝, 1.2, 59,  -3,*  8, 4,  7.7,⑫⑪⑪, 5,15,Ｌビｰビｰディｰバ, 53,柴田善, 1.6, 59,   4, -16,13, 46.3,⑰⑬⑪, 5, 1,Ｉエフティイカロス, 72,蛯名正, 0.9, 77,*  8,   3, 5, 12.3, ③③
 6,10,Ｇマイネルプライゼン, 46,柴山雄, 1.4, 44,  -4, -12, 4, 19.3, ⑤⑤, 6, 7,Ｉパｰプルコランダム, 55,後藤浩, 1.3, 54,*  1,  -2, 6, 14.3,④③③, 6, 2,Ｑトウショウスケｰル, 46,吉田豊, 1.7, 58,   4, -15,18,252.5,⑯⑯⑭, 6, 2,Ｅリネンフィｰルド, 78,南田雅, 1.1, 74,   6,   1, 4, 10.6, ⑤⑤
 7, 7,Ｃキングマジック, 55,松岡正, 1.5, 43,  -4, -14, 3,  8.9, ⑤⑤, 7, 1,Ｈフラッグラッシュ, 55,松岡正, 1.5, 54,   0,  -3, 5, 12.6,⑤⑤⑤, 7,13,Ｒサクラロミオ, 43,村田一, 2.0, 56,   5, -26,10, 33.2,⑭⑨⑦, 7, 3,Ｇコｰリンヴァリウス, 75,江田照, 1.1, 77,   2,  13,10, 65.5, ⑩⑩
 8, 2,Ｊトラストブルｰ, 40,田中勝, 1.6, 44,  -7, -10,10,137.7, ⑪⑪, 8,13,Ｏニシノカリスマ, 19,田中博, 1.8, 53,  -2,   0,11, 98.7,⑩⑨⑨, 8, 1,Ｋミヤギフェアリｰ, 53,柴山雄, 2.1, 55,   4, -22,11, 39.4,⑩⑬⑭, 8, 5,Ｃプジュリ, 79,松岡正, 1.3, 74,   3,   4, 8, 26.2, ⑧⑨
 9, 1,Ｉアヴェニュｰドｰル, 43,中舘英, 2.0, 39,  -5, -19, 7, 36.5, ⑧⑦, 9,11,Ｍリバｰブレイブ, 42,横山義, 1.9, 53,  -2,   0,13,179.2,⑨⑨⑨, 9, 7,Ｎロｰランスカイ, 52,福永祐, 2.1, 55,*  8, -34, 7, 19.5,⑦③②, 9, 9,Ｊトｰセンレｰサｰ, 72,柴山雄, 1.5, 68,*  8,  -9, 7, 21.8, ②②
10, 5,Ｈシルクバクシン, 43,武士沢, 2.1, 37,  -5, -20, 9, 44.1, ⑤⑦,10, 3,Ｆダイワダイナミック, 57,蛯名正, 2.7, 48,  -6,  -1, 9, 47.9,⑭⑬⑬,10, 6,Ｄマイネルビビッド, 60,後藤浩, 2.2, 53,*  9, -39, 1,  4.3,②②②,10, 8,Ｈアクティブアクト, 74,田中博, 1.5, 71,   6,  -5, 9, 33.3, ⑤⑤
