08年11月 9日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月 9日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤湯特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂメイショウロｰツェ, 53,荻野琢,, 66,* -3,* 12, 2,  2.6,①①①, 1,13,Ａリリｰレインボｰ, 76,北村友,, 67,*  3,   8, 1,  1.6, ②②, 1, 4,Ｆグレｰトキャプテン, 68,田辺裕,, 64,   0,*  7, 9, 43.4,⑦⑧⑦, 1,10,Ｃタｰニングポイント, 70,宮崎北,, 68,* -4,   9, 2,  5.0, ②②
 2,11,Ａニュｰパワｰ, 61,三浦皇, 0.3, 61,* -5,* 12, 1,  1.9,②②②, 2,15,Ｇラスカルデュｰク, 65,古川吉, 1.2, 59,  -8,   8, 6, 18.7, ⑪⑧, 2,13,Ｎショウナンナイト, 57,松田大, 0.0, 67,   1,   4, 8, 31.7,③③③, 2, 9,Ｈサザンギャラクシｰ, 64,藤岡康, 0.2, 66, -14,* 16, 6, 13.8, ⑫⑪
 3, 4,Ｇビュｰティファイン, 41,津村明, 1.5, 52,  -7,   4, 3,  9.7,⑧③③, 3, 4,Ｋサウンドディｰバ, 63,宮崎北, 1.2, 57,*  4,  -3,14,102.0, ①①, 3, 7,Ｇキタサンナポレオン, 67,大野拓, 0.1, 66,  -1,   6,11, 58.6,⑬⑧⑤, 3, 7,Ｎシルクストレングス, 59,芹沢純, 0.2, 65,* -2,   4, 7, 17.1, ①①
 4, 5,Ｈクレバｰチｰコ, 40,宮崎北, 1.8, 51,  -8,   6,13,110.3,⑦⑦⑤, 4, 8,Ｎテングジョウ, 58,柄崎将, 1.3, 55, -17,* 13,12, 88.0, ⑮⑫, 4,14,Ｈエイトシｰド, 66,大庭和, 0.1, 67,  -2,*  9, 7, 17.5,⑫⑫⑩, 4, 3,Ｇマスタｰオブゲｰム, 65,木幡初, 0.2, 65,  -7,   9, 1,  2.7, ⑥⑥
 5, 8,Ｋバットマンデガジェ, 31,西田雄, 2.6, 45,  -8,  -1, 4, 19.0,④⑤⑥, 5,10,Ｆタキオンシチｰ, 67,藤岡康, 1.3, 57,*  3,  -3, 4, 14.5, ②③, 5, 2,Ｂヒカリコｰズウェｰ, 74,中村将, 0.2, 65,  -2,*  8, 2,  3.8,⑩⑫⑩, 5,12,Ｄコスモジャイロ, 69,丸田恭, 0.3, 63,  -6,   7,11, 43.6, ③②
 6,10,Ｅヒルノカンクン, 44,千葉直, 3.0, 42,  -9,  -4, 9, 69.4,⑤⑦⑧, 6,12,Ｃホトダｰ, 69,西田雄, 1.4, 55,  -2,   1, 5, 17.6, ⑤⑤, 6,11,Ｄジョイザラス, 72,三浦皇, 0.2, 62,*  3,  -1, 3,  4.5,⑦②②, 6, 2,Ｌマルサンテクニカル, 60,古川吉, 0.4, 65, -16,* 16, 5, 11.7, ⑭⑪
 7, 9,Ｃカシノクリス, 47,丸田恭, 3.0, 43,  -7,  -8,10, 71.2,②③④, 7, 5,Ｈシルキｰキュｰト, 64,梶晃啓, 1.4, 55,  -2,   0, 9, 29.5, ⑤④, 7,12,Ｅテスタロッサ, 70,荻野琢, 0.4, 65,  -1,   3, 4,  9.2,⑤⑥⑥, 7, 4,Ａタケイチゼット, 71,北村友, 0.4, 64, -15,* 14, 4,  9.3, ⑫⑪
 8, 2,Ｉカムイヒカル, 36,高橋智, 3.1, 44,  -9,  -3,12,109.7,⑨⑨⑦, 8,14,Ｂブラックスティング, 73,中村将, 1.5, 54,   0,  -2, 2,  7.7, ④⑥, 8, 9,Ａヒロノグレガ, 75,木幡初, 0.4, 62,   1,   1, 1,  3.0,⑩④③, 8, 1,Ｂメイショウジェイ, 70,飯田祐, 0.5, 61, -11,   9, 3,  5.8, ⑨⑨
 9, 6,Ｊサラスヴァティｰ, 36,北村友, 3.7, 40, -12,  -2,11, 81.1,⑪⑫⑨, 9, 2,Ｊアルｰリングライン, 63,芹沢純, 1.5, 55,  -6,   3,13,100.0, ⑩⑧, 9, 8,Ｉメイショウシオギリ, 64,赤木高, 0.5, 62,  -2,   3,10, 44.5,③⑧⑩, 9, 6,Ｆナスザン, 66,的場勇, 0.5, 60,  -7,   5, 9, 23.6, ⑥⑥
10, 7,Ｆテンブレイク, 42,黛弘人, 4.2, 36, -11, -11, 7, 39.3,⑪⑪⑨,10, 3,Ｍセレナダンス, 61,加藤士, 1.7, 52, -19,* 13,15,137.4, ⑯⑮,10, 5,Ｍカピタｰノ, 59,中谷雄, 0.6, 61,*  3,  -4, 5, 12.2,①①①,10, 8,Ｏストロングジョイス, 57,池崎祐, 0.7, 59, -11,   7,15,131.0, ⑨⑨
11, 1,Ｄキングオブザカラｰ, 45,木幡初, 4.4, 35, -13,  -8, 8, 43.7,⑬⑫⑬,11, 7,Ｉベルモントバレット, 64,中舘英, 1.7, 53,  -9,   4, 7, 23.5, ⑫⑪,11,15,Ｋルクラｰジュ, 63,西田雄, 1.2, 56,   1,  -6,15,233.4,⑤④⑦,11, 5,Ｊマイグッドフェロｰ, 62,赤木高, 0.9, 58, -19,  12,14,119.2, ⑮⑮
12, 3,Ｍシゲルマヤサン, -7,赤木高, 4.5, 33,  -9, -16, 6, 29.5,⑩⑨⑨,12, 6,Ｄキングベガロｰド, 69,安藤光, 1.9, 50,  -2,  -4,10, 33.7, ⑤⑦,12, 6,Ｌブルｰスコｰピオン, 61,田面木, 1.4, 57,  -2,  -2,12,132.4,⑬⑫⑬,12,11,Ｍベタｰデイズ, 60,畑端省, 1.1, 54,  -8,  -1,12, 72.9, ⑧⑧
13,13,Ｌカイケツクロズキン, 28,大野拓, 5.5, 27,  -8, -27, 5, 19.7,⑤⑤⑨,13, 9,Ｐシグナルパス, 50,木幡初, 2.2, 47, -13,   3,11, 73.8, ⑬⑬,13, 3,Ｃキンシニュｰストン, 73,古川吉, 1.5, 59,  -3,  -1, 6, 14.1,⑦⑮⑮,13,16,Ｋアルファジュリア, 60,大庭和, 1.2, 51, -12,   2,13,100.1, ⑨⑪
,,,,,,,,,,,,14,11,Ｏカリキュレイタｰ, 51,馬渕繁, 2.4, 46, -14,   2,16,509.4, ⑬⑮,14, 1,Ｊエクスハイタッチ, 63,柄崎将, 2.0, 53,   0, -10,14,173.7,⑮⑧⑨,14,13,Ｉドナヴィラｰジュ, 63,津村明, 1.2, 54,  -5,  -4, 8, 21.5, ③④
,,,,,,,,,,,,15,16,Ｌプライドオブキング, 62,三浦皇, 3.1, 39,  -3, -14, 3,  9.9, ⑤⑩,15,10, ヘブンリｰゲｰト,---,宮崎北, 2.3, 48,   0, -14,13,134.3,②⑥⑭,15,15,Ｅロｰレルエルヴェル, 67,田辺裕, 1.3, 51,  -5,  -6,10, 29.9, ③④
,,,,,,,,,,,,16, 1,Ｅウインカスケｰド, 67,津村明, 3.5, 36,  -4, -16, 8, 25.5, ⑨⑬,,,,,,,,,,,,,16,14,Ｐエプソムラヴソング, 47,安藤光, 2.6, 36, -18,  -9,16,338.7, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
単勝:260円 複勝:12=110円 11=110円 04=170円 枠連:160円,,,,,,,,,,,,単勝:160円 複勝:13=110円 15=400円 04=970円 枠連:400円,,,,,,,,,,,,"単勝:4,340円 複勝:04=970円 13=760円 07=1,630円 枠連:3,090円",,,,,,,,,,,,"単勝:500円 複勝:10=190円 09=400円 07=480円 枠連:2,920円",,,,,,,,,,,
