08年 5月17日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月17日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,川越特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7, シャンスイ,---,内田博,, 63,* -9,*  9, 4,  8.1, ②②, 1, 3, ブラックレディ,,蓑島靖,,,,, 9, 49.4,②②③, 1, 5,Ａナショナルホリデｰ, 72,内田博,, 82,* -6,* 18, 1,  1.6,④④③, 1, 8,Ａテイエムアタック, 84,後藤浩,, 85,   4,* 25, 1,  2.7, ⑩⑩
 2,14,Ａアデニウム, 65,吉田隼, 0.0, 63,*-11,* 10, 1,  3.6, ③③, 2, 2, ブラウマイスキｰ,,石神深,201.2,,,, 6, 15.2,⑥⑤⑤, 2, 6,Ｈスタリオンシチｰ, 60,後藤浩, 0.3, 76,* -6,  12, 3,  5.9,①①①, 2,13,Ｈケンブリッジマイア, 74,江田照, 0.4, 77,* 13,   5,14, 82.9, ①①
 3, 4,Ｂトｰセンバスケット, 61,加藤士, 0.5, 58,*-11,   5, 3,  4.2, ③③, 3, 5, マイネルデネブ,,金子光,201.6,,,, 1,  1.8,③②①, 3, 1,Ｂサンアイブライト, 71,藤田伸, 0.4, 77,  -7,  13, 2,  5.3,②②④, 3,11,Ｋパパラチア, 73,安藤勝, 0.8, 75,   3,  15, 9, 20.4, ⑫⑪
 4, 8,Ｇクインマキシマム, 50,吉田豊, 0.9, 58, -19,* 13,12, 66.3, ⑫⑪, 4,12, フュノンガルウ,,江田勇,203.2,,,, 5, 12.9,③⑤⑤, 4, 8,Ｇデザフィオ, 61,武豊  , 0.8, 70,* -6,   5, 5, 11.2,②②②, 4, 5,Ｄアグネストカチ, 78,藤岡佑, 0.8, 75,   4,  12, 2,  5.5, ⑧⑦
 5,16,Ｃハナヤッコ, 58,千葉直, 0.9, 56, -14,   6, 7, 17.7, ⑤⑦, 5,13, ジュラナスリング,,横山義,203.2,,,, 4,  9.5,③②③, 5, 4,Ｃイブキレボルシオン, 68,左海誠, 1.1, 67,  -7,   3, 6, 29.6,⑦⑤④, 5, 7,Ｇサララ, 76,勝浦正, 0.9, 77,   0,* 19, 8, 20.2, ⑯⑯
 6, 2,Ｅジャスミンロｰズ, 53,藤田伸, 1.0, 53,* -9,  -2, 2,  4.2, ①①, 6, 6, グランドアムｰル,,五十嵐,203.3,,,,12, 88.5,⑪⑧⑧, 6, 2,Ｆニシノロドリゲス, 63,千葉直, 1.2, 67,  -7,   5, 4, 11.2,⑤⑤⑦, 6, 3,Ｆチョウカイファイト, 77,武豊  , 1.1, 73,   3,  12, 3,  5.9, ⑮⑪
 7, 9,Ｄアドバンスリバｰ, 55,柴田善, 1.6, 50, -16,   3, 8, 23.8, ⑧⑧, 7,11, ミウラマリリン,,宗像徹,203.9,,,, 8, 29.6,⑫⑩⑨, 7, 7,Ｄバｰニングラブ, 66,郷原洋, 1.4, 66,  -7,   2, 8, 70.3,⑤⑦⑦, 7, 1,Ｊグッドキララ, 74,小野次, 1.1, 72,*  8,   2, 7, 15.7, ③③
 8,12,Ｋリップサｰビス, 46,田中勝, 1.6, 52, -19,   6, 5, 13.5, ⑫⑪, 8,14, メジロレグルス,,浜野谷,204.9,,,, 2,  5.9,①①②, 8, 3,Ｅノボタイタン, 63,大庭和, 1.8, 59,  -7,  -5, 7, 39.1,⑦⑦⑥, 8, 9,Ｅノｰフォｰクパイン, 78,蛯名正, 1.1, 74,   3,  12, 6, 14.5, ⑫⑪
