08年 8月 9日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 8月 9日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 4R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北洋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｅメイショウコウセイ, 52,池添謙,, 59,  -8,*  2, 3, 10.0, ②②, 1, 4,Ｄランブルジャンヌ, 63,的場勇,, 65,*  0,*  1, 1,  2.2, ①①, 1, 7,Ａサンタドレス, 82,三浦皇,, 77,*  7,   2, 1,  2.2, ①①, 1, 2,Ａタイカｰリアン, 77,安藤勝,, 81,  13,* -1, 1,  2.6,⑪⑩⑦
 2, 4,Ｂディアテクノバトル, 54,丸田恭, 0.2, 57,  -9,*  1, 5, 15.0, ②②, 2,11,Ｇアメリカンヒロイン, 60,津村明, 0.7, 58,* -3,  -3, 6, 21.5, ②②, 2, 4,Ｅアンソロジｰ, 67,北村友, 0.8, 68,  -2,   1, 2,  3.2, ④④, 2, 4,Ｍタガノヴァレオ, 65,秋山真, 0.0, 80,  14,  -5, 6, 16.6,⑨⑤③
 3,11,Ｄトｰセンモンロｰズ, 52,四位洋, 0.8, 51,* -5,  -7, 2,  6.3, ①①, 3, 5,Ｈアスタｰヘイロｰ, 57,秋山真, 0.7, 57, -13,*  3, 7, 26.6, ⑨⑦, 3, 9,Ｂギブミｰアチャンス, 73,菊沢隆, 0.8, 67, -11,* 10, 5, 19.4, ⑫⑬, 3,13,Ｆファイブスタｰ, 70,池添謙, 0.0, 80,  14,  -5, 7, 17.2,⑦⑤①
 4, 3,Ｃサルバドｰルアスカ, 54,横山典, 0.9, 49, -14,  -2, 4, 14.2, ④⑤, 4, 7,Ｃカオリホｰク, 63,三浦皇, 0.8, 55,  -8,  -2, 4,  8.2, ④③, 4,14,Ｄフランシｰル, 67,横山典, 0.9, 65,*  0,  -3, 4,  9.6, ②③, 4, 7,Ｅショウナンライジン, 71,藤田伸, 0.1, 80,  14,* -4, 2,  3.7,⑪⑧③
 5, 5,Ａグランプリエンゼル, 63,安藤勝, 0.9, 50, -16,  -1, 1,  1.4, ④④, 5, 2,Ａショウグンリｰダｰ, 68,田嶋翔, 0.8, 55, -10,*  0, 2,  4.4, ⑥⑤, 5, 8,Ｊユキノマｰヴェラス, 59,木幡初, 1.0, 65, -14,* 10,12,124.9, ⑭⑮, 5,14,Ｊキングバｰド, 68,菊沢隆, 0.4, 78,  12,* -2,10, 21.9,⑭⑬⑩
 6, 2,Ｈイｰサンヘモス, 46,藤田伸, 1.1, 47, -22,*  1, 6, 24.9, ⑥⑥, 6, 6,Ｆホワイトチャｰム, 60,大野拓, 0.9, 56,  -5,  -4, 8, 29.2, ②③, 6,12,Ｃメジロアリエル, 70,藤田伸, 1.0, 64,*  2,  -6, 3,  6.8, ②②, 6,12,Ｃメイショウベｰネ, 72,大野拓, 0.9, 73,  13, -13, 9, 21.1,⑨⑩⑤
 7, 6,Ｊエフロレス, 42,藤岡佑, 1.7, 41, -21,  -4, 8, 26.5, ⑥⑧, 7, 3,Ｂロｰレルウェンス, 64,木幡初, 1.2, 51,  -8,  -4, 5,  8.7, ⑤⑤, 7,11,Ｆジェヴォｰナ, 65,池添謙, 1.3, 61,  -7,   0, 7, 30.3, ⑨⑧, 7, 8,Ｂナチュラルウェｰブ, 72,ホワイ, 1.2, 71,  13, -15, 8, 20.5,⑬⑫⑤
 8, 9,Ｇミスアサｰト, 47,松田大, 1.7, 42, -25,  -2,10, 91.5, ⑨⑨, 8, 1,Ｊエイトシｰド, 55,郷原洋, 1.7, 47, -10,  -8, 9, 38.3, ⑥⑦, 8, 1,Ｍゴｰルドゲスト, 54,荻野琢, 1.4, 59,  -7,  -2,14,206.0, ⑨⑪, 8, 9,Ｇインテンスブルｰ, 69,三浦皇, 1.4, 68,* 16, -27, 3,  8.2,④②②
