08年 6月22日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月22日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,横手特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａハイデフィニション, 67,中舘英,, 55,*  4,  -2, 1,  1.8, ③③, 1,11,Ｌシビルウォｰ, 34,吉田豊,, 68,  -3,* 11, 8, 21.1,⑧⑩⑨, 1,15,Ｃリボンノキシ, 81,中舘英,, 86,* 14,*  9, 1,  2.6, ①①, 1,10,Ｋスマｰトサイクロン, 74,石橋脩,, 79,*  2,* 20, 7, 25.2,③③②
 2,13, トｰセンビレッタ,---,黛弘人, 0.1, 56,*  7,  -5, 5, 17.0, ②②, 2,12,Ａリモｰネシチｰ, 63,宮崎北, 0.8, 57,* -1,  -1, 4,  6.3,②②②, 2, 7,Ｂトｰセンセイント, 84,小野次, 0.2, 82,* 11,*  9, 2,  3.4, ②②, 2, 1,Ｃポｰカｰフェイス, 80,内田博, 0.4, 77,   1,  18, 1,  2.9,⑤④③
 2, 6,Ｄスズカエルマンボ, 60,後藤浩, 0.1, 54,  -7,   7, 3,  9.0, ⑨⑪, 3, 2,Ｂトｰセンバスケット, 63,加藤士, 1.1, 58,  -3,  -1, 2,  4.0,⑥⑥⑥, 3, 2,Ａスズノネイビｰ, 84,後藤浩, 1.2, 72,   6,   5, 3,  3.8, ⑥⑥, 3,11,Ｇシベリアンライオン, 78,蛯名正, 0.5, 77,   1,  17, 9, 28.4,⑥④③
 4, 2,Ｃロングナイト, 63,松岡正, 0.2, 55,  -2,   3, 4, 16.6, ④④, 4, 1, ラグｰナヒルズ,---,内田博, 1.3, 55,  -2,  -2, 6, 15.9,⑮⑥③, 4,16,Ｊベルモントリボン, 69,勝浦正, 1.3, 72,   6,   4, 6, 23.0, ⑥⑤, 4, 5,Ｂスプリングヘッド, 83,松岡正, 0.7, 77,  -1,  19, 3,  3.9,⑨⑧⑥
 5,14,Ｂトｰセンベルベット, 64,柴田善, 0.3, 52,  -8,   6, 2,  3.4, ⑪⑨, 5, 8,Ｆフジベガ, 52,小島太, 1.4, 57,  -3,  -2,11, 44.2,⑧⑨⑨, 5,14,Ｌエスユｰペニｰ, 66,田中博, 1.5, 71,   8,   1, 8, 40.8, ③③, 5, 7,Ａダイワルビア, 83,武士沢, 0.7, 75,*  3,  13, 2,  3.6,②②①
 6, 5,Ｈエビアンビュｰティ, 50,大庭和, 0.8, 48, -10,   3,10, 59.3, ⑫⑪, 6, 6, ジョウノファイタｰ,---,戸崎圭, 1.6, 57,  -9,*  8, 3,  5.7,⑫⑭⑬, 6, 1,Ｋロイヤルタバスコ, 67,田中勝, 1.5, 69,   2,   5,11, 56.4, ⑩⑩, 6, 2,Ｄスナｰクユｰチャン, 80,戸崎圭, 1.1, 75,   0,  16, 4, 10.5,⑦⑧⑨
 7,12,Ｅサマｰシルクロｰド, 53,柴山雄, 0.8, 48, -21,* 13, 7, 34.5, ⑬⑬, 7, 4,Ｄエレガントフラッグ, 60,田中勝, 1.9, 53,  -1,  -9, 1,  3.8,④⑤⑥, 7, 9,Ｅブルｰカｰディナル, 73,吉田豊, 1.5, 69,   4,   3, 7, 25.3, ⑥⑧, 7, 3,Ｈゴｰルドイモン, 77,吉田隼, 1.1, 73,   1,  12, 6, 20.6,③④⑥
 8, 7,Ｇパレスチャイナ, 53,宮崎北, 1.0, 45,  -3,  -5,11, 97.5, ④④, 8, 9,Ｃエｰシンリｰドモア, 60,柴山雄, 2.0, 51,* -1, -11, 5,  7.3,④③③, 8,10,Ｄホトダｰ, 73,宮崎北, 1.6, 65,   0,   6, 5, 20.8, ⑬⑬, 8, 6,Ｊキクノプログレッソ, 75,浜野谷, 1.2, 75,  -2,  18,10, 73.9,⑪⑫⑩
