08年 6月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2800m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,長久手特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂブルｰアｰス, 60,武幸四,, 67,*  6,   2, 3,  6.1, ①①, 1,13, ライトニングボｰル,,熊沢重,,,,, 4,  9.3,①①①, 1, 5,Ｂグロｰリｰシｰズ, 71,藤岡佑,, 73,* -6,  14, 1,  2.2,④③⑦, 1, 5,Ｋラッキｰリップス, 71,安藤光,, 82,*  1,  14,10, 68.1,①①①
 2,16,Ａビジュアルクイｰン, 60,中舘英, 0.3, 63,*  5,   0, 2,  5.2, ②②, 2, 3, エリモマキシム,,西谷誠,181.2,,,, 1,  2.0,⑤④③, 2,15,Ｈトゥリオｰニ, 65,田中克, 0.0, 73,* -6,  14, 3,  7.3,⑫③②, 2, 1,Ｃベルフィｰチャｰ, 81,川田将, 0.0, 87,  -3,* 24, 2,  3.7,⑨⑧⑥
 3,12,Ｆスマックガｰル, 57,熊沢重, 0.3, 62,  -6,* 10, 6, 15.3, ⑩⑥, 3,14, デンシャミチ,,小坂忠,181.6,,,, 2,  2.9,②②②, 3, 3,Ｃラヴドシャンクシｰ, 70,岩田康, 0.3, 71,  -8,* 15, 8, 19.8,⑩⑬⑬, 3, 2,Ｄロｰドアルファｰド, 80,岩田康, 0.1, 82,  -2,  18, 1,  3.3,⑤⑤④
 4, 2,Ｋセトクラウン, 44,芹沢純, 0.4, 61,  -3,*  6, 8, 50.3, ⑥⑥, 4, 1, エイシンラｰジヒル,,白浜雄,181.7,,,, 3,  8.7,⑦⑤③, 4,16,Ｐゴｰルデンガッツ, 41,福永祐, 0.3, 71,  -7,  12, 7, 15.0,⑩⑨⑨, 4,15,Ｈダイワチャｰム, 75,中舘英, 0.3, 79,*  0,  12, 3,  6.1,②②②
 5,15,Ｉユウフジ, 48,荻野琢, 1.0, 53,  -2,  -3,13,119.4, ⑥⑥, 5,12, メジロラスタバン,,五十嵐,183.1,,,, 5, 18.7,④⑥⑥, 5,12,Ａスリｰオリオン, 72,橋本美, 0.3, 72,  -7,  13, 2,  7.2,⑧⑨⑨, 5,11,Ｅテイエムアンコｰル, 79,池添謙, 0.3, 83,  -4,* 22, 4,  7.8,⑪⑪⑩
 6, 4,Ｎニシノイノｰマス, 40,幸英明, 1.0, 53, -15,* 10, 7, 18.0, ⑭⑭, 6, 6, メイショウラダック,,今村康,184.8,,,, 9, 48.2,③③⑤, 6,13,Ｊシルキｰレオン, 64,小牧太, 0.3, 76, -12,* 22,11, 38.1,⑯⑯⑯, 6, 6,Ａシャイニｰボｰイ, 83,上村洋, 0.4, 78,*  0,  12, 8, 22.4,③③③
 7, 8,Ｃファイナルファイト, 59,浜中俊, 1.1, 53,  -5,  -1, 1,  2.3, ⑧⑨, 7, 5, トｰアセンヒメ,,北沢伸,186.8,,,, 8, 38.8,⑨⑦⑦, 7, 6,Ｇハｰリカ, 65,松田大, 0.4, 67,* -4,   4,12, 54.0,②②①, 7, 4,Ｉクリティカルライト, 75,福永祐, 0.5, 80,  -3,  17, 5,  8.8,⑦⑧⑥
 8, 6,Ｅテイエムオｰスオｰ, 58,田中克, 1.3, 49, -10,   1, 5,  9.2, ⑪⑪, 8, 7, オイワケシンドウ,,柴田未,188.8,,,,14,232.5,⑨⑧⑧, 8, 8,Ｄスピットファイアｰ, 69,田中健, 0.4, 67,* -6,   7, 4,  9.5,④③⑤, 8, 9,Ｆエイシンインパｰル, 78,佐藤哲, 0.6, 82,  -7,* 24, 7, 21.2,⑮⑭⑭
