08年11月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奥只見特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂアｰバンテｰスト, 56,北村友,, 51,*  3,  -9, 4,  7.0, ①①, 1,14,Ｇメイショウゴルゴ, 67,古川吉,, 73,   3,*  7, 5,  8.7, ⑦③, 1, 6,Ｈナムラフュｰチャｰ, 69,藤岡康,, 76,* 11,*  6, 3,  5.5,②②②, 1, 3,Ｂライブコンサｰト, 74,中舘英,, 82,* 14,*  5, 2,  3.9,⑤②①
 2,11,Ｃマルセイユシチｰ, 50,中舘英, 0.1, 51,  -2,  -5, 2,  4.1, ④⑤, 2,12,Ｂシルクイｰグル, 72,津村明, 0.5, 66,  -1,*  7, 4,  8.4, ⑩⑩, 2, 2,Ｄストロングバサラ, 73,田辺裕, 0.3, 71,* 11,*  5, 5, 10.6,④②③, 2, 4,Ａベルフィｰチャｰ, 81,松田大, 0.7, 73,  11,   0, 1,  2.5,⑥⑤④
 3, 1,Ａオメガリトルスタｰ, 59,三浦皇, 0.2, 49,  -2,  -6, 1,  2.4, ④②, 3, 3,Ｉマイティｰキラｰ, 65,藤岡康, 0.6, 68,*  7,  -2,10, 30.2, ①①, 3,15,Ｂシｰアクロス, 73,中舘英, 0.4, 72,* 12,   2, 4,  6.2,①①①, 3, 2,Ｌコラデピｰノ, 60,田辺裕, 0.9, 72,  10,   2,11, 43.8,⑨⑩⑥
 4, 7,Ｍフライングビｰン, 38,小野次, 0.2, 49,*  0,  -9, 5,  9.7, ②②, 4, 5,Ｈサンライズバクシン, 66,北村友, 0.7, 65,*  7,  -3, 9, 24.2, ②②, 4, 4,Ｆホワイトショウフク, 70,木幡初, 1.2, 68,   5,*  8, 9, 53.5,⑩⑪⑩, 4,12,Ｆエスジｰストリｰム, 67,北村友, 1.1, 70,   4,*  7, 5, 14.2,⑬⑭⑪
 5,14,Ｄメジロフェｰム, 49,丸田恭, 0.3, 47,  -5,  -5, 3,  5.6, ⑥⑥, 5, 6,Ｆテイエムゲンキボ, 68,黛弘人, 1.3, 59,  -4,   1, 7, 12.1, ⑬⑩, 5, 1,Ａブチカマシ, 77,宮崎北, 1.2, 67,   9,   1,10, 72.1,⑥⑥④, 5,14,Ｈエｰシンコンファｰ, 63,芹沢純, 1.2, 66,  12,  -9,10, 38.7,④④③
 6, 2,Ｇフリｰソウル, 47,小林久, 0.4, 45, -10,* -2, 7, 26.3, ⑩⑨, 5,13,Ａゴｰルドヴェイン, 72,千葉直, 1.3, 60,   5,  -6, 6, 10.8, ④⑤, 6, 5,Ｅバロズハｰト, 71,小野次, 1.5, 64,* 11,  -5, 2,  4.6,④②⑤, 6,13,Ｄショウリュウアクト, 69,三浦皇, 1.4, 66,  11,  -9, 3,  5.0,⑨⑤④
 7,13,Ｉトｰセンザメイデン, 44,的場勇, 0.4, 45,  -8,  -4,12,152.8, ⑧⑨, 7, 4,Ｏショウナンカイザｰ, 49,田中博, 1.4, 59,   0,  -3,11, 59.3, ⑧⑦, 7,10,Ｊコウメイグリｰン, 67,丸田恭, 1.7, 63,   9,  -4, 8, 47.2,⑥⑥⑥, 7, 1,Ｉホッコｰビクトリｰ, 63,安藤光, 1.4, 64,  11, -10, 7, 30.4,⑧⑤⑪
 8, 8,Ｅパレスキャンディｰ, 48,大野拓, 0.7, 42, -24,*  8,14,168.5, ⑯⑮, 8, 9,Ｌパルティｰタ, 60,丹内祐, 1.6, 56,  -4,  -1,14,146.5, ⑬⑬, 8, 3,Ｉカリスマシャチョウ, 68,中村将, 1.8, 62,  10,  -6, 6, 21.6,②⑤⑥, 8, 6,Ｇカネトシレジアス, 66,荻野琢, 1.7, 62,  11, -14, 9, 36.4,③⑤⑥
