08年10月 4日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年10月 4日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,道新ｽﾎﾟｰﾂ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｉクイックハンタｰ, 44,三浦皇,, 64,  -2,*  6, 7, 28.2, ③③, 1, 3,Ｄサウスサプライズ, 70,丸田恭,, 73,*  6,   4, 1,  2.0, ②②, 1, 6,Ｉマイネルスカット, 62,中舘英,, 84,* 13,*  1, 7, 19.8,②①①, 1, 4,Ｃスペシャルフロｰト, 78,菊沢隆,, 83,   2,  15, 7, 23.2,⑤⑤③
 2, 4,Ａメリュジｰヌ, 74,藤田伸, 0.2, 64,*  2,   1, 1,  1.5, ②①, 2, 4,Ｂベルモントユリア, 73,菊沢隆, 0.0, 73,   2,*  7, 3,  5.5, ⑤④, 2, 4,Ｂエアシャトゥｰシュ, 76,松田大, 0.4, 81,   9,*  5, 3,  4.9,⑩⑩⑤, 2,14,Ｂダブルヒｰロｰ, 79,藤田伸, 0.0, 85,   1,* 17, 2,  4.2,⑥⑥③
 3,11,Ｈキングスウィｰプ, 46,田面木, 0.3, 63,*  3,   1,11,108.6, ①②, 3, 2,Ａフヨウ, 75,津村明, 0.3, 69,   3,   3, 2,  5.5, ④④, 3, 5,Ａギｰニョ, 76,藤岡佑, 0.6, 77,  12,  -3, 1,  2.3,⑦④③, 3, 2,Ａオリオンオンサイト, 79,的場勇, 0.1, 79,*  3,   9, 8, 37.4,②②②
 4, 8,Ｄノボジュピタｰ, 59,安藤勝, 0.9, 54, -11,*  3, 5, 12.7, ⑧⑥, 4, 6,Ｆモエレフェミニン, 66,大野拓, 0.4, 68,  -1,*  5, 6, 18.1, ⑥⑥, 4, 7,Ｃニシノシュテルン, 74,三浦皇, 0.9, 74,  10,  -5, 2,  3.5,⑦⑦⑦, 4, 6,Ｋロｰドエキスパｰト, 70,津村明, 0.4, 86,  -5,* 23,10, 74.3,⑬⑬⑪
 5, 6,Ｂセブンシｰクィｰン, 66,藤岡佑, 0.9, 55,  -3,  -3, 2,  5.6, ③③, 5,10,Ｅシルキｰキュｰト, 68,郷原洋, 1.0, 62,  -1,  -1, 8, 24.7, ⑥⑥, 5, 1,Ｇハｰリカ, 66,藤田伸, 0.9, 74,  12,  -8, 4, 13.5,④④④, 5, 3,Ｈミゼリコルデ, 74,三浦皇, 0.5, 81,  -2,  15, 1,  2.2,⑦⑦⑥
 6, 9,Ｅマイネルエルドラド, 54,津村明, 0.9, 54,  -5,  -1, 3,  9.3, ⑥⑤, 6, 9,Ｋジパングエンジェル, 61,荻野琢, 1.1, 61,  -8,   3,12,225.3, ⑩⑨, 6,11,Ｅフィフスアベニュｰ, 68,荻野琢, 1.1, 71,* 13, -13, 5, 18.7,⑨③②, 6, 8,Ｅボｰテセレスト, 77,秋山真, 0.6, 81,  -3,  16, 6, 16.6,⑪⑩⑧
 7, 7,Ｆタツオｰラ, 52,丸田恭, 1.0, 53, -11,   2, 6, 27.8, ⑧⑥, 7, 1,Ｉチャｰムチェリｰ, 65,田中博, 1.3, 59,*  6,  -8, 7, 18.7, ①①, 7, 3,Ｊディアディアｰ, 60,長谷川, 1.4, 70,   9,  -9,12,129.0,⑩⑩⑧, 7,12,Ｇセラフィックロンプ, 76,古川吉, 0.7, 75,   2,   3, 4,  8.3,④③③
 8, 2,Ｋピエナマックス,  4,大野拓, 1.5, 48, -15,   0, 8, 53.2, ⑪⑪, 8,12,Ｊハイデフィニション, 65,中舘英, 1.4, 58,*  5,  -8, 5, 16.7, ②③, 8, 9,Ｄサムタイムレｰタｰ, 68,古川吉, 1.4, 72,  10,  -9, 8, 32.8,⑩⑩⑧, 8,10,Ｎニットウサラン, 64,梶晃啓, 0.8, 78,  -3,  13,12, 88.1,⑨⑩⑧
