08年11月 1日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月 1日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八坂ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｃブルｰデライト, 50,武豊  ,, 63,* -3,*  1, 2,  2.3, ②②, 1, 9, ワンダｰシンゲキ,,植野貴,,,,, 1,  1.8,②①①, 1,16,Ｃスプリングサンテ, 78,岩田康,, 77,*  6,   7, 4,  6.2,⑤③③, 1, 1,Ｃニホンピロリビエラ, 84,川島信,, 88,  10,  12, 4, 12.5, ③③
 2, 1,Ｆスマイルミッキｰ, 46,藤岡佑, 0.2, 61,  -4,*  1, 4, 18.6, ④③, 2, 4, ニホンピロファイブ,,熊沢重,212.5,,,, 6, 17.9,④②②, 2,15,Ａゴｰルドスミス, 79,武豊  , 0.3, 74,   3,* 10, 3,  5.3,⑨⑧⑦, 2, 7,Ｉマイネルスタｰリｰ, 78,武豊  , 0.0, 90,   8,* 15, 2,  4.8, ⑤⑤
 3, 8,Ｂメジロライダｰ, 55,岩田康, 0.3, 61,  -4,   0, 3,  5.4, ④③, 3, 3, マｰブルジｰン,,小坂忠,212.9,,,, 4, 11.6,⑦④④, 3, 8,Ｂシャインモｰメント, 78,安藤勝, 0.6, 73,   2,* 10, 1,  2.2,⑫⑩⑩, 3, 4,Ｅエリモファイナル, 80,福永祐, 0.2, 87,   8,  12, 6, 13.1, ⑤⑤
 4, 6,Ａリバｰサルブロｰ, 61,四位洋, 0.6, 59,* -1,  -6, 1,  2.1, ①①, 4, 6, ユキノボｰイ,,金折知,213.0,,,, 7, 24.0,①③③, 4, 3,Ｈワンダｰポテンシア, 70,田中克, 0.8, 74,   3,   6, 9, 59.5,⑩⑧⑦, 4, 9,Ａヒカリシャトル, 86,幸英明, 0.2, 87,   9,   9, 1,  1.6, ③③
 5, 2,Ｇワンパクタイショウ, 44,幸英明, 1.6, 50,  -7,  -8,11,222.2, ⑧⑥, 5,10, スリｰエリシオ,,南井大,214.0,,,, 9, 43.5,⑥④④, 5,10,Ｆホッコｰキングオｰ, 72,田中健, 0.8, 72,*  7,  -2, 2,  4.8,②②①, 5, 5,Ｈタガノヴァレオ, 79,秋山真, 0.4, 82,* 12,  -2, 5, 12.6, ②②
 6,11,Ｄアスカノユタカ, 49,和田竜, 1.9, 46,  -7, -12, 6, 69.7, ⑦⑥, 6, 8, ファストソニック,,仲田雅,215.9,,,,10, 54.8,⑧⑨⑧, 6, 1,Ｇニシノハドウホウ, 71,酒井学, 0.9, 71,   4,   2, 5, 15.0,⑤⑥④, 6, 6,Ｂヴィヴィッドカラｰ, 84,川田将, 0.6, 83,   4,* 13, 3,  9.3, ⑦⑦
 7,10,Ｅメイショウシンドウ, 47,浜中俊, 1.9, 45,  -8, -11, 5, 21.4, ⑧⑧, 7,11, チャクラ,,西谷誠,216.0,,,, 2,  5.6,⑫⑧⑦, 7,11,Ｋオンワｰドファイン, 65,角田晃, 1.0, 73,   1,*  9,14,230.2,⑫⑬⑫, 7,10,Ｄファランドｰル, 81,小牧太, 0.8, 83,   3,* 13, 7, 28.9, ⑧⑧
 8, 4,Ｈメイショウタカチホ, 40,田中克, 2.0, 46,  -4, -16, 8,116.4, ③⑤, 8,12, ハイヤｰザンヘブン,,宗像徹,216.2,,,, 8, 36.9,⑤⑦⑥, 8, 5,Ｍオｰトホｰク, 64,渡辺薫, 1.2, 71,   1,   7,13,198.6,⑭⑬⑫, 8, 2,Ｊヤマニンイグナイト, 69,和田竜, 0.8, 80,* 14,  -8, 8, 45.5, ①①
 9, 3,Ｉダンツペレット, 37,木村健, 2.2, 42, -12, -10,10,154.8, ⑩⑩, 9,13, オｰスミダンスイン,,北沢伸,217.8,,,,11, 57.7,⑪⑨⑧, 9, 4,Ｅカズノブライアン, 73,川田将, 1.3, 70,  -1,* 10,10, 93.8,⑭⑮⑮, 9, 3,Ｆタニノディキディキ, 80,四位洋, 1.5, 76,   0,   9,10, 95.7, ⑩⑨
10, 9,Ｊメメミルキッシュ, 34,上村洋, 3.5, 35,  -6, -26, 9,117.8, ④⑨,,,,,,,,,,,,,10,14,Ｉスパｰクルシチｰ, 69,小牧太, 1.3, 66,*  7,  -7, 6, 18.6,①①②,10, 8,Ｇエアサバス, 79,岩田康, 1.7, 71,   3,   1, 9, 87.5, ⑨⑨
11, 7,Ｋダガジグダガジグ,  8,田中健, 7.0, -6, -38, -28, 7,112.1, ⑪⑪,,,,,,,,,,,,,11, 7,Ｎフジノアリオン, 63,和田竜, 1.4, 67,   5,  -4, 8, 53.9,②④④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12,12,Ｊカンファｰライズ, 69,幸英明, 1.6, 67,   2,   2,15,269.8,⑩⑩⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｏスナｰクハリケｰン, 58,秋山真, 1.8, 64,   4,  -6,12,180.8,⑦⑥⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｄゴｰルデンラダｰ, 74,熊沢重, 2.5, 61,   6, -13, 7, 21.3,②④⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｐシガｰスペシャル, 58,畑端省, 4.0, 50,   1, -18,11,139.8,⑦⑫⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,
"単勝:230円 複勝:05=160円 01=740円 08=280円 枠連:2,300円",,,,,,,,,,,,"単勝:180円 複勝:09=120円 04=260円 03=280円 枠連:1,320円",,,,,,,,,,,,"単勝:620円 複勝:16=160円 15=160円 08=130円 枠連:1,040円",,,,,,,,,,,,"単勝:1,250円 複勝:01=640円 07=310円 04=570円 枠連:4,090円",,,,,,,,,,,
