08年 9月13日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 9月13日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,
単勝:880円 複勝:01=150円 02=110円 05=240円 枠連:0円,,,,,,,,,,,,単勝:160円 複勝:03=110円 08=190円 02=190円 枠連:400円,,,,,,,,,,,,単勝:870円 複勝:08=210円 03=180円 04=570円 枠連:770円,,,,,,,,,,,,単勝:390円 複勝:11=160円 15=310円 04=200円 枠連:990円,,,,,,,,,,,
馬連:400円 ワイド:01-02=170円 01-05=660円 02-05=240円,,,,,,,,,,,,馬連:580円 ワイド:03-08=280円 02-03=340円 02-08=770円,,,,,,,,,,,,"馬連:1,620円 ワイド:03-08=690円 04-08=2,570円 03-04=1,260円",,,,,,,,,,,,"馬連:2,970円 ワイド:11-15=900円 04-11=520円 04-15=1,430円",,,,,,,,,,,
"馬単:1,390円 3連複:1,000円 3連単:6,290円",,,,,,,,,,,,"馬単:850円 3連複:1,440円 3連単:5,340円",,,,,,,,,,,,"馬単:3,290円 3連複:9,940円 3連単:54,610円",,,,,,,,,,,,"馬単:5,750円 3連複:5,660円 3連単:31,080円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  ダ1700m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1700m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,ｴﾙﾑｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂアメリカンヒロイン, 64,津村明,, 68,* 10,  -4, 2,  3.3, ②②, 1, 5, ナムラカイシュウ,---,武英智,, 70,*  0,* 10, 2,  4.6,③②①, 1, 5,Ａタガノヴァレオ, 80,秋山真,, 72,* 11,  -4, 3,  4.6,③③②, 1,10,Ｄフェラｰリピサ, 94,岩田康,, 94,  12,* 21, 3,  5.0,③③③
 2,11,Ａバｰドダムｰル, 65,鈴来直, 0.1, 66,   7,  -3, 1,  3.2, ③②, 2, 8, ジョｰカプチｰノ,---,武豊  , 0.6, 65,*  1,*  3, 1,  1.5,①①②, 2,15,Ｉリノｰンルｰラｰ, 67,和田竜, 0.0, 72,* 11,  -5, 9, 27.6,②①①, 2, 7,Ｂトｰセンブライト, 95,藤岡佑, 0.2, 93,  10,* 23, 7, 14.1,⑧⑥④
 3, 6,Ｄグレイスシチｰ, 58,藤岡佑, 0.4, 66,* 13, -10, 3,  5.0, ①①, 3, 2, ブレンダ,---,岩田康, 1.6, 59,  -1,  -2, 3, 10.2,③④③, 3, 6,Ｄナムラチェンジ, 74,柴原央, 0.1, 74,   6,*  8, 6, 15.0,⑭⑧⑨, 3, 5,Ａエアアドニス, 96,松田大, 0.5, 90,* 13,  15, 8, 34.9,⑦②②
 4, 1,Ｆサウスジャック, 55,中舘英, 0.7, 56,   2,  -5, 4,  5.1, ⑥⑤, 4,10, ペプチドハリケｰン,---,藤田伸, 3.0, 49,  -4, -10, 4, 13.3,⑧⑨⑧, 4,13,Ｃフミノパッション, 75,長谷川, 0.2, 72,   7,   4, 2,  3.5,⑥⑥⑥, 4, 1,Ｇメイショウトウコン, 92,藤田伸, 0.5, 92,   9,* 23, 1,  2.7,⑩⑩④
 5, 2,Ｇオンワｰドシュネル, 52,郷原洋, 0.8, 53,  -3,  -3,11,105.6, ⑧⑦, 5, 9, ボストンレッド,---,津村明, 3.3, 46,  -2, -16, 8, 43.2,⑥⑤⑤, 5, 8,Ｅホｰリｰミスト, 73,大野拓, 0.4, 72,   6,   4, 4, 11.9,⑧⑧⑦, 5, 9,Ｃマコトスパルビエロ, 95,安藤勝, 0.8, 87,* 14,  11, 4,  9.0,①①①
 6, 3,Ｈペペ, 48,大野拓, 1.0, 52, -15,*  3, 8, 54.0, ⑪⑪, 6, 1, マルブツワｰキング,---,村田一, 3.4, 49,  -7,  -7, 7, 38.0,⑪⑩⑧, 6, 4,Ｍマイサイドキック, 61,北村友, 0.5, 69,* 10,  -8,13,109.2,③④④, 6, 8,Ｆドラゴンファイヤｰ, 93,福永祐, 0.8, 90,  12,  16, 5,  9.4,⑥⑤④
 7, 5,Ｊマンテンテイオｰ, 43,北村浩, 1.0, 51,  -4,  -4,10, 92.8, ⑩⑩, 7,12, アットブレス,---,松田大, 3.5, 45,*  0, -20, 6, 24.7,②②④, 7,11,Ｋオリエンス, 64,荻野琢, 0.6, 69,   4,*  5,12,105.0,⑫⑫⑬, 7, 2,Ｅアドマイヤスバル, 93,村田一, 0.9, 91,   9,  18, 2,  4.9,⑨⑨⑧
 8,12,Ｉウエスタンサマンサ, 44,長谷川, 1.1, 52,  -1,  -7, 9, 84.9, ⑧⑨, 8, 3, リニアラピｰト,---,古川吉, 3.6, 46,  -2, -18, 9, 48.0,⑨⑦⑦, 8, 7,Ｎミフユ, 59,宮崎光, 0.7, 68,   6,   1,10, 52.4,⑧⑪⑩, 8,12,Ｈニシノナｰスコｰル, 92,横山典, 1.6, 82,  12,   8,11, 39.2,②③⑦
 9, 4,Ｅクロスピレッテ, 56,秋山真, 1.8, 49,   7, -19, 6, 19.7, ③④, 9, 7, スグリワ,---,長谷川, 3.7, 46,  -2, -19,11,125.0,⑤⑤⑥, 9,10,Ｇサプライズユｰ, 69,丸田恭, 0.7, 69,   5,   4, 8, 18.2,⑫⑫⑩, 9, 3,Ｊナナヨｰヒマワリ, 89,小原義, 1.8, 83,   8,  14, 9, 37.2,⑫⑫⑨
10, 7, トｰセンクレスト,---,千田輝, 2.0, 45,   5, -19, 5, 10.1, ⑤⑤,10,11, ジャンジャン,---,田面木, 4.2, 42,  -8, -11,12,131.9,⑬⑪⑪,10, 2,Ｐベスト, 49,菊沢隆, 0.7, 67,   8,  -2,16,216.5,⑥⑥⑦,10, 6,Ｉメイショウサライ, 90,武豊  , 2.1, 80,   9,   9,10, 39.2,⑩⑩⑫
11, 9,Ｃチェスナットシチｰ, 59,和田竜, 2.7, 36,   3, -24, 7, 24.2, ⑥⑦,11, 6, ジｰシｰベン,---,千田輝, 4.4, 39,  -2, -24, 5, 19.4,⑥⑦⑧,11,16,Ｆタｰニングスワロｰ, 72,藤岡佑, 0.8, 65,   9,  -8, 5, 12.1,⑤⑤④,11, 4,Ｋコンゴウリキシオｰ, 82,和田竜, 2.1, 80,  11,   6, 6, 13.7,③⑥⑨
12, 8,Ｋジｰティｰアンティ, 42,武幸四, 2.9, 37, -22,  -9,12,132.5, ⑫⑫,12, 4, テンブレイク,---,藤岡佑, 4.5, 39,  -8, -14,10,105.9,⑪⑪⑫,12, 1,Ｌヒドゥンアジェンダ, 62,津村明, 1.1, 62,* 12, -20,14,131.6,①②②,12,11,Ｌサンダルフォン, 71,古川吉, 2.9, 75,  11,  -1,12, 77.2,③⑥⑨
,,,,,,,,,,,,13,13, ブロスオブアボｰイ,---,田中博, 6.4, 28, -11, -26,13,145.0,⑩⑬⑬,13, 3,Ｏシシャモフレンド, 51,小原義, 2.6, 50,   2, -16,15,166.8,⑪⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｂタガノファントム, 77,岩田康, 2.8, 47,   6, -30, 1,  3.4,⑩⑧⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｊライセンシｰ, 65,藤田伸, 5.3, 30,   0, -53, 7, 18.1,⑮⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,
単勝:330円 複勝:10=110円 11=110円 06=150円 枠連:350円,,,,,,,,,,,,単勝:460円 複勝:05=130円 08=110円 02=180円 枠連:330円,,,,,,,,,,,,"単勝:460円 複勝:05=190円 15=690円 06=380円 枠連:1,010円",,,,,,,,,,,,単勝:500円 複勝:10=180円 07=370円 05=680円 枠連:740円,,,,,,,,,,,
馬連:400円 ワイド:10-11=170円 06-10=290円 06-11=310円,,,,,,,,,,,,馬連:290円 ワイド:05-08=170円 02-05=510円 02-08=270円,,,,,,,,,,,,"馬連:6,560円 ワイド:05-15=1,800円 05-06=780円 06-15=4,280円",,,,,,,,,,,,"馬連:2,170円 ワイド:07-10=740円 05-10=1,890円 05-07=3,770円",,,,,,,,,,,
"馬単:780円 3連複:670円 3連単:2,910円",,,,,,,,,,,,"馬単:930円 3連複:880円 3連単:4,100円",,,,,,,,,,,,"馬単:9,150円 3連複:17,660円 3連単:111,190円",,,,,,,,,,,,"馬単:3,940円 3連複:17,240円 3連単:67,490円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  ダ2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｺｽﾓｽ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｃロｰマンブリッジ, 65,荻野琢,, 66,*  0,*  8, 2,  5.2,②②②, 1, 3, ラプレ,---,田中博,, 68,   2,*  6,11, 68.5,⑫⑪⑧, 1, 3,Ａスズカワグナｰ, 75,安藤勝,, 66,  -3,*  5, 1,  2.4,③⑥⑤, 1, 6,Ａラヴァｰズテｰラｰ, 78,荻野琢,, 72,   5,   0, 3,  5.5, ④③
 2,10,Ｆアルカイクスマイル, 59,古川吉, 0.1, 65,*  1,   6, 4, 11.1,①①①, 2, 2,Ｊグレッグスリズム, 61,北村友, 0.2, 66,   3,   2,12, 80.5,⑩⑦⑦, 2, 8,Ｄイグゼキュティヴ, 62,三浦皇, 0.0, 66,* -2,   3, 3,  7.3,⑤④③, 2, 8,Ｅクレバｰデュｰク, 71,岩田康, 0.1, 71,  -2,   6, 4,  8.3, ⑨⑪
 3, 4,Ａアクトオンザタｰフ, 66,武豊  , 0.1, 63,  -2,*  9, 1,  1.4,⑦⑥④, 3, 8,Ｄウォｰクライ, 74,武幸四, 0.2, 65,   4,  -1, 5,  9.5,⑧⑤⑤, 3, 5,Ｂマイネルエルフ, 72,津村明, 0.2, 64,* -2,  -1, 2,  3.7,②②②, 3, 4,Ｄアｰスコマンダｰ, 72,三浦皇, 0.2, 70,   2,   0, 2,  3.7, ⑤⑤
 4, 2,Ｂプルチェラ, 66,北村友, 0.7, 57,  -3,   6, 6, 22.5,⑤⑦⑥, 4,12,Ｈクリスタルバッハ, 65,菊沢隆, 0.2, 66,*  5,  -3, 9, 36.0,⑥③②, 4, 6,Ｇメジロチャンプ, 55,中舘英, 0.3, 63,* -1,  -4, 6, 11.8,①①①, 4, 5,Ｉコパノシンオｰ, 63,大野拓, 0.2, 70,  -3,   6,10, 45.6, ⑪⑧
 5, 8,Ｈメジロジャスミン, 45,横山典, 1.1, 54,*  0,  -2, 7, 24.2,②②③, 5,10,Ｇトップモンジュｰ, 68,横山典, 0.5, 65,*  6,  -5, 4,  7.5,②①①, 5,10, モエレピンクレディ,---,小嶋久, 0.3, 65,  -6,*  7,12,100.9,⑨⑧⑧, 5,15,Ｇイナズマレオ, 67,的場勇, 0.2, 69, -10,* 12,13, 97.7, ⑭⑮
 6, 1,Ｄスピｰドロｰレル, 62,丸田恭, 1.1, 57,  -4,   5, 5, 19.5,⑨⑧⑧, 6, 1,Ａセイウンロデム, 75,和田竜, 0.5, 65,*  5,  -4, 3,  5.2,③⑤⑤, 6, 2,Ｃネコパンチ, 63,松田大, 0.8, 59,  -3,  -5, 8, 33.9,⑤⑥⑤, 6,12,Ｂメジロアｰスラ, 75,横山典, 0.3, 68,  -8,*  9, 1,  3.0, ⑭⑫
 7, 5,Ｅアドマイヤジョイ, 61,的場勇, 1.1, 55,  -1,  -1, 3, 10.0,⑥②⑤, 7, 5,Ｂロングエンパイヤ, 75,河北通, 0.5, 66,   3,   0, 7, 16.3,⑩⑦⑧, 7, 4, ツインダイヤ,---,桑村真, 0.9, 59,  -9,   4,10, 63.5,⑫⑪⑪, 7,16,Ｎモンスタｰパｰク, 57,松田大, 0.3, 69,  -2,   3,12, 85.7, ⑨⑧
 8, 6,Ｉマイディアダｰリン, 44,河北通, 2.1, 51,  -5,  -2, 9,163.2,⑨⑨⑨, 8, 9,Ｉブラックマスタング, 64,池添謙, 0.7, 62,*  4,  -7, 6, 14.9,③③②, 8, 7,Ｈスズノハミルトン, 54,和田竜, 0.9, 56,* -2, -11, 4,  7.9,③②③, 8, 1,Ｃテイエムオペレッタ, 72,北村友, 0.4, 68,   1,  -1, 7, 15.3, ⑤⑦
 9, 7,Ｇブライティアラック, 47,梶晃啓, 3.0, 43,  -1, -16,10,272.2,②⑤⑥, 9, 4,Ｃマイネルアｰバニタ, 74,大野拓, 1.0, 63,   3,  -3, 1,  2.7,⑧⑦⑩, 9, 1, アラゴルン,---,岩田康, 1.3, 55, -10,   2, 7, 29.4,⑩⑫⑫, 9, 7,Ｆシベリアンヒｰト, 68,津村明, 0.5, 66,   2,  -4, 5, 11.8, ⑤⑤
10, 3,Ｊナリタワカバ, 36,竹之下, 3.1, 42,  -5, -12, 8, 64.7,⑧⑨⑩,10,11,Ｅマッシヴエンペラｰ, 73,芹沢純, 1.5, 58,*  5, -14, 2,  4.9,①②②,10,12,Ｅディアジｰナ, 62,藤田伸, 1.8, 46,* -2, -22, 5,  9.6,⑦④⑤,10, 9,Ｍハギノアスラン, 58,村田一, 0.5, 67,  -7,   6,16,138.3, ⑬⑫
,,,,,,,,,,,,11, 6,Ｋキングガイア, 59,秋山真, 3.9, 47,   3, -28,10, 36.5,⑥⑦⑪,11, 9,Ｆカｰル, 62,古川吉, 1.9, 47,  -5, -18, 9, 46.2,⑩⑧⑩,11,10,Ｏイｰサンディｰバ, 54,宮崎光, 0.7, 63,* 15, -19,14,101.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,12,11, チョットゴメンナ,---,宮崎光, 3.0, 35,  -5, -33,11, 91.4,⑦⑧⑧,12,11,Ｋセントラルパｰク, 62,古川吉, 0.7, 64,  -6,   2, 8, 41.5, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 3,Ｊジェヴォｰナ, 62,丸田恭, 0.8, 62,   1,  -6,11, 71.6, ⑤⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｈピエネヴェｰレ, 63,中舘英, 1.1, 59,* 13, -21, 6, 13.8, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｌハイデフィニション, 59,田中博, 1.5, 53,* 10, -24, 9, 42.1, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｐシングアップロック, 33,和田竜, 2.1, 46, -13,  -8,15,123.9, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:520円 複勝:09=120円 10=170円 04=110円 枠連:1,850円",,,,,,,,,,,,"単勝:6,850円 複勝:03=1,640円 02=2,070円 08=330円 枠連:26,960円",,,,,,,,,,,,単勝:240円 複勝:03=120円 08=180円 05=120円 枠連:500円,,,,,,,,,,,,"単勝:550円 複勝:06=170円 08=200円 04=160円 枠連:1,050円",,,,,,,,,,,
"馬連:2,060円 ワイド:09-10=420円 04-09=170円 04-10=260円",,,,,,,,,,,,"馬連:45,370円 ワイド:02-03=10,580円 03-08=6,030円 02-08=6,260円",,,,,,,,,,,,"馬連:1,180円 ワイド:03-08=400円 03-05=200円 05-08=360円",,,,,,,,,,,,"馬連:1,900円 ワイド:06-08=620円 04-06=420円 04-08=490円",,,,,,,,,,,
"馬単:3,450円 3連複:670円 3連単:8,320円",,,,,,,,,,,,"馬単:114,300円 3連複:248,570円 3連単:1,586,900円",,,,,,,,,,,,"馬単:1,780円 3連複:980円 3連単:6,060円",,,,,,,,,,,,"馬単:3,520円 3連複:2,140円 3連単:13,620円",,,,,,,,,,,
