08年 7月 6日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月 6日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大森浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｉアンコｰルスタｰ, 45,安藤勝,, 78,*  4,* 15, 4,  9.1, ②②, 1, 7,Ｃメイショウジャイロ, 62,田嶋翔,, 62,*  2,* -8, 1,  3.6,②②①, 1, 8,Ａベストグレイド, 76,安藤勝,, 73,*  9,   1, 1,  2.8,①①①, 1, 1,Ｂタマモナイスプレイ, 79,四位洋,, 73,*  4,   8, 2,  4.3,②②②
 2, 3,Ｃウインペガサス, 60,松岡正, 0.4, 75,*  5,* 10, 1,  2.2, ①①, 2, 4,Ａダッシュアキチャン, 64,菊沢隆, 0.3, 61,  -1,* -5, 5,  8.1,⑨⑦⑥, 2,11,Ｈニュｰロザリオ, 69,池添謙, 0.3, 72,   4,*  7, 7, 28.1,⑦⑦⑤, 2, 4,Ｊショウナンライジン, 62,吉田豊, 0.1, 75,  -2,* 16, 9, 33.9,⑫⑩⑫
 3, 5,Ａコロナガｰル, 66,北村友, 1.2, 64,  -5,   9, 2,  3.4, ③③, 3, 2,Ｄラインウインド, 60,松田大, 0.3, 61,*  1,  -9, 4,  7.1,⑥④③, 3, 1,Ｅトウショウツアラｰ, 73,藤田伸, 0.3, 70,   7,   1, 2,  3.1,③③③, 3, 5,Ａサンライズベガ, 79,北村友, 0.2, 74,   1,* 11, 1,  2.4,④⑥⑤
 4, 9,Ｂチキリブラウン, 63,梶晃啓, 1.5, 62,  -7,   9, 7, 30.6, ④④, 4,12,Ｅホｰクウィンザｰ, 60,藤岡佑, 0.6, 56,*  1, -15, 2,  3.7,④②②, 4, 3,Ｂエアリｰズ, 75,荻野琢, 0.5, 73,   5,   5, 3,  4.2,⑤⑥⑦, 4,13,Ｃハツカリ, 73,長谷川, 0.3, 71,*  5,   1, 6, 14.5,①①①
 5, 4,Ｈカシマジュリアン, 46,丸田恭, 2.3, 54,  -7,   1,11,163.6, ④④, 5, 8,Ｆマジックロｰド, 58,木幡初, 0.6, 57,  -3,* -8, 6, 10.0,⑨⑩⑨, 5, 4,Ｄマイグロｰリアス, 73,長谷川, 0.5, 74,   6,   3, 5, 13.5,⑦④④, 5,12,Ｅファイブスタｰ, 70,藤田伸, 0.5, 68,   2,   2, 3,  4.7,③③③
 6, 6,Ｅキングセンプｰ, 54,三浦皇, 2.4, 52,  -9,   1, 6, 20.2, ⑥⑥, 6, 3, フルパワｰ,---,岩田康, 0.7, 54,  -3, -10, 3,  4.7,⑫⑩⑨, 6,10,Ｃモエレジンダイコ, 74,大江原, 1.1, 66,*  9,  -8, 4,  8.8,②②②, 6, 6,Ｄキングオブチャド, 70,菊沢隆, 0.6, 67,   2,   2, 4, 11.6,⑩④③
 7, 2,Ｄカラｰチャｰジ, 57,岩田康, 2.8, 47, -22,   7, 3,  5.3, ⑪⑪, 7,10,Ｉスプリングロック, 51,長谷川, 0.8, 57,  -1, -13,10, 67.2,⑥⑦⑥, 7, 6,Ｋパｰリｰゲイツ, 64,松岡正, 1.2, 68,  -1,*  9, 9, 56.5,⑪⑪⑩, 7, 7,Ｋケンモンスタｰ, 55,角田晃, 0.9, 65,   0,   2,12,105.3,⑬⑨⑧
 8, 8,Ｌプレッソ, 34,荻野琢, 3.1, 45, -17,   0, 9,112.2, ⑨⑨, 8, 9,Ｈマウイジャカランダ, 54,藤田伸, 1.4, 49,*  1, -24, 7, 18.6,⑥④③, 8, 7,Ｆフジヤマワカムシャ, 72,藤岡佑, 1.4, 65,   6,  -4, 6, 16.4,④④⑤, 8, 8,Ｈファイナルジャッジ, 64,岩田康, 0.9, 64,  -2,   5, 5, 12.7,⑧⑩⑧
 9,10,Ｋカイテキファｰレン, 38,的場勇, 3.2, 43, -20,   1,12,187.6, ⑩⑩, 9, 1,Ｋスナｰクキャプテン, 39,小林徹, 1.6, 48,  -1, -26,11, 84.7,④④⑥, 9, 5,Ｉマスラタケヲ, 66,丸田恭, 1.5, 65,   2,   1,10,156.2,⑨⑨⑨, 9, 2,Ｇストロングアサクサ, 65,吉田隼, 1.0, 63,   1,  -2,10, 41.4,④⑥⑤
10,11,Ｊセレスマジック, 45,小林徹, 3.2, 45, -10,  -5,10,144.0, ⑥⑦,10,11,Ｂミネルヴァアイ, 62,松岡正, 1.9, 45,  -1, -29, 8, 35.0,③⑦⑨,10, 9,Ｇグロリアスウェザｰ, 70,小林徹, 1.7, 64,  -1,   3, 8, 50.5,⑩⑩⑩,10, 3,Ｉゼットスピｰル, 63,三浦皇, 1.1, 62,   1,  -3, 8, 32.0,④⑥⑤
11,12,Ｆアルアンナ, 50,藤田伸, 3.5, 40, -11,  -7, 8, 45.9, ⑧⑧,11, 6,Ｇメリｰムｰド, 54,青木芳, 2.3, 42,*  2, -40, 9, 52.6,①①③,11, 2,Ｊスルｰザグリｰン, 65,郷原洋, 2.0, 61,   4,  -7,11,251.5,⑤⑦⑧,11,10, ビｰビｰダｰクライ,---,山口竜, 1.2, 63,  -3,   5,11, 42.7,⑧⑬⑬
12, 1,Ｇネオファロス, 46,藤岡佑, 4.9, 25, -30,  -8, 5, 12.8, ⑫⑫,12, 5,Ｊサンインデザｰト, 42,丸田恭, 3.2, 34,  -6, -36,12,201.4,⑪⑫⑫,,,,,,,,,,,,,12, 9,Ｌシルキｰリゾｰト, 53,鈴来直, 1.2, 63,  -1,   2,13,260.1,⑩⑩⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｆキャンディｰストア, 66,松岡正, 1.3, 59,   2,  -8, 7, 21.8,④④⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
