08年 2月 9日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月 9日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小石原特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａコウエイアンズ, 69,藤岡康,, 62,*  2,   1, 2,  3.2, ①①, 1,14,Ｃパレスルビｰ, 71,田嶋翔,, 70,   0,   7, 2,  3.6, ②①, 1, 1,Ａストラテジｰ, 73,中舘英,, 65,*  2,   0, 1,  2.1, ①①, 1, 4,Ｃリッタｰヴォルト, 72,北村友,, 79,*  1,* 12, 2,  4.4, ②②
 2, 1,Ｅグルｰビｰアイズ, 52,北村友, 0.2, 58,  -6,*  3, 8, 18.1, ⑤④, 2, 4,Ａテイエムヒスイ, 78,中舘英, 0.1, 69,  -3,   8, 1,  2.3, ⑥⑥, 2,16,Ｂレンデフルｰル, 69,太宰啓, 0.1, 65,  -3,   4, 2,  5.7, ⑤⑤, 2, 3,Ｅアキノパンチ, 70,ルメｰ, 0.3, 76,  -1,   9, 7, 13.3, ④④
 3, 6,Ｃミステリアスバイオ, 65,中舘英, 0.7, 55,*  2,  -5, 1,  2.2, ②②, 3, 9,Ｇトップアクトレス, 62,田中健, 0.2, 70,*  2,   4, 9, 47.9, ①②, 3, 2,Ｅフロｰネ, 68,田中健, 0.2, 62,* -2,   1, 8, 23.0, ③④, 3, 7,Ｉヤマニンエマイユ, 64,藤岡佑, 0.6, 71,  -5,   9, 3,  5.0, ⑤⑤
 4,14,Ｂメイショウシシリｰ, 65,浜中俊, 0.8, 52, -10,   1, 3, 10.0, ⑩⑩, 4,10,Ｄイエスオアノｰ, 69,浜中俊, 0.4, 65,   0,   3, 4,  8.2, ②⑤, 4,14,Ｎベルモントソナタ, 58,安藤光, 0.2, 63,  -7,   7,17,165.8, ⑧⑦, 4, 9,Ｂアナナス, 73,ペリエ, 0.7, 69,*  2,   1, 6, 12.8, ②②
 5, 4,Ｎシゲルスペｰメ, 34,鮫島良, 0.9, 52,  -8,  -1, 5, 15.6, ⑨⑦, 5, 5,Ｋセレナダンス, 62,安藤光, 0.4, 65,  -9,* 10, 5, 14.3, ⑨⑧, 5, 5,Ｃハングインゼア, 68,船曳文, 0.2, 63, -10,*  9, 7, 21.9, ⑪⑫, 5, 1,Ｄエｰシンアロｰ, 71,福永祐, 0.7, 70,  -7,* 10, 1,  4.0, ⑩⑨
 6, 7,Ｇケイアイアストン, 48,ペリエ, 1.0, 52,  -1,  -6, 6, 16.1, ④⑤, 6,11,Ｈレオシュガｰ, 62,的場勇, 0.5, 64, -17,* 13,10, 57.5, ⑬⑬, 6,12,Ｉラブレタｰ, 64,浜中俊, 0.3, 61,  -7,   5,11, 33.6, ⑧⑦, 6, 6,Ｆテイエムカチボシ, 69,川島信, 0.9, 66,  -5,   5, 8, 21.1, ⑤⑤
 7, 5,Ｄカシノレッド, 59,二本柳, 1.1, 50,*  2,  -9, 7, 17.8, ②②, 7, 7,Ｊメイカ, 62,赤木高, 0.7, 61, -14,* 10, 8, 43.8, ⑫⑪, 7,13,Ｑケイエスバウアｰ, 54,難波剛, 0.3, 61, -11,*  9,14, 74.0, ⑭⑭, 7,11,Ｋアンソロジｰ, 62,中舘英, 0.9, 68,  -8,   9, 9, 25.1, ⑫⑨
 8, 9,Ｉテイエムサンヒカリ, 46,芹沢純, 1.2, 49,  -5,  -5,11,121.7, ⑤⑧, 8, 6,Ｂオメガロンド, 73,荻野琢, 0.7, 62,  -6,   5, 3,  6.2, ⑧⑨, 8,15,Ｇエムオｰミラクル, 67,田辺裕, 0.3, 61, -10,*  8, 6, 18.5, ⑪⑦, 8,14,Ａリリウオカラニ, 73,鮫島良, 1.0, 66,*  2,  -3, 5,  6.8, ①①
