08年 3月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,甲南ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃマルブツファイン, 61,和田竜,, 61,*-11,  10, 4,  6.8,②②②, 1, 3, トｰセンエタニティ,,金子光,,,,,10, 56.6,⑤⑤②, 1, 4,Ｃヤサシイキモチ, 67,池添謙,, 75,*  7,   4, 5, 10.6, ②②, 1, 8,Ｃゲイルバニヤン, 85,藤岡佑,, 88,  15,*  7, 2,  5.5,⑨⑥③
 2, 5,Ｄプリンチパｰレ, 60,福永祐, 0.0, 60,*-11,   9, 2,  4.4,①①①, 2,12, ライトニングボｰル,,今村康,198.8,,,, 9, 47.2,①①①, 2, 7,Ｂファルネｰゼ, 68,岩田康, 0.1, 73,*  6,   4, 1,  3.1, ②③, 2,12,Ｈヤマタケゴｰルデン, 81,岩田康, 0.6, 84,  13,*  7, 9, 29.2,⑬⑪⑦
 3, 6,Ｅシゲルフセルト, 56,田村太, 0.1, 58, -11,  10, 7,111.0,④②②, 3, 9, ユウカｰジナル,,金折知,199.1,,,, 5, 15.2,③③③, 3, 5,Ａトｰホウドルチェ, 74,川島信, 0.1, 74,*  7,   3, 3,  4.8, ①①, 3,13,Ｅセフティｰステｰジ, 83,河北通, 1.2, 79,  14,  -2, 7, 24.1,⑪⑧⑥
 4, 1,Ｂホッコｰキングオｰ, 65,渡辺薫, 0.1, 61, -12,  11, 3,  5.4,②④⑥, 4, 1, インカム,,菊地昇,199.2,,,, 1,  1.7,⑦⑦③, 4,11,Ｇウォｰタｰリング, 60,田中克, 0.1, 76,  -1,* 10, 8, 33.7, ⑦⑦, 4, 3,Ｂビッグカポネ, 86,芹沢純, 1.3, 80,* 17,  -7, 4, 12.9,②②②
 5, 4,Ａトウカイプライム, 66,川田将, 0.2, 59, -13,* 13, 1,  1.8,⑦⑦④, 5, 8, トウショウズシオウ,,林満明,199.2,,,, 4, 11.8,④③⑤, 5,10,Ｆサウスエンピリカル, 61,藤田伸, 0.6, 69,   2,   3, 4,  7.1, ⑤⑥, 5, 2,Ａフリｰトアドミラル, 89,安藤勝, 1.4, 76,* 18, -10, 1,  1.8,①①①
 6, 3,Ｇジャングルゼット, 55,池添謙, 0.4, 58, -12,   9, 6, 14.4,⑥⑤④, 6,11, タガノハッスル,,北沢伸,200.2,,,,13, 91.1,⑧⑧⑧, 6, 3,Ｅメイショウベルｰガ, 66,四位洋, 0.8, 67,  -6,*  8, 2,  3.4, ⑪⑪, 6, 5,Ｉホｰマンオブジェ, 81,和田竜, 1.4, 81,  13,   0,10, 60.4,⑭⑪⑦
 7, 2,Ｆニシノハドウホウ, 56,小牧太, 0.6, 56, -12,   8, 5, 14.3,④⑤⑦, 7,13, マンノダイヤモンド,,仲田雅,200.4,,,,12, 86.7,⑨⑨⑨, 7, 8,Ｋキンショｰオトヒメ, 57,芹沢純, 0.9, 68,  -3,   6,10, 67.9, ⑧⑨, 7, 9,Ｇサンワｰドラン, 82,高橋亮, 1.6, 77,  16,  -8, 5, 19.1,⑥⑤③
,,,,,,,,,,,, 8, 2, セフティグランプリ,,黒岩悠,201.2,,,, 3,  8.8,⑫⑩⑩, 8, 9,Ｄトップコマチ, 67,和田竜, 1.0, 67,   2,   0, 6, 16.4, ⑤⑤, 8,10,Ｌコンプレッソ, 79,小牧太, 2.4, 73,  11,  -4, 6, 21.7,⑥⑪⑬
,,,,,,,,,,,, 9,14, アタゴハヤブサ,,田中剛,201.5,,,, 6, 16.1,②②⑦, 9, 6,Ｉメジロシｰゴｰ, 59,丸田恭, 1.3, 63,   4,  -5, 9, 43.2, ④③, 9, 4,Ｋマコトスペリオル, 79,長谷川, 3.1, 70,  13, -15,13,142.3,⑨⑩⑩
,,,,,,,,,,,,10, 7, スプリングレアル,,横山義,202.4,,,, 2,  5.3,⑥⑤⑥,10,12,Ｈレディマハロ, 60,小牧太, 2.1, 56,  -2,  -7,12, 96.9, ⑧⑧,10, 6,Ｄピサノフィリップ, 83,池添謙, 3.2, 67,* 17, -23, 8, 25.0,②②③
,,,,,,,,,,,,11,10, エアデルソｰル,,西谷誠,207.4,,,, 8, 27.6,⑪⑫⑪,11, 1,Ｊアキノジャブ, 58,藤岡佑, 2.3, 55,  -8,  -2,11, 81.5, ⑫⑫,11, 1,Ｊダイワオンディｰヌ, 79,渡辺薫, 3.5, 66,  14, -20,12, 73.1,⑥⑧⑩
,,,,,,,,,,,,12, 6, エイシンイッパツ,,高田潤,209.2,,,, 7, 23.1,⑩⑪⑫,12, 2,Ｌパラダイスプラム, 56,角田晃, 2.7, 50,  -3, -11, 7, 22.8, ⑩⑨,12,14,Ｆメイショウゲンスイ, 83,藤田伸, 3.8, 62,  14, -23, 3,  6.5,⑤⑥⑫
,,,,,,,,,,,,13, 4, スプリングサンテ,,小坂忠,211.0,,,,11, 62.7,⑬⑬⑬,,,,,,,,,,,,,13, 7,Ｎチェリスト, 76,生野賢, 3.9, 64,  10, -15,14,267.2,⑫⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,Ｍエアサバス, 77,角田晃, 4.0, 61,  16, -29,11, 64.5,②④⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:稍重(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:稍重(指数:-3),,,,,,,,,,,
単勝:680円 複勝:07=380円 05=250円 枠連:0円,,,,,,,,,,,,"単勝:5,660円 複勝:03=1,000円 12=790円 09=480円 枠連:18,650円",,,,,,,,,,,,"単勝:1,060円 複勝:04=210円 07=140円 05=170円 枠連:1,450円",,,,,,,,,,,,"単勝:550円 複勝:08=230円 12=650円 13=450円 枠連:7,060円",,,,,,,,,,,
"馬連:1,450円 ワイド:05-07=540円 06-07=4,740円 05-06=4,190円",,,,,,,,,,,,"馬連:64,040円 ワイド:03-12=8,680円 03-09=6,240円 09-12=6,510円",,,,,,,,,,,,"馬連:1,650円 ワイド:04-07=530円 04-05=770円 05-07=340円",,,,,,,,,,,,"馬連:10,640円 ワイド:08-12=2,820円 08-13=1,870円 12-13=4,300円",,,,,,,,,,,
"馬単:3,150円 3連複:18,250円",,,,,,,,,,,,"馬単:86,090円 3連複:221,430円",,,,,,,,,,,,"馬単:3,660円 3連複:2,190円",,,,,,,,,,,,"馬単:17,420円 3連複:49,750円 3連単:235,020円",,,,,,,,,,,
