08年 5月31日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月31日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1300m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,由比ヶ浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂメジロフロｰラ, 57,石橋脩,, 54,  -1,* -2, 6, 17.9, ④④, 1, 2, ジュレップ,,横山義,,,,, 1,  1.6,③③②, 1, 6,Ａスズノネイビｰ, 79,後藤浩,, 80,* 14,   2, 1,  1.8, ①①, 1, 3,Ｃスピｰドタッチ, 74,内田博,, 83,* 16,  -3, 1,  2.8, ①①
 2,12,Ａサラノコジｰン, 63,松岡正, 0.0, 54,  -4,*  0, 2,  5.8, ⑦⑥, 2, 9, マイネルハｰバｰド,,石神深,206.6,,,, 2,  3.9,①①①, 2, 4,Ｆトウショウツアラｰ, 70,柴田善, 0.3, 74,   3,* 12, 5, 18.1, ⑬⑫, 2,16,Ａシンデレラマン, 78,戸崎圭, 0.2, 80,  12,   0, 2,  4.2, ④③
 3, 4,Ｄラブエッセンス, 55,内田博, 0.2, 54,*  1,  -6, 1,  1.9, ④②, 3, 3, メジロラスタバン,,五十嵐,208.5,,,, 3, 11.6,⑤②②, 3,14,Ｇダイワウイザｰド, 70,松岡正, 0.7, 74,  10,   2, 4, 12.7, ⑤⑤, 3, 9,Ｊワンダｰクラフティ, 71,藤田伸, 0.3, 76,   6,*  6, 8, 20.2, ⑫⑪
 4,13,Ｃオｰシャンウインド, 56,高山太, 0.6, 49,  -7,*  0, 5, 12.9, ⑩⑩, 4,10, スタッテン,,柴田大,209.1,,,, 4, 14.0,③③④, 4,12,Ｃカサデアンジェラ, 75,三浦皇, 1.2, 69,* 12,  -6, 3,  7.0, ③③, 4, 6,Ｈトｰセントゥルｰ, 73,後藤浩, 0.3, 77,   6,*  8, 3,  5.4, ⑯⑭
 5, 7, ホワッツモア,---,津村明, 0.6, 50,  -4,  -5, 4, 12.5, ⑦⑥, 5, 1, コマチ,,高野和,211.8,,,, 8, 36.9,⑨⑥⑥, 5,15,Ｂレフォルマ, 77,内田博, 1.3, 68,* 13,  -8, 2,  5.5, ②②, 5, 8,Ｌブライティアミラ, 70,田中勝, 0.6, 76,* 14,  -7, 7, 18.0, ②②
 6, 6,Ｈアムネリス, 44,郷原洋, 0.8, 49,  -1,  -9,13, 84.6, ③④, 6, 4, リバｰアンダルシア,,江田勇,214.0,,,,10, 43.5,②⑤⑤, 6,10,Ｊカマｰバンド, 68,柴山雄, 1.5, 64,   4,   0, 6, 19.4, ⑨⑩, 6, 1,Ｋフィクシアス, 70,勝浦正, 0.9, 72,  11,  -7, 6, 17.2, ⑧⑤
 7,14,Ｊニシノベロｰチェ, 39,三浦皇, 0.9, 46,  -7,  -4,10, 58.0, ⑦⑨, 7, 5, クロタラリア,,山本康,215.0,,,, 9, 39.5,⑥⑥⑦, 7, 2,Ｄペイアテンション, 73,木幡初, 1.6, 65,* 12,  -9, 9, 42.2, ③③, 7, 7,Ｄノｰザンスタｰ, 74,大庭和, 1.0, 71,  12, -10,11, 44.6, ④③
 8,10, パレスバニヤン,---,田中勝, 1.2, 45,  -4,  -9,12, 80.8, ⑥⑥, 8, 8, メジログリｰン,,浜野谷,217.1,,,, 6, 26.1,⑫⑪⑩, 8, 9,Ｍエイワンタッチ, 64,的場勇, 1.7, 62,   3,  -1,14, 82.8, ⑬⑫, 8,10,Ｅコアレスコジｰン, 74,蛯名正, 1.2, 66,   5,  -2, 4, 11.3, ⑭⑮
 9, 1,Ｆスイｰトバイカル, 52,二本柳, 1.4, 40, -10,  -4, 7, 18.4, ⑪⑫, 9,12, サツキイｰグル,,蓑島靖,218.1,,,,14,136.8,⑦⑧⑧, 9,16,Ｋロックリヴァｰ, 68,津村明, 1.7, 64,   8,  -5,12, 53.1, ⑥⑦, 9,12,Ｐラストモア, 62,津村明, 1.2, 66,   2,   0,14, 71.7, ⑯⑰
10, 2,Ｇファジｰネｰブル, 52,後藤浩, 1.4, 44,*  2, -18, 9, 27.7, ②①,10, 7, デルマジュピタｰ,,金子光,221.7,,,,12,115.5,⑭⑫⑫,10,13,Ｉサルバドｰルボス, 68,江田照, 1.9, 61,   4,  -4, 7, 27.6, ⑨⑩,10,11,Ｑアポロアパッチ, 55,小野次, 1.3, 66,   6,  -6,15,107.3, ⑫⑪
11, 9,Ｅヒシシャトル, 52,戸崎圭, 1.5, 44,*  2, -18, 3,  8.1, ①②,11,14, ソレックス,,穂苅寿,222.8,,,, 7, 34.3,⑩⑨⑨,11, 7,Ｈフジヤマロマン, 69,藤田伸, 2.0, 60,   5,  -6, 8, 37.8, ⑧⑧,11, 2,Ｍオリオンオンサイト, 69,吉田豊, 1.6, 63,  11, -16, 9, 29.6, ②⑤
12,15, スウォｰドデジタル,---,吉田豊, 1.8, 39,  -8, -11, 8, 23.3, ⑪⑩,12, 6, ミスタｰアタゴ,,田中剛,230.4,,,,11, 58.7,⑦⑩⑪,12, 8,Ｌリヒタｰ, 68,黛弘人, 2.3, 57,   2,  -4,13, 78.4, ⑮⑭,12,15,Ｇビッグファルコン, 73,和田竜, 1.7, 64,  10, -15,12, 49.2, ⑥⑦
13, 3, セブンオリオン,---,蛯名正, 1.9, 37, -13,  -6,11, 73.4, ⑬⑬,,,,,,,,,,,,,13, 3,Ｐホッコｰタｰゲット, 54,丸田恭, 2.9, 51,  -7,   1,16,278.4, ⑯⑯,13,17,Ｎフジマサゴｰルド, 66,大野拓, 1.7, 62,  10, -15,10, 30.4, ⑧⑦
14,11,Ｋサンバステップ, 15,黛弘人, 2.0, 36, -15,  -5,16,205.6, ⑬⑭,,,,,,,,,,,,,14, 5,Ｎツルギダケ, 61,小林淳, 2.9, 53,   6, -15,10, 46.9, ⑨⑧,14,18,Ｂシャペロンルｰジュ, 74,的場勇, 1.9, 59,   9, -16, 5, 15.8, ⑧⑩
