08年11月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1300m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,銀嶺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｇマイネアリス, 52,柴山雄,, 62,*  3, -11, 3,  6.2, ④③, 1,11, シｰフォｰアイ,---,松岡正,, 65,*  2,* -1, 5, 12.5, ②②, 1, 5,Ａギシアラバストロ, 84,北村宏,, 83,   0,* 21, 3,  4.9, ⑭⑨, 1, 9,Ｋブイチャレンジ, 79,武士沢,, 88,   4,* 21,10, 35.2, ⑯⑮
 2,10,Ｃディアトウシロウ, 60,藤岡佑, 0.2, 56,  -9,*  2, 6,  8.3, ⑯⑮, 2, 9, フレッドバロｰズ,---,岩田康, 0.7, 60,   1,* -6, 2,  3.0, ③③, 2, 4,Ｊレッドスポｰツカｰ, 77,浜中俊, 0.0, 82,*  8,  11,10, 37.5, ①①, 2,14,Ｇアドマイヤゴルゴ, 81,安藤勝, 0.0, 86,   7,* 17, 2,  4.5, ⑬⑨
 3,18,Ｅギンザジャスマック, 54,岩田康, 0.2, 56,  -3,  -6, 4,  6.6, ⑨⑨, 3, 1, エアラスティング,---,後藤浩, 1.3, 55,   1, -11, 1,  2.8, ④④, 3,10,Ｄスナｰクユｰチャン, 82,内田博, 0.0, 82,*  7,  13, 1,  3.5, ③③, 3, 8,Ａレオエンペラｰ, 88,江田照, 0.1, 85,* 11,  11, 1,  4.4, ⑤③
 4, 6,Ｂワニタレスタリ, 60,横山典, 0.3, 53, -16,*  9, 2,  5.1, ⑱⑱, 4, 7, ガッテンムスメ,---,幸英明, 1.7, 52,*  3, -17,10, 59.9, ①①, 4, 7,Ｃアポロダヴィンチ, 82,勝浦正, 0.0, 83,*  8,  12, 5,  8.5, ②②, 4,11,Ｅマジックボンバｰ, 85,ルメｰ, 0.2, 84,   9,  13, 6,  8.9, ⑦⑥
 5,13,Ｊストロングレダ, 48,ルメｰ, 0.5, 57,*  5, -21, 8, 10.7, ②②, 5,12, タマモウィナｰ,---,蛯名正, 1.8, 51,  -2, -11, 4,  8.9, ⑥⑥, 5, 3,Ｅセトノヒット, 81,川島信, 0.4, 79,   2,  15, 7, 23.2, ⑨⑧, 5, 6,Ｂサンワｰドラン, 88,藤岡佑, 0.4, 83,   6,  15, 9, 34.2, ⑪⑫
 6,11,Ｄマイネルアウストロ, 55,松岡正, 0.5, 54,  -2, -13, 5,  7.1, ⑧⑦, 6, 8, アッフェルグランデ,---,吉田隼, 1.9, 50,  -1, -14, 7, 32.7, ⑤⑤, 6, 2,Ｂカネスラファｰル, 83,佐藤聖, 0.5, 78,   4,  11, 4,  6.5, ⑥④, 6, 3,Ｉコロナグラフ, 80,福永祐, 0.6, 81,* 12,   6, 7, 13.0, ②②
 7, 4,Ｐシｰオブザスタｰズ, 38,北村宏, 0.5, 54,  -4,  -9,11,106.7, ⑪⑩, 7, 5, シルクタイトル,---,田中勝, 2.0, 49,  -5,  -9,11, 72.1, ⑧⑦, 7, 6,Ｇセイウンマル, 78,藤田伸, 0.5, 79,   0,* 16, 6, 22.9, ⑩⑩, 7, 7,Ｊタイキシルバｰ, 80,大庭和, 0.8, 80,   4,  14,11, 46.8, ⑮⑭
 8, 5,Ａフロンティｰノ, 61,内田博, 0.6, 55,*  7, -26, 1,  4.8, ①①, 8,13, レオパレｰド,---,藤田伸, 2.4, 45,  -5, -12, 6, 19.5, ⑨⑧, 8, 8,Ｈジェイケイボストン, 78,藤岡佑, 0.6, 78,  -3,* 18,12, 46.3, ⑫⑫, 8,10,Ｍマルタｰズマッシブ, 77,後藤浩, 0.9, 79,   8,   7, 5,  7.2, ⑨⑦
