08年 2月10日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月10日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 3 歳新馬 馬齢,,,,,,,,,,,,■ 7R  芝2600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,くすのき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂアリｰジェンス, 57,菊沢隆,, 56,*  3,* -9, 2,  4.7,⑤③③, 1, 9, メイショウジェイ,---,飯田祐,, 58,*-23,* 15, 4, 11.0,②②②, 1,13,Ｅマイネナデシコ, 72,菊沢隆,, 76,  -1,* 18, 6, 15.7,⑬⑬⑨, 1, 9,Ｅトシナギサ, 62,北村友,, 70,*  2,* 11, 1,  3.1,①①①
 2,16,Ｅワスレナグサ, 51,的場勇, 0.2, 56,*  7, -16, 1,  2.7,①①①, 2, 6, ダンスセレクション,---,宮崎北, 0.6, 51, -25,*  9, 6, 20.2,③④②, 2, 7,Ｃエアクラマン, 73,小牧太, 0.0, 73,   0,  10, 5, 13.9,⑨⑤⑦, 2, 3,Ｂタガノクリスエス, 70,菊沢隆, 0.2, 70,   0,* 12, 2,  4.5,③④③
 3, 4,Ｄイコｰルパｰトナｰ, 54,赤木高, 0.4, 53,*  5, -14, 6, 13.9,②②②, 3, 7, クリノソｰニャ,---,中村将, 1.0, 47, -26,   6, 9, 37.9,⑦⑦⑧, 3, 5,Ｇイブキレボルシオン, 69,鮫島克, 0.0, 78,  -3,* 22, 4, 13.3,⑭⑭⑫, 3, 7,Ｃピエナポパイ, 67,安藤光, 0.5, 70,  -2,* 14,11, 43.9,⑫⑪⑧
 4,10,Ａサマｰナイトスタｰ, 59,藤岡康, 0.7, 54,   1,* -9, 4,  7.4,⑦⑤⑤, 4,10, マイネルサイオン,---,菊沢隆, 1.4, 40, -24,  -1,10, 42.7,⑤⑦⑥, 4, 3,Ｂメイショウアンドレ, 73,浜中俊, 0.0, 72,   0,   9, 2,  6.1,⑤⑤⑤, 4, 2,Ｄディｰプリンク, 66,中舘英, 0.7, 68,   0,  10, 4,  4.8,⑦⑧⑤
 5,15,Ｃマッキｰサマンサ, 55,野元昭, 1.0, 51,   3, -15, 7, 14.3,④④④, 5, 5, ツルマルウンニャ,---,小牧太, 1.5, 38, -25,  -4, 1,  1.8,⑥④⑥, 5, 9,Ｋキンショｰハヤテ, 63,丸田恭, 0.3, 70,   0,   7,12,153.4,③⑦⑤, 5,16,Ｋボストンオｰ, 57,和田竜, 1.1, 66,*  1,   3, 5, 16.6,③②②
 6, 6,Ｌグランドツインクル, 37,鮫島克, 1.2, 50,  -3,* -8,13, 60.0,⑩⑨⑧, 6, 3, オｰトホｰク,---,渡辺薫, 1.6, 41, -27,   1, 7, 25.6,⑪⑩⑧, 6, 2,Ａハギノジョイフル, 73,中舘英, 0.3, 69,*  2,   3, 1,  1.7,②②③, 6, 5,Ａエｰシンカマンダｰ, 72,藤岡康, 1.1, 65,   0,   5, 3,  4.5,③④④
 7, 5,Ｇグランチャｰム, 48,和田竜, 1.5, 49,  -2, -12,12, 58.6,⑭⑦⑥, 7, 1, エメラルドワン,---,中舘英, 1.6, 38, -24,  -5, 5, 19.2,⑦④④, 7, 1,Ｊケイジｰウォリア, 68,二本柳, 0.4, 71,   1,   9,10, 74.0,⑩⑧⑧, 7, 8,Ｈアグネスボンバｰ, 60,的場勇, 2.2, 58,   0,  -5, 8, 35.8,⑥④⑤
 8, 3,Ｊアメイジングベガ, 45,田中健, 1.8, 48,  -2, -15, 9, 29.9,⑦⑦⑧, 8, 4, ウインリスペクト,---,的場勇, 1.6, 42, -28,   4, 3,  6.6,⑫⑫⑫, 8,12,Ｈマイネルドナｰル, 69,和田竜, 0.5, 67,*  1,   0, 8, 32.1,③②②, 8,15,Ｉシｰクレットハｰト, 59,中村将, 2.3, 56,  -2,  -2, 7, 28.0,⑩⑩⑩
 9,14,Ｎプリティエスト, 34,鮫島良, 1.9, 46,  -3, -12,11, 46.3,⑦⑩⑩, 9,11, ジョｰキｰマン,---,浜中俊, 1.7, 36,*-23,  -7, 8, 31.2,③③⑤, 9,14,Ｆメルシｰゴｰルド, 69,北村友, 0.5, 70,  -1,   8, 7, 16.6,⑩⑧⑨, 9,11,Ｇユウアｰルシｰ, 60,赤木高, 2.3, 55,  -2,   0,15,170.2,⑬⑬⑩
10,11,Ｏアマゾンノハナ, 34,北村友, 2.0, 44,  -5, -10,10, 40.9,⑪⑪⑪,10,12, エバｰアンドエバｰ,---,田中健, 2.1, 33, -27,  -6,13, 91.5,⑩⑩⑪,10,11,Ｌサチノマックイｰン, 63,安藤光, 0.6, 66,*  2,  -2,11,142.0,①①①,10,10,Ｍニュｰロザリオ, 54,古川吉, 2.3, 58,  -5,   4,13, 63.4,⑯⑮⑬
11, 7,Ｍファイトラブ, 36,高橋亮, 2.9, 41,  -6, -14,16,322.4,⑮⑭⑫,11,13, アイラインロｰザｰ,---,野元昭, 2.3, 26,*-21, -18,12, 63.2,①①①,11, 4,Ｍバリトンヴォイス, 61,渡辺薫, 0.6, 69,  -1,   7,13,157.5,⑦⑧⑨,11, 1,Ｊショウナンマスタｰ, 59,小牧太, 2.4, 55,  -5,   3,12, 60.0,⑮⑮⑮
12,13,Ｉヴィｰナスロｰズ, 45,荻野琢, 4.0, 32,  -6, -26, 8, 29.1,⑫⑬⑬,12, 2, デアリング,---,鮫島克, 2.3, 34, -29,  -3,11, 48.6,⑬⑬⑫,12, 8,Ｉシャトヤンシｰ, 69,赤木高, 0.6, 65,*  1,  -1, 3,  7.1,⑦②③,12,12,Ｆマイハｰトマイラブ, 61,鮫島良, 2.8, 52,   0, -10, 9, 37.2,⑧④⑨
13, 8,Ｆキクノフレア, 49,中舘英, 5.2, 25,   1, -47, 3,  6.8,②⑤⑦,13, 8, サｰリセルカ,---,北村友, 3.3, 16, -24, -27, 2,  5.1,⑨⑦⑧,13, 6,Ｄヤマノフェロｰ, 72,松田大, 0.7, 68,  -1,   5, 9, 51.9,⑥⑧⑫,13,14,Ｏキングサンディ, 46,鮫島克, 2.9, 53,  -2,  -6,14,148.0,⑬⑪⑬
14, 1,Ｋニネッタ, 43,上野翔, 5.4, 24,  -7, -36,15,181.1,⑫⑭⑭,,,,,,,,,,,,,14,10,Ｎフラップジャック, 54,西田雄, 1.7, 58,  -1,  -8,14,171.0,⑩⑧⑭,14, 4, パラダイスセント,---,山口勲, 3.3, 49,  -1, -12, 6, 24.9,⑧⑧⑩
15, 9,Ｈハロｰマリリン, 48,中村将, 6.3, 20,  -4, -47, 5, 12.2,⑥⑪⑭,,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｌスナｰクアステｰル, 55,高橋亮, 3.4, 48,*  1, -16,10, 39.6,②②⑤
16,12,Ｐニシノアンジェラ, 30,草野太, 6.8, 17,  -7, -47,14,172.2,⑯⑯⑭,,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｎミサトマｰブル, 49,高橋智, 3.4, 49,  -4,  -7,16,253.5,⑩⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,
単勝:470円 複勝:02=140円 16=130円 04=320円 枠連:460円,,,,,,,,,,,,"単勝:1,100円 複勝:09=320円 06=500円 07=740円 枠連:2,050円",,,,,,,,,,,,"単勝:1,570円 複勝:13=590円 07=470円 05=440円 枠連:1,620円",,,,,,,,,,,,単勝:310円 複勝:09=160円 03=170円 07=630円 枠連:800円,,,,,,,,,,,
馬連:650円 ワイド:02-16=270円 02-04=750円 04-16=680円,,,,,,,,,,,,"馬連:5,790円 ワイド:06-09=1,680円 07-09=2,990円 06-07=4,000円",,,,,,,,,,,,"馬連:7,410円 ワイド:07-13=1,830円 05-13=2,290円 05-07=1,460円",,,,,,,,,,,,"馬連:880円 ワイド:03-09=400円 07-09=2,760円 03-07=3,610円",,,,,,,,,,,
"馬単:1,430円 3連複:2,070円",,,,,,,,,,,,"馬単:16,140円 3連複:29,650円",,,,,,,,,,,,"馬単:17,320円 3連複:22,210円",,,,,,,,,,,,"馬単:1,590円 3連複:14,800円 3連単:50,140円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,周防灘特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｆアンヴェイル, 56,小牧太,, 59,  -4,*  5, 1,  3.2,⑪⑫⑤, 1,14,Ｉネバｰエンディング, 63,浜中俊,, 70,   4,*  7, 6, 27.4,⑧⑦⑥, 1, 6,Ｄマイネジャｰダ, 72,的場勇,, 79,* 15,   4, 4, 11.3,①①①, 1,14,Ｑタニノハイクレア, 60,荻野琢,, 67, -12,* 10,14, 59.8, ⑩⑧
 2,10,Ｄブレイジングスタｰ, 59,川島信, 0.0, 58,  -2,*  4, 6, 10.9,⑨⑧⑤, 2,16,Ｄヘンメイレン, 70,的場勇, 0.2, 73,   6,*  5, 5, 13.7,④④③, 2,15,Ｂマイネルモデルノ, 74,二本柳, 0.1, 79,  12,*  7, 2,  7.1,⑧⑤②, 2, 5,Ａソルジャｰズソング, 80,中舘英, 0.1, 65,  -8,   5, 1,  1.7, ⑧③
 3, 9,Ｃマルイチポケット, 60,安藤光, 0.1, 57,* -1,  -2, 2,  4.4,⑥③③, 3, 5,Ｃヴィクトリアアイ, 71,川島信, 0.5, 69,   4,   3, 4, 10.8,⑫⑦⑧, 3,16,Ｊヒカリシャトル, 67,和田竜, 0.3, 78,* 13,   2, 6, 20.8,⑤②②, 3,12,Ｊスマｰトカイザｰ, 67,鮫島良, 0.1, 66, -14,* 11,15,101.8, ⑭⑬
 4, 6,Ｋオリエンス, 45,芹沢純, 0.2, 58,  -5,*  5, 9, 51.2,⑭⑬⑨, 4,11,Ａトｰセンレジェンド, 75,宮崎北, 0.6, 67,   3,*  4, 1,  2.0,⑧⑪⑨, 4, 1,Ｉショウナンラヴァｰ, 68,高橋智, 0.3, 78,   9,* 11, 5, 15.2,⑬⑨⑤, 4,17,Ｅアグネスドｰン, 72,的場勇, 0.2, 65, -16,* 11, 5, 18.4, ⑮⑬
 5, 7,Ｉテｰオｰショウキ, 48,渡辺薫, 0.2, 60,  -3,*  4,11, 97.4,⑪⑬⑪, 5, 2,Ｂデュｰクタイフｰン, 72,田辺裕, 0.6, 63,   5,   0, 3,  5.3,⑧④③, 5,17,Ｅシルクバッカス, 70,菊沢隆, 0.7, 75,   8,* 11,11, 57.1,⑯⑭⑩, 5,18,Ｋトッケンショウブ, 67,中村将, 0.3, 63, -13,   7, 7, 19.7, ⑫⑧
 6,13,Ｂホッコｰティアラ, 60,中舘英, 0.3, 55,*  1,  -7, 4,  6.6,②②②, 6, 3,Ｌアドマイヤチャチャ, 59,芹沢純, 1.1, 63,   5,  -4, 9, 43.1,④④③, 6, 7,Ａマｰスエンペラｰ, 78,藤岡康, 1.0, 69,* 13,  -7, 1,  1.7,③②④, 6, 6,Ｏクインズプレイヤｰ, 65,渡辺薫, 0.3, 64,  -9,   4, 8, 22.9, ⑧⑦
 7,12,Ｅエｰシンペｰスワン, 57,田辺裕, 0.3, 55,* -1,  -3, 3,  5.4,⑥⑥③, 7,10,Ｏシンティランテ, 54,和田竜, 1.4, 63,   1,  -1,12, 88.6,⑮⑭⑬, 7,11,Ｇダンツイッドン, 69,熊沢重, 1.1, 70,  12,  -5, 8, 29.2,⑤⑤⑤, 7,11,Ｐメイショウモア, 62,芹沢純, 0.4, 63, -18,* 11,17,145.1, ⑱⑱
 8,15,Ｈマジヤバｰイ, 52,浜中俊, 0.4, 53,*  1,  -9, 7, 19.7,①①①, 8,13,Ｍエカテリｰナ, 59,高橋亮, 1.7, 59,*  6, -10,15,136.9,②②②, 8,13,Ｍセイザンフレイム, 60,小牧太, 1.2, 68,* 13, -10, 3,  9.2,③②⑤, 8, 9,Ｎテイエムフルパワｰ, 65,太宰啓, 0.4, 63, -13,   7,11, 38.1, ⑫⑬
