08年10月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年10月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9, 1,Ｆエｰシンビｰブラボ, 44,藤岡佑, 4.0, 23,  -2, -32, 8, 31.7, ⑥⑥, 9, 5, メイショウラダック,,出津孝,214.3,,,, 9, 24.2,②③④, 9, 4,Ｊレディマハロ, 60,田村太, 2.3, 59,   0,  -4,11, 73.6, ⑮⑭, 9, 4,Ｂカシノマイケル, 80,熊沢重, 0.4, 76,  10,  -6,10, 45.1, ④⑤
10, 2,Ｇビバオｰケストラ, 43,田中克, 5.5, 15,  -3, -43, 7, 27.7, ⑥⑨,10, 3, リスティアダｰリン,,横山義,214.4,,,, 6, 16.1,④⑥⑦,10,16,Ｍハギノポンパドｰル, 56,鮫島良, 2.6, 59,   5, -11,16,260.4, ⑧⑨,10, 8,Ｉサワヤカラスカル, 74,浜中俊, 0.5, 76,  10,  -6, 9, 32.9, ⑦⑦
,,,,,,,,,,,,11,13, マルタカドリｰム,,小坂忠,214.6,,,,11, 78.6,⑫⑫⑫,11,11,Ｐメイショウマハラニ, 34,田中克, 2.6, 57,  -2,  -4,14,213.1, ⑯⑮,11, 7,Ｆクインフュｰチャｰ, 75,酒井学, 0.5, 75,   9,  -3,13,148.9, ⑩⑩
,,,,,,,,,,,,12, 4, マウントフォンテン,,江田勇,215.3,,,,13, 97.4,⑩⑪⑪,12,10,Ｇドリｰムロｰズ, 67,武豊  , 2.9, 55,*  8, -19, 1,  2.3, ③③,12,12,Ｌレミｰエンジェル, 72,大下智, 0.7, 72,  10,  -9,14,171.3, ⑧⑦
,,,,,,,,,,,,13,12, エプソムフォルテ,,佐久間,215.4,,,,14,126.4,⑭⑬⑬,13, 1,Ｋオペラセリア, 59,橋本美, 3.2, 53,   2, -13,10, 66.8, ⑭⑫,13,11,Ｏトッケンショウブ, 65,高田潤, 0.7, 73,   7,  -3,15,183.5, ⑭⑬
,,,,,,,,,,,,14, 7, ジョッシュ,,金折知,224.1,,,,12, 96.8,⑬⑭⑭,14,12,Ｌテンザンオトヒメ, 59,高野容, 3.3, 52,   2, -15,15,226.0, ⑪⑫,14,15,Ｍディアプリンシパル, 71,池添謙, 1.0, 68,* 13, -19,11, 66.7, ②②
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｏスマｰトイマｰジュ, 45,福永祐, 3.9, 48,*  8, -28,13,129.4, ②③,15,10,Ｎルｰルプロスパｰ, 68,角田晃, 1.3, 66,* 13, -24, 7, 18.4, ②②
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｂメイショウジェイ, 72,飯田祐, 4.1, 45,   1, -20, 2,  5.6, ⑬⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-4),,,,,,,,,,,
単勝:400円 複勝:09=130円 07=110円 10=110円 枠連:240円,,,,,,,,,,,,"単勝:830円 複勝:01=270円 06=650円 08=250円 枠連:3,460円",,,,,,,,,,,,"単勝:4,440円 複勝:07=1,020円 15=220円 08=190円 枠連:1,720円",,,,,,,,,,,,"単勝:920円 複勝:06=290円 03=810円 09=550円 枠連:2,210円",,,,,,,,,,,
馬連:750円 ワイド:07-09=270円 09-10=210円 07-10=180円,,,,,,,,,,,,"馬連:9,330円 ワイド:01-06=2,360円 01-08=890円 06-08=1,580円",,,,,,,,,,,,"馬連:13,700円 ワイド:07-15=3,140円 07-08=3,120円 08-15=540円",,,,,,,,,,,,"馬連:14,110円 ワイド:03-06=3,670円 06-09=1,740円 03-09=4,380円",,,,,,,,,,,
"馬単:1,630円 3連複:450円 3連単:3,330円",,,,,,,,,,,,"馬単:16,330円 3連複:15,940円 3連単:120,550円",,,,,,,,,,,,"馬単:35,660円 3連複:19,180円 3連単:188,080円",,,,,,,,,,,,"馬単:25,590円 3連複:45,980円 3連単:325,580円",,,,,,,,,,,
■ 2R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,夕刊ﾌｼﾞ杯大原S,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄトップクリフォｰド, 49,武豊  ,, 57,  -8,*  6, 1,  1.6,⑥⑦⑦, 1, 5, ミッキｰパンプキン,---,岩田康,, 55,*-14,*  0, 2,  3.3, ①①, 1, 3,Ｂタムロチェスト, 77,酒井学,, 77,*  7,   4, 1,  2.6,①①①, 1, 7,Ｃトウカイルナ, 83,四位洋,, 86,  11,*  8, 6, 10.9,⑧⑧⑥
 2, 3,Ｃメダリアビｰト, 52,長谷川, 0.0, 58,  -7,*  8, 7, 79.3,⑥⑦⑧, 2, 9, サイキョウアサカゼ,---,浜中俊, 0.4, 52,*-14,  -4, 4, 13.1, ②②, 2, 5,Ｆウインステルス, 69,川田将, 0.1, 74,*  6,   4, 4,  9.6,②②②, 2, 4,Ａヒカリシャトル, 87,幸英明, 0.0, 86,  12,*  4, 1,  1.8,⑦⑥⑥
 3, 4,Ｆドリｰムリフレクト, 44,浜中俊, 0.2, 55,* -5,  -1, 2,  4.1,③④④, 3, 7, ザバトルユｰジロｰ,---,太宰啓, 0.6, 49, -17,  -4, 6, 19.2, ③③, 3, 8,Ａハｰドシｰキング, 77,渡辺薫, 0.3, 75,   4,*  6, 2,  2.9,⑪⑤③, 3,11,Ｉシルクダッシュ, 76,藤岡佑, 0.3, 82,  10,   3, 9, 29.5,⑧⑧⑧
 4, 8,Ｂサザンウィスパｰ, 56,幸英明, 0.2, 54,* -5,  -3, 3,  5.9,②②②, 4, 1, オｰバルシェｰプ,---,武豊  , 0.8, 46, -17,  -7, 1,  1.9, ③③, 4, 6,Ｈレｰザｰウイング, 65,東川公, 0.7, 71,*  7,  -1,11,134.5,③②③, 4, 8,Ｅニホンピロレガｰロ, 81,酒井学, 0.3, 81,  12,  -1, 7, 21.1,⑤④③
 5, 6,Ｅトｰコｰタカシ, 46,小牧太, 0.3, 52,* -3,  -6, 4, 11.9,①①①, 5,12, サンライズスカイ,---,幸英明, 0.9, 46, -21,* -3, 3,  6.9, ⑩⑩, 5, 9,Ｃマルカマックス, 73,福永祐, 1.0, 69,   3,   2, 3,  5.0,⑦⑨⑥, 5,10,Ｊコスモスペシャリｰ, 76,池添謙, 0.6, 77,* 15, -12, 8, 27.2,①①①
 6, 5,Ｇパワｰエｰス, 44,酒井学, 0.8, 48,  -6,  -7, 5, 18.5,⑤④⑤, 6, 4, オウハ,---,中村将, 1.1, 43, -19,  -7,10, 65.8, ⑦⑧, 6, 1,Ｉラヴファクトリｰ, 65,船曳文, 2.0, 62,   5, -10, 5, 16.5,④④⑤, 6, 9,Ｂエリモファイナル, 84,川田将, 0.7, 77,  10,  -4, 2,  8.0,⑩⑥⑧
 7, 7,Ｈカネトシアミｰゴ, 37,田嶋翔, 1.3, 42,  -6, -14, 9,140.5,⑥④⑤, 7, 3, オｰスミビジョン,---,秋山真, 1.2, 41, -18,  -9, 7, 43.4, ⑦⑥, 7, 2,Ｋミフユ, 62,北村友, 2.2, 59,   4,  -8, 9, 61.4,⑦⑩⑪, 7, 2,Ｆソリッドスライダｰ, 81,小牧太, 0.8, 78,  11,  -4, 5,  9.7,⑥⑧⑧
 8, 1,Ｉフリｰジャズ, 26,北村友, 2.0, 39, -10, -14, 8,113.9,⑨⑨⑨, 8, 8, マルブツハッピｰ,---,福永祐, 1.2, 43, -23,* -3, 5, 18.4, ⑪⑪, 8,11,Ｄワンダｰルストラｰ, 72,田中克, 2.5, 60,   5, -13, 7, 23.5,⑦⑤⑥, 8, 6,Ｄツアｰデフォｰス, 82,福永祐, 0.8, 76,* 13, -10, 4,  8.8,③③③
 9, 9,Ａシルクユニヴァｰス, 59,生野賢, 2.6, 30,* -5, -37, 6, 22.2,③②②, 9,11, メイショウハイホｰ,---,藤岡康, 1.4, 38, -18, -13, 8, 45.7, ⑥⑥, 9,10,Ｅマルイチハｰト, 70,田中健, 3.0, 58,   3, -13,10,128.2,⑩⑪⑩, 9, 1,Ｋフサイチジャンク, 76,武豊  , 0.8, 77,  12,  -7, 3,  8.3,④④⑤
,,,,,,,,,,,,10, 6, ケｰジｰサミット,---,松田大, 2.2, 29, -18, -22,11, 80.7, ⑦⑧,10, 7,Ｇロｰレルオｰラ, 66,浜中俊, 3.3, 53,   4, -20, 6, 16.7,⑥⑤⑧,10, 3,Ｈトロフィｰディｰル, 77,佐藤哲, 0.9, 75,* 13, -14,11,124.9,②②②
,,,,,,,,,,,,11, 2, シルクナトゥｰル,---,田中克, 2.8, 22, -26, -20,12,104.4, ⑫⑫,11, 4,Ｊサクラダモン, 63,池添謙, 4.7, 44,   5, -32, 8, 60.0,④⑤⑨,11, 5,Ｇロｰドアンセム, 80,岩田康, 1.1, 74,   8,  -1,10, 48.4,⑪⑪⑪
,,,,,,,,,,,,12,10, テイエムジャングル,---,田嶋翔, 4.1,  4,*-16, -52, 9, 56.1, ③③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-4),,,,,,,,,,,
"単勝:160円 複勝:02=110円 03=750円 04=150円 枠連:3,390円",,,,,,,,,,,,"単勝:330円 複勝:05=160円 09=340円 07=380円 枠連:1,170円",,,,,,,,,,,,"単勝:260円 複勝:03=110円 05=190円 08=120円 枠連:1,280円",,,,,,,,,,,,"単勝:1,090円 複勝:07=230円 04=120円 11=500円 枠連:380円",,,,,,,,,,,
"馬連:3,440円 ワイド:02-03=620円 02-04=180円 03-04=3,010円",,,,,,,,,,,,"馬連:2,050円 ワイド:05-09=640円 05-07=740円 07-09=1,760円",,,,,,,,,,,,"馬連:1,270円 ワイド:03-05=340円 03-08=150円 05-08=450円",,,,,,,,,,,,"馬連:930円 ワイド:04-07=380円 07-11=2,140円 04-11=1,030円",,,,,,,,,,,
"馬単:3,400円 3連複:3,950円 3連単:18,380円",,,,,,,,,,,,"馬単:3,020円 3連複:6,660円 3連単:24,460円",,,,,,,,,,,,"馬単:1,760円 3連複:790円 3連単:5,150円",,,,,,,,,,,,"馬単:2,980円 3連複:6,190円 3連単:37,810円",,,,,,,,,,,
■ 3R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 6R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝1400m 2 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,りんどう賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6, クイｰンアリュｰル,---,川田将,, 42, -31,   4, 2,  2.9, ④④, 1, 3,Ｃミステリアスバイオ, 70,田村太,, 78,   5,* 10, 2,  6.6, ⑨⑧, 1, 5,Ａグロｰリｰルピナス, 70,岩田康,, 63,   2,  -8, 1,  2.2, ③③, 1, 9,Ｈソラメンテウナベス, 77,佐藤哲,, 82,*  9,*  9, 5,  7.8,②②②
 2, 3, メイショウアツヒメ,---,福永祐, 0.0, 42, -30,   3, 1,  1.8, ④④, 2, 7,Ｊメラトニン, 66,藤岡康, 0.2, 81,* 14,   0, 1,  2.9, ①①, 2,13,Ｉプレザントブリｰズ, 49,小牧太, 0.0, 62,  -2,* -3, 4,  9.4, ⑨⑤, 2,11,Ｆマルブツフラッシュ, 78,上村洋, 0.3, 82,* 10,   5, 7, 14.3,①①①
 3, 2, アクイタニア,---,鮫島良, 0.2, 43, -32,   5, 7, 50.4, ⑦⑥, 3,10,Ｆリリｰレインボｰ, 68,荻野琢, 0.7, 73,   7,   2, 6, 10.5, ④④, 3, 1,Ｄメイクデュｰス, 57,太宰啓, 0.1, 62,  -2,* -4, 3,  6.6, ⑦⑧, 3, 5,Ｅミコノス, 78,田中健, 0.6, 80,   7,*  7, 3,  6.3,③⑦⑥
 4, 8, アグネスクイｰン,---,長谷川, 0.3, 40, -33,   3, 8, 71.4, ⑥⑥, 4, 9,Ｌストｰリｰテリング, 63,上野翔, 0.7, 73,   7,   2,10, 39.0, ④④, 4,10,Ｂリｰティラ, 64,長谷川, 0.1, 62,   1, -10, 2,  4.8, ③③, 4,12,Ｄピイラニハイウェイ, 78,藤岡佑, 0.7, 77,   8,   5, 1,  3.6,⑤④③
 5, 1, マイネフレア,---,浜中俊, 0.5, 40, -34,   3, 6, 34.9, ⑧⑧, 5, 1,Ｋオウシュウバラッド, 66,田中克, 1.0, 68,  -2,*  8,12, 48.9, ⑭⑭, 5, 2,Ｃコンスヴァｰル, 60,福永祐, 0.4, 57,  -6,* -2, 8, 19.4, ⑫⑫, 5, 3,Ｏシルクストリｰト, 69,東川公, 0.8, 76,   8,   4,10, 32.8,③④③
 6, 9, エｰシンマイスタｰ,---,武豊  , 0.5, 34,*-27,  -8, 5, 14.2, ①①, 6, 8,Ａタマモアスリｰト, 71,生野賢, 1.1, 68,   5,   1, 9, 25.5, ⑨⑧, 6, 7,Ｆワンズガｰホッド, 54,鮫島良, 0.4, 59,   0, -11, 7, 17.0, ⑤⑤, 6,10,Ｋマルタカタキオン, 76,池添謙, 0.9, 76,   7,   5, 6, 10.2,⑥⑨⑥
 7, 7, スマｰトパルス,---,藤岡佑, 0.6, 36, -36,   3, 4, 10.1, ⑨⑧, 7,12,Ｂテイエムバクシン, 71,船曳文, 1.2, 68,   8,  -4, 8, 11.3, ③②, 7, 3,Ｅエリモプリンセス, 54,佐藤哲, 0.5, 57,  -4,  -5,10, 33.1, ⑩⑩, 7, 4,Ｇブライアンズエッセ, 77,福永祐, 1.0, 75,   8,   2, 8, 16.1,⑬③③
 8, 4, イメｰジドオリ,---,幸英明, 0.7, 32,*-28, -10, 9, 85.7, ③②, 8, 5,Ｄメルシｰヨｰク, 70,柴原央, 1.4, 63,   2,   1, 3,  7.4, ⑫⑬, 8,11,Ｌハロｰスカｰレット, 45,武豊  , 0.5, 57,  -1, -11, 5, 15.7, ⑥⑤, 8, 6,Ｊパｰフェクトラン, 76,荻野琢, 1.0, 78,   5,*  7,11, 60.0,⑩⑪⑩
 9, 5, インファンシｰ,---,橋本美, 0.8, 38, -39,*  8,10, 90.9, ⑪⑪, 9,13,Ｉラスカルデュｰク, 67,大下智, 1.5, 66,   4,  -2,13, 53.6, ⑨⑪, 9, 6,Ｊアンジュアイル, 49,幸英明, 0.7, 57,*  6, -21, 9, 31.0, ②①, 9,16,Ｂクリｰルパッション, 79,藤岡康, 1.6, 73,   7,   0, 2,  5.8,⑥⑦⑨
10,10, ネオイリュｰジョン,---,藤岡康, 0.9, 33, -35,  -1, 3, 10.0, ⑨⑩,10, 6,Ｈパワｰウェｰブ, 68,田中健, 1.6, 65,   7,  -6, 4,  8.3, ④⑥,10,12,Ｇエンジェルアリス, 51,池添謙, 0.9, 52,  -4, -10,13,147.4, ⑩⑩,10,15,Ｃフォルテ, 79,松田大, 1.8, 71,   7,  -1, 9, 17.9,⑥⑨⑩
11,11, トップナデシコ,---,高橋亮, 2.3, 10,*-28, -33,11,143.9, ②②,11, 4,Ｇアンクルトップ, 68,佐久間, 1.7, 62,   2,  -2, 7, 11.1, ⑫⑪,11, 4,Ｋアンプレヴｰ, 48,上村洋, 1.0, 51,  -7,  -8, 6, 16.3, ⑬⑬,11, 2,Ａウインクルセイド, 80,川田将, 2.1, 68,   8,  -6, 4,  7.7,⑬④⑥
,,,,,,,,,,,,12,11,Ｎサンレイアイシング, 59,大江原, 1.8, 64,* 10, -11,14,178.5, ②②,12, 8,Ｈプリティマリ, 51,渡辺薫, 1.4, 49,*  6, -30,12, 94.6, ①②,12,13,Ｉメイショウチョイス, 77,幸英明, 2.5, 65,   5,  -5,12, 62.8,⑨⑪⑬
,,,,,,,,,,,,13,14,Ｅハｰドリレｰ, 68,浜中俊, 2.0, 62,   6,  -8, 5,  9.8, ⑧⑧,13, 9, ブルｰベリｰ,---,東川公, 1.5, 46,  -2, -21,11, 87.6, ⑦⑧,13, 7,Ｌグッドフロマｰジュ, 75,長谷川, 2.8, 66,   4,  -5,14,104.3,⑮⑭⑮
,,,,,,,,,,,,14, 2,Ｍテイエムカイザｰ, 62,高井彰, 2.0, 61,   8, -10,11, 43.8, ④⑥,,,,,,,,,,,,,14,14,Ｎチェリｰロビン, 73,高橋亮, 2.9, 63,   5,  -7,13, 93.3,⑩⑬⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｍブルルイ, 75,赤木高, 3.2, 60,   2,  -5,15,106.5,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｐジョｰイロンデル, 52,太宰啓, 3.4, 59,   4, -11,16,130.8,⑫⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-3),,,,,,,,,,,
単勝:290円 複勝:06=120円 03=110円 02=530円 枠連:190円,,,,,,,,,,,,単勝:660円 複勝:03=210円 07=160円 10=240円 枠連:560円,,,,,,,,,,,,"単勝:220円 複勝:05=120円 13=210円 01=190円 枠連:1,000円",,,,,,,,,,,,単勝:780円 複勝:09=240円 11=420円 05=230円 枠連:610円,,,,,,,,,,,
"馬連:250円 ワイド:03-06=150円 02-06=1,060円 02-03=730円",,,,,,,,,,,,"馬連:1,060円 ワイド:03-07=460円 03-10=790円 07-10=620円",,,,,,,,,,,,"馬連:1,160円 ワイド:05-13=390円 01-05=320円 01-13=840円",,,,,,,,,,,,"馬連:4,670円 ワイド:09-11=1,600円 05-09=950円 05-11=1,440円",,,,,,,,,,,
"馬単:580円 3連複:1,520円 3連単:6,510円",,,,,,,,,,,,"馬単:2,550円 3連複:2,720円 3連単:14,340円",,,,,,,,,,,,"馬単:1,670円 3連複:2,090円 3連単:8,670円",,,,,,,,,,,,"馬単:8,620円 3連複:11,010円 3連単:71,200円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
