08年 2月16日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月16日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 4歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初音ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂメジロオマリｰ, 55,吉田豊,, 66, -14,* 16, 9, 17.1, ⑮⑭, 1, 8, トウカイマジック,,蓑島靖,,,,, 2,  3.6,②②②, 1, 3,Ａヘルバｰスト, 77,吉田隼,, 75,*  1,* 15, 1,  2.8,③④⑤, 1,10,Ａハロｰスピｰド, 87,松岡正,, 91,  -8,* 28, 1,  4.0, ⑩⑪
 2, 6,Ｈワタシノオウジサマ, 50,北村宏, 0.4, 60,* -5,   1, 7, 12.7, ②②, 2, 2, マイネルデネブ,,金子光,202.8,,,, 5,  9.9,⑦⑤④, 2, 7,Ｉレイトスプリング, 67,的場勇, 0.3, 71,*  1,   8, 4,  6.6,②②②, 2, 7,Ｆダンスオｰルナイト, 78,横山典, 0.0, 94, -11,* 33, 6,  9.7, ⑭⑭
 3, 3,Ａジｰトップキセキ, 58,村田一, 0.4, 60,* -4,  -1, 5,  9.1, ①①, 3, 6, マイネルグリッツァ,,平沢健,203.0,,,, 3,  5.3,①①①, 3, 5,Ｈルドベキア, 68,田中博, 0.3, 71,*  2,   6, 7, 15.8,①①①, 3, 8,Ｃミルクトｰレル, 83,藤田伸, 0.3, 86,  -9,  23, 2,  5.3, ⑩⑪
 4,16,Ｆカポデテュティカピ, 53,横山典, 0.7, 57,  -7,   0, 1,  3.9, ③③, 4, 3, クニノヤマト,,大庭和,203.1,,,, 9, 29.7,⑩⑨⑨, 4,14,Ｄマイネルメロス, 73,後藤浩, 0.5, 70,*  1,   7, 5,  7.5,⑨④②, 4,12,Ｂマイネカンナ, 86,吉田隼, 0.3, 86,  -5,  21, 4,  6.1, ⑤⑥
 5, 5,Ｊホットスウェル, 49,松岡正, 1.1, 55,  -7,  -3,14, 67.5, ④④, 5,14, ブラックレディ,,石神深,203.6,,,,11,120.9,④④⑤, 5,11,Ｅサムデイシュアｰ, 73,北村宏, 0.8, 69,  -1,  10, 6, 15.6,⑫⑩⑩, 5,13,Ｄラズベリｰタイム, 82,蛯名正, 0.5, 81,* -4,  15, 3,  6.0, ②②
 6,13,Ｅレオバベル, 53,江田照, 1.5, 51, -15,   3,10, 23.8, ⑯⑯, 6, 7, ジュレップ,,横山義,203.6,,,, 1,  3.4,⑦⑦⑦, 6,13,Ｋマイネルプロメッサ, 66,石橋脩, 0.9, 65,*  1,  -1,10, 39.6,③②②, 6,15,Ｌラブアクチュアリｰ, 72,木幡初, 0.7, 80,  -6,  14,10, 28.0, ⑤⑥
 7, 8,Ｃカタラｰナ, 54,田中勝, 1.5, 53, -11,   0, 3,  7.0, ⑬⑪, 7,13, ハウルサンダｰ,,浜野谷,203.7,,,, 4,  6.9,③②②, 7, 9,Ｂヤマニンアロンディ, 74,大野拓, 1.0, 69,  -3,* 11, 9, 25.9,⑪⑭⑭, 7, 3,Ｅエリモファイナル, 81,菊沢隆, 0.7, 80,  -7,  16, 5,  7.9, ⑩⑩
 8,10,Ｌシャンディガフ, 46,的場勇, 1.6, 52, -10,  -3,16,111.7, ⑨⑧, 8, 1, ロゼッタ,,山本康,205.0,,,,10, 59.0,⑨⑦⑧, 8,10,Ｇハバネロキャット, 70,草野太, 1.0, 65,   0,   2,11, 60.7,⑥④⑥, 8,11,Ｊジョリｰノエル, 75,田中勝, 0.7, 77,* -2,   7,12, 54.7, ①①
