08年 3月29日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月29日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,富里特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｈケｰジｰハッピｰ, 44,松岡正,, 58,  -3,   1, 5,  7.8,⑥⑤⑥, 1, 2,Ｂレオブルｰス, 51,江田照,, 63,* -1,   3, 2,  3.5, ③②, 1,13,Ｂウォｰタｰマｰク, 72,蛯名正,, 76,*  5,* 14, 1,  1.9,②②①, 1,15,Ｃアクセルホッパｰ, 77,大庭和,, 83,   5,* 18, 2,  6.0,⑯⑬⑧
 2, 6,Ａティｰマックス, 71,吉田隼, 0.1, 58,  -6,*  4, 3,  4.9,⑩⑩⑩, 2,13,Ａアクセプトアゲン, 55,坂井英, 0.3, 60,  -6,*  4, 1,  1.6, ⑤②, 2,15,Ｅグッドチョイス, 68,福永祐, 1.0, 69,*  4,   8, 4,  8.6,③③③, 2, 8,Ａエタｰナルスマイル, 82,伊藤直, 0.1, 81,   4,* 19, 3,  6.2,⑬⑭⑪
 3, 5,Ｉエレガントフラッグ, 40,田中勝, 0.5, 57,  -7,*  5, 9, 42.2,⑪⑪⑪, 3, 4,Ｇベｰトｰヴェン, 42,郷原洋, 0.9, 55,*  1,  -7, 7, 35.5, ①①, 3,11,Ａシンボリプロキオン, 74,柴田善, 1.5, 66,   3,   6, 2,  5.2,⑦⑥④, 3, 4,Ｂインベスタｰ, 77,後藤浩, 0.2, 78,   7,  11, 1,  2.7,⑦④④
 4, 4,Ｊツクバプリティ, 37,田中博, 0.5, 55,* -2,  -4,10, 76.6,④③③, 4,12,Ｃダイメイバｰド, 50,武士沢, 1.1, 54,  -8,  -1, 6, 30.6, ⑦⑥, 4, 2,Ｇルビウス, 65,田中勝, 1.6, 65,*  5,   1, 5, 14.0,①①②, 4, 2,Ｈゼンノジュウシン, 76,福永祐, 0.6, 77,   6,  11, 6, 15.3,⑦⑨⑪
 5,10,Ｄヴィクトリアルイゼ, 56,横山典, 0.6, 53,* -2,  -7, 1,  3.1,②①②, 5, 9,Ｉベルモントバｰスト, 37,福永祐, 1.8, 48,  -5,  -9, 4, 15.9, ④⑤, 5, 9,Ｈテスタロッサ, 64,松岡正, 1.6, 67,   1,   9, 7, 17.6,⑪⑨⑦, 5,12,Ｅハウンドコップ, 77,松岡正, 0.6, 77,   6,  10, 8, 16.2,⑩⑧⑥
 6,11,Ｂエフティメガミ, 59,蛯名正, 0.6, 53,  -3,  -5, 6, 12.7,④③③, 6, 8,Ｈリリｰクラウン, 40,松岡正, 2.0, 45,  -8,  -9, 9, 54.4, ⑦⑥, 6, 5,Ｄマイボｰイ, 68,北村宏, 1.7, 66,   0,   8, 6, 15.1,⑮⑨⑨, 6,11,Ｊエドノドリｰム, 75,小林淳, 0.6, 79,   6,  13,13, 56.2,⑫⑩⑧
 7, 7,Ｆエゾスズラン, 52,大庭和, 0.9, 56,  -4,  -2,11,101.7,⑧⑨⑧, 7,10,Ｄエクサイズタックス, 49,柄崎将, 2.1, 45,  -6, -11,12, 96.6, ⑤⑥, 7,14,Ｌサイレンスラダメス, 59,坂井英, 1.9, 64,*  4,   1,13,233.9,⑤④⑥, 7, 5,Ｏコマンドｰルクロス, 70,田中博, 0.7, 75,* 10,   4, 4,  8.5,①①①
 8, 2,Ｇハナヤッコ, 51,福永祐, 1.1, 51,  -4,  -6, 7, 22.1,⑧⑧⑧, 8, 3,Ｆフジスイｰト, 44,木幡初, 2.1, 46, -11,  -5,14,151.0, ⑩⑨, 8, 1,Ｆコスモファルバラン, 66,田中博, 2.0, 63,*  4,   0,10, 60.2,③④④, 8, 6,Ｄシャコｰミリオン, 77,鈴来直, 0.9, 75,   5,  10,14, 61.4,⑬⑩⑬
 9, 3,Ｃヒカルアンクレット, 57,吉田豊, 1.3, 51,  -3, -10, 2,  4.2,③⑤③, 9,11,Ｅシベリアンマグピｰ, 47,吉田隼, 2.3, 43, -12,  -7,11, 91.9, ⑩⑩, 9, 7,Ｃゴｰファイトウィン, 72,吉田隼, 2.1, 62,   2,   2, 3,  7.2,⑤⑥⑦, 9, 9,Ｇイエス, 77,柴田善, 1.0, 74,   4,  11,15, 76.1,⑮⑭⑬
