08年 6月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2500m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,知多特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａマイディスカバリｰ, 68,渡辺薫,, 66,* 10,  -5, 3,  4.9, ①①, 1, 9,Ａスマｰトファントム, 65,岩田康,, 69,  -8,* 18, 3,  6.0,⑭⑭⑪, 1, 2,Ｆヤマニンイグナイト, 71,小牧太,, 74,*  1,   5, 7, 15.2,①①①, 1,11,Ｇライブリシュロム, 70,石橋守,, 70,   1,* 13, 6, 13.0, ⑮⑮
 2,16,Ｊヤッパリツヨカッタ, 53,角田晃, 0.2, 61,*  7,  -5, 4,  5.6, ③③, 2,13,Ｉダンスシェイカｰ, 55,川田将, 0.3, 61,* -3,  -2, 8, 21.6,④③③, 2,14,Ｅテイエムフウウンジ, 71,和田竜, 0.0, 76,* -2,  10, 4,  7.3,③③③, 2,17,Ｃトｰセンマエストロ, 77,上野翔, 0.2, 66,  -3,* 14, 4,  9.2, ⑯⑮
 3, 4,Ｇシルクレパｰド, 57,田島裕, 0.3, 55,  -6,*  3,11, 53.8, ⑨⑨, 3, 6,Ｇクレセントラン, 56,池添謙, 0.3, 61,  -4,   1, 4,  7.7,⑥④④, 3, 6,Ｂアグネススピリッツ, 74,秋山真, 0.0, 78,  -5,* 17, 6, 10.7,⑧⑩⑨, 3, 8,Ｂゴッドスマイルユｰ, 77,秋山真, 0.2, 68,   4,   8, 1,  3.0, ⑫⑪
 4,11,Ｂファンドリハンタｰ, 63,和田竜, 0.4, 59,   5,  -6, 1,  3.7, ③③, 4, 1,Ｌペプチドトップガン, 50,小牧太, 0.4, 60,* -2,  -6, 6, 18.8,①①①, 4, 3,Ａキクカラヴリイ, 75,池添謙, 0.1, 76,  -4,  13, 3,  5.5,⑤⑤④, 4,13,Ａフミノバラｰド, 82,池添謙, 0.3, 66,   4,   7, 5, 10.2, ⑫⑪
 5, 5,Ｃテイエムセレス, 59,船曳文, 0.5, 59,   5,  -6, 5, 11.6, ③③, 5, 4,Ｂコスモテンロウ, 60,鮫島良, 0.5, 63,  -7,*  7, 1,  2.1,⑬⑪⑪, 5,12,Ｄエイシンルンナ, 72,岩田康, 0.2, 73,  -4,  11, 2,  5.4,⑤⑤④, 5,14,Ｄメリッサ, 76,福永祐, 0.3, 70,  13,  -3, 3,  6.7, ④④
 6, 2,Ｆニホンピロソフィｰ, 57,小牧太, 0.6, 58,*  9, -10, 8, 27.0, ②②, 6,12,Ｄワンダｰアｰムフル, 58,石橋守, 0.5, 61,  -6,   2, 2,  5.5,⑩⑧⑦, 6,16,Ｌフライングメリッサ, 65,鮫島良, 0.2, 76,  -5,  13, 9, 17.0,⑦⑨⑨, 6,15,Ｎヒシワンスモア, 65,田中健, 0.4, 67,   7,   3,13, 54.8, ⑧⑪
 7, 8,Ｐマルブツティンバｰ, 43,赤木高, 0.7, 49, -15,*  4,14, 97.1, ⑭⑬, 7,14,Ｈマッキｰケインズ, 55,梶晃啓, 0.8, 58,  -3,  -5,10, 61.9,⑧④④, 7, 8,Ｏトシエンジェル, 55,川田将, 0.2, 71,* -1,   4,14, 89.2,②②②, 7, 4,Ｊアイアムエンジェル, 68,松田大, 0.5, 67,  11,  -4, 2,  4.7, ⑤⑤
 8, 6,Ｍエｰシンエイホｰプ, 49,福永祐, 0.7, 52, -10,*  2, 9, 40.5, ⑫⑪, 8,10,Ｆニシノシャア, 57,芹沢純, 0.8, 59,  -6,   0, 7, 19.6,⑨⑩⑪, 8, 7,Ｊマイネルヴルメリオ, 66,佐藤哲, 0.2, 74,  -4,  11, 8, 16.8,⑬⑤④, 8,12,Ｆキャプテンシラユリ, 70,荻野琢, 0.5, 64,   6,   1,15,121.3, ⑧⑧
