08年 4月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 7R  ダ1150m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 1,Ｃクリノソｰニャ, 60,中村将, 2.6, 46,  -4, -13, 1,  1.9,②④③, 9, 2,Ｊバトルオｰブ, 38,宮崎北, 1.8, 39,   2, -27,14,187.9,④⑤⑥, 9, 3,Ｊアルフェラッツ, 63,岩部純, 0.7, 63,  -2,   5, 7, 16.1, ⑪⑬, 9, 9,Ｌトミケンラピッド, 63,勝浦正, 1.7, 59,  12, -31,10, 43.6,⑨⑤③
10, 3,Ｇチアズブリス, 53,伊藤工, 2.9, 46,  -6,  -9,10, 75.5,⑨⑧⑦,10,12,Ｋシャイニｰカフェ, 36,小島太, 2.0, 38,  -4, -20,12, 74.4,⑧⑨⑨,10, 5,Ｉキングエルドラド, 64,江田照, 0.9, 61,   0,   1, 9, 22.5, ⑨⑪,10, 4,Ｍハギノアスラン, 54,鮫島良, 1.9, 58,   8, -25,11, 44.1,⑫⑭⑬
11,13, ツルマルサイト,---,北村友, 3.5, 41,  -9, -10, 9, 64.1,⑩⑫⑫,11, 1, ロｰズブｰケ,---,小野次, 2.6, 33,  -2, -31, 9, 43.2,⑧⑦⑧,11, 4,Ｏカネトシグラシアス, 45,中村将, 1.3, 57, -14,* 10,15,156.1, ⑮⑮,11, 6,Ｉダノンデインヒル, 66,青木芳, 2.1, 53,  11, -36, 4,  8.1,⑪⑧⑪
12,14,Ｉサマｰグロリアス, 47,柴山雄, 3.6, 43,  -9,  -9, 8, 56.2,⑭⑬⑫,12,11,Ｇチョコサンデｰ, 47,中舘英, 3.1, 28,  -2, -37, 7, 32.4,⑥⑧⑫,12,14,Ｍサフラントウショウ, 58,黛弘人, 1.5, 55,   0,  -4,13, 92.9, ⑨⑨,12, 2,Ｇサンエンタティナｰ, 67,西田雄, 2.5, 51,* 15, -46, 9, 31.6,①②③
13, 7,Ｌウイングヴィｰナス, 41,池崎祐, 4.1, 38, -11, -13,14,206.5,⑩⑭⑭,13, 7,Ｍミホノウォルトン, 20,太宰啓, 3.1, 29,  -6, -28,16,260.2,⑭⑬⑮,13, 7,Ｃタキオンシチｰ, 68,芹沢純, 1.6, 55,   3,  -7,11, 25.6, ⑤⑨,13,14,Ａサインオブゴッド, 75,大野拓, 2.6, 50,* 13, -45, 5,  9.6,⑤③③
14, 5,Ｈセキサンキュｰト, 51,赤木高, 4.9, 31, -11, -19,14,206.5,⑬⑭⑮,14,14,Ｌダイワルビｰ, 30,丸田恭, 3.2, 26,  -5, -33,15,212.4,⑩⑫⑭,14,16,Ｐルミノゴｰルド, 29,赤木高, 1.8, 52, -13,   5,12, 90.4, ⑮⑮,14,11,Ｃフロントダッシュ, 70,赤木高, 2.8, 47,  12, -46, 7, 18.2,⑤⑤⑥
15,11,Ｎインディゴライト, 34,菊沢隆, 6.0, 24,  -6, -38, 6, 25.0,④⑥⑪,15,15,Ｆミツワフラッグ, 48,田中健, 5.2, 13, -11, -50,13,148.5,⑪⑯⑯,15, 2,Ｌテイエムビｰスト, 59,柴山雄, 2.6, 46,*  6, -18,14, 95.0, ③⑥,15,10,Ｎマルタｰズドラドラ, 53,畑端省, 4.7, 36,   5, -58,16,158.8,⑭⑮⑮
,,,,,,,,,,,,16, 6,Ｃハｰバｰブリッジ, 56,赤木高, 5.2, -1,  -4, -63, 5, 12.6,⑬⑩⑬,16,11,Ｎスプリングチップ, 45,田中剛, 2.6, 45,  -6,  -9,16,168.0, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:良(指数:1),,,,,,,,,,,
"単勝:520円 複勝:15=180円 04=200円 09=750円 枠連:1,780円",,,,,,,,,,,,"単勝:450円 複勝:03=140円 16=180円 13=110円 枠連:1,030円",,,,,,,,,,,,"単勝:440円 複勝:01=210円 12=850円 15=300円 枠連:4,990円",,,,,,,,,,,,"単勝:2,530円 複勝:05=520円 16=160円 07=160円 枠連:1,910円",,,,,,,,,,,
"馬連:1,630円 ワイド:04-15=570円 09-15=1,980円 04-09=2,200円",,,,,,,,,,,,"馬連:1,460円 ワイド:03-16=490円 03-13=210円 13-16=260円",,,,,,,,,,,,"馬連:6,030円 ワイド:01-12=1,410円 01-15=1,120円 12-15=4,020円",,,,,,,,,,,,"馬連:7,390円 ワイド:05-16=1,620円 05-07=1,500円 07-16=340円",,,,,,,,,,,
"馬単:3,030円 3連複:12,980円",,,,,,,,,,,,"馬単:2,320円 3連複:870円",,,,,,,,,,,,"馬単:9,320円 3連複:20,730円",,,,,,,,,,,,"馬単:18,630円 3連複:6,760円 3連単:64,740円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-17,,,,,■ 5R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 8R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島民報杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂザドリｰムジュエル, 60,石橋脩,, 51,*  2,  -2, 2,  6.2, ①①, 1, 5, ドラゴンファング,---,芹沢純,, 72,* 10,* -4, 1,  2.6, ②②, 1,16,Ａナイスヴァレｰ, 74,田中健,, 74,*  4,   4, 3,  6.4,①①①, 1, 5,Ａフィｰルドベアｰ, 89,秋山真,, 86,* 15,*  2, 6, 11.1,⑤③③
 2, 7,Ａサンタｰナズギフト, 68,中舘英, 0.2, 50,  -2,*  0, 1,  1.3, ②②, 2, 9,Ｇメラトニン, 34,藤岡康, 0.2, 68,*  9,* -5, 5, 14.5, ②③, 2,14,Ｅマイネレプリｰク, 70,柴山雄, 0.4, 70,*  4,   0,11, 34.5,②②②, 2, 2,Ｈグラスボンバｰ, 85,勝浦正, 0.1, 87,  14,*  4, 4,  9.2,⑨⑨⑥
 3,10,Ｉタツジャガｰ, 24,宮崎北, 0.3, 46,  -9,*  3,10, 98.0, ⑧⑦, 3,16,Ａボｰダレスワｰルド, 56,小野次, 1.1, 57,*  9, -17, 2,  3.4, ②③, 3,12,Ｊサンアイブライト, 65,大野拓, 0.5, 72,   0,   8, 8, 26.2,⑧⑦⑤, 3,11,Ｊニシノデュｰ, 83,芹沢純, 0.3, 83,* 16,  -6,12, 35.6,①①①
 4, 3,Ｅバｰドダムｰル, 47,木幡初, 0.6, 46,  -2,  -4, 5, 18.3, ②②, 4,11,Ｄファンドリテンカ, 50,北村友, 1.4, 50,   0, -11, 7, 20.8, ⑩⑧, 4, 6,Ｉピエナグッドラック, 66,太宰啓, 0.7, 74,  -4,* 13, 1,  4.2,⑬⑬⑪, 4, 7,Ｏトｰセンキャプテン, 75,中舘英, 0.3, 84,  13,*  2, 1,  4.1,⑭⑩⑩
 5,12,Ｆロングプルミエｰル, 44,河北通, 0.8, 43,* -1,  -7, 8, 74.3, ②②, 5, 8,Ｂダイメイバｰド, 54,西田雄, 1.5, 49,   5, -18, 6, 17.0, ⑤⑤, 5,13,Ｇマチカネヒザマル, 69,藤岡康, 0.8, 67,   1,  -1,10, 31.6,④④③, 5, 1,Ｂセンカク, 89,江田照, 0.6, 80,  12,*  2, 8, 13.4,⑪⑭⑪
 6, 9,Ｃウォｰネックレス, 50,勝浦正, 0.9, 43,  -3,  -6, 4, 15.4, ⑤⑤, 6, 6, エンディアメント,---,江田照, 1.5, 46,  -1, -12, 9, 42.8, ⑩⑪, 6, 2,Ｂカゼノユクエ, 73,安藤光, 0.8, 70,  -1,   8, 4,  6.4,⑩⑩⑦, 6,16,Ｎコｰナｰストｰン, 77,柴山雄, 0.6, 80,  12,   1,10, 20.6,⑬⑫⑪
 7,11, マキシムヒシャカク,---,柴山雄, 1.0, 41,  -7,  -4,11,102.4, ⑦⑦, 7,14,Ｅウメノキャロル, 40,大野拓, 1.6, 48,   4, -18,12, 86.0, ⑦⑧, 7, 1,Ｄロイバｰブリング, 70,田中剛, 0.9, 70,  -4,* 10,12, 55.4,⑬⑬⑪, 7, 3,Ｉブラックカフェ, 83,小島太, 0.7, 80,  12,  -1,15, 80.1,⑮⑫⑪
 8, 4,Ｄベルモントバｰスト, 49,北村友, 1.1, 39,  -5,  -7, 6, 19.5, ⑥⑥, 8,13,Ｆアキノシャドｰ, 37,中舘英, 1.7, 48,   6, -20, 4,  8.3, ⑤⑥, 8, 3,Ｌサチノマックイｰン, 59,北村友, 1.5, 65,  -3,   1,14, 84.2,⑩⑫⑬, 8,12,Ｋマイネルフォｰグ, 82,大野拓, 0.7, 80,* 17, -10,11, 24.9,②②②
 9, 5, エｰシンイミアｰ,---,藤岡康, 1.4, 37, -11,  -6, 3, 11.0, ⑧⑩, 9,12, ラインディｰヴァ,---,木幡初, 1.7, 51,* 12, -27,10, 46.6, ①①, 9,10,Ｃロｰレルナイト, 70,江田照, 1.5, 63,  -1,  -1, 6,  7.9,⑩⑩⑦, 9, 6,Ｆヴリル, 86,木幡初, 0.9, 77,* 15,  -9,13, 42.7,⑤⑥⑥
10, 2,Ｇアランフェス, 38,高橋智, 1.5, 35,  -9,  -8,12,106.6, ⑧⑦,10, 2,Ｈミヤコノセブン, 30,松田大, 1.8, 46,   4, -20,11, 85.0, ⑦⑧,10, 4, クリスマスギフト,---,石橋脩, 1.7, 61,  -2,  -6, 7, 17.6,⑧⑨⑩,10, 4,Ｍフサイチアウステル, 79,赤木高, 1.1, 75,  12,  -5,16, 89.1,⑧⑭⑯
11, 6, ニシノフラ,---,黛弘人, 1.9, 29, -24,  -2, 9, 79.2, ⑫⑫,11, 1,Ｃゴｰルデンココ, 51,宮崎北, 2.1, 41,   2, -23, 3,  6.1, ⑦⑥,11, 9,Ｈリヴィエラブルｰ, 67,木幡初, 1.8, 58,   0, -10, 5,  7.7,⑦⑦⑦,11,14,Ｇバトルバニヤン, 86,川田将, 1.1, 75,* 15, -12, 2,  5.8,⑪⑥⑥
12, 1,Ｈムｰビングシチｰ, 29,大野拓, 2.0, 31, -10, -11, 7, 62.7, ⑧⑩,12,10, アｰスワンダｰ,---,安藤光, 2.4, 36,  -5, -19,15,143.0, ⑫⑬,12, 7,Ｆナショナルホリデｰ, 69,中舘英, 2.0, 55,*  4, -21, 2,  4.9,②③③,12,13,Ｃロジック, 87,北村友, 1.3, 74,* 15, -14, 5, 10.9,⑤⑥⑥
,,,,,,,,,,,,13,15, ダｰジリンレディ,---,勝浦正, 2.5, 37,  -5, -20, 8, 41.4, ⑫⑫,13, 8,Ｋマイサンシャイン, 61,二本柳, 2.6, 50,   1, -25, 9, 30.5,④④⑥,13,10,Ｄタマモサポｰト, 87,藤岡康, 1.5, 71,* 15, -18, 7, 11.2,②③③
,,,,,,,,,,,,14, 7, リワｰドパティン,---,柴山雄, 2.5, 37, -12, -14,14,131.0, ⑮⑭,14,11,Ｍシルクグリフィン, 54,田面木, 3.2, 48,  -5, -15,15, 96.7,⑯⑮⑮,14,15,Ｌワンモアチャッタｰ, 82,鮫島良, 1.8, 70,  11, -13, 9, 14.4,⑮⑯⑮
,,,,,,,,,,,,15, 4, パレスチャイナ,---,菊沢隆, 2.6, 36, -11, -17,16,304.7, ⑭⑭,15, 5,Ｎマイネルオアシス, 33,丸田恭, 3.8, 39,   0, -39,13, 67.6,④⑥⑬,15, 8,Ｅワイルドファイアｰ, 86,田中剛, 2.6, 61,* 15, -34, 3,  7.0,④③③
,,,,,,,,,,,,16, 3, カルルシュテイン,---,秋山真, 4.6, -8, -20, -33,13,106.9, ⑯⑯,16,15,Ｏクリノハリマオｰ, 22,勝浦正, 4.1, 42,  -8, -21,16,139.9,⑬⑯⑯,16, 9,Ｐバトルブレｰヴ, 74,太宰啓, 3.0, 59,  13, -35,14, 75.9,⑨⑩⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:1),,,,,,,,,,,
単勝:620円 複勝:08=150円 07=110円 10=720円 枠連:330円,,,,,,,,,,,,"単勝:260円 複勝:05=140円 09=270円 16=140円 枠連:2,260円",,,,,,,,,,,,"単勝:640円 複勝:16=240円 14=970円 12=750円 枠連:3,790円",,,,,,,,,,,,"単勝:1,110円 複勝:05=310円 02=280円 11=1,000円 枠連:2,010円",,,,,,,,,,,
"馬連:330円 ワイド:07-08=180円 08-10=3,730円 07-10=1,370円",,,,,,,,,,,,"馬連:2,530円 ワイド:05-09=790円 05-16=260円 09-16=780円",,,,,,,,,,,,"馬連:9,390円 ワイド:14-16=3,040円 12-16=3,040円 12-14=13,100円",,,,,,,,,,,,"馬連:3,310円 ワイド:02-05=1,090円 05-11=5,530円 02-11=6,030円",,,,,,,,,,,
"馬単:960円 3連複:6,940円",,,,,,,,,,,,"馬単:3,910円 3連複:2,630円",,,,,,,,,,,,"馬単:15,240円 3連複:68,860円",,,,,,,,,,,,"馬単:6,540円 3連複:57,620円 3連単:311,390円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,喜多方特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａヒカリコｰズウェｰ, 61,中村将,, 60, -12,* 17, 2,  4.0,⑥⑧④, 1, 8,Ｂピサノロンシャン, 55,松田大,, 57,  -2,* -6, 3,  4.1,④④③, 1,13,Ｅノｰキュアノｰペイ, 69,川田将,, 69,*  7,   0, 2,  6.2,①①①, 1, 4,Ｈマイネルグロッソ, 65,大野拓,, 72,   4,*  2, 9, 26.1, ⑧⑥
 2,14,Ｉデジャヴ, 51,赤木高, 0.1, 56,* -7,   9, 3,  4.4,③①①, 2, 6,Ｄマジックロｰド, 50,木幡初, 0.1, 55,  -2,* -7, 4,  9.8,⑥④⑤, 2, 3,Ｄクラッシックベル, 71,田中健, 0.0, 72,   5,   4, 6,  9.1,⑥④②, 2, 5,Ｇディスパｰジョン, 66,宮崎北, 0.0, 74,   8,  -1,14, 61.9, ④③
 3,10,Ｊニシノグレキング, 50,宮崎北, 0.4, 53,* -8,   7,11, 90.0,②②③, 3, 3,Ｈユｰピロンユｰ, 45,田面木, 0.5, 51,*  0, -18,12, 70.7,①①①, 3, 5,Ｃキｰプウイニング, 71,安藤光, 0.0, 72,   2,*  9, 5,  9.1,⑩⑩⑥, 3,12,Ｂレンデフルｰル, 71,太宰啓, 0.2, 72,   7,  -3, 1,  3.2, ⑤⑤
 4, 2,Ｆディアオリバｰ, 52,池田鉄, 1.1, 52, -10,   5,13,119.8,⑤④⑤, 4,12,Ｅエｰシンダカｰポ, 50,柴山雄, 0.5, 50,  -3, -10, 8, 23.8,⑩⑦⑦, 4, 4,Ａエバｰモア, 73,中舘英, 0.2, 70,   1,* 11, 1,  3.6,⑮⑫⑫, 4,13,Ｅウインドストｰム, 67,西田雄, 0.2, 72,* 10,  -7, 7, 15.6, ②①
 5, 6,Ｇファンドリリュウ, 52,古川吉, 1.5, 53, -10,   4, 5, 14.0,⑥⑧⑥, 5,10,Ｇダンツラズベリｰ, 45,菊沢隆, 0.6, 51,  -4,* -8, 7, 18.9,⑫⑨⑨, 5, 2,Ｆダンサｰズナカヤマ, 69,宮崎北, 0.3, 67,   2,*  6, 9, 27.1,⑪⑩⑨, 5,11,Ｊゴｰルドネオ, 62,北村友, 0.5, 64,   0,   0,11, 47.1, ⑫⑭
 6,11,Ｈエイデンダンス, 52,小野次, 1.7, 46, -12,   5, 4,  9.2,⑫⑪⑩, 6, 1,Ａステラポラリス, 59,大野拓, 0.7, 49,*  0, -19, 2,  3.6,③②③, 6,15,Ｍアグネスゼッセイ, 57,藤岡康, 0.5, 69,*  6,  -1, 3,  6.2,④④②, 6, 9,Ｄボムシェル, 68,鮫島良, 0.5, 66,   4,  -4, 6, 12.6, ⑧⑥
 7, 5,Ｌアドリｰム, 43,松田大, 1.8, 49,* -7,  -5, 8, 67.9,①②②, 7, 4,Ｐロｰランスカイ, 36,江田照, 0.8, 47,*  0, -20, 9, 33.6,②②②, 7,11,Ｂニチリンタカラ, 72,石橋脩, 0.9, 63,   4,  -2, 8, 13.4,⑧⑦⑥, 7,10,Ｃタガノマスタング, 70,赤木高, 0.5, 64,   1,  -1, 4,  8.2, ⑫⑪
 8, 7,Ｋシルクレボルシオン, 49,北村友, 1.8, 46, -13,   5,10, 87.3,⑩⑫⑩, 8, 5,Ｉスズカゲイル, 44,藤岡康, 0.9, 48,  -1, -18, 5, 15.8,④④⑤, 8, 9,Ｇヒシマイスタｰ, 69,大野拓, 1.0, 64,*  6,  -6, 7, 12.6,②②②, 8, 8,Ｉソリッドラヴ, 62,安藤光, 0.6, 63,   0,  -1,16, 99.0, ⑫⑪
 9,13,Ｅサンレイコンサｰト, 52,難波剛, 1.9, 46, -10,  -1,15,231.8,⑥⑥⑧, 9, 9,Ｎトドロキミラクル, 37,嘉藤貴, 1.1, 48,  -6,  -8,14,164.2,⑭⑬⑫, 9, 7,Ｏスルｰザグリｰン,-34,南田雅, 1.2, 65,   0,   4,15,206.8,⑭⑬⑫, 9, 3,Ｌコアレスレｰサｰ, 62,勝浦正, 0.7, 61,  -4,*  1,12, 47.3, ⑮⑭
10,12,Ｄセフティｰダイチ, 53,河北通, 1.9, 45, -14,   4,12, 99.7,⑫⑫⑭,10, 2,Ｊロマンシエｰル, 41,川田将, 1.1, 47,  -5, -11, 6, 18.8,⑭⑫⑦,10,12,Ｋモハチビスティｰ, 63,勝浦正, 1.3, 63,*  6,  -8,12, 56.4,⑥④⑤,10,14,Ｎトラストフェリチタ, 61,柴山雄, 0.9, 57,  -9,*  4,15, 80.5, ⑯⑯
11, 4, モルフェサイレンス,---,西田雄, 2.0, 47, -14,   3,14,128.0,⑭⑫⑩,11,11,Ｍハクサンレジェンド, 39,石橋脩, 1.2, 48,  -4, -15,15,184.9,⑧⑨⑪,11,10,Ｊキタサンダイオウ, 64,西田雄, 1.9, 59,   0,  -3,13, 61.1,⑬⑬⑭,11, 6,Ｆチキリランバダ, 67,中舘英, 1.1, 62,* 11, -18, 3,  6.5, ①②
12,15,Ｃマイネルハｰデス, 54,菊沢隆, 2.0, 44, -11,   0, 6, 38.9,⑩⑧⑨,12,16,Ｃブラックストｰム, 54,秋山真, 1.4, 43,  -4, -21, 1,  3.2,⑧⑦⑨,12, 1,Ｌエイトサンデｰ, 62,柴山雄, 2.1, 56,   3, -10,10, 33.5,⑨⑨⑨,12,15,Ｍマルタｰズクラシカ, 62,木幡初, 1.1, 60,*  9, -17,10, 27.8, ③③
13, 8,Ｍラストビｰコン, 38,大野拓, 2.9, 39, -10,  -9, 7, 52.7,⑥⑥⑩,13,14,Ｏホッカイハウラｰ, 36,中村将, 1.6, 41,  -6, -20,13,102.2,⑥⑨⑭,13,14,Ｈシｰクルｰザｰ, 67,大下智, 2.3, 55,   4, -14,11, 40.2,④⑦⑪,13,16,Ａロｰズオットｰ, 73,菊沢隆, 1.2, 56,   4, -13, 2,  4.7, ⑧⑥
14, 9,Ｎスズカバラッド,  8,秋山真, 5.6, 23, -15, -24, 9, 81.6,⑮⑮⑮,14, 7,Ｆマルタｰズマリｰ, 47,小野次, 1.6, 43,  -8, -14,10, 43.3,⑬⑮⑯,14, 8,Ｉトゥルｰノｰス, 66,青木芳, 3.4, 47,*  6, -27, 4,  6.9,②②⑥,14, 2,Ｏデュヌラルテ, 58,川田将, 1.3, 56,   5, -15, 5, 10.9, ⑤⑩
