08年 6月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湘南ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｃメイショウワカツキ, 63,武豊  ,, 68,*  4,  -1, 3,  5.7, ①①, 1, 6,Ａユノパラボリカ, 68,横山典,, 67,*  5,* -9, 1,  2.4,⑤①②, 1, 4,Ｋキングタキオン, 65,郷原洋,, 79,   8,*  4,10, 64.3,⑨⑦⑦, 1, 8,Ｇトップオブツヨシ, 81,池添謙,, 80,*  9,   8, 5, 15.6, ②②
 2, 4,Ｂトｰセンバスケット, 63,加藤士, 0.9, 59,  -7,*  5, 4,  8.1, ⑪⑪, 2, 2, チャイコフスキｰ,---,ホワイ, 0.7, 60,*  3, -16, 2,  3.2,③③③, 2,13,Ｅショウナンラヴァｰ, 69,吉田豊, 0.0, 79,   8,*  4, 6, 20.6,⑬⑪⑦, 2, 1,Ｂテイエムアタック, 85,後藤浩, 0.0, 82,   1,* 19, 1,  2.2, ⑨⑨
 3, 5,Ｍムｰンアイル, 48,津村明, 1.0, 60,  -5,*  3,14,118.0, ⑪⑩, 3, 7,Ｈマイネルバイタル, 54,武豊  , 0.8, 61,   0,* -8, 7, 24.0,⑪⑭⑬, 3,14,Ｇビｰビｰファルコン, 68,田中勝, 0.0, 82,   8,*  6, 4, 14.3,⑬⑭⑦, 3,10,Ｄスズカコｰズウェイ, 82,武豊  , 0.1, 82,  -1,* 22, 2,  4.2, ⑮⑭
 4,15,Ｌセレナジャスミン, 48,三浦皇, 1.2, 59,*  2,  -9, 9, 54.2, ②②, 4, 3,Ｉエイシンフレンチ, 54,吉田豊, 0.9, 60,  -2,* -6,10, 67.6,⑭⑰⑯, 4, 5,Ｊレディカｰニバル, 66,宮崎北, 0.3, 76,   8,   0,13,125.1,⑧⑦⑦, 4, 4,Ａダイシングロウ, 89,安藤勝, 0.4, 75,   6,   7, 3,  5.6, ⑤⑥
 5,13,Ｆトｰセンベルベット, 59,柴田善, 1.2, 58,   1,  -7, 2,  4.9, ⑤③, 5, 9,Ｂアドマイヤジョイ, 62,的場勇, 1.0, 57,   2, -16, 3,  5.4,⑧⑧⑧, 5,12,Ａマイネルブリアｰ, 75,岩田康, 0.6, 72,* 10, -12, 1,  1.9,④②②, 5,13,Ｈウエスタンヒｰト, 80,石橋脩, 0.4, 78,   4,   9, 9, 32.8, ⑦⑥
 6, 3,Ｇクインマキシマム, 58,吉田豊, 1.2, 58,  -9,*  6, 7, 37.4, ⑮⑬, 6,10,Ｆタイセイボナンザ, 58,三浦皇, 1.0, 58,   1, -15, 4, 13.4,⑬⑫⑫, 6, 6,Ｆマイネルコレドｰル, 68,丸田恭, 0.8, 71,   6,  -5, 9, 62.4,⑫⑪⑫, 6,14,Ｃマイネルクラッチ, 83,田中博, 0.4, 76,*  7,   3, 7, 22.7, ②③
 7,12,Ａアデニウム, 65,吉田隼, 1.5, 56,  -1,  -6, 1,  2.0, ⑤⑥, 7,13,Ｇバｰチャルウォｰズ, 56,田中勝, 1.1, 57,*  4, -22, 5, 16.5,⑧③③, 7, 2,Ｉナチュラルウェｰブ, 67,ホワイ, 0.8, 72,*  9, -10, 3, 10.8,⑥⑤⑤, 7, 6,Ｍマルブツライト, 76,松岡正, 0.4, 75,*  7,   3,11, 74.7, ②③
 8,14, カリスマブラック,---,石橋脩, 2.0, 50,  -4,  -7,10, 56.9, ⑧⑨, 8, 8,Ｅダイワポｰラスタｰ, 58,内田博, 1.4, 54,   1, -19, 6, 20.4,⑭⑭⑬, 8,15,Ｂキングオブチャド, 71,三浦皇, 1.1, 68,*  9, -16, 2,  3.0,⑥⑤③, 8, 5,Ｆアクレイム, 81,三浦皇, 0.5, 77,  -1,* 16,10, 34.7, ⑮⑭
