08年 4月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,隅田川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａブルｰミンバｰ, 69,藤田伸,, 63,*  5,  -1, 1,  1.4, ②②, 1,17,Ａアポロクイック, 68,柴田善,, 59,* -7,  -4, 1,  2.2,②②②, 1, 8,Ｄキングオブハイシｰ, 68,松岡正,, 69,*  3,   2, 5, 17.0, ③②, 1, 4,Ｉウエスタンヒｰト, 74,柴田善,, 81,  -5,  18, 2,  4.4,③④⑤
 2,12,Ｃヴィクトリアルイゼ, 61,的場勇, 0.6, 58,*  4,  -6, 2,  8.0, ③②, 2, 2,Ｂマイネエアウエイ, 65,松岡正, 0.0, 62, -10,*  3, 3,  6.2,⑤⑥⑤, 2,12,Ｂベルモントエアロ, 71,藤田伸, 0.2, 66,  -4,*  6, 2,  3.5, ⑨④, 2, 7,Ｅリバイバルシチｰ, 77,吉田隼, 0.1, 79,  -5,  17, 9, 30.5,③④③
 3,11, アデニウム,---,吉田隼, 0.7, 57,  -6,*  3, 6, 27.1, ⑨⑨, 3, 3,Ｄベガスタｰカフェ, 57,内田博, 0.1, 58,* -8,* -2, 4,  6.5,③③③, 3, 5,Ａクリノラブゴｰルド, 74,木幡初, 0.3, 66,  -2,*  4, 1,  1.8, ⑧④, 3,16,Ｎダブルヒｰロｰ, 69,田中勝, 0.2, 81, -10,* 22, 8, 21.1,⑪⑩⑦
 4,14,Ｈラグｰナベルデ, 49,武士沢, 0.8, 57,  -6,*  2, 7, 49.5, ⑨⑩, 4, 6,Ｈフォンテｰヌ, 47,嘉藤貴, 0.4, 58, -11,*  0,12,161.4,⑧⑨⑥, 4,13,Ｅガッサンルｰブル, 66,吉田豊, 0.6, 64,   2,  -2, 6, 17.6, ④②, 4,14,Ｆワイルドソニック, 77,後藤浩, 0.3, 70,*  3,   1,12, 55.4,③①①
 5, 6,Ｅアルコプラｰタ, 54,中舘英, 0.9, 54,  -2,  -3, 8, 51.3, ⑤⑤, 5,13,Ｃクルンプホルツ, 57,吉田隼, 0.9, 51, -11,  -7, 2,  4.8,⑩⑨⑦, 5,11,Ｆクロスホｰリｰ, 66,郷原洋, 0.8, 61,  -4,   1, 7, 28.2, ⑨⑨, 5, 6,Ｃトｰヨｰエｰピｰ, 78,藤田伸, 0.3, 79,  -9,* 21, 6,  9.3,⑧⑩⑩
 6,16,Ｂクリムゾンクエスト, 62,村田一, 1.0, 56,*  5, -10, 4,  9.4, ①①, 6, 4,Ｊウエスタンボイス, 39,丸田恭, 0.9, 48,* -9, -14,11,136.6,③③③, 6, 3,Ｃリヒタｰ, 68,柴田善, 1.1, 58,   0,  -5, 4, 11.8, ⑥④, 6,10,Ｍオリオンザドンペリ, 70,田辺裕, 0.4, 73,  -4,  10,13, 69.4,①②③
 7,15,Ｌガイアマンイｰタｰ, 40,柴山雄, 1.1, 54,  -4,  -2,11,175.4, ⑧⑦, 7, 9,Ｇフロｰリスピｰス, 51,藤田伸, 1.1, 48, -11, -11, 6, 18.5,⑧⑥⑦, 7, 9,Ｊタカラボス, 59,大庭和, 1.2, 61,  -2,  -1,13,130.6, ⑨⑪, 7, 1,Ｇカレンナサクラ, 75,武士沢, 0.4, 79, -11,* 23, 4,  8.0,⑭⑬⑩
 8, 3,Ｇアメリカンヒロイン, 51,小林淳, 1.6, 50,  -8,  -3,10,106.5, ⑪⑪, 8, 5,Ｏサチノグランドｰル, 24,大庭和, 1.2, 48, -13,  -8,14,197.4,⑬⑪⑩, 8, 2,Ｇサクラスウィｰプ, 64,蛯名正, 1.3, 57, -11,*  4, 3, 11.7, ⑬⑬, 8,11,Ｂアイリッシュホｰク, 81,松岡正, 0.4, 78,  -9,* 21, 5,  8.3,⑪⑬⑩
 9, 9,Ｄサクセスイザベラ, 55,田中博, 1.7, 48,  -2, -10, 3,  8.6, ⑤⑦, 9, 1,Ｉシタマチノビｰナス, 42,三浦皇, 1.3, 48, -14,  -7,10, 83.7,⑪⑫⑩, 9, 6,Ｋアジアンティック, 57,三浦皇, 1.3, 57,*  5, -11, 9, 56.8, ①①, 9, 8,Ｐレオリリｰ, 65,嘉藤貴, 0.5, 74,  -6,  14,16,353.4,⑦⑥⑦
