08年 5月11日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月11日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,わらび賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｄフジマサルビｰ, 54,池崎祐,, 53,  -1,* -2, 6, 13.9, ⑤⑤, 1, 5, ナリタトルネｰド,---,北村友,, 68,*-17,* 18, 6, 13.7, ①①, 1,12,Ｆツルマルロｰレル, 70,中村将,, 69,   5,*  7, 7, 11.9,⑮⑨⑧, 1, 1,Ａヤマニンリュバン, 77,石橋脩,, 71,* 12,*  1, 1,  3.0,②③②
 2,12,Ｂファンドリハンタｰ, 57,和田竜, 0.1, 55,*  3,  -6, 1,  2.6, ②②, 2, 9,Ａマイネソシオ, 62,浜中俊, 0.5, 65, -21,* 20, 3,  4.8, ⑭⑪, 2,14,Ｇエクロジオン, 69,津村明, 0.2, 67,   6,*  3, 9, 22.3,⑪⑦④, 2,12,Ｂコオリナストｰン, 74,中舘英, 0.1, 72,* 13,  -2, 2,  3.5,①①①
 3,14,Ｌカズサハイウェイ, -4,穂苅寿, 0.1, 53,   0,* -3,15,314.4, ⑤⑤, 3, 2,Ｄマイネルオｰル, 56,石橋脩, 0.8, 57,*-19,   9, 1,  3.5, ④④, 3, 1,Ｅロングエンパイヤ, 71,河北通, 0.4, 66,   2,*  9, 6, 11.6,⑬⑭⑭, 3,13,Ｃイマカツタイガｰ, 68,松田大, 1.1, 71,   8,  -2, 5, 12.9,⑨⑥⑥
 4,11,Ｈエｰシンバウロｰ, 48,荻野琢, 0.2, 53,   1,  -5, 9, 37.2, ④④, 4, 1,Ｃトミケンプライム, 58,田中健, 0.8, 64, -22,* 20, 5,  9.2, ⑪⑪, 4, 6,Ｄタイインテンスリｰ, 71,太宰啓, 0.5, 64,*  8,  -2, 3,  6.5,⑤③②, 4, 4,Ｄバロズハｰト, 67,太宰啓, 1.2, 64,* 12, -10, 3,  6.7,②②②
 5, 1,Ｃグルｰビｰアイズ, 55,田中博, 0.2, 50,  -3,* -2, 3,  6.2, ⑧⑧, 5, 4,Ｆトｰセンスウィング, 48,西田雄, 0.9, 58, -21,  14, 8, 19.8, ⑦⑧, 5, 3,Ｃラガｰチトセオｰ, 72,荻野琢, 0.7, 65,*  8,  -5, 4,  8.7,②②①, 5,15,Ｆヒカリコｰズウェｰ, 63,中村将, 1.2, 67,   2,*  8, 4, 11.6,⑬⑭⑬
 6, 9,Ｅシルクアンタイド, 54,三浦皇, 0.3, 53,*  6, -11, 2,  4.7, ①①, 6, 6,Ｅスプリングバルサ, 53,木幡初, 0.9, 59, -21,  13, 2,  4.7, ⑩⑧, 6, 8,Ｌダイショウサンダｰ, 58,中谷雄, 0.8, 64,   7,  -2,15,182.5,⑦⑥④, 6,14,Ｈマイネルフォルザ, 61,江田照, 1.7, 63,   7,  -6, 7, 17.0,⑦⑧⑦
 7, 6,Ｊチョウカイタフネス, 25,北村友, 0.6, 48,*  3, -11,10, 75.4, ②②, 7,16,Ｉオジジアンクリス, 41,宮崎北, 1.1, 54,*-18,   6,10, 48.4, ④④, 7, 2,Ｏクリノハリマオｰ, 50,西田雄, 0.9, 64,   4,   2,13,169.1,⑫⑫⑫, 7, 7,Ｉエｰシンジｰライン, 60,浜中俊, 1.8, 63,   5,  -2,11, 38.8,⑪⑪⑩
 8, 4,Ｆタガノトスカｰナ, 51,渡辺薫, 0.6, 49,   0,  -7, 8, 22.1, ⑤⑦, 8,12,Ｍグラミスキャッスル, 21,三浦皇, 1.3, 52, -20,   6, 9, 36.0, ⑦⑧, 8, 7,Ａテンガロンハット, 76,三浦皇, 1.3, 59,   5,  -6, 2,  3.9,⑦⑦⑧, 8, 9,Ｊデジャヴ, 59,芹沢純, 2.3, 59,  10, -15, 8, 17.3,④⑤⑤
