08年 3月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2500m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝｼｬｲﾝS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃマイヴィｰナス, 59,吉田豊,, 63,* -1,*  8, 2,  3.8, ②①, 1,10, ポリバレント,---,蛯名正,, 79,*  4,* 15, 2,  4.1,③②②, 1,15,Ａリｰサムクラウン, 76,柴田善,, 71,* -3,* 10, 1,  1.6, ③③, 1, 8,Ｈホクトスルタン, 81,横山典,, 94,* 20,*  0, 1,  3.0,①①①
 2, 4,Ｂハイデフィニション, 62,大野拓, 0.7, 56,* -1,   1, 1,  1.6, ①②, 2,13, インオラリオ,---,武豊  , 0.9, 72,*  4,   6, 1,  1.8,①①①, 2, 5,Ｇメジロオマリｰ, 61,吉田豊, 0.2, 71, -15,* 19, 8, 43.2, ⑮⑫, 2,11,Ｃスズノオオゴン, 84,後藤浩, 1.0, 86,  17,  -1, 4, 12.3,⑬⑩⑥
 3, 1,Ｆキャスタスペルミｰ, 51,幸英明, 1.1, 52,  -3,   0, 6, 29.7, ④③, 3, 1, チョウイチリュウ,---,武士沢, 2.2, 68,  -2,*  9, 6, 22.5,⑨⑨⑥, 3, 6,Ｉケイアイスイジン, 58,幸英明, 0.4, 68,  -8,* 11, 4, 13.4, ⑨⑦, 3,12,Ａマルタカハｰモニｰ, 85,小林淳, 1.2, 85,* 19, -11,11, 40.5,⑤④②
 4,15,Ａマリアｰジュ, 62,柴田善, 1.1, 53,  -6,   3, 3, 10.6, ⑦⑦, 4, 2, ロッチビスティｰ,---,内田博, 2.2, 65,  -5,* 13, 3,  7.2,⑩⑩⑨, 4,16,Ｈマルタｰズウディｰ, 61,鷹野宏, 1.1, 62,  -5,   2,14,307.0, ⑤④, 4, 1,Ｂアグネストレジャｰ, 85,武豊  , 1.2, 85,  14,*  4, 3,  4.3,⑮⑯⑪
 5,16,Ｋラグｰナベルデ, 41,武士沢, 1.1, 53,  -3,   0, 8, 43.8, ④⑤, 5, 8, カカロット,---,後藤浩, 2.3, 62,*  4,  -4, 9, 56.1,②②③, 5,13,Ｅシャドウランズ, 64,内田博, 1.3, 59,* -1,  -3, 5, 15.0, ①①, 5, 6,Ｋフェニコｰン, 80,三浦皇, 1.2, 85,  15,*  0, 9, 32.1,⑩⑬⑪
 6, 2,Ｄアポロフラメンコ, 57,松岡正, 1.3, 52,  -3,  -1, 4, 18.0, ④⑤, 6,14, バイロンシチｰ,---,松岡正, 3.0, 60,   0,  -3, 5, 18.0,⑦⑥⑥, 6,12,Ｌアリｰジェンス, 57,三浦皇, 1.4, 59,  -5,   0,11, 99.2, ⑤⑥, 6,10,Ｏマイネルネオス, 73,津村明, 1.3, 86,  15,  -1,12, 50.2,⑮⑬⑪
 7,14,Ｊウォｰネックレス, 43,内田博, 1.4, 49,*  0,  -5, 7, 30.0, ②③, 7,16, モンテフェニックス,---,横山典, 3.3, 57,   1,  -7, 4, 12.7,⑤⑤⑤, 7, 1,Ｆイナズマレオ, 61,武士沢, 1.5, 59, -12,   5,13,179.5, ⑬⑫, 7, 4,Ｇピｰスデザイン, 83,柴田善, 1.5, 83,  16,  -8,10, 33.9,⑩⑩⑩
 8, 9,Ｇサウスアミュｰズ, 51,小林淳, 1.6, 49,  -9,   1,12,132.3, ⑩⑩, 8, 3, スマｰトパｰティｰ,---,幸英明, 4.1, 51,   2, -17,12,131.7,③④④, 8,10,Ｃキスアンドクライ, 70,武豊  , 1.6, 58,  -5,  -2, 2,  5.6, ⑤⑧, 8, 7,Ｐモチ, 73,吉田豊, 1.6, 82,  18, -13,14,104.6,⑦⑦⑥
