08年 4月12日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月12日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2400m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大阪―ﾊﾝﾌﾞﾙｸC,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1, ナムラエンプレス,---,小林徹,, 64,*  6,  -4,11,119.1, ①①, 1, 5, ナイトフライヤｰ,,小坂忠,,,,, 2,  4.4,④③②, 1,12,Ｄビｰチフェスタ, 66,岩田康,, 73,*  1,*  8, 2,  3.3, ②②, 1,14,Ｃシルクネクサス, 86,藤岡佑,, 95,  23,* 15, 4,  7.0,⑨⑨⑨
 2,16,Ａピエナワイルド, 64,佐藤哲, 0.0, 63,   1,*  0, 1,  3.1, ③③, 2, 1, エリモマキシム,,西谷誠,197.7,,,, 1,  2.3,②③④, 2, 4,Ａサザンビュｰティｰ, 74,田嶋翔, 0.4, 69,  -1,   6, 1,  2.3, ④③, 2,13,Ｈメトロシュタイン, 83,福永祐, 0.5, 90,  25,   7, 2,  5.4,⑦⑧⑧
 3, 7,Ｅアイノレオ, 50,福永祐, 0.8, 54,  -3,  -3, 8, 36.7, ⑤⑦, 3, 7, エキゾｰストノｰト,,熊沢重,198.5,,,, 6, 19.5,②②②, 3,11,Ｃヒシルｰマｰ, 66,角田晃, 0.5, 68,  -3,   7, 7, 24.7, ⑤⑤, 3, 3,Ｋフォルテベリｰニ, 80,岩田康, 1.0, 85,  26,  -5, 6, 10.3,⑦⑦⑥
 4, 4,Ｄシゲルスペｰメ, 50,幸英明, 1.0, 55,*  2,  -9, 9, 47.0, ③③, 4, 2, ライトニングボｰル,,今村康,198.5,,,, 3,  5.5,①①①, 4, 2,Ｉニシノヴァネッサ, 63,武幸四, 0.8, 66,  -8,* 10,10, 38.5, ⑪⑪, 4, 8,Ｂパｰプルファルコン, 87,田中克, 1.2, 85,  22,   4,11, 32.8,⑪⑪⑪
 5, 6,Ｂヴェンダバｰル, 59,田中克, 1.0, 52,  -6,  -3, 3,  3.9, ⑧⑧, 5,10, ワンダｰタイキ,,植野貴,199.1,,,, 5, 11.0,⑤⑤⑤, 5, 5,Ｈナムラコロナ, 64,田中克, 1.0, 65,  -5,   4, 6, 13.7, ⑦⑥, 5,12,Ｇサンバレンティン, 83,佐藤哲, 1.4, 84,  18,* 14, 8, 21.1,⑮⑮⑭
 6, 5,Ｆタグシェイクオン, 46,田嶋翔, 1.1, 50, -13,*  5,10, 50.1, ⑬⑫, 6,14, マルタカテンビｰ,,高野容,201.7,,,, 8, 34.1,⑦⑥⑥, 6,13,Ｅシルキｰイリス, 65,後藤浩, 1.1, 63,*  0,  -1,11, 56.2, ②③, 6, 2,Ｆスクｰルボｰイ, 84,飯田祐, 1.5, 82,  26, -12,15, 88.4,⑥⑥⑥
 7,12,Ｃワｰルドマスタｰ, 53,熊沢重, 1.4, 50,  -2, -10, 6, 17.8, ⑦⑤, 7, 3, グランドバイオ,,黒岩悠,201.9,,,,11, 90.1,⑥⑦⑦, 7, 7,Ｆテイエムスカット, 65,船曳文, 1.1, 63,  -4,   2, 4, 10.9, ⑤⑥, 7, 5,Ｏマイネルダイナモ, 73,四位洋, 1.5, 82,  19,   7,13, 49.6,⑬⑬⑬
 8,10,Ｈブルｰアｰス, 44,武幸四, 1.5, 49,  -2, -11, 2,  3.9, ⑤⑤, 8,12, マヤノリバティ,,白浜雄,204.8,,,, 7, 27.0,⑩⑨⑨, 8, 8,Ｋカシノアマゾネス, 58,西田雄, 1.2, 63,  -6,   5,12,323.7, ⑩⑧, 8,11,Ｎワンダｰスティｰヴ, 78,小牧太, 1.7, 81,* 36, -49, 3,  6.5,①①①
 9,14,Ｋバルハｰバｰ, 32,上村洋, 1.8, 48,*  4, -19,14,234.8, ②②, 9,11, テイエムオｰディン,,北沢伸,205.0,,,,10, 52.8,⑧⑧⑧, 9,10,Ｊフミノオリヒメ, 61,小林徹, 1.4, 60,*  2,  -5, 3,  9.6, ①①, 9,15,Ｊペガサスファイト, 82,熊沢重, 1.8, 80,  31, -33,10, 31.5,④⑤⑤
10, 8,Ｇウィズインテイオｰ, 44,金折知, 2.0, 42, -11,  -6,16,248.2, ⑪⑫,10, 9, テイエムハｰン,,出津孝,206.7,,,,12,114.6,⑩⑩⑩,10, 9,Ｌアドマイヤミスティ, 57,上村洋, 1.5, 61, -11,   6, 8, 26.2, ⑫⑫,10, 9,Ｌドリｰムフライト, 80,西田雄, 2.5, 76,  32, -48, 7, 13.4,③③④
11,13,Ｊエララ, 36,黒岩悠, 2.1, 44,  -6,  -9,15,237.9, ⑨⑩,11,13, ダイゴフウジン,,菊地昇,207.5,,,,13,139.9,⑭⑫⑪,11, 6,Ｍカネコメスパｰクｰ, 48,田村太, 1.7, 57, -12,   5,13,399.1, ⑫⑫,11, 7,Ｄバトルハｰトオｰ, 85,安部幸, 2.9, 75,* 35, -65, 9, 29.6,②②②
12, 2, ワンダｰバイオｰ,---,岩田康, 2.3, 40,  -8, -11, 7, 30.0, ⑪⑪,12, 8, ヒシカツリｰダｰ,,仲田雅,207.7,,,, 4,  8.1,⑨⑫⑬,12, 1,Ｇシャトヤンシｰ, 65,金折知, 2.0, 55,  -5,  -4, 9, 32.4, ⑦⑩,12, 1,Ｉストロングドン, 83,畑端省, 2.9, 73,  23, -25,14, 53.1,⑨⑨⑨
13, 9, ファｰシｰル,---,四位洋, 2.6, 37,  -7, -15, 5,  8.5, ⑨⑨,13, 6, ダンスグランドゥ,,佐久間,207.9,,,,14,176.6,⑩⑪⑫,13, 3,Ｂオメガロンド, 70,福永祐, 2.6, 50,  -4,  -9, 5, 11.2, ⑦⑧,13, 6,Ａニュｰビギニング, 87,幸英明, 3.1, 73,  21, -20, 1,  3.7,⑪⑪⑫
