08年 3月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
15,13,Ｍマルブツフォｰド, 43,渡辺薫, 1.9, 41, -18,  -7,12, 67.4, ⑯⑯,,,,,,,,,,,,,15,15,Ｈタマイエス, 67,津村明, 4.6, 52,   9, -24,10, 37.1,②⑤⑦,,,,,,,,,,,,
16, 1,Ｉユウフジ, 48,高橋亮, 2.0, 40, -17, -10,13, 99.3, ⑭⑭,,,,,,,,,,,,,16, 4,Ｏスｰパｰガブリン, 52,上村洋, 6.0, 46,   6, -32,11,121.0,⑦⑩⑫,,,,,,,,,,,,
17,14,Ｄナバラサ, 58,田嶋翔, 2.1, 39,  -4, -23, 6, 16.0, ⑨⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 7,Ｏユウタｰエデン, 21,二本柳, 2.4, 36, -16, -15,18,325.2, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,
単勝:220円 複勝:15=110円 11=180円 12=170円 枠連:260円,,,,,,,,,,,,"単勝:2,720円 複勝:10=590円 09=130円 05=160円 枠連:2,710円",,,,,,,,,,,,"単勝:880円 複勝:07=410円 01=350円 03=270円 枠連:1,750円",,,,,,,,,,,,"単勝:340円 複勝:02=150円 01=220円 12=190円 枠連:1,440円",,,,,,,,,,,
馬連:570円 ワイド:11-15=250円 12-15=290円 11-12=700円,,,,,,,,,,,,"馬連:2,670円 ワイド:09-10=1,010円 05-10=1,940円 05-09=240円",,,,,,,,,,,,"馬連:3,830円 ワイド:01-07=1,440円 03-07=1,590円 01-03=1,240円",,,,,,,,,,,,"馬連:1,460円 ワイド:01-02=600円 02-12=410円 01-12=800円",,,,,,,,,,,
"馬単:920円 3連複:1,360円",,,,,,,,,,,,"馬単:5,670円 3連複:3,950円",,,,,,,,,,,,"馬単:10,230円 3連複:11,800円 3連単:94,030円",,,,,,,,,,,,"馬単:2,500円 3連複:2,900円 3連単:15,840円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
