08年 3月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
16,16, ナイトウォッチャｰ,---,田中健, 4.9, 32, -12, -17,14,440.8,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｂトップアクトレス, 72,田中健, 1.5, 55,   3, -11,15,111.4, ⑥⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 2,Ｊメイショウバレｰヌ, 68,渡辺薫, 1.6, 55,   1, -10, 7, 15.0, ⑦⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 7,Ｈブルｰフェアプレｰ, 69,安部幸, 2.5, 42, -17,  -5,16,132.2, ⑱⑱
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,
"単勝:2,850円 複勝:05=360円 11=150円 02=110円 枠連:2,830円",,,,,,,,,,,,単勝:330円 複勝:06=180円 07=120円 13=510円 枠連:450円,,,,,,,,,,,,"単勝:150円 複勝:05=110円 01=360円 03=170円 枠連:1,930円",,,,,,,,,,,,"単勝:1,920円 複勝:18=700円 15=270円 11=1,050円 枠連:1,070円",,,,,,,,,,,
"馬連:3,930円 ワイド:05-11=900円 02-05=760円 02-11=220円",,,,,,,,,,,,"馬連:480円 ワイド:06-07=200円 06-13=2,500円 07-13=1,120円",,,,,,,,,,,,"馬連:1,730円 ワイド:01-05=620円 03-05=220円 01-03=1,650円",,,,,,,,,,,,"馬連:7,700円 ワイド:15-18=3,110円 11-18=10,230円 11-15=4,950円",,,,,,,,,,,
"馬単:12,110円 3連複:2,040円",,,,,,,,,,,,"馬単:1,290円 3連複:3,890円",,,,,,,,,,,,"馬単:2,670円 3連複:2,660円",,,,,,,,,,,,"馬単:17,860円 3連複:111,980円 3連単:726,710円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,熱田特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａチャｰルストン, 64,鮫島良,, 68,*  4,* -3, 1,  2.2, ②②, 1,10,Ｍシルクヘラクレス, 60,的場勇,, 78,* 14,   0, 7, 27.2,①①①, 1, 7,Ｎウィッシングデュｰ, 58,鮫島良,, 84,* 12,*  9, 6,  8.8,①①①, 1, 2,Ｆリミットブレｰカｰ, 69,石橋脩,, 73,  -7,  11, 1,  3.4,⑤⑤④
 2,11,Ｂウインペガサス, 60,中舘英, 0.1, 70,*  9, -10, 2,  3.9, ①①, 2, 9,Ｂタガノアッシュ, 74,赤木高, 0.3, 75,  11,*  4, 1,  2.0,⑦⑥⑥, 2, 1,Ｅブルｰレパｰド, 69,安部幸, 0.2, 83,* 10,* 10, 5,  7.7,②③②, 2, 1,Ｃグランドカラｰ, 71,菊沢隆, 0.0, 73, -10,* 15, 5,  9.4,⑤⑦⑦
 3,12,Ｅテラノチェリｰ, 57,野元昭, 0.5, 61,   1,  -7, 3,  9.8, ③③, 3, 5,Ｈマルブツグロｰリア, 67,石橋脩, 0.4, 75,  10,*  4, 4,  6.6,⑦⑦⑥, 3, 3,Ｃナチュラルウェｰブ, 71,青木芳, 1.9, 72,   7,   3, 3,  5.8,⑪⑧⑦, 3,12,Ｂクリティカルライト, 72,藤岡康, 0.0, 68,* -5,   6, 3,  5.4,①②②
 4, 5,Ｃスマックガｰル, 59,藤岡康, 0.7, 57,  -2,  -7, 8, 30.1, ⑥⑤, 4, 6,Ｇタニノロッキｰ, 68,渡辺薫, 0.8, 74,   9,*  3,11, 64.1,⑨⑨⑧, 4,11,Ｄロフティマウンテン, 70,安藤光, 2.0, 69,* 11,  -7, 4,  6.5,⑤②②, 4,11,Ｊフロントダッシュ, 63,田嶋翔, 0.0, 71,* -5,   9, 9, 38.4,④③③
 5, 3,Ｌダイワプレシャス, 45,田辺裕, 0.7, 56,  -8,*  0,15,136.7, ⑫⑫, 5, 3,Ｊマチカネセイカイハ, 65,藤岡康, 1.5, 69,* 12, -10, 9, 44.7,②②②, 5, 2,Ｍエイトサンデｰ, 60,田辺裕, 2.0, 66,   8,  -1,13,136.8,⑦⑥⑤, 5, 6,Ａカゼノユクエ, 73,安藤光, 0.2, 71, -10,* 13, 4,  6.0,⑧⑦⑦
 6, 9,Ｇロスアンゼルス, 52,宮崎北, 0.7, 59,   1, -10,11, 63.2, ③③, 6, 2,Ｄロックリヴァｰ, 70,津村明, 1.7, 66,  11,  -9, 6, 19.6,⑥④④, 6,10,Ｂニュｰスブレイク, 71,石橋脩, 2.4, 67,   5,   1, 7, 10.2,⑫⑪⑩, 6,10,Ｌフレｰミングライフ, 39,草野太, 0.3, 66,* -6,   4,11, 41.6,③③④
 7, 2,Ｎオジジアンクリス, 25,的場勇, 0.9, 56,  -1, -10,14,124.1, ⑥⑧, 7,13,Ａグラスフォｰユｰ, 77,中舘英, 1.8, 64,  11, -11, 2,  5.6,②④④, 7,12,Ｌレアルグロｰリｰ, 61,大野拓, 2.5, 68,   3,   3,15,219.5,⑯⑮⑮, 7, 5,Ｉワンダフルキャスト, 64,太宰啓, 0.6, 71, -10,  12, 7, 28.3,⑩⑩⑨
 8, 4, トウショウクエスト,---,安藤光, 1.3, 48, -24,*  6,10, 46.1, ⑱⑱, 8, 1,Ｃテイエムヒリュウ, 73,安部幸, 1.8, 66,   8,  -4, 3,  6.3,⑪⑩⑨, 8,14,Ｆバトルスクワｰト, 68,太宰啓, 2.6, 66,   4,   0, 8, 33.7,⑫⑭⑭, 8, 8,Ｅショウナンライジン, 70,中舘英, 0.6, 61,* -4,  -4, 2,  3.7,②①①
 9,17,Ｈスナｰクマイハｰト, 49,和田竜, 1.4, 49,   0, -18, 5, 12.2, ⑥⑤, 9, 4,Ｉヒシヴェンチャｰ, 65,田中健, 1.8, 67,* 12, -13, 5, 13.2,②②②, 9, 9,Ａマチカネタマカズラ, 73,浜中俊, 2.8, 62,* 10, -12, 1,  3.5,⑨③④, 9, 9,Ｄマジカルスタｰ, 71,嘉藤貴, 0.7, 63,  -7,   1, 6, 11.9,⑤⑤⑥
10, 6,Ｋジュセトゥ, 45,浜中俊, 1.6, 46,   1, -22, 4, 11.8, ③⑤,10, 7,Ｌニシノキンレンポ, 60,大野拓, 1.9, 66,   6,  -3, 8, 41.6,⑫⑫⑨,10, 5,Ｇアイノグレゴリｰ, 67,上野翔, 3.0, 64,   9, -10, 9, 34.3,⑤⑥⑥,10, 7,Ｈシｰコンチェルト, 67,赤木高, 0.8, 67, -14,* 14,10, 40.4,⑫⑫⑪
11, 8,Ｐショットバｰ, -5,中村将, 1.7, 44,  -8, -14,17,199.0, ⑫⑬,11,12,Ｆキラウエアシチｰ, 69,田辺裕, 2.8, 57,   8, -11,13,144.6,⑨⑩⑨,11, 8,Ｉマルタｰズストｰム, 67,中舘英, 3.4, 60,   7, -10, 2,  5.6,⑨⑧⑨,11, 3,Ｇタイキクラリティ, 68,安部幸, 1.1, 60, -10,   1, 8, 34.7,⑧⑨⑨
12,10,Ｆアグネススキャッブ, 55,松田大, 1.7, 45,  -3, -19, 7, 16.3, ⑨⑧,12,11,Ｋエルゴスム, 64,芹沢純, 4.0, 51,  10, -27,10, 50.1,②⑦⑨,12,16,Ｊグランドアムｰル, 64,宮崎北, 3.7, 59,   5, -11,14,139.9,④⑪⑫,12, 4,Ｋコッパミジン, 58,田辺裕, 2.9, 40, -11, -20,12, 73.2,⑩⑩⑪
13,16, ロマンシエｰル,---,菊沢隆, 1.7, 44, -19,* -3, 9, 45.8, ⑯⑯,13,14,Ｎオｰデンセ, 48,伊藤工, 4.2, 51,  -1,  -9,14,157.6,⑬⑬⑬,13, 6,Ｋセルリアンタオ, 64,西田雄, 3.8, 58,   5, -12,12,128.1,⑭⑪⑪,,,,,,,,,,,,
14,18,Ｊサイキョウケンザン, 45,安部幸, 1.8, 43,  -4, -19,16,164.4, ⑨⑧,,,,,,,,,,,,,14,13,Ｐスズノライデン, 52,藤岡康, 4.5, 55,   3, -14,16,224.3,⑮⑮⑮,,,,,,,,,,,,
