08年11月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 4,Ｏビクトリアスバイオ, 22,藤岡康, 2.8, 45,  -4, -16,11, 39.2, ⑦⑪, 9, 3, テイエムモッコス,,高井彰,201.2,,,,14,153.2,⑨⑩⑩, 9,16,Ｎハギノアスラン, 60,鮫島良, 1.0, 67,  -6,  10,15,251.2, ⑭⑬, 9, 4,Ｇプレシャスピクセル, 81,佐藤哲, 0.8, 77,   9,   8,12, 94.1,⑩⑭⑫
10, 8,Ｊジャンジャン, 44,荻野琢, 2.9, 47, -13,  -5,14,187.5, ⑮⑮,10,14, タツシャンハイ,,金折知,201.4,,,, 8, 46.9,⑧⑧⑧,10, 4,Ｆサザンビュｰティｰ, 69,田嶋翔, 1.1, 64,   5,  -2, 6, 23.2, ⑥⑧,10,13,Ｈハニｰフラッグ, 80,浜中俊, 0.9, 76,   8,* 10, 8, 26.1,⑯⑮⑭
11,14,Ａヤマカツゴｰルド, 61,池添謙, 3.0, 44,  -4, -17, 2,  4.3, ⑥④,11, 4, ナンゴクコンバット,,高野容,202.3,,,,12,130.8,⑪⑪⑪,11, 5,Ｄエイシンイッテン, 73,藤岡佑, 1.4, 61,   2,  -2, 5, 13.4, ⑨⑨,11,16,Ｃコスモアブソルｰト, 84,上野翔, 0.9, 77,  11,   4,10, 39.8,⑪⑧⑩
12, 6,Ｌパボ, 40,和田竜, 3.1, 45,  -6, -14,13, 59.3, ⑪⑬,12, 9, ダイナミックタｰン,,熊沢重,208.7,,,, 7, 42.9,⑬⑫⑫,12, 7,Ｍシャイニｰモス, 60,熊沢重, 1.6, 61,   4,  -5, 7, 25.5, ⑧⑥,12,12,Ｋトラストブラック, 78,古川吉, 1.4, 75,   7,   8,13,112.9,⑮⑯⑯
13, 5,Ｍシゲルマヤサン, 35,赤木高, 3.3, 41, -11, -11,15,211.9, ⑭⑭,13, 7, メイショウチョイス,,黒岩悠,209.4,,,, 6, 22.7,⑭⑬⑬,13, 2,Ｌエクストラシチｰ, 61,北村友, 1.8, 58,   5,  -7,12,129.9, ⑤⑦,13,14,Ｌブルルイ, 77,生野賢, 1.6, 71,   9,   0,16,278.3,⑫⑪⑬
14, 2,Ｋリズムシチｰ, 42,幸英明, 4.0, 36,  -4, -26,12, 57.3, ⑤⑦,,,,,,,,,,,,,14,14,Ｊガラン, 63,角田晃, 1.9, 57, -16,  11,13,218.1, ⑯⑯,14,11,Ｎニッシンテｰスト, 76,長谷川, 1.7, 72,  12,  -5,14,217.3,⑦⑥⑧
15, 3,Ｉリキドｰ, 44,吉田稔, 9.4, -8,* -2, -75, 5, 14.3, ①⑩,,,,,,,,,,,,,15,10,Ｐトヨサンラッキｰ, 35,芹沢純, 1.9, 58,  -2,  -2,14,245.3, ⑪⑪,15, 2,Ｍゲットクｰル, 76,田中健, 1.7, 72,   9,   0,15,256.0,⑧⑬⑮
,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｏシゲルダンクｰ, 42,中村将, 2.5, 51,  -6,  -5,16,332.1, ⑬⑮,16,15,Ｐオｰミチェリッシュ, 75,藤岡康, 2.5, 65,* 13, -13,11, 60.5,④④⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,
単勝:320円 複勝:09=130円 01=200円 13=380円 枠連:880円,,,,,,,,,,,,単勝:500円 複勝:05=150円 02=150円 13=720円 枠連:690円,,,,,,,,,,,,"単勝:180円 複勝:13=110円 01=500円 15=1,260円 枠連:1,460円",,,,,,,,,,,,単勝:330円 複勝:05=150円 10=190円 09=330円 枠連:470円,,,,,,,,,,,
"馬連:920円 ワイド:01-09=400円 09-13=750円 01-13=1,790円",,,,,,,,,,,,"馬連:760円 ワイド:02-05=320円 05-13=1,670円 02-13=2,100円",,,,,,,,,,,,"馬連:1,610円 ワイド:01-13=640円 13-15=1,720円 01-15=13,060円",,,,,,,,,,,,"馬連:920円 ワイド:05-10=340円 05-09=840円 09-10=1,240円",,,,,,,,,,,
"馬単:1,540円 3連複:3,840円 3連単:14,550円",,,,,,,,,,,,"馬単:1,590円 3連複:7,020円 3連単:24,520円",,,,,,,,,,,,"馬単:2,110円 3連複:32,450円 3連単:87,250円",,,,,,,,,,,,"馬単:1,500円 3連複:3,750円 3連単:14,070円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,醍醐ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａアｰリｰロブスト, 67,福永祐,, 70,  -2,*  4, 1,  1.8, ⑥⑤, 1, 4, コスモスプライト,---,藤岡佑,, 67,*  0,*  2, 1,  1.9, ②②, 1,16,Ａトップオブハワイキ, 75,池添謙,, 74,* 13,* -6, 1,  2.3,④③③, 1,18,Ｂゼットフラッシュ, 81,小牧太,, 82,  -3,  13, 3,  5.7, ⑨⑦
 2, 6,Ｂハマノエルマｰ, 63,佐藤哲, 0.5, 64,  -4,*  3, 4,  8.3, ⑨⑨, 2, 1, スナｰクツバサ,---,小林徹, 1.1, 56,  -4,  -5, 8, 19.5, ④③, 2, 4,Ｂシｰクレバｰ, 74,秋山真, 0.9, 69,   8,* -4, 5, 13.1,⑪⑫⑩, 2, 2,Ｃアｰバンストリｰト, 80,秋山真, 0.0, 84,  -7,* 18, 1,  4.7, ⑩⑩
 3,11,Ｇエｰシンカハナモク, 48,藤岡佑, 0.9, 60,  -6,  -1, 6, 17.9, ⑩⑩, 3,11, エｰシンクラウニン,---,太宰啓, 1.5, 50, -10,* -2,13,106.7, ⑫⑪, 3,14,Ｈヒミノクリミナル, 70,菊地昇, 0.9, 68,  11, -11,13,120.9,⑩⑥⑧, 3,12,Ｄビｰチアイドル, 79,赤木高, 0.2, 78,   1,   7, 5,  6.6, ⑤⑥
 4,13,Ｌエルプレジデンテ, 42,吉田稔, 1.2, 57, -13,*  6, 7, 45.6, ⑮⑯, 4, 2, アスタｰクリス,---,吉田稔, 1.5, 54,  -4,  -7, 4, 11.7, ⑤⑤, 4,12,Ｋオｰミプレシャス, 68,川島信, 1.0, 67,  10,  -8,11, 94.5,⑥⑧⑨, 4, 6,Ａエネルマオｰ, 85,池添謙, 0.2, 78,   1,   7, 6, 11.7, ④④
 5, 9,Ｊトウショウデザイア, 47,池添謙, 1.3, 54,  -4, -10, 2,  4.9, ⑧⑦, 5, 6, トウケイシャイン,---,渡辺薫, 1.6, 51,  -8,  -5, 7, 18.9, ⑨⑧, 5, 3,Ｃマルサンテクニカル, 73,田村太, 1.2, 68,  11, -13, 4, 11.7,⑤⑦⑥, 5,13,Ｉボストンゴｰルド, 77,芹沢純, 0.3, 79, -10,* 16,15, 87.1, ⑮⑬
 6, 5,Ｎヴィｰヴァシャトル, 41,秋山真, 1.5, 52,*  3, -24,10,134.1, ③③, 6, 8, スタｰシャトル,---,芹沢純, 1.7, 50,  -5,  -8,11, 54.7, ⑦⑦, 6, 6,Ｉバｰニングブライト, 70,藤岡佑, 1.2, 68,   8,* -5, 8, 38.3,⑬⑬⑮, 6, 4,Ｌキルシュワッサｰ, 75,太宰啓, 0.3, 77,*  7,  -1, 9, 27.1, ①①
 7, 3,Ｆデアモント, 48,赤木高, 1.5, 53,  -9,  -6, 8, 74.5, ⑫⑫, 7,10, アッサイ,---,赤木高, 2.2, 46,  -6, -11,10, 46.5, ⑧⑩, 7,13,Ｊフジノアリオン, 68,和田竜, 1.3, 67,  12, -15,14,137.7,⑦⑤⑤, 7,16,Ｆスｰパｰマルトク, 79,荻野琢, 0.3, 79,  -6,  12, 7, 18.4, ⑫⑪
 8, 1,Ｅサンマルエミネム, 51,野元昭, 1.5, 52,   0, -18,15,354.6, ⑤④, 8,13, ウィズインウエク,---,田中健, 2.5, 42, -15,  -7, 3,  9.5, ⑬⑮, 8, 9,Ｇアグネスヨジゲン, 71,渡辺薫, 1.3, 67,  10, -12, 7, 22.4,⑭⑩⑦, 8,10,Ｎジョイントスタｰズ, 74,藤岡佑, 0.4, 75,   1,   4,16,102.7, ⑦⑤
 9,10,Ｑパｰプルラッキｰ, 34,小林徹, 1.8, 52, -13,  -1,17,384.8, ⑯⑮, 9,15, メイショウサンドラ,---,飯田祐, 2.6, 42,  -9, -12,14,107.2, ⑩⑨, 9,11,Ｏタマモサプライズ, 67,幸英明, 1.3, 66,   9,  -8,10, 51.0,⑧⑪⑭, 9, 3,Ｐタマモハクライ, 73,角田晃, 0.4, 79,  -9,  15,14, 81.0, ⑬⑫
10, 4,Ｏエｰシンロレｰン, 38,鮫島良, 1.9, 51, -10,  -7,14,310.2, ⑭⑭,10, 3, グリッタｰアイス,---,幸英明, 2.7, 43,*  1, -23, 5, 16.5, ①①,10, 1,Ｐミラクルロザリオ, 62,浜中俊, 1.5, 66,   6,* -5,12,102.4,⑮⑮⑬,10,17,Ｈサワヤカラスカル, 77,浜中俊, 0.5, 80, -15,* 19, 4,  6.3, ⑰⑱
11, 7,Ｃラファエロ, 52,上村洋, 2.1, 47,  -3, -23, 3,  6.8, ⑦⑥,11, 5, アンタｰレス,---,長谷川, 2.7, 44,  -5, -17, 6, 18.3, ⑥⑥,11, 8,Ｄシャンパンファイト, 72,福永祐, 1.5, 64,* 13, -20, 2,  3.8,②②②,11,11,Ｑサインゴｰルド, 73,小林徹, 0.5, 75,  -2,   5,17,105.7, ⑧⑧
12,18,Ｄテイエムメデテカ, 51,佐久間, 2.2, 45,*  4, -36, 9, 82.6, ②②,12,14, プレストスペル,---,田村太, 2.7, 41, -11, -12,15,109.7, ⑪⑫,12,10,Ｅタンゴノセック, 72,荻野琢, 2.2, 64,   8, -15, 9, 42.6,⑫⑭⑪,12,14,Ｅニシノプライド, 79,和田竜, 0.7, 71,*  4,  -4, 2,  4.8, ③③
13, 8,Ｋフィｰルドカフェ, 43,熊沢重, 2.8, 39,  -9, -24,12,254.6, ⑬⑬,13, 9, ニシオポｰル,---,高橋亮, 2.9, 39, -15,  -9,12, 76.1, ⑮⑬,13, 5,Ｍマチカネヒザマル, 67,小牧太, 2.2, 61,   6, -11,15,188.4,⑯⑯⑯,13, 8,Ｍマッチメイト, 74,幸英明, 0.7, 72,*  6,  -5,10, 34.0, ②②
14,17,Ｍウィステリアスカイ, 41,幸英明, 2.8, 40,  -5, -27,13,298.4, ⑪⑪,14,12, カツヨグラッチェ,---,武幸四, 3.0, 37, -15, -11, 9, 23.2, ⑭⑭,14, 7,Ｌインユアアｰムス, 67,鮫島良, 2.3, 61,  12, -25, 6, 13.4,③④④,14, 7,Ｋオｰヴェｰル, 75,武幸四, 0.7, 75, -11,  12,12, 57.6, ⑭⑯
15,12,Ｒマジカルワンコイン, 34,高橋亮, 2.9, 37,   0, -38,16,377.9, ④⑧,15, 7, ナムラアンク,---,和田竜, 3.7, 34,* -2, -29, 2,  5.4, ③④,15, 2,Ｆスズカトップ, 71,赤木高, 3.2, 52,* 14, -35, 3,  6.4,①①①,15, 1,Ｊメジロシリング, 75,北村友, 0.8, 74, -18,* 17, 8, 22.7, ⑱⑰
16, 2,Ｉピサノティファニｰ, 48,小牧太, 3.1, 35,*  5, -51, 5, 11.9, ①①,,,,,,,,,,,,,16,15,Ｎハｰベストタｰフ, 67,藤岡康, 3.6, 53,  10, -30,16,269.0,⑨⑨⑫,16, 5,Ｏマリンフェスタ, 74,吉田稔, 1.1, 69, -15,  11,11, 47.8, ⑯⑮
17,16,Ｈメイショウワザアリ, 48,北村友, 4.0, 27, -18, -22,18,547.4, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,17, 9,Ｒジェットバニヤン, 73,上村洋, 1.3, 64,  -3,  -4,13, 67.0, ⑥⑨
18,14,Ｐロｰレルファイアｰ, 36,浜中俊, 6.5, -2, -22, -51,11,214.3, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｇエイシンイｰデン, 78,鮫島良, 1.6, 61,  -8,  -2,18,187.7, ⑪⑭
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:3),,,,,,,,,,,
単勝:180円 複勝:15=110円 06=220円 11=340円 枠連:620円,,,,,,,,,,,,"単勝:190円 複勝:04=120円 01=420円 11=1,840円 枠連:1,490円",,,,,,,,,,,,"単勝:230円 複勝:16=130円 04=270円 14=1,890円 枠連:600円",,,,,,,,,,,,単勝:570円 複勝:18=190円 02=170円 12=210円 枠連:470円,,,,,,,,,,,
"馬連:800円 ワイド:06-15=330円 11-15=530円 06-11=1,410円",,,,,,,,,,,,"馬連:1,450円 ワイド:01-04=590円 04-11=2,900円 01-11=8,590円",,,,,,,,,,,,"馬連:1,190円 ワイド:04-16=490円 14-16=5,160円 04-14=13,430円",,,,,,,,,,,,"馬連:1,270円 ワイド:02-18=570円 12-18=740円 02-12=600円",,,,,,,,,,,
"馬単:1,110円 3連複:2,810円 3連単:7,880円",,,,,,,,,,,,"馬単:1,900円 3連複:27,710円 3連単:76,820円",,,,,,,,,,,,"馬単:1,630円 3連複:58,380円 3連単:163,660円",,,,,,,,,,,,"馬単:2,840円 3連複:2,940円 3連単:16,780円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 2 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,白菊賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｋスリｰロｰルス, 50,福永祐,, 62,  -1,*  6, 3,  5.8, ⑧⑨, 1,11, ロｰドロックスタｰ,---,藤岡佑,, 66,*-11,*  8, 1,  2.4,②②②, 1, 9,Ｅレディルｰジュ, 64,鮫島良,, 69,   4,  -4, 7, 10.9, ③④, 1, 8,Ａオリオンスタｰズ, 85,福永祐,, 82,*  7,   5, 4,  8.0, ③③
 2, 7,Ｄナリタプラチナ, 58,和田竜, 0.2, 59,*  2,  -2, 1,  2.7, ②②, 2,13, サンライズキｰル,---,浜中俊, 0.2, 67,*-13,*  8, 3,  6.1,③④④, 2, 5,Ｂチャｰムポット, 66,和田竜, 0.1, 70,  -4,* 10, 3,  9.3, ⑬⑭, 2,16,Ｉリッタｰヴォルト, 74,小牧太, 0.3, 78,   4,   4, 5,  9.2, ⑥⑤
 3,12,Ｒスマｰティｰダンス, 35,上村洋, 0.3, 62,  -3,*  8,10, 51.6, ⑯⑮, 3,12, ベストオブラック,---,福永祐, 0.5, 62, -14,   6, 2,  3.6,⑧⑤⑤, 3,10,Ｄシルクナデシコ, 65,藤岡康, 0.3, 67,  -2,*  5, 6, 10.8, ⑪⑪, 3,14,Ｆエｰシンエフダンズ, 76,藤岡康, 0.3, 78,* 10,  -1, 7, 12.7, ②②
 4,14,Ｉロスパンチョス, 52,池添謙, 0.3, 57,  -1,   0, 2,  4.1, ④⑤, 4, 8, レッドフォｰリア,---,熊沢重, 0.5, 64, -14,*  8, 4,  7.0,⑩⑦⑥, 4, 8,Ｉアンジュアイル, 55,幸英明, 0.5, 65,  -4,*  4,13,102.6, ⑭⑫, 4,13,Ｃメイショウロｰラン, 80,飯田祐, 0.3, 78,  -2,  11, 6, 10.0, ⑪⑩
 5,10,Ｆマイネルクラリティ, 54,浜中俊, 0.4, 61,  -3,*  5, 5, 11.7, ⑫⑪, 5, 4, ミヤコトップガン,---,小牧太, 0.8, 63, -15,*  8, 9, 34.3,⑬⑪⑪, 5, 4,Ｌビスカヤ, 51,浜中俊, 0.7, 64,  -1,  -4, 8, 13.1, ⑩⑨, 5, 9,Ｇシゲルダイハッカイ, 75,赤木高, 0.4, 77,   5,   3, 8, 21.3, ⑤⑦
 6, 9,Ｐトップオブロイヤル, 41,秋山真, 0.6, 56,  -3,   2, 4, 10.7, ⑮⑫, 6, 6, ラッキｰポケット,---,北村友, 0.8, 59, -14,   4, 5, 17.4,④⑥⑦, 6, 7,Ｊメイショウアツヒメ, 53,福永祐, 0.7, 59,*  8, -21, 1,  3.0, ①①, 6, 1,Ｄビンチェロ, 79,上村洋, 0.4, 78,   1,   7, 2,  4.2, ⑧⑥
 7, 2,Ｊサザンウィスパｰ, 52,幸英明, 0.8, 52,*  3, -14, 7, 16.7, ①①, 7,10, フェリスホイｰル,---,秋山真, 0.8, 57,*-13,  -1, 7, 27.5,⑤③③, 7, 3,Ｃシュウホｰサンデｰ, 65,田中健, 0.7, 61,   0,  -5,10, 40.6, ⑨⑧, 7,15,Ｒセフティバｰニング, 57,浜中俊, 0.5, 77,* 14,  -8,17,165.7, ①①
 8, 8,Ｃテンシノマズル, 59,武幸四, 0.9, 54,  -2,  -5, 6, 15.5, ⑩⑬, 8, 2, コウヨウドリｰム,---,藤岡康, 0.9, 60, -15,   7,12,130.0,⑥⑨⑨, 8, 6,Ｇプレザントブリｰズ, 60,小牧太, 0.9, 58,  -4,  -3, 4,  9.8, ⑫⑬, 8,17,Ｂダノンムロｰ, 83,藤岡佑, 0.6, 75, -13,* 19, 1,  3.5, ⑰⑯
 9, 6,Ｌサンライズチャンプ, 50,藤岡佑, 0.9, 55,  -9,*  9, 9, 26.4, ⑰⑱, 9, 9, ロイヤルライン,---,幸英明, 1.1, 61, -18,*  8,10, 51.1,⑪⑬⑬, 9,11,Ｍエｰシンワンダｰズ, 50,秋山真, 1.1, 56,*  9, -25,11, 59.2, ②②, 9, 3,Ｌベレッツァ, 71,長谷川, 0.6, 75,   5,   0,14,100.4, ④④
10, 1,Ｎエプソムジャンボ, 46,渡辺薫, 1.0, 52,  -2,  -7,15,268.0, ⑦⑩,10, 1, ヤマトサンザン,---,和田竜, 1.2, 56, -14,   0, 8, 27.9,⑦⑧⑧,10,15,Ｋプリンセスジュディ, 53,吉村智, 1.1, 56,   3, -16,15,204.6, ⑥⑤,10,18,Ｅアｰスコマンダｰ, 79,野元昭, 0.6, 74,   2,   3, 9, 28.3, ⑦⑧
11,13,Ｏメジロヴェラクルス, 43,長谷川, 1.1, 50,  -2,  -8,16,275.2, ⑬⑭,11, 5, イルトロヴァトｰレ,---,鮫島良, 1.2, 58, -15,   2,13,208.9,⑨⑩⑩,11, 1,Ｆリｰティラ, 62,長谷川, 1.2, 54,   2, -17, 5, 10.2, ⑦⑥,11, 7,Ｈフィｰルドルｰキｰ, 74,小林徹, 0.7, 73, -11,* 14,13, 90.6, ⑮⑭
12,15,Ｇパｰフェクトバイオ, 53,吉田稔, 1.3, 50,  -7,   1,11, 69.8, ⑱⑰,12, 7, メジャｰステｰジ,---,吉田稔, 1.4, 56, -18,   5, 6, 22.4,⑫⑫⑫,12,14,Ｎクイｰンアリュｰル, 44,池添謙, 1.2, 53,*  7, -24, 2,  4.0, ④③,12, 5,Ｊリトルビスケット, 73,荻野琢, 0.7, 73,   1,   3, 3,  7.9, ⑨⑨
13,18,Ｅキングマジック, 55,鮫島良, 1.3, 48,*  1, -15,13, 91.1, ⑨⑦,13, 3, エムエスシャｰプ,---,金折知, 1.8, 43,*-11, -18,11, 94.8,①①①,13,12,Ａミスティネｰル, 67,太宰啓, 2.5, 41,   1, -34, 9, 29.1, ⑧⑦,13, 4,Ｏミスズアロハ, 69,秋山真, 0.8, 72,  -7,   9,15,105.6, ⑬⑬
14, 3,Ａセフティファントム, 71,北村友, 1.3, 50,  -6,  -1,14,179.5, ⑭⑯,,,,,,,,,,,,,14,13,Ｈグランプリチェリｰ, 56,角田晃, 2.6, 39,  -6, -24,12, 59.9, ⑮⑮,14, 6,Ｋコアレスソニック, 72,北村友, 0.8, 72, -17,* 20,12, 60.3, ⑱⑱
