08年 9月27日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 9月27日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:18,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,恵庭岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｆイｰサンヘモス, 51,田辺裕,, 61,   0,* 10, 9,132.6,⑦⑥③, 1, 1,Ｆマリアｰジュ, 58,中舘英,, 73,* -4,  19, 1,  2.6,③②②, 1,10,Ａイノチノアカリ, 74,武幸四,, 73,   3,* 17, 1,  1.8,⑤⑤③, 1, 6,Ａリノｰンルｰラｰ, 76,藤田伸,, 77,*  4,  12, 1,  2.8,①①①
 2, 7,Ｃディアテクノバトル, 56,藤田伸, 0.0, 63,  -1,* 12, 4, 13.4,⑨⑧④, 2, 6,Ａスプリッツァｰ, 68,藤田伸, 0.0, 74,  -7,* 23, 3,  4.2,⑥⑥④, 2, 5,Ｄコアレスキャスト, 69,藤岡佑, 0.4, 69,   1,* 16, 5, 15.4,⑦⑦⑥, 2, 7,Ｅナムラチェンジ, 72,柴原央, 0.4, 74,*  4,   8, 4,  6.0,⑧④④
 3, 3,Ｂダンツフロント, 57,藤岡佑, 0.6, 57,*  1,   1, 3, 11.2,②②②, 3, 2,Ｂゴｰルデンプライズ, 68,長谷川, 0.1, 74,* -5,  17, 4,  8.0,①①①, 3, 7,Ｇライラキャスケｰド, 63,北村友, 0.5, 65,   2,  12, 9, 41.8,④③②, 3, 1,Ｇグレイスフルソング, 67,津村明, 0.4, 76,   3,  12, 6, 17.1,③⑤④
 4,12,Ａジョｰカプチｰノ, 70,三浦皇, 0.8, 55,*  2,  -2, 1,  1.1,①①①, 4, 7,Ｅチャｰムベル, 61,田中博, 0.5, 72,  -5,  18, 5, 12.4,④④④, 4,11,Ｃマイネランデブｰ, 69,藤田伸, 0.5, 67,   3,  11, 2,  4.6,③③③, 4, 8,Ｉマイサイドキック, 65,北村友, 0.7, 76,  -1,* 17, 8, 65.3,⑨⑨⑨
 5, 1,Ｈワｰルドカルティエ, 46,中舘英, 1.7, 50,   0,  -7, 2, 11.1,④③④, 5, 5,Ｃクインマキシマム, 64,梶晃啓, 0.5, 69,* -4,  14, 2,  3.1,②②③, 5, 8,Ｅキラメキパスワｰド, 69,三浦皇, 0.6, 67,   0,* 16, 4, 11.9,⑨⑨⑨, 5, 2,Ｃフミノパッション, 75,長谷川, 0.7, 72,   3,   8, 3,  4.4,⑤⑤④
 6, 8,Ｅティルナノｰグ, 51,津村明, 1.8, 50,   0,  -6, 7, 59.9,④⑤⑥, 6, 4,Ｄエンディアメント, 62,的場勇, 2.4, 57,  -9,   6, 6, 16.6,⑦⑦⑦, 6, 2,Ｈビバロングライフ, 63,河北通, 0.7, 69,   0,  15, 8, 40.0,⑨⑨⑧, 6, 9,Ｄヴィジレ, 73,藤岡佑, 0.9, 68,   3,   3, 5,  7.9,⑤⑤④
 7,13,Ｍメダリアビｰト, 28,長谷川, 1.9, 54,  -5,   3,11,196.8,⑫⑫⑨, 7, 3,Ｇサンサンサン, 43,北村浩, 2.9, 51,  -6,  -4, 7, 34.6,④④⑥, 7, 4,Ｂチャｰムピクチャｰ, 71,中舘英, 1.0, 64,   1,   9, 3,  6.2,⑤⑥⑥, 7, 3,Ｆサクラルシファｰ, 71,三浦皇, 1.1, 67,   0,   6, 7, 20.0,⑦⑧⑧
 8, 2,Ｉアラｰムクロック, 41,武幸四, 2.7, 45,  -4,  -7, 8, 79.5,⑪⑩⑧,,,,,,,,,,,,, 8, 6,Ｆマルサンサイレンス, 68,丸田恭, 1.0, 66,  -2,* 16, 7, 31.5,⑪⑪⑪, 8, 5,Ｂディビデンド, 75,中舘英, 1.4, 63,*  4,  -8, 2,  4.1,②②②
