08年 3月30日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月30日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-47,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,四国新聞杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｍオタカラボックス, 41,秋山真,, 66,*  1,  -1, 9, 53.7, ②②, 1, 2,Ｅパラダイスイズヒア, 54,長谷川,, 66,  -5,*  3, 4, 12.4, ⑥⑧, 1,12,Ｃナパリコｰスト, 73,鮫島良,, 83,* 10,*  9, 3,  4.7,②①①, 1, 6,Ｂタガノエクリプス, 82,和田竜,, 83,   3,* 20, 1,  1.8,⑤④③
 2, 3,Ｄファンドリハンタｰ, 57,田村太, 0.2, 61,*  1,  -3, 3,  6.8, ②②, 2,16,Ａエｰシンプリファｰ, 66,和田竜, 0.2, 62,* -1,  -8, 1,  1.8, ①①, 2, 4,Ａアロド, 77,川原正, 0.1, 82,*  9,*  9, 1,  2.2,③③②, 2, 2,Ｉグランプリサクセス, 70,小牧太, 0.4, 79,*  4,  15,11,104.7,②②②
 3, 1,Ｂレディオｰロラ, 58,田中克, 0.2, 63,*  2,  -4, 1,  1.8, ①①, 3, 8,Ｇマイネルピリアｰ, 52,安藤光, 0.6, 57,* -1, -12, 7, 24.2, ③②, 3, 6,Ｄホｰマンジュピタｰ, 72,角田晃, 0.3, 81,*  9,*  9, 4,  8.3,⑩⑥②, 3, 7,Ｄテンザンコノハナ, 78,角田晃, 0.4, 78,*  5,  13, 2,  4.6,①①①
 4,16,Ａアグネスアンフィニ, 61,鮫島良, 0.5, 59,  -8,*  2, 2,  3.3, ⑧⑥, 4, 5,Ｈファｰマウォラト, 51,生野賢, 0.6, 59,  -6,  -2,15,127.2, ⑫⑩, 4, 2,Ｈアイファｰドラゴン, 69,安藤光, 1.6, 73,   6,   4, 8, 43.4,⑫⑪⑧, 4, 5,Ｆケｰジｰムサシ, 76,野元昭, 0.6, 77,*  4,  14, 7, 26.3,③②③
 5, 8,Ｃナリタココロ, 58,中村将, 0.9, 55,  -7,  -3, 4, 20.3, ④⑥, 5,10, ブレイブファイト,---,松田大, 0.7, 57,* -3, -11, 2,  4.9, ⑥④, 5, 5,Ｇマイティｰバッカス, 70,藤岡康, 1.7, 73,   8,   0, 7, 32.5,⑧⑨⑥, 5, 3,Ａキタノアラワシ, 82,池添謙, 0.6, 77,   3,  15, 3,  6.7,⑥⑥⑥
 6,12,Ｇハｰドパティシエ, 50,川原正, 1.1, 54, -11,*  0,10, 85.1, ⑪⑩, 6, 4,Ｃユウメリｰウェザｰ, 60,川島信, 0.7, 54,  -4, -10, 8, 25.8, ⑥④, 6,11,Ｂウォｰタｰクルｰズ, 74,小牧太, 2.0, 69,*  9,  -6, 2,  4.7,⑤④④, 6, 8,Ｃフォグキャスケｰド, 78,石橋守, 0.7, 77,   2,  16, 6, 19.3,⑧⑦⑥
 7, 5,Ｉウイニングヒロオｰ, 49,和田竜, 1.2, 55,  -2,  -8, 6, 31.7, ④④, 7,15,Ｍスズカルビｰ,-374,酒井学, 0.8, 58, -13,*  5, 6, 23.2, ⑰⑰, 7, 9,Ｆダイナミックタｰン, 70,田中克, 2.2, 70,   6,  -2, 9, 46.6,⑨⑨⑧, 7,10,Ｇマルブツランナｰ, 73,安藤光, 1.3, 74,   1,  15, 9, 89.7,⑩⑪⑪
 8, 4,Ｏフィｰルドハｰバｰ, 34,小牧太, 1.6, 50,  -8,  -7, 5, 20.4, ⑩⑨, 8, 9, オｰスミアタック,---,中村将, 0.8, 58, -14,*  6,14,121.5, ⑰⑰, 8,10,Ｉアイノグレゴリｰ, 67,和田竜, 3.6, 61,   8, -16,11,110.4,③⑥⑥, 8, 9,Ｅフォｰリクラッセ, 77,秋山真, 1.4, 74,   2,  10, 4,  7.8,⑥⑦⑨
 9,11,Ｈゴｰルドタイガｰ, 49,野元昭, 1.7, 51,  -4,  -9,13,163.3, ④⑥, 9,12,Ｄニホンピロスピカ, 55,小林徹, 0.9, 55,  -5,  -9,16,222.0, ⑨⑧, 9, 8,Ｊトップオブハワイキ, 66,池添謙, 4.0, 56,   7, -19, 6, 14.5,⑤⑥⑪, 9, 4,Ｊトップモンジュｰ, 69,藤岡康, 1.7, 73,   3,   8,10,100.2,⑧⑦⑥
10,13,Ｎブギウギ, 36,長谷川, 1.7, 50,  -4, -11, 7, 39.4, ④⑤,10, 6, メイショウホバｰト,---,池添謙, 1.1, 53, -11,  -2,11, 72.1, ⑮⑮,10, 1,Ｅエイシンテンライ, 71,野元昭, 4.0, 57,   9, -21, 5, 11.8,⑤④⑤,10, 1,Ｋナリタチャレンジ, 66,長谷川, 1.7, 71,*  4,   4, 8, 68.9,③④⑤
11,15,Ｅアグレマン, 52,芹沢純, 1.8, 48, -12,  -5, 8, 51.3, ⑬⑫,11,14,Ｉマッキｰエヴァ, 50,野元昭, 1.3, 49,* -1, -22, 3,  8.4, ③②,11, 3,Ｌカルストンオｰラ, 51,小林徹, 4.4, 54,   6, -20,12,296.7,⑩⑪⑪,11,11,Ｈジャングルテクノ, 71,川原正, 3.5, 58,   3,  -7, 5, 14.2,⑩⑦⑨
12, 6,Ｊホクザンヴィアンド, 48,三野孝, 1.9, 48, -11,  -6,16,376.5, ⑪⑫,12, 1, リバｰミラクル,---,角田晃, 1.3, 50,  -9,  -8, 9, 30.7, ⑮⑫,12, 7,Ｋクイッククイック, 58,田村太, 5.2, 47,*  9, -34,10, 95.2,①②⑧,,,,,,,,,,,,
13,10,Ｐメイショウキュロス, 32,生野賢, 2.0, 49, -18,*  2,15,347.3, ⑯⑯,13,17,Ｆマヤノプディｰナ, 53,川原正, 1.4, 49,  -6, -15,10, 41.4, ⑨⑩,,,,,,,,,,,,,,,,,,,,,,,,
14, 9,Ｋエプソムサクラ, 46,岩崎祐, 2.2, 45, -11,  -8,12,156.6, ⑬⑫,14,18,Ｋカノヤキラリ, 38,松平幸, 1.7, 47, -10, -11,18,430.2, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
15, 2,Ｌテイエムコテング, 43,安藤光, 2.5, 44, -14,  -7,14,260.5, ⑮⑮,15,13,Ｌピｰスオブホｰプ, 38,田辺裕, 1.7, 45,  -4, -24,12, 84.7, ③④,,,,,,,,,,,,,,,,,,,,,,,,
16, 7,Ｆスイフヨウ, 52,佐久間, 2.7, 40, -10, -15,11,139.7, ⑧⑩,16, 3,Ｂスズカタイホｰ, 61,田中克, 1.9, 42,  -4, -27, 5, 16.7, ②④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 7,Ｊエメラルドワン, 38,千田輝, 2.3, 38,  -9, -24,13,118.8, ⑬⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,11, サチノミステンマ,---,鮫島良, 2.8, 33,  -9, -31,17,289.0, ⑨⑫,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,
"単勝:5,370円 複勝:14=760円 03=180円 01=110円 枠連:4,000円",,,,,,,,,,,,"単勝:1,240円 複勝:02=310円 16=110円 08=430円 枠連:880円",,,,,,,,,,,,単勝:470円 複勝:12=150円 04=110円 06=190円 枠連:230円,,,,,,,,,,,,"単勝:180円 複勝:06=110円 02=1,540円 07=150円 枠連:5,620円",,,,,,,,,,,
"馬連:13,620円 ワイド:03-14=3,260円 01-14=1,280円 01-03=240円",,,,,,,,,,,,"馬連:1,150円 ワイド:02-16=600円 02-08=2,650円 08-16=600円",,,,,,,,,,,,馬連:470円 ワイド:04-12=210円 06-12=640円 04-06=330円,,,,,,,,,,,,"馬連:9,740円 ワイド:02-06=2,530円 06-07=230円 02-07=5,160円",,,,,,,,,,,
"馬単:36,720円 3連複:4,720円",,,,,,,,,,,,"馬単:3,870円 3連複:5,330円",,,,,,,,,,,,"馬単:1,170円 3連複:1,200円",,,,,,,,,,,,"馬単:13,470円 3連複:12,680円 3連単:87,430円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  芝1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝1400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心斎橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｆキタサンイチ, 58,小牧太,, 62,*  3,  -8, 7, 22.7,②②①, 1, 2,Ｃシャンパンファイト, 64,池添謙,, 65,*  0,*  4, 1,  2.3,④③③, 1,18,Ｂテイエムアタック, 73,和田竜,, 78,   5,*  5, 1,  2.6, ⑦⑦, 1, 7,Ｅエイジアンウインズ, 82,鮫島良,, 84,   7,* 10, 1,  3.2, ⑨⑧
 2,14,Ｅブラックマスタング, 60,川原正, 0.2, 60,*  2,  -8, 4,  5.5,③③②, 2,13,Ａマイネルロｰゼン, 66,藤岡康, 0.0, 65,*  2,   0, 4,  8.0,①①①, 2,15,Ｆクレバｰジェフリｰ, 69,中村将, 0.4, 74,   2,*  4,14, 71.4, ⑭⑪, 2, 8,Ｄマイネルポライト, 84,池添謙, 0.1, 81,   5,* 11, 5,  9.2, ⑫⑫
 3, 7,Ｋトウカイテンホｰ, 52,石橋守, 0.3, 60,*  2,  -8, 9, 54.2,⑧④③, 3,10,Ｄダンツホウテイ, 64,長谷川, 0.3, 64,*  1,   2, 2,  4.3,⑤④④, 3, 1,Ｄポンデアスｰカル, 70,酒井学, 0.6, 71,   3,  -1, 5, 13.3, ⑪⑩, 3,12,Ｂモルトグランデ, 85,田辺裕, 0.2, 83,  10,   3, 3,  7.0, ④④
 4, 5,Ｃコスモテンロウ, 63,鮫島良, 0.4, 61,  -2,* -1, 2,  3.7,⑫⑪⑩, 4, 6,Ｍテイエムモモタロｰ, 47,佐久間, 0.4, 63,*  1,  -1,12,117.4,⑪④④, 4,10,Ｐカシノマイケル, 63,川原正, 0.7, 70,*  6,  -7,15,101.2, ⑤⑤, 4,10,Ｉライトグランデュア, 80,角田晃, 0.2, 81,   5,* 11, 8, 23.1, ⑮⑫
 5, 2,Ｄプリンチパｰレ, 61,和田竜, 0.5, 60,*  2, -10, 1,  3.4,⑥④④, 5,11,Ｆエｰシングレｰソロ, 61,安藤光, 0.4, 62,  -1,   1, 6, 21.3,⑥⑦④, 5, 7,Ｃバクシンヒロイン, 71,小牧太, 0.9, 69,   5,  -8, 3, 10.7, ⑦⑦, 5,17,Ｃアンティｰクコイン, 84,藤岡康, 0.3, 81,   9,   4,14, 58.5, ⑦⑥
 6, 3,Ｌメイショウラルｰ, 50,酒井学, 0.6, 59,   1,  -7,12,128.0,⑥⑧⑧, 6, 5,Ｌオｰトホｰク, 49,小林徹, 0.5, 62,  -2,*  6,13,172.9,⑭⑩⑪, 6,14,Ｊサクラアｰバン, 66,松田大, 0.9, 69,   2,  -4, 8, 23.5, ⑪⑪, 6, 5,Ｊオｰヴェｰル, 78,野元昭, 0.4, 80,* 11,  -1,11, 50.2, ④④
 7,12,Ａスマｰトファントム, 64,藤岡康, 0.6, 59,   1, -10, 5,  9.4,⑫⑦④, 7, 4,Ｅサムズアップ, 62,川原正, 0.5, 63,  -2,*  6, 5, 10.7,⑨⑩⑧, 7,12,Ｉマイネルカｰロ, 67,池添謙, 1.0, 64,*  6, -13,11, 32.4, ②③, 7, 6,Ｆスズカコｰズウェイ, 81,芹沢純, 0.5, 78,   9,   1, 6, 13.2, ⑥⑥
 8, 9,Ｇジャングルゼット, 58,池添謙, 1.0, 55,  -1,  -8, 6, 19.2,⑩⑪⑨, 8,14,Ｂモルエラン, 65,角田晃, 1.0, 57,  -1,  -5, 3,  5.1,⑨⑩⑦, 8, 4,Ａハングインゼア, 74,長谷川, 1.0, 68,*  7, -11, 7, 19.0, ⑤⑤, 8, 2,Ａマイネルクラッチ, 87,和田竜, 0.6, 77,   7,   2, 4,  7.6, ⑨⑪
 9, 1,Ｈウイニングコウイチ, 57,田中克, 1.2, 57,  -2,  -8,11,111.1,⑭⑬⑩, 9, 3,Ｈディビデンド, 58,和田竜, 1.2, 55,  -4,  -3, 7, 27.1,⑪⑭⑧, 9, 3,Ｅニシノフェリｰチェ, 70,安藤光, 1.2, 64,   5, -12, 9, 24.5, ⑦⑦, 9,16,Ｌラブアクチュアリｰ, 76,川原正, 0.6, 79,* 13,  -4, 7, 19.6, ②②
10, 8,Ｂセプタｰド, 63,秋山真, 1.3, 55,   1, -16, 3,  4.4,③④⑦,10, 8,Ｏメルシｰモンサン, 41,小坂忠, 1.7, 50,  -4, -10,16,427.8,⑪⑬⑪,10,16,Ｌスリｰサンフレンチ, 65,小林徹, 1.2, 65,  -4,*  2,10, 25.4, ⑰⑭,10, 1,Ｍコンゴウリュウオｰ, 76,田中克, 0.8, 75,   9,  -2,15, 66.9, ⑦⑧
11, 6,Ｊマッキｰサマンサ, 52,野元昭, 1.4, 54,   0, -12,13,184.7,⑩⑧⑩,11, 7,Ｋテイエムテクノオｰ, 51,芹沢純, 1.8, 49,  -4, -11,14,183.8,⑭⑯⑪,11, 2,Ｍケイエスショｰキ, 65,角田晃, 1.3, 63,  -4,   0,13, 69.9, ⑮⑭,11,14,Ｐサインゴｰルド, 72,中村将, 0.8, 77,* 14, -10,18,156.4, ②②
12,10,Ｍファド, 46,長谷川, 2.6, 48,  -1, -21,14,409.9,⑤⑧⑬,12,15,Ｊロｰドインペリアル, 53,松田大, 1.9, 49,*  2, -25,11, 96.9,②②②,12, 9,Ｋエイシンチョｰテン, 65,田中克, 1.3, 61,*  7, -20, 2,  3.6, ②②,12, 4,Ｇゼットカｰク, 81,橋本美, 0.8, 74,   5,   3,12, 50.4, ⑫⑭
13,11,Ｉユウキラッシュ, 54,芹沢純, 4.1, 37,*  3, -42,10, 81.4,①①④,13, 1,Ｎウインドコｰスト, 45,小牧太, 2.0, 49,  -4, -11,15,248.0,⑯⑭⑯,13, 5,Ｈトシザユカ, 68,藤岡康, 1.3, 61,*  9, -21, 4, 12.9, ①①,13,13,Ｏマルカジｰク, 74,石橋守, 1.0, 72,   2,   3, 9, 23.7, ⑮⑯
14, 4,Ｎバンブｰレブルｰ, 35,小林徹, 6.4, 25, -11, -35, 8, 36.6,⑧⑭⑭,14,16,Ｐシルキｰライム, 39,秋山真, 2.2, 47,   0, -20, 8, 53.7,⑥⑨⑧,14,13,Ｎハッピｰビｰチ, 64,鮫島良, 1.5, 61,  -1,  -7, 6, 17.1, ⑪⑬,14, 9,Ｋヘラクレスバイオ, 77,田村太, 1.0, 72,   7,  -3,13, 51.1, ⑪⑧
,,,,,,,,,,,,15, 9,Ｉマイネクリスティナ, 54,鮫島良, 2.5, 44,  -1, -25, 9, 81.3,⑥⑦⑪,15, 8,Ｇデルマアン, 68,川島信, 1.5, 60,  -6,*  2,12, 55.8, ⑱⑱,15,15,Ｑモリノミヤコ, 69,酒井学, 1.2, 68,   1,   2,17,115.1, ⑱⑱
,,,,,,,,,,,,16,17,Ｇヤギリスパイダｰ, 58,川島信, 2.9, 38,  -5, -23,10, 91.0,⑰⑰⑯,16,11,Ｑホッコｰサンライズ, 59,田村太, 1.8, 58,  -5,  -5,18,252.5, ⑯⑰,16,18,Ｈシルクドラグｰン, 80,武英智, 1.3, 68,   2,  -1,10, 26.0, ⑮⑯
,,,,,,,,,,,,17,12,Ｑエフテママサンデｰ, 36,田辺裕, 5.9,  3,  -1, -75,17,434.3,③④⑪,17, 6,Ｒセフティｰビヨンド, 54,石橋守, 2.1, 54,*  6, -29,17,155.0, ②③,17,11,Ｎグリュｰエント, 75,千田輝, 1.4, 67,   5,  -4,16, 74.2, ⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｏランドマッハ, 64,松平幸,18.9,18.9---,  -4, ---,16,136.2, ⑦⑭,18, 3,Ｒサウスティｰダ, 68,長谷川, 1.4, 71,* 15, -18, 2,  5.2, ①①
