08年 3月 1日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月 1日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-13,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
13,11,Ｋビリｰヴインタイム, 50,大江原, 2.1, 44, -16,  -1,13, 55.7,⑪⑬⑬,13,16,Ｑヒシビギニン, 40,太宰啓, 1.2, 53, -11,  -4,15,184.2,⑧⑨⑦,13, 9,Ｍグラスウェｰブ, 51,安藤光, 2.4, 50, -18,   5,11,150.7, ⑬⑬,13,16,Ｍマルタカシャトル, 52,川島信, 3.9, 45,  -7,  -9, 9, 63.0,⑮⑮⑭
14, 8,Ｇラクシュミｰギャル, 55,小林徹, 2.4, 39, -14,  -8, 9, 23.6,⑦⑨⑪,14, 5,Ｏマルｰンショット, 43,上村洋, 1.2, 54, -12,   0,10, 33.8,⑧⑭⑬,14, 2,Ｎプレザントアフェア, 48,古川吉, 3.1, 43, -27,   4,14,397.6, ⑮⑮,14, 6, シュロ,---,田嶋翔, 3.9, 46,  -5, -12,15,306.1,⑥⑫⑫
15, 9,Ｏクロスピレッテ, 47,千田輝, 2.9, 36,*-11, -17, 4,  7.1,①①①,15,15,Ｇスワン, 61,飯田祐, 1.4, 48,* -9, -11,11, 34.2,④③③,15, 5,Ｌフジチカラ, 53,大下智, 3.2, 42, -17,  -3,15,466.2, ⑬⑬,15,13,Ｈシｰクレットハｰト, 59,中村将, 4.1, 44,  -4, -17,13,107.0,⑩⑨⑫
,,,,,,,,,,,,16, 9,Ｐスリｰマｰチャン, 42,中村将, 1.6, 52, -14,  -1,16,270.9,⑬⑰⑰,,,,,,,,,,,,,16, 9,Ｎタケデンスキップ, 49,二本柳, 4.9, 38,  -6, -19,16,354.2,⑩⑭⑭
,,,,,,,,,,,,17,12,Ｉサマｰサクセス, 59,鮫島良, 1.7, 48, -12,  -7, 7, 22.4,⑭⑭⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 6,Ｒドリｰムオブワイ, 33,宮崎北, 2.0, 46, -14,  -6,18,359.1,⑰⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,
"単勝:630円 複勝:16=190円 10=390円 12=170円 枠連:1,190円",,,,,,,,,,,,"単勝:4,200円 複勝:02=1,170円 17=330円 03=280円 枠連:1,420円",,,,,,,,,,,,単勝:530円 複勝:07=170円 12=120円 14=290円 枠連:550円,,,,,,,,,,,,"単勝:620円 複勝:15=190円 14=460円 02=400円 枠連:2,200円",,,,,,,,,,,
"馬連:4,140円 ワイド:10-16=1,630円 12-16=580円 10-12=1,040円",,,,,,,,,,,,"馬連:22,510円 ワイド:02-17=5,080円 02-03=2,990円 03-17=1,250円",,,,,,,,,,,,馬連:560円 ワイド:07-12=290円 07-14=930円 12-14=450円,,,,,,,,,,,,"馬連:3,120円 ワイド:14-15=1,100円 02-15=1,040円 02-14=2,570円",,,,,,,,,,,
"馬単:9,290円 3連複:5,610円",,,,,,,,,,,,"馬単:51,760円 3連複:40,560円",,,,,,,,,,,,"馬単:1,600円 3連複:1,850円",,,,,,,,,,,,"馬単:5,790円 3連複:10,340円 3連単:50,570円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-14,,,,,■ 5R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■11R  芝1200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中京ｽﾎﾟﾆﾁ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂクレバｰグレイス, 63,中舘英,, 64,*  6,  -1, 2,  3.2, ①①, 1, 5,Ｃトップアクトレス, 67,田中健,, 75,  -4,* 12, 3,  4.8, ③③, 1, 8,Ｅバンブｰワｰルド, 71,小林徹,, 63,*  9,  -6, 1,  3.6,②②①, 1,15,Ａバルバレスコ, 77,田嶋翔,, 71,   4,   3, 3,  7.4, ④②
 2, 9,Ａコスモイライザ, 72,浜中俊, 0.3, 59,  -2,*  1, 1,  1.9, ④④, 2, 4,Ｊジョウノナンシｰ, 62,藤岡康, 0.5, 71,* -1,   6, 2,  4.6, ②②, 2,15,Ｇケｰジｰファントム, 68,菊沢隆, 0.1, 64,*  9,  -6, 3,  5.1,③②②, 2,16,Ｇテイクザホｰク, 69,中舘英, 0.0, 72,   0,   7, 2,  7.0, ⑥⑤
 3, 5,Ｉホｰマンフィｰルド, 43,佐藤哲, 0.5, 59,  -7,*  3,13,152.0, ⑥④, 3, 2,Ａイエスオアノｰ, 70,浜中俊, 0.5, 69,*  0,   5, 1,  3.0, ①①, 3, 2,Ｆマルブツグロｰリア, 69,石橋脩, 0.3, 63,   7,* -1, 2,  4.8,⑪⑦⑤, 3,17,Ｂタケデンサンバ, 75,川島信, 0.3, 70, -22,* 24,13, 38.2, ⑱⑰
 4,14,Ｃテイエムデスカイ, 58,荻野琢, 0.6, 58,*  4,  -6, 4, 12.8, ②③, 4, 1,Ｆセレナダンス, 63,安藤光, 0.8, 66,  -8,   8, 5,  9.1, ④④, 4, 6,Ａタイインテンスリｰ, 74,浜中俊, 0.4, 61,   6,* -3, 4,  6.3,⑦⑦⑤, 4,10,Ｃタムロスタｰディ, 73,佐藤哲, 0.4, 67, -10,  11, 1,  3.2, ⑪⑪
 5, 8,Ｄメイショウアｰチャ, 57,藤岡康, 0.6, 58,*  4,  -6, 3,  6.1, ②②, 5,12,Ｂアブソルｰトダンス, 68,北村友, 1.2, 61,  -7,   3, 7, 19.3, ④④, 5,12,Ｋルｰプホｰル, 58,中舘英, 0.4, 62,   7,  -4, 8, 25.7,④④④, 5, 7,Ｅエイシンヴァイデン, 71,赤木高, 0.4, 66,  -3,   5, 7, 15.0, ⑦⑦
 6, 6,Ｆロｰレルウェンス, 49,安藤光, 1.1, 51,  -8,  -2, 7, 47.1, ⑦⑦,14, 7,Ｈニシノヴァネッサ, 62,大江原, 1.3, 60, -11,   5, 4,  7.7, ⑥⑥, 6,14,Ｂマイネルオｰクベイ, 73,佐藤哲, 1.1, 60,   4,  -5,11, 46.8,⑫⑫⑨, 6, 3,Ｆヒノトリ, 69,荻野琢, 0.4, 66,  -6,   7,15, 55.6, ⑧⑦
 7, 7,Ｅテイエムコオタロ, 51,北村友, 1.3, 49,  -2,  -8, 5, 18.5, ④⑥, 6,14,Ｅレオシュガｰ, 64,的場勇, 1.3, 61, -15,   8, 6, 12.6, ⑧⑦, 7, 3,Ｉライジングハｰト, 63,大下智, 1.1, 58,   3,  -4,14,192.8,⑬⑫⑪, 7, 9,Ｏタマモハクライ, 64,上村洋, 0.5, 66, -11,  11, 8, 15.9, ⑫⑪
 8,10,Ｈウォｰタｰルフラン, 44,大江原, 1.5, 46, -15,  -1,11,142.8, ⑪⑫, 7,13,Ｋオンワｰドカミｰノ, 52,大下智, 2.2, 51, -18,   1, 9, 40.2, ⑪⑩, 8, 7,Ｈモルフェテレス, 66,大江原, 1.7, 53,* 10, -21, 9, 29.3,①①②, 8,12,Ｋカフェブルックリン, 66,二本柳, 0.6, 63,  -7,   6,10, 22.8, ⑧⑦
 9,11,Ｌセントラルジョイ, 31,菊沢隆, 1.5, 46, -16,   0,16,395.4, ⑫⑪, 8, 6,Ｇサフラントウショウ, 62,赤木高, 2.4, 48, -22,   2, 8, 20.5, ⑬⑫, 9,13,Ｐラガｰフレックス, 43,荻野琢, 1.8, 52,   7, -17,13,144.3,④④⑤, 9,14,Ｒアインカチヌキ, 59,太宰啓, 0.7, 63,* 14, -16,11, 30.6, ①①
10, 3,Ｋエイユｰフェアリｰ, 38,的場勇, 1.6, 46, -13,  -4, 9,112.4, ⑨⑧, 9,10,Ｄフジファレノプシス, 64,石橋脩, 2.6, 46, -25,   2,10, 44.3, ⑭⑬,10, 5,Ｃエステヴァン, 73,小島太, 2.0, 52,   7, -18, 5,  6.9,⑨④⑤,10, 2,Ｑストロベリｰドｰル, 62,佐藤聖, 0.8, 63, -19,* 15,17, 87.7, ⑰⑰
11, 4,Ｊメイショウモモフク, 40,川島信, 1.6, 45, -13,  -4,14,260.4, ⑨⑧,10, 8,Ｉプラチナティアラ, 62,嘉藤貴, 2.6, 47, -15,  -4,12,171.7, ⑧⑦,11,11,Ｏレジェンドプレイス, 44,安藤光, 2.2, 51,   0,  -7, 7, 21.0,⑮⑮⑮,11, 6,Ｉトッケンショウブ, 66,中村将, 0.8, 62, -11,   7, 5, 10.0, ⑫⑪
12,13,Ｎクニサキマサオｰ,-46,梶晃啓, 2.1, 39, -24,  -2, 8,106.7, ⑮⑮,11, 3,Ｌチェンリｰ, 49,南田雅, 2.9, 45, -15,  -5,14,260.3, ⑧⑨,12, 9,Ｎパワｰサム, 47,赤木高, 2.5, 49,  -2,  -6,16,309.8,⑮⑯⑯,12, 4,Ｎトップオブドｰラ, 64,浜中俊, 1.0, 58,*  6, -12, 4,  8.1, ②②
13,12, パッセジャｰレ,---,太宰啓, 2.1, 38, -22,  -3,12,144.3, ⑭⑮,12, 9,Ｍメイショウグレイス, 48,上村洋, 3.1, 43, -13, -11,11, 63.3, ⑥⑩,13,16,Ｊワｰルドレコｰド, 60,池田鉄, 2.5, 49,   6, -20,15,270.8,⑦⑦⑩,13,13,Ｌデアテンビｰ, 65,宮崎北, 1.1, 57,   3, -11,16, 68.6, ④⑤
14, 1,Ｍサンライトオｰジャ, 28,西田雄, 2.2, 39, -18,  -6,15,324.7, ⑫⑫,13,11,Ｎミスチフ, 43,古川吉, 5.8, 17, -18, -29,13,173.3, ⑪⑭,14, 4,Ｌサウンドロｰデッド, 57,野元昭, 2.8, 48,   2, -15,10, 43.3,⑬⑭⑭,14, 5,Ｍブライトアイズ, 65,生野賢, 1.2, 55, -11,   2,14, 55.3, ⑫⑪
15,15,Ｇユメモノガタリ, 46,河北通, 2.5, 36, -11, -13, 6, 24.5, ⑧⑧,,,,,,,,,,,,,15,10,Ｄエイワンタッチ, 71,宮崎北, 3.5, 41,   5, -28, 6, 13.6,⑨⑦⑪,15,18,Ｈステキナブロンコ, 68,千葉直, 1.3, 54, -14,   3,18, 98.3, ⑮⑮
16,16, テイエムハッピｰ,---,田中健, 3.2, 29, -24, -11,10,123.3, ⑮⑭,,,,,,,,,,,,,16, 1,Ｍシンボリハイドン, 53,的場勇, 3.7, 42,   5, -30,12,106.8,⑥⑦⑪,16, 1,Ｊシルクアヴァロン, 66,飯田祐, 1.3, 55, -16,   6, 9, 21.7, ⑯⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 8,Ｄタイキミュｰズ, 72,菊沢隆, 1.4, 53,*  6, -17, 6, 14.8, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,Ｐセレスマン, 62,千田輝, 1.7, 49,  -7,  -9,12, 34.4, ⑧⑩
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,
"単勝:320円 複勝:02=120円 09=110円 05=3,330円 枠連:250円",,,,,,,,,,,,単勝:480円 複勝:05=180円 04=150円 02=140円 枠連:860円,,,,,,,,,,,,単勝:360円 複勝:08=160円 15=180円 02=160円 枠連:910円,,,,,,,,,,,,"単勝:740円 複勝:15=260円 16=220円 17=1,290円 枠連:1,300円",,,,,,,,,,,
"馬連:260円 ワイド:02-09=160円 02-05=3,900円 05-09=4,840円",,,,,,,,,,,,馬連:900円 ワイド:04-05=330円 02-05=290円 02-04=260円,,,,,,,,,,,,"馬連:1,340円 ワイド:08-15=490円 02-08=450円 02-15=590円",,,,,,,,,,,,"馬連:1,890円 ワイド:15-16=780円 15-17=3,970円 16-17=4,390円",,,,,,,,,,,
"馬単:610円 3連複:11,630円",,,,,,,,,,,,"馬単:1,960円 3連複:780円",,,,,,,,,,,,"馬単:2,630円 3連複:1,900円",,,,,,,,,,,,"馬単:3,590円 3連複:28,550円 3連単:111,350円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 9R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-15,,,,,■12R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａサワヤカラスカル, 64,浜中俊,, 60,  -8,*  6, 2,  2.7, ⑧⑧, 1,10,Ｋスペラｰレ, 63,上村洋,, 80,*  5,* 11, 3,  4.9,①①①, 1,13,Ｅアｰバンストリｰト, 65,上村洋,, 75,   4,*  8, 5, 14.1, ⑤⑤, 1,15,Ａシゲルタック, 74,北村友,, 76,   9,  -5, 3,  4.4,④④④
 2,13,Ｂサンライトマリｰ, 62,上村洋, 0.2, 58,*  0,  -4, 1,  2.4, ③③, 2, 6,Ｃニシノドｰン, 70,古川吉, 1.0, 75,   2,* 10, 2,  4.4,⑩⑨⑧, 2, 1,Ｃサンタドレス, 67,浜中俊, 0.2, 73,* 10,  -2, 2,  2.9, ①①, 2, 8,Ｋエイシンシテンノｰ, 68,中舘英, 0.2, 72,* 13, -18, 1,  3.8,②②②
 3,18,Ｇラヴァｰズテｰラｰ, 54,中舘英, 0.3, 57,*  3,  -8, 3, 11.5, ②②, 3,15,Ｂゼンノモナルカ, 72,中舘英, 1.1, 69,*  5,   3, 1,  2.0,③②②, 3, 5,Ｋレイザｰバック, 62,中村将, 0.4, 69,   1,   5, 8, 22.3, ⑧⑦, 3,10,Ｄエテルノ, 72,佐藤哲, 0.3, 70,* 13, -17, 2,  4.2,③③③
 4, 2,Ｏテンジンウメノハナ, 41,西田雄, 0.3, 56,*  5, -11,12, 43.8, ①①, 4, 1,Ｄダンサｰズナカヤマ, 70,宮崎北, 1.3, 69,   2,   5, 8, 36.7,④⑤⑤, 4, 3,Ｍスマｰトスナイパｰ, 60,菊沢隆, 0.5, 67,  -2,*  6,13,146.5, ⑪⑪, 4, 6,Ｉマルイチクエスト, 70,川島信, 0.4, 67,* 14, -24, 5, 14.2,①①①
 5,15,Ｉロスアンゼルス, 50,宮崎北, 0.5, 54,  -4,  -4,14, 85.5, ⑤⑤, 5, 2,Ｅロングエンパイヤ, 69,河北通, 1.4, 69,   0,*  9, 5, 13.7,⑩⑪⑪, 5,15,Ａレジェンダロッサ, 71,北村友, 0.5, 68,   0,   5, 4, 13.7, ⑧⑦, 5, 4,Ｌベルフリｰ, 65,中村将, 0.4, 74,   2,*  6, 7, 17.5,⑮⑬⑪
 6, 3,Ｃロングオｰカ, 57,河北通, 0.7, 51,*  1, -12, 5, 19.0, ③③, 6, 8,Ｈシｰクルｰザｰ, 65,大下智, 1.9, 65,   2,   0, 6, 26.9,⑥⑤⑤, 6, 7,Ｈナムラブｰム, 63,鮫島良, 0.7, 65,  -1,   2, 7, 20.4, ⑧⑩, 6,14,Ｊコスモフリｰダム, 69,浜中俊, 0.7, 70,   5,* -3,11, 30.5,⑩⑩⑨
 7, 5,Ｈエイシンチｰタｰ, 51,菊沢隆, 0.7, 52,  -6,  -4, 4, 14.6, ⑧⑧, 7, 7,Ａマイティｰバッカス, 73,藤岡康, 2.1, 65,   2,  -1, 4,  8.9,⑥⑤⑧, 7, 2,Ｉアップステｰジ, 63,中舘英, 0.8, 66,*  9,  -8, 1,  2.7, ②②, 7, 2,Ｑマイネルスパｰダ, 57,鮫島良, 0.7, 69,   5,  -5, 4, 13.4,⑧⑦⑦
 8, 1,Ｎドリｰムジャンボ, 42,安藤光, 0.8, 49, -11,  -2,15, 89.4, ⑪⑪, 8, 5,Ｎリカオｰナイン, 57,菊沢隆, 2.3, 63,   1,   0,12,130.4,⑨⑩⑩, 8,11,Ｊジョウノオアシス, 63,藤岡康, 0.9, 63,   5,  -6, 6, 18.5, ④③, 8,16,Ｈリッカメルド, 70,安藤光, 0.8, 68,   8, -11, 6, 16.0,⑤⑤⑥
 9, 8,Ｒイサミスピリッツ, 32,太宰啓, 1.0, 47, -15,  -1,18,458.5, ⑮⑭, 9, 9,Ｇスリｰスピリット, 66,荻野琢, 2.3, 63,  -1,   3,10, 75.3,⑫⑫⑫, 9,12,Ｇフロｰネ, 64,田中健, 0.9, 63,*  6,  -7, 3, 10.1, ③③, 9, 9,Ｆドレックセル, 71,的場勇, 1.0, 66,   3,  -6,13, 42.6,⑭⑪⑨
10, 9,Ｄクリノモンブラン, 56,川島信, 1.1, 45, -11,  -5,13, 52.2, ⑪⑪,10,16,Ｉフロントダッシュ, 65,田嶋翔, 2.3, 62,   3,  -4, 7, 36.7,④③④,10, 4,Ｄソリッドラヴ, 66,安藤光, 1.0, 60,  -7,   5,11, 39.9, ⑭⑭,10,11,Ｃリキアイコンドル, 73,小林徹, 1.2, 64,   5, -13,15, 56.0,⑧⑦⑦
11,17,Ｅユウキラッシュ, 56,梶晃啓, 1.1, 45,  -6, -11, 7, 26.6, ⑤⑤,11,12,Ｆコスミックスピｰド, 67,安藤光, 2.4, 61,   3,  -4, 9, 65.2,⑥⑤⑤,11, 8,Ｂウインミッション, 67,石橋脩, 1.1, 60,  -6,   4, 9, 24.9, ⑭⑭,11,13,Ｏワンダフルキャスト, 60,太宰啓, 1.3, 66,   3,  -6,14, 49.5,⑫⑬⑬
12,16,Ｑコアレスエリｰト, 34,佐藤聖, 1.2, 44, -20,*  2,16,370.5, ⑰⑰,12,14,Ｌカシノアマゾネス, 57,西田雄, 2.6, 60,   4,  -7,11,125.1,②③③,12,17,Ｆチュｰイングサイン, 65,的場勇, 1.5, 55,   2, -11,10, 25.7, ⑤⑦,12, 1,Ｂクリスタルコｰスト, 74,柴原央, 1.4, 61,   8, -21, 8, 18.4,⑤⑤⑤
