08年 4月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陽春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｅスペシャルポケット, 59,安藤勝,, 65,  -6,* 10, 4,  6.3, ④④, 1, 2,Ｂマイネルロｰゼン, 66,藤岡佑,, 68,* -4,   1, 2,  3.6,①①①, 1, 7,Ａトｰセンイマジゲン, 76,池添謙,, 70,   1,*  7, 1,  3.9, ⑨⑦, 1,12,Ｄナムラアトランテス, 83,秋山真,, 82,   9,  14, 3,  5.1, ⑤④
 2, 6,Ａアンクルトップ, 63,池添謙, 0.1, 65,  -7,* 10, 1,  3.6, ⑥⑦, 2, 5,Ｃナリタダイコク, 64,佐藤哲, 0.0, 71,* -6,*  7, 3,  5.9,⑤⑦⑤, 2,12,Ｉシロキタベガ, 65,岩田康, 0.2, 68,  -2,*  7, 3,  4.0, ⑪⑪, 2,11,Ｃセイウンプレジャｰ, 85,武豊  , 0.3, 80,   4,  16, 2,  3.8, ⑨⑦
 3,12,Ｃファンドリハンタｰ, 59,田村太, 0.5, 60,* -3,   3, 3,  3.9, ②②, 3, 3,Ｇモルエラン, 59,角田晃, 0.1, 69,* -6,*  4, 6, 12.2,③③③, 3, 9,Ｅワンダｰタバスコ, 65,藤岡佑, 0.2, 68,  -3,*  9,10, 30.4, ⑬⑪, 3, 1,Ｂガブリン, 86,小牧太, 0.3, 79,   9,  10, 1,  3.6, ③④
 4, 9,Ｆグレイホｰク, 56,川田将, 0.7, 59,  -8,*  6, 7, 26.1, ⑥⑦, 4, 6,Ａエクスプレスワン, 69,安藤勝, 0.4, 64,* -6,   0, 1,  2.9,②③③, 4, 8,Ｎブラックティｰ, 47,幸英明, 0.3, 70,*  7,  -3,14,117.1, ③③, 4, 3,Ｌミスタｰモナルコス, 77,佐藤哲, 0.3, 80,   4,  18,10, 30.7, ⑩⑨
 5,13,Ｄコロナドリリｰ, 59,長谷川, 0.9, 59,* -4,   0, 5, 12.1, ③③, 5, 1,Ｄエｰシングレｰソロ, 64,幸英明, 0.6, 65,  -7,   0, 7, 16.3,⑥⑦⑦, 5,15,Ｌメイショウカｰタｰ, 62,難波剛, 0.6, 63,  -4,   5,13,114.3, ⑬⑭, 5,15,Ｏアグネスマクシマム, 76,福永祐, 0.3, 80,   1,* 21, 5, 12.2, ⑭⑬
 6, 8,Ｇファイナルパンチ, 52,小牧太, 1.3, 54,* -1,  -6, 6, 14.1, ①①, 6, 9,Ｈマイネソシオ, 58,岩田康, 0.8, 62,  -7,  -1, 4, 11.6,⑨⑦⑦, 6, 5,Ｇマヤラブハｰト, 65,小林徹, 0.7, 63,   2,  -3, 9, 25.6, ⑦⑦, 6, 7,Ｆセフティｰステｰジ, 81,藤岡佑, 0.5, 78,  -2,* 22,11, 34.7, ⑯⑮
 7, 3,Ｂヴォレハクユウ, 62,藤田伸, 1.3, 53,  -5,  -2, 2,  3.8, ⑥④, 7,11,Ｉメイショウベｰネ, 58,石橋守, 0.8, 60,* -4,  -8,12, 75.8,⑨②②, 7,13,Ｃウインハンズダウン, 72,四位洋, 0.8, 60,  -5,   4, 4, 10.7, ⑮⑮, 7, 5,Ｊマチカネモエギ, 79,酒井学, 0.6, 78,   3,  16,15, 86.8, ⑩⑨
 8, 5,Ｈユウキラッシュ, 52,熊沢重, 1.7, 51,  -5,  -6, 8, 39.4, ④④, 8, 7,Ｅテイエムモモタロｰ, 61,佐久間, 1.6, 54,  -8, -11, 8, 20.9,⑨⑩⑩, 8, 2,Ｊアジアンホｰプ, 64,秋山真, 0.9, 61,   6,  -9, 5, 12.7, ⑤④, 8,16,Ａプリュネル, 86,池添謙, 0.7, 75,   9,   7, 4, 11.5, ③③
 9,10,Ｋフジヤマオペラ, 46,小林徹, 2.8, 41, -16,  -5,15,193.4, ⑭⑪, 9,10, キングプロロｰグ,---,川田将, 1.7, 56, -11,  -3,11, 62.1,⑮⑮⑮, 9,14,Ｈエｰスデヨバン, 65,武幸四, 0.9, 60,   0,  -3, 8, 15.6, ⑪⑪, 9,14,Ｇスマｰトギルド, 80,石橋守, 0.9, 75,   2,  14, 6, 15.4, ⑬⑬
10,11,Ｍサチノミステンマ, 35,大江原, 3.0, 39, -10, -13,10, 72.5, ⑨⑨,10, 8, プライドエンブレム,---,福永祐, 1.7, 56, -10,  -5, 5, 11.7,⑫⑭⑫,10, 4,Ｋキャプテンシチｰ, 62,田中克, 1.0, 62,*  9, -13,15,121.2, ②②,10,13,Ｉスナｰクユｰチャン, 80,四位洋, 0.9, 75,   4,  13, 7, 18.9, ⑩⑫
