08年12月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9,16,Ｊドリｰムオｰラ, 42,大庭和, 1.9, 41, -14,*  1,11,156.0, ⑮⑭, 9,10, リバルドボｰイ,,浜野谷,199.8,,,, 5, 14.8,④⑥⑦, 9, 8,Ｋフレノカトリｰヌ, 55,北村宏, 1.2, 60,  -9,  12,12,172.7, ⑫⑬, 9, 1,Ｈアルシラｰト, 82,後藤浩, 0.8, 77,  -3,  15, 7, 19.1, ⑫⑫
10,11,Ｉエムオｰイｰグル, 48,田中勝, 2.0, 44,   2, -15, 6, 22.4, ⑤⑤,10, 7, サンベルナｰル,,高野和,199.9,,,, 9, 36.9,⑪⑫⑫,10,13,Ｎカネスアスラン, 50,佐藤聖, 1.5, 57,  -3,   4,13,229.6, ⑨⑩,10, 3,Ｌダイイチミラクル, 78,柴山雄, 0.9, 77,  -1,  12,11, 52.6, ⑨⑨
11,10,Ｆガネｰシャ, 50,伊藤工, 2.2, 39,  -3, -12,10,111.4, ⑩⑬,11, 5, マルブツクロス,,穂苅寿,200.5,,,, 3, 11.3,⑨⑩⑪,11,11,Ｂタカラヘリオス, 76,三浦皇, 1.6, 56,*  6,  -6, 3,  5.8, ②②,11,12,Ｊオヤマハリケｰン, 80,柴田善, 1.2, 73,   0,   9,12,136.7, ⑪⑪
12, 1,Ｐミキノハｰト, 28,小野次, 2.7, 34,  -8, -12,12,165.7, ⑭⑮,12, 2, ゴスペル,,柴田未,200.8,,,,13,114.4,⑫⑪⑩,12, 2,Ｇアクセプトアゲン, 65,ペリエ, 1.8, 54,  -6,   3, 5,  7.5, ⑩⑨,12, 5,Ｋトｰセンブレイク, 78,横山典, 3.4, 53,   5, -15, 3,  6.3, ③⑥
13, 6,Ｇリンガスアクトレス, 49,柴田善, 2.9, 34,  -2, -19, 5, 17.6, ⑨⑫,13, 3, ハルノドトウｰ,,柴田大,201.8,,,, 8, 27.0,⑩⑬⑬,13, 5,Ｐブルｰヴァンパイヤ, 25,柴山雄, 2.1, 54, -18,  12,16,389.4, ⑯⑯,13,11,Ｍタケデンイｰグル, 76,大庭和, 4.5, 42, -23,   1,13,159.3, ⑬⑬
14,14,Ｃヤマニングルマン, 59,柴山雄, 3.1, 35,*  4, -27, 4, 15.5, ④⑥,,,,,,,,,,,,,14, 6,Ｈモンスタｰパｰク, 64,後藤浩, 2.1, 52,  -9,   4, 7, 21.2, ⑬⑭,,,,,,,,,,,,
15,12,Ｏマルマツパワフル, 32,後藤浩, 3.2, 31,  -1, -24,13,231.5, ⑧⑩,,,,,,,,,,,,,15,12,Ｌシルクラズベリｰ, 54,村田一, 2.3, 53,  -5,  -2,15,319.7, ⑪⑪,,,,,,,,,,,,
16, 2,Ｌザフィフティス, 40,丹内祐, 5.1, -1, -32, -11,16,407.5, ⑯⑯,,,,,,,,,,,,,16, 9,Ｍスガノキング, 54,武士沢, 2.4, 50, -12,   3,14,290.8, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-7),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-7),,,,,,,,,,,
単勝:400円 複勝:03=110円 07=110円 04=150円 枠連:180円,,,,,,,,,,,,単勝:160円 複勝:12=110円 01=170円 04=700円 枠連:400円,,,,,,,,,,,,"単勝:700円 複勝:10=250円 01=130円 16=140円 枠連:1,110円",,,,,,,,,,,,"単勝:750円 複勝:04=250円 07=940円 10=350円 枠連:2,670円",,,,,,,,,,,
馬連:280円 ワイド:03-07=140円 03-04=320円 04-07=230円,,,,,,,,,,,,"馬連:460円 ワイド:01-12=210円 04-12=1,030円 01-04=2,670円",,,,,,,,,,,,"馬連:1,330円 ワイド:01-10=530円 10-16=750円 01-16=220円",,,,,,,,,,,,"馬連:15,160円 ワイド:04-07=3,560円 04-10=1,200円 07-10=2,820円",,,,,,,,,,,
"馬単:810円 3連複:500円 3連単:2,840円",,,,,,,,,,,,"馬単:570円 3連複:6,060円 3連単:14,710円",,,,,,,,,,,,"馬単:2,810円 3連複:1,690円 3連単:12,980円",,,,,,,,,,,,"馬単:24,380円 3連複:35,600円 3連単:234,010円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾞｨｾﾝﾊﾞｰS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃピｰスエンブレム, 57,松岡正,, 60,  -2,*  6, 1,  2.3,⑥⑦⑧, 1, 5, サイオン,---,三浦皇,, 63,  -7,* 12, 2,  3.2,⑧⑧⑦, 1, 4,Ｄウォｰタｰマｰク, 77,横山典,, 79,   7,* 13, 3,  5.6,⑧⑦⑥, 1, 6,Ｃトウショウシロッコ, 86,吉田豊,, 84,  12,* 17, 1,  4.2,⑤⑥⑤
 2, 4,Ａリュシオル, 65,横山典, 0.6, 56,  -4,*  5, 2,  2.8,⑩⑨⑥, 2,11, ベルモントガリバｰ,---,松岡正, 0.0, 64,* -6,   9,10, 43.0,④③③, 2,11,Ａウインマグナム, 83,蛯名正, 0.0, 79,*  9,   7, 1,  2.0,①①①, 2, 5,Ａドリｰムガｰドナｰ, 91,内田博, 0.3, 81,  10,* 17, 2,  4.3,⑥⑦⑦
 3, 6,Ｋテクニカルラン, 43,内田博, 0.8, 55,  -3,*  2, 4, 15.0,⑨⑧⑪, 3, 6, フレイムプリｰスト,---,内田博, 0.4, 59,* -5,   4, 1,  3.0,①①①, 3,10,Ｂカネスラファｰル, 83,内田博, 0.4, 77,   6,  11, 4,  7.7,⑦⑧⑩, 3, 9,Ｇリキッドノｰツ, 79,後藤浩, 0.3, 80,  10,* 17, 5, 10.4,⑦⑧⑧
 4,14,Ｉマチカネセキガハラ, 47,後藤浩, 1.2, 51,*  0,  -8, 6, 25.3,③③③, 4, 4, インディストラｰダ,---,吉田隼, 0.6, 61,  -9,  11, 3,  5.3,⑨⑨⑧, 4, 8,Ｅホットストック, 77,吉田隼, 0.4, 79,   5,* 13, 5, 15.0,⑫⑫⑪, 4, 7,Ｄピサノパテック, 85,蛯名正, 0.4, 77,  16,   1, 3,  4.8,③④④
 5,12,Ｎヴィトンクイｰン, 35,江田照, 1.2, 52,  -1,  -5, 7, 43.3,⑤⑥⑤, 5, 9, グロｰリｰタンゴ,---,後藤浩, 0.9, 58,  -6,   4, 6, 25.7,⑥⑤⑥, 5,15,Ｈストｰムタイガｰ, 76,ペリエ, 0.4, 76,*  9,   7, 2,  5.5,④④③, 5, 4,Ｋダンスインザモア, 71,木幡初, 0.5, 80,   8,* 18, 7, 12.3,⑧⑨⑨
 6,15,Ｆマイネフェニｰチェ, 48,伊藤工, 2.2, 47,  -4,  -6, 9,110.3,⑫⑬⑩, 6,10, シｰダｰラック,---,吉田豊, 1.2, 57,  -6,   1, 5, 11.8,③④④, 6, 1,Ｃシベリアンライオン, 79,武士沢, 0.5, 78,   5,* 11,11, 76.3,⑪⑩⑨, 6, 1,Ｊニホンピロキｰス, 74,ペリエ, 0.7, 71,* 21, -12, 6, 11.7,②①①
 7, 5,Ｐスｰパｰグランデラ, -3,吉田豊, 2.3, 46,  -6,  -5,13,293.2,⑮⑮⑬, 7, 3, セトノアサｰト,---,田中勝, 1.4, 55,  -7,   1, 9, 38.2,⑤⑥⑤, 7,16,Ｍキｰプウイニング, 71,小野次, 0.8, 75,   6,   8,14,238.1,⑩⑨⑧, 7, 8,Ｉトウショウヴォイス, 78,柴田善, 0.8, 77,   7,* 17,11, 59.7,⑨⑩⑩
 8, 2,Ｅミラクルリベロ, 49,丹内祐, 2.4, 44,  -3, -11,11,154.6,⑭⑪⑨, 8,12, セイリュウザクラ,---,横山典, 1.6, 55, -12,   8, 7, 31.0,⑪⑩⑩, 8, 7,Ｊマイネルアベニｰル, 76,柴山雄, 1.0, 76,   3,  11, 6, 17.7,⑮⑮⑮, 8, 2,Ｂアグネストレジャｰ, 86,吉田隼, 0.8, 74,  11,   7, 4,  7.5,⑩⑤⑥
 9, 7,Ｌジョイチャイルド, 41,北村宏, 2.7, 41,*  0, -18, 5, 19.2,④④④, 9, 7, ハｰモナイズ,---,ペリエ, 2.6, 45,  -7,  -9, 4,  5.8,⑦⑦⑨, 9,13,Ｆロットオブカクテル, 77,小林淳, 1.3, 72,*  9,  -3, 9, 69.9,②②②, 9,10,Ｆサンツェッペリン, 80,松岡正, 0.8, 73,  18,  -6, 8, 15.6,④③③
10, 3,Ｂファンタジｰゲｰト, 63,吉田隼, 2.8, 40,*  1, -22, 3,  4.5,①①①,10, 1, キャンディロック,---,蛯名正, 2.6, 51, -17,   9, 8, 33.7,⑩⑪⑪,10, 2,Ｎダイバクフ, 70,丹内祐, 1.5, 72,   2,   8,13,228.3,⑭⑯⑯,10,11,Ｅマイネルハｰティｰ, 85,三浦皇, 0.9, 76,   7,  15,10, 22.8,⑪⑪⑪
11,10,Ｇアサクサアドリア, 48,中谷雄, 3.4, 37,  -1, -23,14,376.2,⑦⑤⑦,11, 2, ミヤコドリｰム,---,小林淳, 2.7, 54, -19,* 13,12,175.5,⑫⑫⑫,11,14,Ｐヒシバトル, 57,菊沢隆, 1.6, 71,   5,   3,16,386.8,⑨⑪⑫,11, 3,Ｈオｰスミダイドウ, 79,村田一, 1.2, 69,* 19, -15, 9, 17.6,①②②
12, 8,Ｊショウナンアデｰヤ, 46,柴田善, 4.0, 36,  -3, -23,15,432.1,⑪⑩⑫,12, 8, ゴｰカイフォンテン,---,江田照, 3.5, 40,* -5, -22,11, 99.7,②②②,12, 3,Ｉハウンドコップ, 76,大庭和, 1.6, 70,   3,   6,12, 88.4,⑯⑭⑭,,,,,,,,,,,,
13, 9,Ｍヤワタトゥエンティ, 39,柴山雄, 4.2, 34,*  1, -33,10,137.1,②②②,,,,,,,,,,,,,13, 6,Ｌユｰガットテｰスト, 74,木幡初, 1.6, 70,   4,   4,15,246.9,⑬⑬⑬,,,,,,,,,,,,
14, 1,Ｏシャンパンキッス, 27,村田一, 6.7, 23,  -5, -42, 8, 89.8,⑬⑭⑭,,,,,,,,,,,,,14, 5,Ｏシルクパナシア, 70,勝浦正, 2.5, 64,*  9, -11,10, 75.5,③③④,,,,,,,,,,,,
15,16,Ｈスペシャルジュエル, 48,木幡初,10.4,-13,  -4, -76,12,175.2,⑧⑫⑮,,,,,,,,,,,,,15, 9,Ｇムｰンレスナイト, 77,北村宏, 2.8, 60,   7, -12, 7, 23.1,⑤⑤⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｋチョウノヨウニマイ, 75,松岡正, 2.9, 60,   7, -13, 8, 25.9,⑥⑥⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,
単勝:230円 複勝:13=120円 04=110円 06=300円 枠連:200円,,,,,,,,,,,,"単勝:320円 複勝:05=140円 11=670円 06=130円 枠連:1,210円",,,,,,,,,,,,単勝:560円 複勝:04=160円 11=120円 10=180円 枠連:560円,,,,,,,,,,,,単勝:420円 複勝:06=160円 05=160円 09=270円 枠連:400円,,,,,,,,,,,
馬連:290円 ワイド:04-13=150円 06-13=620円 04-06=620円,,,,,,,,,,,,"馬連:6,250円 ワイド:05-11=1,520円 05-06=230円 06-11=1,540円",,,,,,,,,,,,馬連:610円 ワイド:04-11=250円 04-10=540円 10-11=280円,,,,,,,,,,,,馬連:800円 ワイド:05-06=300円 06-09=730円 05-09=800円,,,,,,,,,,,
"馬単:610円 3連複:1,310円 3連単:3,980円",,,,,,,,,,,,"馬単:10,130円 3連複:4,760円 3連単:45,120円",,,,,,,,,,,,"馬単:1,550円 3連複:1,210円 3連単:6,970円",,,,,,,,,,,,"馬単:1,660円 3連複:2,760円 3連単:12,100円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,ひいらぎ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａサトノロマネ, 66,松岡正,, 69,* -2,   3, 2,  4.9,①①①, 1, 8, ウインプレセア,---,吉田豊,, 40, -26,* -3, 1,  2.0,⑫⑧⑦, 1, 8,Ｌメジロチャンプ, 62,吉田隼,, 76,*  3,   7, 7, 23.6,①①①, 1, 8,Ａメスナｰ, 79,内田博,, 78,*  1,   9, 2,  4.0,④②②
 2, 2,Ｅトップキングダム, 59,柴田善, 0.3, 68,  -9,* 10, 3,  6.0,⑤⑨⑧, 2,13, フレンチドｰル,---,蛯名正, 0.1, 38,*-22,  -8, 2,  3.2,⑨③③, 2, 6,Ｂディアジｰナ, 73,内田博, 0.2, 74,*  1,   6, 8, 24.5,③③⑥, 2, 1,Ｄブラックオリｰブ, 78,三浦皇, 0.1, 80,  -2,* 13, 1,  3.3,⑤⑤⑤
 3,14,Ｎコイクレナイ, 46,木幡初, 0.5, 63,* -3,  -3,12, 53.4,④②②, 3, 4, スイｰトライラ,---,吉田隼, 0.1, 37, -25,* -5, 3,  6.2,①⑥④, 3,15,Ａサンカルロ, 75,吉田豊, 0.4, 73,  -2,*  9, 1,  2.0,⑯⑨⑧, 3, 2,Ｃセプタｰレイン, 78,田中勝, 0.3, 80,  -4,* 15, 3,  6.2,⑫⑦⑦
 4,15,Ｄヘリオポｰズ, 60,蛯名正, 0.5, 65,* -4,   1,11, 22.2,⑥④④, 4, 9, アコガレノダンス,---,柴田善, 0.5, 37, -29,* -2, 9, 49.4,⑩⑫⑩, 4,12,Ｄカイシュウボナンザ, 71,松岡正, 0.7, 68,   0,   0, 2,  4.3,⑦⑥③, 4, 6,Ｆジョウテンロマン, 77,丹内祐, 0.3, 77,   0,   7, 8, 13.5,②③③
 5, 1,Ｈファインプレイ, 56,ペリエ, 0.7, 61, -10,*  6, 6, 12.7,⑩⑪⑩, 5, 7, ドリｰムガｰデン,---,武士沢, 1.1, 25, -27, -17, 6, 30.0,③⑨⑧, 5, 9,Ｐレッドスパｰダ, 52,横山典, 0.9, 68, -10,* 14, 5, 14.8,⑮⑯⑭, 5, 7,Ｉタマモスクワｰト, 70,吉田隼, 0.6, 70,   0,   3, 9, 24.4,③④④
 6, 8,Ｆメジロマリアン, 58,吉田隼, 0.9, 58,  -6,  -4, 5, 10.5,③⑥⑥, 6, 2, ヴァンブルｰ,---,横山義, 1.1, 26, -27, -15,10, 60.3,⑦⑩⑫, 6, 5,Ｃチュニジアンブルｰ, 72,勝浦正, 1.0, 68,  -6,   7,11, 63.1,⑭⑬⑫, 6, 3,Ｂヘイアンレジェンド, 79,松岡正, 0.6, 77,  -9,* 17, 7, 13.1,⑪⑫⑫
 7, 5,Ｂタｰジオン, 63,後藤浩, 0.9, 61, -11,*  6, 4,  6.7,⑫⑭⑭, 7, 5, シルクマイヒメ,---,江田照, 1.1, 23,*-23, -22,14,129.6,②①①, 7, 3,Ｊナンヨｰクイｰン, 63,柴田善, 1.0, 66,  -1,  -1, 6, 22.8,⑨⑦⑦, 7, 5,Ｅディｰプリンク, 78,柴田善, 0.8, 69,  -1,   2, 4,  7.8,⑦⑥⑥
 8,16,Ｉホクトグレイン, 56,北村宏, 1.1, 54,* -4,  -9, 8, 16.2,⑦③③, 8,16, デイジｰ,---,村田一, 1.2, 24,*-22, -23,11, 67.9,⑤②②, 8, 1,Ｈケイアイマッシブ, 67,木幡初, 1.1, 65,  -2,  -1,15,157.3,⑧⑧⑨, 8,10,Ｋコラデピｰノ, 67,田辺裕, 0.9, 72,  -5,   9,11,101.6,⑧⑪⑩
 9, 7,Ｋホッコｰビックワン, 52,三浦皇, 1.1, 59, -11,   3, 7, 15.4,⑬⑮⑮, 9,15, トゥｰランドット,---,勝浦正, 1.2, 23, -24, -22, 7, 40.5,⑪⑤⑥, 9, 7,Ｎメジロドリｰムス, 59,田中勝, 1.1, 68,  -7,   7,14,154.3,⑪⑭⑬, 9, 9,Ｈニシノアンサｰ, 73,横山典, 0.9, 65,*  3,  -7, 6, 12.5,①①①
10,11,Ｊディアトウシロウ, 54,内田博, 1.1, 58,  -8,  -1,10, 18.8,⑭⑩⑫,10,14, ミカミラクル,---,小野次, 1.5, 20, -24, -26,13,125.4,④④⑤,10,11,Ｋドリｰムヘリテｰジ, 62,武士沢, 1.3, 62,*  3, -11,16,178.1,④②②,10,11,Ｇエアムｰトン, 74,ペリエ, 0.9, 68,  -4,   5, 5,  9.2,⑨⑨⑨
11,10,Ｃインファティック, 63,田中勝, 1.3, 55,  -7,  -7, 9, 17.5,⑯⑧⑦,11,12, オｰプニングベル,---,後藤浩, 1.7, 18, -27, -23, 5, 21.3,⑧⑪⑪,11,16,Ｆアンプレショニスト, 69,柴山雄, 1.5, 60,  -7,   2, 9, 53.6,⑬⑮⑯,11, 4,Ｌラビットマン, 65,佐藤聖, 1.3, 63,  -5,  -1,12,123.2,⑥⑧⑧
12, 6,Ｍアポロアネラ, 46,勝浦正, 1.4, 54,  -6, -11,13,117.0,②⑤⑤,12,10, ビイｰネマｰヤ,---,柄崎将, 1.7, 20, -29, -19,12,104.6,⑮⑭⑭,12,10,Ｉリバｰインバウンド, 64,小野次, 1.5, 61,  -4,  -4,12, 77.7,⑥⑩⑩,12,13,Ｊトｰヨｰエｰピｰ, 70,吉田豊, 2.0, 55,  -6,  -8,10, 89.2,⑩⑩⑪
13,12,Ｇヒカルプリンス, 58,横山典, 1.7, 50, -10,  -8, 1,  4.1,⑧⑫⑪,13, 1, ダイショウフルｰル,---,中谷雄, 1.9, 15, -25, -29,15,188.1,⑥⑦⑨,13, 2,Ｏコスモブリｰズ, 58,丹内祐, 1.7, 59,   0, -13,13,123.0,②⑤④,13,12,Ｍアンテリオｰル, 64,柴山雄, 2.0, 56,  -9,  -2,13,238.7,⑬⑬⑬
14, 4,Ｌコスモミッチャン, 46,吉田豊, 1.7, 53,  -9,  -6,14,141.8,⑮⑬⑬,14,11, コスモロジｰナ,---,丹内祐, 2.2, 14, -30, -26, 8, 40.8,⑭⑬⑬,14,13,Ｍリｰチマイドリｰム, 62,三浦皇, 1.7, 57,*  1, -15,10, 60.6,⑤④⑤,,,,,,,,,,,,
15, 3,Ｏステップアンドゴｰ, 43,江田照, 2.9, 36,  -7, -29,15,308.2,⑪⑦⑨,15, 3, ミスケンタッキｰ,---,木幡初, 2.5, 13, -38, -17,16,193.3,⑯⑮⑮,15, 4,Ｅリリアｰレ, 69,後藤浩, 1.9, 55,  -4,  -8, 3,  6.0,⑩⑪⑪,,,,,,,,,,,,
16,13,Ｐホッカイオンゴｰル, 39,小野次, 3.4, 32, -13, -27,16,319.9,⑨⑯⑯,16, 6, ユングフラウヨシコ,---,北村宏, 3.1,  3, -40, -24, 4, 14.3,⑬⑯⑯,16,14,Ｇベルベットロｰド, 68,ペリエ, 2.1, 51,  -4, -12, 4, 13.1,⑫⑫⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
