08年 3月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  芝3200m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
"馬連:1,300円 ワイド:08-10=300円 09-10=130円 08-09=200円",,,,,,,,,,,,"馬連:580円 ワイド:04-07=290円 07-08=1,160円 04-08=660円",,,,,,,,,,,,馬連:480円 ワイド:05-06=160円 05-09=210円 06-09=240円,,,,,,,,,,,,"馬連:1,950円 ワイド:04-12=750円 04-10=650円 10-12=690円",,,,,,,,,,,
"馬単:2,200円 3連複:400円",,,,,,,,,,,,"馬単:1,550円 3連複:2,230円",,,,,,,,,,,,"馬単:1,060円 3連複:510円",,,,,,,,,,,,"馬単:3,850円 3連複:3,560円 3連単:19,620円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 8R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,報知杯弥生賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａベルスリｰブ, 63,岩田康,, 62,  -6,* 11, 1,  1.6,⑤④⑤, 1, 7,Ａトリビュｰトソング, 68,岩田康,, 64,  -2,* 13, 1,  2.5,⑦⑧③, 1, 8,Ｆエｰシンアロｰ, 70,福永祐,, 72,* -5,   9, 4,  6.5,②③②, 1, 3,Ｈマイネルチャｰルズ, 73,松岡正,, 78,*  5,  17, 2,  4.7,②②②
 2,16,Ｂウインク, 57,北村宏, 0.1, 62,  -7,* 11, 2,  9.3,⑪⑨④, 2,15,Ｂレッズフィｰルド, 64,後藤浩, 0.4, 59,* -1,   3, 2,  3.5,⑤②①, 2,15,Ｃエイワンキセキ, 73,藤田伸, 0.0, 75, -11,* 19, 3,  5.2,⑫⑭⑪, 2,13,Ｆブラックシェル, 73,武豊  , 0.1, 78,   1,* 23, 1,  3.8,⑦⑦⑦
 3, 9,Ｇドンダケｰ, 53,勝浦正, 0.4, 62,  -8,* 12, 8, 24.9,⑬⑬⑦, 3, 6,Ｆステイウィズユｰ, 55,武豊  , 0.6, 61,  -6,* 13, 3,  4.6,⑫⑫⑧, 3, 2,Ａケイアイハイタイド, 76,後藤浩, 0.1, 67,* -3,   3, 2,  5.0,①①①, 3, 2,Ａタケミカヅチ, 77,木幡初, 0.2, 76,   3,  18, 7, 16.8,④③③
 4,10,Ｄエフティメガミ, 55,蛯名正, 0.8, 57,  -8,   7, 7, 23.9,⑬⑫⑩, 4, 1,Ｅヒカルアンクレット, 61,吉田豊, 1.0, 55,  -5,   3, 6, 19.1,⑩⑨⑧, 4, 5,Ｂカツヨカムトゥルｰ, 74,武士沢, 0.2, 70,  -7,   9, 5,  6.6,⑦⑤⑥, 4,15,Ｊキャプテントゥｰレ, 71,川田将, 0.4, 74,   3,  17, 5,  8.7,④⑥③
 5,15,Ｋハナヤッコ, 47,福永祐, 0.8, 57,  -6,   4, 9, 30.7,⑧④①, 5, 8,Ｃスプリングルｰシｰ, 63,田中勝, 1.0, 54,  -2,  -3, 4, 10.8,⑨④③, 5,12,Ｉコアレスキャスト, 69,小林淳, 0.3, 70,  -8,  10,11, 47.2,⑦⑩⑧, 5, 8,Ｎテラノファントム, 56,藤田伸, 0.4, 76,   2,  20,11, 41.7,⑦⑦⑨
 6, 5,Ｎメイショウダイアナ, 45,武豊  , 0.8, 58,  -6,   7, 4, 12.0,⑨⑨⑩, 6, 9,Ｈレオブルｰス, 49,江田照, 1.1, 51,  -2,  -4, 8, 32.7,④④⑤, 6, 6,Ｅサクラネクスト, 70,小野次, 0.3, 68,* -4,   3, 7, 15.4,②②②, 6, 6,Ｄスズジュピタｰ, 75,後藤浩, 0.5, 74,   2,  18, 6,  9.4,⑨⑦⑥
 7, 4,Ｃセラマットパオ, 55,大庭和, 1.7, 57,  -8,   4,10, 41.7,⑮⑯⑭, 7, 5,Ｉナニワプレストン, 48,石橋脩, 2.4, 41,  -7, -11,10,160.4,⑫⑬⑬, 7,13,Ｈカロンセギュｰル, 69,川田将, 0.4, 66,  -7,   5,10, 42.0,⑤⑤②, 7,12,Ｂアインラクス, 77,福永祐, 0.6, 76,  -1,* 24, 3,  6.1,⑬⑬⑫
 8, 1,Ｊアドマイヤラップ, 48,村田一, 1.8, 50,* -5,  -6, 6, 15.1,①①②, 8,11,Ｊヒカルホクレア, 45,横山典, 2.4, 41,  -9,  -7, 9, 41.9,⑮⑮⑮, 8, 4,Ｇリミットブレｰカｰ, 69,内田博, 0.4, 66,  -8,   7, 1,  4.2,⑫⑦⑧, 8,10,Ｃダイシンプラン, 75,岩田康, 0.6, 73,   0,  21, 8, 17.3,⑨⑩⑨
 9, 3,Ｅハセハリドワｰル, 55,内田博, 2.1, 46,  -6,  -7, 5, 13.9,③④⑤, 9, 2,Ｎディニｰタ, 30,三浦皇, 2.6, 37,  -5, -18,13,329.5,⑦⑨⑫, 9,14,Ｄロｰズオットｰ, 73,岩田康, 0.4, 66,  -8,   7, 6,  9.3,⑦⑦⑧, 9, 9,Ｋベンチャｰナイン, 70,武士沢, 0.7, 74,  -2,* 24,10, 30.5,⑬⑬⑫
10, 2,Ｉメリｰムｰド, 50,木幡初, 2.5, 47,  -6,  -7,11, 75.5,⑤⑨⑦,10, 4,Ｋディアプリザｰヴ, 36,勝浦正, 2.6, 40,  -4, -19,11,245.5,⑩⑨⑧,10,11,Ｍマルタカエンペラｰ, 59,三浦皇, 0.4, 69,  -8,   9, 9, 33.5,⑦⑩⑪,10,11,Ｇホッカイカンティ, 73,石橋脩, 0.8, 69,*  6,   4, 9, 29.0,①①①
11,14,Ｐスズヨコンコルド, 31,石橋脩, 2.7, 43,  -6, -11,16,518.1,⑨⑧⑬,11,10,Ｏスナｰクイプシロン, 24,高山太, 2.8, 36,  -8, -14,12,247.6,⑮⑮⑯,11, 3,Ｎタイキティアラ, 58,千葉直, 0.5, 65,* -5,   2,14,203.0,②③⑥,11,16,Ｌオリエンタルロック, 60,蛯名正, 0.8, 71,   0,  17,12, 63.5,⑨⑩⑨
12, 7,Ｈヒロコ, 52,後藤浩, 3.3, 39,* -5, -18,12, 95.3,②②②,12,13,Ｌコスモパスカル, 36,武士沢, 2.8, 38,  -6, -16,15,396.5,⑫⑬⑬,12,16,Ｊサンエンタティナｰ, 65,村田一, 0.5, 67,  -8,   6,13,136.4,⑤⑦②,12, 7,Ｅフサイチアソｰト, 75,横山典, 0.8, 74,  -2,* 23, 4,  6.6,⑮⑬⑫
13,13,Ｍマイネノクタｰン, 45,川田将, 3.9, 38,  -7, -17,15,305.9,⑪⑬⑯,13,12,Ｐミヤサンティアラ, 23,川田将, 3.5, 28,  -2, -38,16,400.7,⑥④⑤,13,10,Ｌサクラオｰルイン, 64,武豊  , 0.9, 62, -11,   5, 8, 23.9,⑭⑫⑪,13, 1,Ｏミッキｰジェット, 55,戸崎圭, 1.0, 67,   3,   7,16,334.7,④③③
14, 6,Ｏレディｰチョウサン, 43,戸崎圭, 3.9, 40,  -6, -16,14,250.5,⑮⑬⑮,14,16,Ｄカネスラｰナ, 62,小野次, 3.9, 26,* -1, -47, 5, 13.6,②②②,14, 7,Ｋメタルビｰズ, 65,江田照, 1.2, 60, -12,   4,12, 88.1,⑭⑮⑭,14, 5,Ｉシングンリタｰンズ, 72,内田博, 1.2, 65,*  5,   3,13, 97.7,②③⑦
15,11,Ｌベストチョイス, 46,江田照, 4.2, 33,  -6, -24,13,139.1,⑤④⑦,15, 3,Ｇブルｰジュ, 55,松岡正, 4.7, 20,  -2, -55, 7, 26.3,②④⑧,15, 1,Ｐシルクグリフィン, 53,郷原洋, 1.6, 54, -12,  -2,15,261.5,⑯⑮⑭,15,14,Ｍピエナエイム, 60,田中勝, 2.3, 57,  -1,  -1,14,121.0,⑫⑫⑮
16, 8,Ｆメジロフォｰナ, 54,田中勝, 5.3, 28,* -5, -34, 3,  9.4,③③⑩,16,14,Ｍタケショウドリｰム, 31,北村宏, 5.0, 18,*  1, -63,14,374.6,①①⑤,16, 9,Ｏマジックカイマナ, 57,田面木, 6.2, -6, -11, -70,16,276.4,⑪⑫⑭,16, 4,Ｐライムライトシチｰ, 55,吉田豊, 3.3, 47,  -2, -11,15,316.7,⑯⑯⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:4),,,,,,,,,,,
単勝:160円 複勝:12=110円 16=200円 09=460円 枠連:450円,,,,,,,,,,,,単勝:250円 複勝:07=110円 15=120円 06=140円 枠連:270円,,,,,,,,,,,,"単勝:650円 複勝:08=220円 15=180円 02=200円 枠連:1,550円",,,,,,,,,,,,単勝:470円 複勝:03=170円 13=160円 02=350円 枠連:890円,,,,,,,,,,,
"馬連:620円 ワイド:12-16=290円 09-12=760円 09-16=1,790円",,,,,,,,,,,,馬連:370円 ワイド:07-15=160円 06-07=230円 06-15=270円,,,,,,,,,,,,"馬連:1,700円 ワイド:08-15=610円 02-08=630円 02-15=570円",,,,,,,,,,,,"馬連:970円 ワイド:03-13=360円 02-03=1,070円 02-13=1,390円",,,,,,,,,,,
"馬単:970円 3連複:3,760円",,,,,,,,,,,,馬単:710円 3連複:550円,,,,,,,,,,,,"馬単:3,340円 3連複:3,500円",,,,,,,,,,,,"馬単:2,150円 3連複:5,070円 3連単:23,340円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝2000m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,房総特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｊストロングバサラ, 46,蛯名正,, 65,*  1,*  7, 1,  2.7,③②②, 1, 2, マスタｰオブゲｰム,---,木幡初,, 68,*-15,* 15, 2,  3.2,①①①, 1,10,Ｄソルジャｰズソング, 76,岩田康,, 83,   0,* 17, 1,  2.5, ⑥⑥, 1, 3,Ｂサンマルセイコｰ, 80,千葉直,, 76,   6,* 18, 2,  5.4,⑩⑧⑥
 2,12,Ｅラビットヒビキ, 54,木幡初, 0.4, 63,   0,*  6, 3,  6.2,⑥④③, 2, 6, ベルモントノエル,---,戸崎圭, 0.4, 63,*-16,  11, 8, 30.3,③②②, 2,16,Ｅリッタｰヴォルト, 75,横山典, 0.1, 82,   4,  12, 2,  4.4, ②④, 2, 5,Ｃハウンドコップ, 77,松岡正, 0.4, 73,   9,  10,10, 33.8,⑤④③
 3,10,Ｂハクシンヒロツグ, 59,北村宏, 1.1, 59,  -3,   5, 8, 15.8,⑪⑨⑧, 3, 4, マイネエアウエイ,---,松岡正, 0.6, 64,*-15,  12, 1,  2.4,⑥⑥③, 3,14,Ｃゴッドスマイルユｰ, 76,武豊  , 0.3, 81,  -5,* 18, 3,  5.3, ⑪⑩, 3, 9,Ｈシルクデュエリスト, 75,木幡初, 0.5, 72,   8,  10, 8, 20.8,⑤⑥⑤
 4,13,Ｃプッシュハｰト, 58,田辺裕, 1.1, 55,  -2,   5, 9, 40.4,⑬⑨⑨, 4, 5, タツキセキ,---,後藤浩, 0.9, 59, -19,  11, 9, 42.3,⑥⑧⑥, 4, 6,Ａスマｰトエッジ, 79,石神深, 0.7, 75,   2,   5,13,106.3, ⑤④, 4,15,Ｆエドノドリｰム, 75,小林淳, 0.8, 73,   5,* 13,13,122.4,⑨⑨⑧
 5, 4,Ｇシュヴァｰベン, 50,石橋脩, 1.3, 56,  -1,   1, 6, 13.4,⑦⑥⑦, 5, 1, カラヒサｰル,---,石橋脩, 1.2, 55,*-15,   2, 5, 18.1,③④③, 5,12,Ｍクインズプレイヤｰ, 68,小林淳, 0.7, 75,  -3,  10, 7, 22.9, ⑨⑥, 5, 4,Ｊコマンドｰルクロス, 70,江田照, 0.8, 67,* 16,  -6, 4,  9.1,①①①
 6, 7,Ｄスズモンスタｰ, 58,横山典, 1.7, 54,  -1,  -3, 2,  4.1,⑦⑥③, 6,10, シｰニックルｰプ,---,石神深, 1.6, 52, -19,   3, 7, 28.4,⑧⑨⑩, 6, 1,Ｈコアレスソニック, 71,蛯名正, 0.7, 76,  -8,  16, 6, 12.6, ⑫⑩, 6,16,Ｉウインプレミアム, 74,岩田康, 0.8, 69,   9,   7, 1,  2.7,④④③
 7, 3,Ｈドナｰリオ, 49,岩田康, 1.8, 54,  -2,  -2, 7, 14.3,⑨⑨⑨, 7, 8, リンガスフラッグ,---,三浦皇, 1.7, 53, -20,   5, 6, 19.8,⑩⑩⑧, 7, 8,Ｎイノセントワｰルド, 67,川田将, 0.7, 76, -10,* 17,14,219.0, ⑭⑭, 7,11,Ｋホｰネットアｰミｰ, 70,蛯名正, 1.7, 65,   4,   6,11, 36.0,⑭⑫⑪
 8, 6,Ｌマイネルクライス, 41,吉田豊, 2.4, 50,*  1, -13,10, 44.9,②②③, 8, 7, ロンドンウィング,---,横山典, 2.6, 35,*-16, -20, 4, 13.1,②②③, 8, 5,Ｇコスモラナップ, 72,内田博, 0.7, 74,*  6,   1, 8, 28.6, ①①, 8,12,Ｄハイエンドクォｰツ, 77,村田一, 1.8, 65,   5,   4, 3,  6.5,⑬⑨⑪
 9,11,Ｉグラスグルｰプ, 49,高山太, 2.7, 48,  -3,  -8,14,405.8,⑨⑨⑫, 9, 3, フォルテヴォラｰレ,---,内田博, 2.9, 32, -17, -20, 3,  4.0,⑧⑥⑧, 9, 3,Ｋチアフルワｰルド, 71,藤田伸, 0.8, 74,  -7,  13,12, 72.2, ⑫⑬, 9, 8,Ｎオリエンタルカｰン, 65,後藤浩, 1.9, 64,   1,  12, 6, 10.2,⑭⑮⑮
10, 8,Ｎエヌティｰスタｰ, 33,戸崎圭, 2.8, 49,  -5,  -4,13,385.9,⑪⑬⑭,10, 9, オｰミシｰサｰ,---,鷹野宏, 3.9, 22,*-16, -37,10, 85.4,⑤④⑥,10, 4,Ｂサキノリュウオｰ, 78,木幡初, 1.1, 70,  -2,   4,10, 55.7, ⑦⑨,10, 7,Ｏツルマイクィｰン, 64,土谷智, 2.1, 62,   5,   2,15,224.4,⑧⑨⑧
11, 1,Ａマイネルレッチｰノ, 59,江田照, 2.9, 45,   0, -15, 4,  8.0,③④③,,,,,,,,,,,,,11,11,Ｌワンダｰスタｰ, 69,南井大, 1.1, 69,  -2,   4, 9, 50.7, ⑦⑩,11, 2,Ｌキクノエンブレム, 70,武士沢, 2.2, 62,   4,   2,14,218.9,⑪⑫⑬
12, 2,Ｆオリエンタルカイト, 52,松岡正, 3.5, 42,*  2, -23, 5, 12.4,①①①,,,,,,,,,,,,,12, 7,Ｉプラチナムペスカ, 71,福永祐, 1.1, 70,  -3,   5, 5, 10.4, ⑨⑥,12,14,Ｐシルクランサム, 49,戸崎圭, 2.3, 60,   7,  -3,12, 77.5,⑦⑦⑧
13,14,Ｍキタサンスタｰダム, 41,武士沢, 3.7, 43,  -5, -12,12,212.9,⑭⑬⑫,,,,,,,,,,,,,13,15,Ｆマルタラヴ, 74,千葉直, 1.2, 70, -15,  15,15,252.5, ⑯⑯,13,13,Ｅパレスドン, 77,南田雅, 2.7, 55,* 14, -19, 7, 16.6,②②②
14, 5,Ｋトラストシャイン, 43,川田将, 4.3, 37,  -2, -23,11, 83.7,⑤⑥⑪,,,,,,,,,,,,,14, 2,Ｏステキナブロンコ, 63,高山太, 1.2, 69, -12,  13,16,452.4, ⑮⑮,14,10,Ｍマグマカザン, 67,田中勝, 3.1, 57,   4,  -4, 9, 25.1,⑫⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｊベルモントピノコ, 71,後藤浩, 1.3, 66,*  5,  -5, 4,  9.9, ②②,15, 1,Ｇケイアイカｰルトン, 75,内田博, 3.9, 47,  10, -22, 5,  9.9,②③⑥
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｐリネンアカシア, 62,村田一, 1.4, 66,*  5,  -6,11, 70.2, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
