08年 2月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3190m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水路閣特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｉドリｰムリバイバル, 27,田中克,, 70,* -4,*  8, 8, 55.8,②②①, 1, 3, ゴｰルドリｰズン,,植野貴,,,,, 6, 25.2,⑦⑧⑥, 1, 3,Ｎハｰドランナｰ, 66,池添謙,, 81,   6,* 11, 7, 25.4, ⑤④, 1, 6,Ｉタカラタロウ, 71,川田将,, 77,*  7,   1, 9, 23.4, ②②
 2, 9,Ｃメイショウラフログ, 61,田嶋翔, 0.3, 64,* -4,   5, 4,  7.6,①①②, 2, 5, ダブルアップ,,北沢伸,218.3,,,, 3,  7.2,②③③, 2,14,Ａアｰスコマンダｰ, 80,小牧太, 0.3, 79,*  9,   6, 1,  2.0, ③②, 2,16,Ｐタムロスタｰディ, 64,佐藤哲, 0.1, 77,   2,   6,10, 28.5, ⑥⑥
 3, 3,Ｂスズカファイト, 62,渡辺薫, 0.3, 66,  -6,* 10, 2,  4.3,④⑤⑤, 3, 2, シゲルイサイダカ,,林満明,218.9,,,, 2,  4.7,⑤⑤⑥, 3, 2,Ｃショウリュウアクト, 79,四位洋, 0.3, 79,   7,*  8, 4, 11.9, ⑤④, 3, 5,Ａトウショウブリッツ, 86,池添謙, 0.2, 74,  -2,   8, 6, 10.4, ⑨⑨
 4, 8,Ｆドリｰムボｰト, 54,川田将, 1.0, 58,  -7,   4, 3,  5.2,⑥⑤⑦, 4, 8, デイトレｰダｰ,,江田勇,219.3,,,, 4,  9.8,⑤③③, 4, 6,Ｂサイキックダイブ, 79,安藤勝, 0.4, 77,*  9,   5, 2,  4.3, ②①, 4,10,Ｈアルシラｰト, 72,小牧太, 0.3, 74,  -9,* 13, 2,  5.0, ⑬⑫
 5, 2,Ｅタマモリクエスト, 56,和田竜, 1.6, 56,  -5,  -4, 6, 19.4,②③③, 5, 6, メイショウイグアス,,菊地昇,219.4,,,,11, 87.6,⑨⑤③, 5, 5,Ｈサンマルチｰフ, 70,安部幸, 1.0, 73,   3,   6,12, 74.3, ⑪⑩, 5, 9,Ｊボストンゴｰルド, 70,和田竜, 0.3, 74,   4,   0, 4,  8.5, ③③
 6, 5,Ｈロｰランビゴラス, 36,安部幸, 1.6, 56,  -7,   1, 5, 13.2,⑧⑧⑧, 6,12, アグネスモナク,,仲田雅,219.7,,,, 5, 14.9,④⑤⑧, 6, 4,Ｆマｰベラスパレｰド, 72,角田晃, 1.3, 71,   1,*  8, 6, 22.0, ⑯⑮, 6,11,Ｃフィｰルドルｰキｰ, 79,幸英明, 0.4, 73,   0,   3, 3,  7.8, ⑦⑥
 7, 6,Ｄショウリュウケン, 61,田村太, 1.7, 54,  -6,  -2, 9, 70.1,⑥⑤⑤, 7,13, マンテンフラワｰ,,佐久間,219.7,,,, 7, 26.3,①①①, 7, 9,Ｄメイショウフウライ, 73,飯田祐, 1.3, 71,   2,   5, 5, 13.1, ⑪⑩, 7,14,Ｅマルサンテクニカル, 77,南井大, 0.4, 73,  -7,* 11,13, 61.6, ⑪⑩
 8, 7,Ａキンショｰオトヒメ, 63,安藤勝, 2.4, 48,  -5,  -9, 1,  2.0,④③③, 8, 1, ランドブラザｰ,,宇田登,219.8,,,,12, 88.3,⑫⑩⑩, 8,16,Ｐシルクオルフェウス, 52,田嶋翔, 1.4, 70,   5,   1,11, 74.1, ⑧⑦, 8, 8,Ｂアドマイヤディｰノ, 82,安藤勝, 0.4, 72, -12,* 16, 1,  3.6, ⑮⑮
 9, 1,Ｇダンツファイナル, 49,小牧太, 3.0, 45,  -9,  -8, 7, 41.0,⑨⑨⑨, 9, 7, マウントフォンテン,,金子光,219.8,,,, 8, 32.3,⑧⑨⑨, 9, 8,Ｉダイゴフウジン, 69,佐藤哲, 1.7, 69,*  9,  -6,13, 93.0, ③④, 9, 7,Ｏセレスダイナミック, 65,小林徹, 0.6, 70,   4,  -4,14, 72.3, ③③
