08年12月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,六甲ｱｲﾗﾝﾄﾞS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂナムラエクシｰド, 61,小林徹,, 59,*  3,  -2, 1,  1.3, ①①, 1,10, ケイアイテンジン,---,福永祐,, 74,*  4,   6, 1,  1.1, ①①, 1, 1,Ａライブコンサｰト, 88,岩田康,, 80,  10,*  1, 1,  1.4, ⑦⑦, 1,11,Ｍコレデイイノダ, 77,安藤勝,, 82,   3,* 13,17, 94.0, ⑪⑩
 2, 9,Ａメジロライダｰ, 63,岩田康, 0.2, 56,  -4,*  3, 2,  4.3, ⑨⑦, 2, 2, ドリｰムアライブ,---,岩田康, 0.1, 74,*  2,*  8, 3, 15.1, ③③, 2, 5,Ｈバブルウイズアラン, 68,幸英明, 0.3, 77,* 22, -25, 4, 12.4, ①①, 2, 9,Ｃマルブツライト, 85,福永祐, 0.0, 83,   7,   8, 9, 20.5, ⑦⑥
 3, 5,Ｇタガノバッチグｰ, 47,福永祐, 0.4, 55,  -1,  -2, 3,  9.5, ④④, 3,12, メイショウオｰラ,---,武幸四, 0.8, 68,*  3,   1, 4, 16.2, ④②, 3, 4,Ｄフィｰルドルｰキｰ, 77,小林徹, 0.7, 72,  12, -15, 7, 43.2, ⑤④, 3, 4,Ｂショウナンアクロス, 86,吉田豊, 0.1, 81,   1,* 16,10, 22.6, ⑭⑫
 4, 3,Ｅマルコｰドリｰム, 50,田中健, 0.8, 52,*  1,  -8, 9, 95.2, ②②, 4, 7, エｰシンマダムジｰ,---,吉田豊, 1.2, 67,  -5,*  8,11,195.0, ⑨⑤, 4, 7,Ｃカシノマイケル, 78,小牧太, 0.9, 71,   9, -10, 5, 14.4, ⑨⑧, 4,10,Ｐクィｰンマルトク, 71,酒井学, 0.2, 83,* 14,  -2,18, 96.6, ②②
 5, 8,Ｉイナズマガイア, 45,吉田豊, 0.9, 51,  -2,  -4, 4, 21.7, ⑥⑤, 5, 8, テｰオｰマｰス,---,松岡正, 1.2, 66,  -9,* 12, 2, 11.9, ⑧⑦, 5, 3,Ｂノｰプロブレム, 88,田中克, 0.9, 72,   5,* -4, 2,  5.0, ⑩⑪, 5,17,Ｅスｰパｰワシントン, 83,松田大, 0.3, 79,   3,   9, 8, 16.5, ⑩⑨
 6, 4,Ｃワイドヒリュウ, 51,幸英明, 0.9, 49,  -4,  -3, 8, 78.9, ⑦⑧, 6,16, カネトシポインタｰ,---,秋山真, 2.5, 55,  -5,  -4, 9,131.7, ⑤⑥, 6, 8,Ｌメイショウゲンジ, 61,渡辺薫, 1.1, 67,* 21, -33,10,133.8, ②②, 6, 1,Ｆアドマイヤヘッド, 82,川田将, 0.5, 78,* 11,  -3, 2,  4.3, ④③
 7, 1,Ｄサチノユニヴァｰス, 50,田中克, 1.0, 51,   0,  -8, 6, 58.6, ③③, 7, 6, コンポステラ,---,デムｰ, 3.3, 46, -11,  -4, 5, 24.6, ⑪⑫, 7,11,Ｅヴンダｰ, 76,福永祐, 1.2, 67,   8, -13, 6, 40.0, ⑪⑩, 7,14,Ｇタイセイハニｰ, 82,小林徹, 0.5, 77,  -1,* 13,11, 35.7, ⑯⑯
 8,10,Ｆシゲルホタカヤマ, 47,渡辺薫, 1.5, 44,  -8,  -5,10,167.5, ⑩⑩, 8, 4, ナンヨｰアドニス,---,角田晃, 3.4, 51, -13,   0, 6, 69.6, ⑯⑯, 8, 9,Ｆジャングルテクノ, 75,松田大, 1.4, 64,  14, -26, 3, 10.5, ④⑤, 8, 8,Ｄセイウンワキタツ, 83,小牧太, 0.8, 73,  -1,   8, 6, 11.2, ⑮⑮
 9,12,Ｊプラセット, 43,浜中俊, 1.8, 41,  -5, -10, 5, 36.1, ⑧⑨, 9,13, インオｰルブライト,---,渡辺薫, 3.4, 49, -12,  -2,13,246.8, ⑭⑭, 9, 2,Ｉゼンノベリル, 67,浜中俊, 1.8, 64,   8, -20,12,257.6, ⑧⑨, 9, 7,Ａメガトレンド, 92,武幸四, 1.0, 71,  -3,   9, 1,  4.0, ⑱⑱
10,11,Ｈトミケンドラゴン, 46,鮫島良, 1.9, 42, -10,  -5,11,286.5, ⑪⑪,10, 5, スリｰオブジャパン,---,江田照, 3.9, 45,  -9, -11,12,215.0, ⑫⑩,10,10,Ｊトｰセンステルス, 67,後藤浩, 2.0, 58,  11, -30, 9, 64.6, ⑥⑥,10,18,Ｏシャランジュ, 72,幸英明, 1.1, 71,   1,   3,12, 37.4, ⑫⑭
11, 7,Ｌプライベｰト, 29,小牧太, 2.5, 35,  -4, -18, 7, 71.1, ⑤⑥,11, 9, ウォｰタｰウィンク,---,川田将, 4.3, 41,  -6, -18, 8,122.9, ⑦⑧,11,12,Ｋタイキミュｰズ, 62,大江原, 2.1, 56,* 21, -48,11,149.0, ③③,11, 6,Ｑエイムアットビップ, 71,鮫島良, 1.4, 70,* 15, -19, 5, 10.8, ①①
12, 6,Ｋコンゴウカガビジン, 38,武英智, 2.8, 33, -13, -10,12,317.3, ⑫⑫,12,15, ロングフィｰバ,---,鮫島良, 4.4, 42,  -8, -15,14,252.7, ⑬⑪,12, 6,Ｇショウリュウアクト, 70,デムｰ, 5.1, 31,   6, -65, 8, 44.5, ⑫⑫,12,16,Ｈタマモハクライ, 81,林満明, 1.4, 67,   2,  -2,14, 65.7, ⑬⑬
,,,,,,,,,,,,13, 1, パｰプルガルチ,---,小坂忠, 4.6, 40, -13, -11,16,327.4, ⑮⑮,,,,,,,,,,,,,13,15,Ｊケイアイプラウド, 80,デムｰ, 1.5, 66,   9, -12, 3,  7.2, ⑥⑦
