08年 8月 3日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 8月 3日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 2,Ｋクロミツジョウ, 17,田中博, 1.7, 47, -11,   1,11,107.1,⑩⑩⑩, 9, 8,Ｏスガノオｰシャン, 32,小林淳, 1.3, 56,  -2,* -2,15,272.8,⑮⑭⑫, 9,13,Ｍスイｰトコルドバ, 43,黛弘人, 0.5, 56,* 11, -13,10, 50.1,③②③, 9, 6,Ｃキングルｰキｰ, 79,田中勝, 0.8, 73,   3,   4, 7,  8.8,⑮⑮⑪
10, 7,Ｉパワｰトｰマス, 27,村田一, 1.8, 46,  -3,  -9, 8, 32.8,⑤④⑤,10,13,Ｌトップハルサヤ, 51,池崎祐, 2.3, 47,*  5, -25,13,252.7,②②③,10, 9,Ｐインディゴライト, 28,宮崎北, 0.7, 52,   5,  -9,13, 69.3,⑧⑦⑦,10,16,Ｆキングオザｰ, 74,土谷智, 0.9, 71,   6,  -4,15,142.5,④⑤⑤
11,10,Ｊマイネルサｰブル, 23,江田照, 1.9, 44,  -4,  -8,10, 67.7,⑦⑥⑥,11, 3,Ｈコスモプレッジ, 59,柴山雄, 4.1, 38,   3, -36,12, 79.4,⑥⑦⑨,11, 5,Ｎプリマドンナシチｰ, 42,田中勝, 0.8, 50,  -5,*  4,15, 97.9,⑮⑮⑮,11,11,Ｑジェイドファスト, 64,嘉藤貴, 1.1, 71,  -3,*  9,17,219.1,⑰⑰⑰
,,,,,,,,,,,,12,12,Ｎサファリタイガｰ, 43,石橋脩, 4.4, 34,   0, -33,14,262.3,⑦⑪⑫,12,18,Ｋベルモントプレミア, 48,池田鉄, 1.4, 44,   3, -14,14, 75.9,⑧⑩⑨,12, 9,Ｄパパラチア, 77,後藤浩, 1.2, 67,   4,  -4, 1,  5.1,⑧⑧⑧
,,,,,,,,,,,,13,15,Ｊラッシュインレｰス, 56,田中博, 4.5, 35,*  5, -44, 8, 21.3,③②③,13, 2,Ｉドリｰムオブワイ, 50,二本柳, 1.4, 43,  -6,  -1,18,293.2,⑯⑯⑮,13,17,Ｒゲイリｰスティング, 59,二本柳, 1.2, 65,   4,  -5,18,221.6,⑦⑦⑦
,,,,,,,,,,,,14, 5,Ｍキュｰボｰト, 49,蛯名正, 5.7, 30,  -3, -38, 9, 36.5,⑫⑭⑮,14,17,Ｊツクバエリザベス, 49,中舘英, 1.6, 43,   6, -19, 9, 42.7,⑩⑦⑦,14, 5,Ｍエアムｰトン, 69,小野次, 1.3, 70,  -1,   4,10, 34.1,⑫⑯⑯
,,,,,,,,,,,,15,10,Ｆナンヨｰザベｰス, 63,宮崎北,12.0,-23,   0, -97, 6, 15.3,⑩⑪⑭,15, 3,Ｌラビットサプライズ, 45,江田照, 1.7, 41,   2, -15,16,182.6,⑩⑫⑬,15,18,Ｎハセノダンディ, 66,柴田善, 1.3, 67,   3,  -4,16,190.8,⑩⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,16,16, セレナウッディ,---,加藤士, 1.9, 38,  -9,  -5,12, 64.3,⑰⑰⑰,16,13,Ｈヴンダｰ, 74,江田照, 1.4, 66,  -3,   5,14, 93.5,⑱⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,17,10, キタノエンペラｰ,---,吉田豊, 2.6, 33, -13,  -9,11, 55.0,⑱⑱⑱,17, 4,Ｋコアレスコジｰン, 72,蛯名正, 1.4, 66,   2,  -4,11, 34.3,⑩⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,18, 6,Ｏオｰトパイロット, 37,小林淳, 3.1, 26,   6, -38,17,191.1,⑤⑦⑨,18,12,Ｏエｰピｰレジェンド, 66,柴山雄, 1.6, 62,*  7, -15,13, 89.5,④③③
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,
単勝:250円 複勝:09=120円 04=180円 11=260円 枠連:530円,,,,,,,,,,,,単勝:300円 複勝:07=110円 11=140円 04=190円 枠連:410円,,,,,,,,,,,,"単勝:280円 複勝:08=120円 04=260円 01=140円 枠連:1,360円",,,,,,,,,,,,"単勝:740円 複勝:15=260円 03=200円 14=260円 枠連:1,080円",,,,,,,,,,,
"馬連:740円 ワイド:04-09=320円 09-11=570円 04-11=1,060円",,,,,,,,,,,,馬連:520円 ワイド:07-11=220円 04-07=420円 04-11=590円,,,,,,,,,,,,"馬連:1,400円 ワイド:04-08=490円 01-08=210円 01-04=650円",,,,,,,,,,,,"馬連:2,430円 ワイド:03-15=1,040円 14-15=940円 03-14=1,030円",,,,,,,,,,,
"馬単:1,380円 3連複:2,250円 3連単:8,360円",,,,,,,,,,,,"馬単:950円 3連複:1,180円 3連単:4,350円",,,,,,,,,,,,"馬単:2,070円 3連複:1,220円 3連単:6,890円",,,,,,,,,,,,"馬単:4,900円 3連複:6,560円 3連単:42,410円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 8R  芝1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1200m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北陸ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａツクバホクトオｰ, 50,柴田善,, 51,*-13,* 10, 1,  1.8,②②②, 1, 6, メテオバｰスト,,横山義,,,,, 2,  4.2,②①①, 1,13,Ａシャペロンルｰジュ, 74,嘉藤貴,, 65,  -5,*  2, 1,  2.6,   , 1, 7,Ｂバンブｰエｰル, 92,松岡正,, 84,  14,  12, 2,  4.2,⑤④④
 2, 5,Ｅオッキオディガット, 39,後藤浩, 0.2, 47,*-11,   6, 3,  4.7,①①①, 2, 5, マイネルグリッツァ,,平沢健,185.9,,,, 1,  3.5,④②②, 2, 2,Ｃフラミニアンウェイ, 67,後藤浩, 0.4, 65,*  7, -12, 3,  8.6,   , 2,11,Ｃダイイチミラクル, 91,柴田大, 0.2, 81,  10,  14, 8, 19.3,⑥⑥⑦
 3, 1,Ｂアポロストｰム, 46,勝浦正, 0.3, 48, -15,*  8, 2,  3.6,⑦③③, 3, 1, スズカウエスト,,柴田未,186.8,,,, 5, 12.0,③③③, 3,10,Ｌタケデンスキップ, 58,草野太, 0.4, 58, -13,*  2,15,105.9,   , 3, 4,Ｄトロピカルライト, 90,鷹野宏, 0.2, 82,* 16,   8, 7, 18.7,③②②
 4, 7,Ｃコスモジブリル, 43,松岡正, 0.5, 45, -15,   6, 4,  8.9,③③③, 4,14, カズノダンシング,,穂苅寿,186.9,,,, 4,  5.3,⑨⑥⑤, 4, 5,Ｆウインアンジェラス, 65,松岡正, 0.5, 60,   3, -10, 5,  9.6,   , 4, 6,Ｉルミナスポイント, 87,福永祐, 0.3, 81,  11,  12, 4,  5.7,⑦⑥⑤
 5, 4,Ｇバンダムミュｰトス, 36,鷹野宏, 0.9, 40, -22,   7, 6, 41.6,④⑦⑦, 5, 7, クリノダイマオｰ,,水出大,187.2,,,, 7, 16.9,⑪⑨⑨, 5,12,Ｈノボスイｰツ, 62,伊藤工, 0.7, 54,  -5,  -7,13, 84.2,   , 5, 9,Ａジョイフルハｰト, 95,中舘英, 0.4, 79,* 18,   4, 1,  3.5,①①①
 6, 3,Ｆドゥミポワント, 38,田中博, 1.5, 30, -15,  -7, 8, 93.4,⑤③③, 6, 8, グロｰリｰジョン,,浜野谷,188.6,,,, 6, 14.9,⑤⑤④, 6,11,Ｏウィンドチャイム, 50,西田雄, 0.7, 54, -15,* -1,12, 78.5,   , 6, 3,Ｋチョウカイシャトル, 76,吉田豊, 0.5, 79,   5,* 15,12, 51.1,⑫⑩⑩
 7, 2,Ｄキタサンハナミチ, 43,中舘英, 1.5, 33, -27,   5, 5, 23.7,⑤⑧⑧, 7,11, サンエンタティナｰ,,山本康,188.8,,,,10, 36.9,⑧⑨⑨, 7, 9,Ｂファッシオドンナ, 74,宮崎北, 0.7, 57,   3, -13, 2,  5.7,   , 7, 1,Ｈワキノカイザｰ, 87,柴田善, 0.5, 79,   1,* 20, 9, 27.8,⑬⑬⑬
 8, 8,Ｈアバトルフジザクラ, 29,高山太, 1.9, 24, -16, -11, 7, 64.4,⑦⑥⑥, 8, 3, マイネルガッチャ,,高野和,189.0,,,, 3,  5.2,⑫⑪⑪, 8, 6,Ｐオｰドリｰロｰズ, 50,小林淳, 0.8, 52,  -5,  -9,17,302.7,   , 8, 2,Ｇエアアドニス, 88,蛯名正, 0.8, 76,   8,  10, 5, 11.6,⑧⑧⑧
,,,,,,,,,,,, 9,12, ダイシンツウィギｰ,,柴田大,189.4,,,,14,166.1,⑦⑥⑦, 9,15,Ｄメジロアリス, 65,江田照, 0.8, 52, -13,  -3, 7, 14.7,   , 9, 5,Ｊホウショウルビｰ, 83,田中博, 0.9, 75,   6,  11,10, 37.4,⑧⑩⑩
,,,,,,,,,,,,10,13, バシケｰン,,蓑島靖,189.7,,,,12, 79.2,⑩⑫⑫,10, 7,Ｑクリノエタｰナル, 44,柴山雄, 0.9, 49, -11,  -6,16,219.8,   ,10,12,Ｌスパイン, 76,江田照, 1.2, 73,* 15,   0,11, 50.1,②②②
,,,,,,,,,,,,11,10, バレンソｰル,,宗像徹,190.6,,,, 9, 29.2,⑥⑥⑦,11,14,Ｉマイネペロｰラ, 62,福永祐, 1.0, 52,   2, -16, 4,  8.9,   ,11, 8,Ｍダイワマックワン, 75,後藤浩, 1.2, 72,  12,   3, 3,  5.4,④⑤⑤
,,,,,,,,,,,,12, 4, アミフジリュｰジュ,,石神深,190.7,,,,13,136.0,⑫⑬⑬,12, 3,Ｅエｰスハｰバｰ, 65,石橋脩, 1.1, 55,*  7, -21, 6,  9.9,   ,12,10,Ｅオフィサｰ, 89,田中勝, 1.3, 72,   2,  11, 6, 15.3,⑧⑫⑫
,,,,,,,,,,,,13, 2, スプリングレアル,,田中剛,193.0,,,, 8, 20.7,①④⑤,13,17,Ｇオｰシャンルミナス, 63,田中博, 1.1, 47,  -7, -12, 8, 21.8,   ,13,13,Ｆヤマノルドルフ, 88,石橋脩, 2.0, 64,   7,   0,13, 77.1,⑧⑧⑨
,,,,,,,,,,,,14, 9, ビｰトザディｰラｰ,,金子光,202.5,,,,11, 77.7,⑭⑭⑭,14,16,Ｊブリリアントマリｰ, 61,勝浦正, 1.1, 52,   2, -17,11, 42.3,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｋミカノレディｰ, 59,小野次, 1.3, 48,   2, -20, 9, 22.1,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,18, アドマイヤサンバ,---,村田一, 1.9, 35,  -9, -21,10, 34.5,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 1,Ｎリネンスタイル, 53,南田雅, 2.1, 31,  -9, -24,18,338.3,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 4,Ｍマイムマイム, 54,中舘英, 2.4, 17, -22, -18,14, 87.5,   ,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,
単勝:180円 複勝:06=110円 05=120円 01=110円 枠連:0円,,,,,,,,,,,,単勝:420円 複勝:06=190円 05=150円 01=250円 枠連:970円,,,,,,,,,,,,"単勝:260円 複勝:13=150円 02=250円 10=1,780円 枠連:860円",,,,,,,,,,,,"単勝:420円 複勝:07=190円 11=450円 04=630円 枠連:1,160円",,,,,,,,,,,
馬連:400円 ワイド:05-06=160円 01-06=120円 01-05=250円,,,,,,,,,,,,馬連:880円 ワイド:05-06=410円 01-06=940円 01-05=470円,,,,,,,,,,,,"馬連:1,320円 ワイド:02-13=470円 10-13=5,330円 02-10=9,540円",,,,,,,,,,,,"馬連:4,650円 ワイド:07-11=1,190円 04-07=1,980円 04-11=4,990円",,,,,,,,,,,
"馬単:630円 3連複:290円 3連単:1,210円",,,,,,,,,,,,"馬単:1,590円 3連複:2,320円 3連単:9,300円",,,,,,,,,,,,"馬単:2,280円 3連複:50,320円 3連単:160,190円",,,,,,,,,,,,"馬単:7,950円 3連複:27,710円 3連単:133,480円",,,,,,,,,,,
■ 3R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,三国特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｆラブエッセンス, 57,蛯名正,, 67,* -2,   2, 3,  6.1,①①①, 1, 8, メジロポッタｰ,---,中舘英,, 58,* -8,   0, 6, 13.1,①①①, 1, 4,Ｇサムライタイガｰス, 73,小野次,, 72,*  3,  12, 2,  4.8,①①①, 1,15,Ｍフレｰミングライフ, 60,田中剛,, 72,*  7,  -1,14,107.3,②①①
 2,15,Ｃロｰテレジｰナ, 61,福永祐, 0.4, 66,  -6,*  6, 2,  5.1,⑨⑦⑧, 2,11, シｰダｰ,---,田中勝, 0.2, 58, -13,*  8, 7, 19.3,⑦⑦⑦, 2,13,Ｅマルブツセンタｰ, 78,松岡正, 0.1, 76,   0,* 17, 3,  6.8,⑦⑧⑦, 2,12,Ｌヴェルトマイスタｰ, 65,福永祐, 0.4, 68,*  7,  -7, 7, 15.7,①②②
 3,11,Ｂウェスタリｰズ, 61,田中勝, 0.4, 65,  -7,*  5, 1,  2.8,④⑤⑤, 3, 5, リｰチマイドリｰム,---,柴山雄, 0.3, 54, -10,   2,10, 54.7,③④④, 3, 6,Ｏレオメビウス, 59,江田照, 0.2, 73,*  2,  11,10, 79.2,②②②, 3, 2,Ｃマジックビクトリア, 73,蛯名正, 0.5, 71,   2,   7, 2,  4.7,⑧⑦⑥
 4,13,Ｅタキシｰドジャズ, 57,江田照, 0.5, 65,  -8,*  7, 9, 36.0,⑫⑫⑫, 4, 7, ジャストルｰラｰ,---,福永祐, 0.6, 52, -10,  -2, 5,  9.7,⑤⑤⑤, 4, 9,Ｂアドマイヤダンク, 81,柴田善, 0.3, 74,   0,* 15, 1,  3.1,⑦⑧⑦, 4, 8,Ｂクリノアドベンチャ, 76,松岡正, 0.5, 70,   2,   5, 3,  4.9,⑤⑤⑥
 5, 4,Ｄヤマショウゴｰルド, 58,小野次, 0.6, 67,  -9,*  8, 5, 10.5,⑪⑬⑭, 5, 3, プラｰジュ,---,松岡正, 0.7, 52, -14,   4, 3,  5.0,⑨⑨⑨, 5,11,Ｋクリストフォルス, 67,福永祐, 0.3, 73,   1,  12, 7, 13.2,⑤④③, 5,10,Ｆソングバｰド, 69,江田照, 0.6, 70,   0,*  9, 8, 28.3,⑩⑩⑪
 6,17,Ｋダンスセレクション, 48,中舘英, 0.6, 61,* -3,  -4, 7, 16.0,④②②, 6, 6, ランフォルセ,---,後藤浩, 0.7, 52, -14,*  5, 2,  4.8,⑩⑪⑩, 6, 5,Ｄナイスラッキｰ, 80,吉田豊, 0.4, 74,  -1,* 17, 5,  7.2,⑬⑫⑪, 6, 6,Ｄトｰセンバサラ, 69,西田雄, 0.7, 69,   1,   5, 9, 28.6,⑩⑩⑨
 7, 6,Ｉナツミホｰプ, 52,田中博, 0.7, 63,  -8,   4, 8, 16.8,⑧⑨⑧, 7,13, ダイワフラッグ,---,蛯名正, 0.9, 47,* -9, -10, 4,  7.8,③②②, 7, 2,Ａツルマルビビッド, 84,中舘英, 0.6, 72,  -2,* 16, 6,  9.0,⑬⑮⑮, 7,16,Ｈデザフィオ, 67,宮崎北, 0.7, 70,   0,*  8, 6, 13.6,⑬⑬⑪
 8,18,Ａドクタｰアマランス, 62,柴田善, 0.9, 59,  -7,  -2, 4,  8.9,⑬⑨⑧, 8,10, フェイスマナジェス,---,二本柳, 0.9, 48, -15,   2,16,235.6,⑬⑭⑬, 8, 1,Ｃオペラダンディ, 81,後藤浩, 0.7, 69,   2,   9, 4,  7.2,③④③, 8, 9,Ｉロックバルｰン, 67,田中勝, 0.7, 68,   3,   1, 1,  3.2,④④④
 9,12,Ｇショウナンアヤカ, 56,吉田豊, 0.9, 57,* -4,  -6, 6, 12.7,②③③, 9, 1, ヒュｰゴライダｰ,---,小野次, 1.0, 51, -17,*  5,12, 79.9,⑬⑪⑬, 9,10,Ｆグランプリサクセス, 77,蛯名正, 1.2, 69,  -1,  10, 9, 38.2,⑦⑫⑭, 9, 3,Ｋマイネルゴｰシュ, 66,黛弘人, 0.8, 69,  -1,*  8,13, 87.4,⑫⑫⑪
10, 3,Ｐケンブリッジマｰチ, 37,小林淳, 1.0, 58,  -7,  -2,15,175.9,④⑦⑤,10, 9, キングロマネスク,---,吉田豊, 1.9, 36,* -9, -26, 1,  3.0,②②②,10, 7,Ｌマケテタマルカ, 66,村田一, 1.2, 68,   1,   4,11,104.4,⑪④⑥,10,14,Ｅホッカイルオｰ, 69,石橋脩, 0.9, 65,*  6, -11,12, 58.0,②③③
11, 1,Ｌヴァｰジリア, 47,宮崎北, 1.2, 55,  -9,  -3,12, 57.5,⑨⑨⑧,11,15, ギンザジャスマック,---,石橋脩, 2.0, 36, -10, -23,13,105.2,⑥⑤⑤,11,15,Ｉチュウワキング, 69,田中博, 1.3, 65,*  2,   2, 8, 27.7,③③③,11, 5,Ａスズカエンジェル, 76,草野太, 0.9, 67,  -1,   6, 5, 10.5,⑮⑬⑪
12, 5,Ｈフェミニンワイルド, 55,柴山雄, 1.5, 48,  -7, -11,10, 36.8,④⑤⑤,12,12, ウインヴィンテｰジ,---,勝浦正, 2.0, 38, -15, -16, 8, 20.9,⑧⑦⑦,12, 8,Ｈシｰレイダｰス, 72,田中勝, 1.4, 67,   0,   6,12,112.5,⑬⑧⑦,12,13,Ｇキャサリンダイヤ, 68,田中博, 1.1, 66,  -3,   6,15,117.5,⑯⑯⑮
13, 7,Ｊアドマイヤレゾン, 51,村田一, 1.7, 50, -11,  -7,14,129.3,⑬⑭⑬,13, 2, マジックサファイア,---,柴田善, 2.1, 36, -15, -16, 9, 23.7,⑬⑪⑩,13, 3,Ｊワンダｰガジ, 69,柴山雄, 1.5, 67,  -1,   8,14,182.0,⑫⑫⑪,13, 4,Ｊトｰセンスウィング, 66,中舘英, 1.3, 63,   2,  -5, 4,  9.0,⑤⑦⑥
14,14,Ｎハマノユウ, 39,草野太, 1.7, 47,  -5, -15,18,419.3,②③③,14,14, ノボビクトリｰ,---,宮崎北, 2.9, 27, -14, -27,15,226.4,⑩⑨⑩,14,12,Ｎキングエルドラド, 64,勝浦正, 2.8, 56,   1,  -7,15,218.5,⑤⑦⑩,14,11,Ｎコラデピｰノ, 60,勝浦正, 1.4, 63,   1,  -5,11, 35.8,⑨⑦⑨
15, 9,Ｍメイシｰズパレｰド, 44,松岡正, 1.8, 51, -15,  -1,11, 38.7,⑯⑱⑰,15, 4, ポコアポコクレッセ,---,江田照, 2.9, 28, -19, -19,11, 72.8,⑯⑯⑮,15,14,Ｍロｰレルナイト, 65,石橋脩, 2.9, 55,   1,  -6,13,146.3,⑩⑧⑪,15, 7,Ｏステイクｰル, 57,柴山雄, 1.5, 58,   3, -11,10, 31.0,⑤⑤④
16, 8,Ｑピｰクトウショウ, 30,黛弘人, 2.6, 38, -11, -18,17,304.5,⑬⑭⑭,16,16, レインボｰストｰン,---,田中博, 6.4, -7, -33, -42,14,114.8,⑩⑮⑯,,,,,,,,,,,,,16, 1,Ｐマヤノスザク, 47,吉田豊, 2.0, 56,  -2,  -7,16,198.0,⑭⑮⑮
17, 2,Ｏコンコルドライン, 38,勝浦正, 2.6, 42, -15, -12,13, 74.7,⑱⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,10, エクレアシチｰ,---,中谷雄, 2.7, 38, -16, -14,16,200.9,⑰⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
